PlanetsAspect,buy,sell,daysN,BuyDays%,SellDays%
JUNE_a103,11,7,18,0.61,0.39
JUNE_a120,36,50,86,0.42,0.58
JUNE_a135,9,8,17,0.53,0.47
JUNE_a144,29,42,71,0.41,0.59
JUNE_a150,47,40,87,0.54,0.46
JUNE_a45,13,6,19,0.68,0.32
JUNE_a60,49,63,112,0.44,0.56
JUNE_a72,11,8,19,0.58,0.42
JUNE_a90,43,44,87,0.49,0.51
JUPL_a0,64,55,119,0.54,0.46
JUPL_a30,66,64,130,0.51,0.49
JUPL_a36,49,69,118,0.42,0.58
JUPL_a45,6,15,21,0.29,0.71
JUPL_a60,50,57,107,0.47,0.53
JUPL_a72,13,8,21,0.62,0.38
JUPL_a90,34,51,85,0.4,0.6
JUSA_a0,20,17,37,0.54,0.46
JUSA_a30,74,86,160,0.46,0.54
JUSA_a36,16,15,31,0.52,0.48
JUSA_a45,69,87,156,0.44,0.56
JUSA_a60,42,66,108,0.39,0.61
JUSA_a72,42,34,76,0.55,0.45
JUUR_a103,38,49,87,0.44,0.56
JUUR_a120,12,4,16,0.75,0.25
JUUR_a135,35,30,65,0.54,0.46
JUUR_a144,10,21,31,0.32,0.68
JUUR_a150,10,6,16,0.62,0.38
JUUR_a180,39,59,98,0.4,0.6
JUUR_a90,8,3,11,0.73,0.27
MAJU_a0,9,6,15,0.6,0.4
MAJU_a103,16,10,26,0.62,0.38
MAJU_a120,7,20,27,0.26,0.74
MAJU_a135,10,14,24,0.42,0.58
MAJU_a144,9,15,24,0.38,0.62
MAJU_a150,11,12,23,0.48,0.52
MAJU_a180,5,6,11,0.45,0.55
MAJU_a30,14,19,33,0.42,0.58
MAJU_a36,17,15,32,0.53,0.47
MAJU_a45,19,11,30,0.63,0.37
MAJU_a60,13,18,31,0.42,0.58
MAJU_a72,37,40,77,0.48,0.52
MAJU_a90,19,28,47,0.4,0.6
MANE_a0,9,11,20,0.45,0.55
MANE_a103,18,10,28,0.64,0.36
MANE_a120,19,8,27,0.7,0.3
MANE_a135,12,14,26,0.46,0.54
MANE_a144,14,13,27,0.52,0.48
MANE_a150,12,13,25,0.48,0.52
MANE_a180,10,2,12,0.83,0.17
MANE_a30,34,41,75,0.45,0.55
MANE_a36,45,58,103,0.44,0.56
MANE_a45,40,52,92,0.43,0.57
MANE_a60,14,14,28,0.5,0.5
MANE_a72,14,14,28,0.5,0.5
MANE_a90,12,15,27,0.44,0.56
MAPL_a0,7,8,15,0.47,0.53
MAPL_a103,13,14,27,0.48,0.52
MAPL_a120,9,17,26,0.35,0.65
MAPL_a135,13,14,27,0.48,0.52
MAPL_a144,8,18,26,0.31,0.69
MAPL_a150,12,15,27,0.44,0.56
MAPL_a180,6,7,13,0.46,0.54
MAPL_a30,11,22,33,0.33,0.67
MAPL_a36,20,13,33,0.61,0.39
MAPL_a45,18,13,31,0.58,0.42
MAPL_a60,16,17,33,0.48,0.52
MAPL_a72,18,15,33,0.55,0.45
MAPL_a90,30,31,61,0.49,0.51
MASA_a0,8,7,15,0.53,0.47
MASA_a103,10,17,27,0.37,0.63
MASA_a120,14,12,26,0.54,0.46
MASA_a135,12,12,24,0.5,0.5
MASA_a144,9,16,25,0.36,0.64
MASA_a150,11,14,25,0.44,0.56
MASA_a180,10,2,12,0.83,0.17
MASA_a30,35,36,71,0.49,0.51
MASA_a36,17,14,31,0.55,0.45
MASA_a45,18,20,38,0.47,0.53
MASA_a60,11,26,37,0.3,0.7
MASA_a72,22,16,38,0.58,0.42
MASA_a90,35,38,73,0.48,0.52
MAUR_a0,9,7,16,0.56,0.44
MAUR_a103,17,13,30,0.57,0.43
MAUR_a120,8,20,28,0.29,0.71
MAUR_a135,18,7,25,0.72,0.28
MAUR_a144,12,15,27,0.44,0.56
MAUR_a150,14,12,26,0.54,0.46
MAUR_a180,5,8,13,0.38,0.62
MAUR_a30,18,16,34,0.53,0.47
MAUR_a36,16,17,33,0.48,0.52
MAUR_a45,12,20,32,0.38,0.62
MAUR_a60,18,15,33,0.55,0.45
MAUR_a72,15,17,32,0.47,0.53
MAUR_a90,29,32,61,0.48,0.52
MEJU_a0,12,8,20,0.6,0.4
MEJU_a103,6,16,22,0.27,0.73
MEJU_a120,7,13,20,0.35,0.65
MEJU_a135,25,26,51,0.49,0.51
MEJU_a144,18,14,32,0.56,0.44
MEJU_a150,9,12,21,0.43,0.57
MEJU_a180,5,5,10,0.5,0.5
MEJU_a30,21,21,42,0.5,0.5
MEJU_a36,29,31,60,0.48,0.52
MEJU_a45,28,41,69,0.41,0.59
MEJU_a60,12,11,23,0.52,0.48
MEJU_a72,16,25,41,0.39,0.61
MEJU_a90,21,18,39,0.54,0.46
MEMA_a0,16,14,30,0.53,0.47
MEMA_a103,19,29,48,0.4,0.6
MEMA_a120,8,5,13,0.62,0.38
MEMA_a135,5,6,11,0.45,0.55
MEMA_a144,3,8,11,0.27,0.73
MEMA_a150,4,7,11,0.36,0.64
MEMA_a180,2,4,6,0.33,0.67
MEMA_a30,19,23,42,0.45,0.55
MEMA_a36,27,17,44,0.61,0.39
MEMA_a45,42,41,83,0.51,0.49
MEMA_a60,26,21,47,0.55,0.45
MEMA_a72,31,24,55,0.56,0.44
MEMA_a90,26,15,41,0.63,0.37
MENE_a0,18,11,29,0.62,0.38
MENE_a103,18,23,41,0.44,0.56
MENE_a120,18,13,31,0.58,0.42
MENE_a135,20,29,49,0.41,0.59
MENE_a144,9,19,28,0.32,0.68
MENE_a150,12,22,34,0.35,0.65
MENE_a180,7,7,14,0.5,0.5
MENE_a30,21,16,37,0.57,0.43
MENE_a36,7,19,26,0.27,0.73
MENE_a45,20,17,37,0.54,0.46
MENE_a60,11,24,35,0.31,0.69
MENE_a72,16,24,40,0.4,0.6
MENE_a90,24,19,43,0.56,0.44
MEPL_a0,14,7,21,0.67,0.33
MEPL_a103,16,19,35,0.46,0.54
MEPL_a120,10,10,20,0.5,0.5
MEPL_a135,14,14,28,0.5,0.5
MEPL_a144,11,11,22,0.5,0.5
MEPL_a150,14,19,33,0.42,0.58
MEPL_a180,5,6,11,0.45,0.55
MEPL_a30,17,17,34,0.5,0.5
MEPL_a36,32,29,61,0.52,0.48
MEPL_a45,25,16,41,0.61,0.39
MEPL_a60,16,28,44,0.36,0.64
MEPL_a72,22,23,45,0.49,0.51
MEPL_a90,4,15,19,0.21,0.79
MESA_a0,18,11,29,0.62,0.38
MESA_a103,16,18,34,0.47,0.53
MESA_a120,18,19,37,0.49,0.51
MESA_a135,16,18,34,0.47,0.53
MESA_a144,9,12,21,0.43,0.57
MESA_a150,13,10,23,0.57,0.43
MESA_a180,5,4,9,0.56,0.44
MESA_a30,22,29,51,0.43,0.57
MESA_a36,19,24,43,0.44,0.56
MESA_a45,18,19,37,0.49,0.51
MESA_a60,22,19,41,0.54,0.46
MESA_a72,16,21,37,0.43,0.57
MESA_a90,25,19,44,0.57,0.43
MESU_a0,41,51,92,0.45,0.55
MEUR_a0,14,16,30,0.47,0.53
MEUR_a103,21,23,44,0.48,0.52
MEUR_a120,22,25,47,0.47,0.53
MEUR_a135,14,21,35,0.4,0.6
MEUR_a144,25,7,32,0.78,0.22
MEUR_a150,18,21,39,0.46,0.54
MEUR_a180,13,12,25,0.52,0.48
MEUR_a30,9,21,30,0.3,0.7
MEUR_a36,13,14,27,0.48,0.52
MEUR_a45,23,11,34,0.68,0.32
MEUR_a60,22,22,44,0.5,0.5
MEUR_a72,14,7,21,0.67,0.33
MEUR_a90,14,19,33,0.42,0.58
MEVE_a0,18,17,35,0.51,0.49
MEVE_a30,62,74,136,0.46,0.54
MEVE_a36,48,57,105,0.46,0.54
MEVE_a45,34,43,77,0.44,0.56
MEVE_a60,27,30,57,0.47,0.53
MEVE_a72,17,19,36,0.47,0.53
MOJU_a0,29,29,58,0.5,0.5
MOJU_a103,50,64,114,0.44,0.56
MOJU_a120,50,60,110,0.45,0.55
MOJU_a135,50,60,110,0.45,0.55
MOJU_a144,61,53,114,0.54,0.46
MOJU_a150,58,53,111,0.52,0.48
MOJU_a180,27,29,56,0.48,0.52
MOJU_a30,52,62,114,0.46,0.54
MOJU_a36,47,65,112,0.42,0.58
MOJU_a45,57,59,116,0.49,0.51
MOJU_a60,54,61,115,0.47,0.53
MOJU_a72,53,64,117,0.45,0.55
MOJU_a90,51,61,112,0.46,0.54
MOMA_a0,29,28,57,0.51,0.49
MOMA_a103,47,61,108,0.44,0.56
MOMA_a120,50,61,111,0.45,0.55
MOMA_a135,46,66,112,0.41,0.59
MOMA_a144,53,56,109,0.49,0.51
MOMA_a150,56,54,110,0.51,0.49
MOMA_a180,28,30,58,0.48,0.52
MOMA_a30,49,63,112,0.44,0.56
MOMA_a36,47,64,111,0.42,0.58
MOMA_a45,53,59,112,0.47,0.53
MOMA_a60,54,56,110,0.49,0.51
MOMA_a72,49,62,111,0.44,0.56
MOMA_a90,56,54,110,0.51,0.49
MOME_a0,23,31,54,0.43,0.57
MOME_a103,54,56,110,0.49,0.51
MOME_a120,51,61,112,0.46,0.54
MOME_a135,52,57,109,0.48,0.52
MOME_a144,48,60,108,0.44,0.56
MOME_a150,58,51,109,0.53,0.47
MOME_a180,20,33,53,0.38,0.62
MOME_a30,51,56,107,0.48,0.52
MOME_a36,45,60,105,0.43,0.57
MOME_a45,50,61,111,0.45,0.55
MOME_a60,55,55,110,0.5,0.5
MOME_a72,54,52,106,0.51,0.49
MOME_a90,49,58,107,0.46,0.54
MONE_a0,28,30,58,0.48,0.52
MONE_a103,50,63,113,0.44,0.56
MONE_a120,52,61,113,0.46,0.54
MONE_a135,53,60,113,0.47,0.53
MONE_a144,48,64,112,0.43,0.57
MONE_a150,45,67,112,0.4,0.6
MONE_a180,30,26,56,0.54,0.46
MONE_a30,50,67,117,0.43,0.57
MONE_a36,59,58,117,0.5,0.5
MONE_a45,61,54,115,0.53,0.47
MONE_a60,62,54,116,0.53,0.47
MONE_a72,50,68,118,0.42,0.58
MONE_a90,47,65,112,0.42,0.58
MOPL_a0,30,27,57,0.53,0.47
MOPL_a103,61,53,114,0.54,0.46
MOPL_a120,58,53,111,0.52,0.48
MOPL_a135,46,64,110,0.42,0.58
MOPL_a144,46,66,112,0.41,0.59
MOPL_a150,42,68,110,0.38,0.62
MOPL_a180,27,29,56,0.48,0.52
MOPL_a30,53,64,117,0.45,0.55
MOPL_a36,61,55,116,0.53,0.47
MOPL_a45,60,57,117,0.51,0.49
MOPL_a60,49,65,114,0.43,0.57
MOPL_a72,52,63,115,0.45,0.55
MOPL_a90,53,62,115,0.46,0.54
MOSA_a0,24,34,58,0.41,0.59
MOSA_a103,60,52,112,0.54,0.46
MOSA_a120,52,61,113,0.46,0.54
MOSA_a135,52,60,112,0.46,0.54
MOSA_a144,40,72,112,0.36,0.64
MOSA_a150,44,68,112,0.39,0.61
MOSA_a180,26,30,56,0.46,0.54
MOSA_a30,55,60,115,0.48,0.52
MOSA_a36,57,58,115,0.5,0.5
MOSA_a45,48,66,114,0.42,0.58
MOSA_a60,55,61,116,0.47,0.53
MOSA_a72,50,66,116,0.43,0.57
MOSA_a90,63,52,115,0.55,0.45
MOSU_a0,28,24,52,0.54,0.46
MOSU_a103,46,60,106,0.43,0.57
MOSU_a120,44,65,109,0.4,0.6
MOSU_a135,60,48,108,0.56,0.44
MOSU_a144,55,52,107,0.51,0.49
MOSU_a150,52,57,109,0.48,0.52
MOSU_a180,21,31,52,0.4,0.6
MOSU_a30,50,60,110,0.45,0.55
MOSU_a36,53,57,110,0.48,0.52
MOSU_a45,51,56,107,0.48,0.52
MOSU_a60,66,47,113,0.58,0.42
MOSU_a72,52,58,110,0.47,0.53
MOSU_a90,50,58,108,0.46,0.54
MOUR_a0,36,23,59,0.61,0.39
MOUR_a103,53,60,113,0.47,0.53
MOUR_a120,50,63,113,0.44,0.56
MOUR_a135,57,57,114,0.5,0.5
MOUR_a144,58,56,114,0.51,0.49
MOUR_a150,62,53,115,0.54,0.46
MOUR_a180,26,31,57,0.46,0.54
MOUR_a30,50,66,116,0.43,0.57
MOUR_a36,50,65,115,0.43,0.57
MOUR_a45,51,67,118,0.43,0.57
MOUR_a60,47,69,116,0.41,0.59
MOUR_a72,51,63,114,0.45,0.55
MOUR_a90,53,60,113,0.47,0.53
MOVE_a0,22,30,52,0.42,0.58
MOVE_a103,47,58,105,0.45,0.55
MOVE_a120,43,64,107,0.4,0.6
MOVE_a135,43,66,109,0.39,0.61
MOVE_a144,48,57,105,0.46,0.54
MOVE_a150,48,60,108,0.44,0.56
MOVE_a180,28,26,54,0.52,0.48
MOVE_a30,54,55,109,0.5,0.5
MOVE_a36,53,57,110,0.48,0.52
MOVE_a45,49,58,107,0.46,0.54
MOVE_a60,47,60,107,0.44,0.56
MOVE_a72,52,58,110,0.47,0.53
MOVE_a90,53,56,109,0.49,0.51
SANE_a45,13,9,22,0.59,0.41
SANE_a60,77,92,169,0.46,0.54
SANE_a72,80,83,163,0.49,0.51
SAPL_a0,29,19,48,0.6,0.4
SAPL_a30,8,25,33,0.24,0.76
SAUR_a103,147,142,289,0.51,0.49
SAUR_a120,87,96,183,0.48,0.52
SUJU_a0,9,7,16,0.56,0.44
SUJU_a103,20,18,38,0.53,0.47
SUJU_a120,16,19,35,0.46,0.54
SUJU_a135,12,21,33,0.36,0.64
SUJU_a144,5,29,34,0.15,0.85
SUJU_a150,18,14,32,0.56,0.44
SUJU_a180,10,6,16,0.62,0.38
SUJU_a30,18,25,43,0.42,0.58
SUJU_a36,16,26,42,0.38,0.62
SUJU_a45,19,22,41,0.46,0.54
SUJU_a60,17,24,41,0.41,0.59
SUJU_a72,19,21,40,0.48,0.52
SUJU_a90,17,19,36,0.47,0.53
SUMA_a0,14,13,27,0.52,0.48
SUMA_a103,21,14,35,0.6,0.4
SUMA_a120,9,16,25,0.36,0.64
SUMA_a135,8,11,19,0.42,0.58
SUMA_a144,8,9,17,0.47,0.53
SUMA_a150,7,9,16,0.44,0.56
SUMA_a180,4,4,8,0.5,0.5
SUMA_a30,25,26,51,0.49,0.51
SUMA_a36,29,21,50,0.58,0.42
SUMA_a45,28,21,49,0.57,0.43
SUMA_a60,20,30,50,0.4,0.6
SUMA_a72,24,28,52,0.46,0.54
SUMA_a90,11,23,34,0.32,0.68
SUNE_a0,7,11,18,0.39,0.61
SUNE_a103,15,24,39,0.38,0.62
SUNE_a120,16,19,35,0.46,0.54
SUNE_a135,21,15,36,0.58,0.42
SUNE_a144,11,25,36,0.31,0.69
SUNE_a150,19,15,34,0.56,0.44
SUNE_a180,5,11,16,0.31,0.69
SUNE_a30,18,18,36,0.5,0.5
SUNE_a36,18,19,37,0.49,0.51
SUNE_a45,18,18,36,0.5,0.5
SUNE_a60,21,18,39,0.54,0.46
SUNE_a72,14,26,40,0.35,0.65
SUNE_a90,18,23,41,0.44,0.56
SUPL_a0,13,11,24,0.54,0.46
SUPL_a103,14,21,35,0.4,0.6
SUPL_a120,15,20,35,0.43,0.57
SUPL_a135,23,14,37,0.62,0.38
SUPL_a144,17,19,36,0.47,0.53
SUPL_a150,15,19,34,0.44,0.56
SUPL_a180,6,12,18,0.33,0.67
SUPL_a30,21,15,36,0.58,0.42
SUPL_a36,14,22,36,0.39,0.61
SUPL_a45,19,19,38,0.5,0.5
SUPL_a60,16,26,42,0.38,0.62
SUPL_a72,14,22,36,0.39,0.61
SUPL_a90,13,23,36,0.36,0.64
SUSA_a0,10,9,19,0.53,0.47
SUSA_a103,13,23,36,0.36,0.64
SUSA_a120,17,19,36,0.47,0.53
SUSA_a135,14,21,35,0.4,0.6
SUSA_a144,11,23,34,0.32,0.68
SUSA_a150,14,20,34,0.41,0.59
