PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_00-00,Ceres,00-00,32,47,79,0.41,0.59
CE_01-03,Ceres,01-03,389,443,832,0.47,0.53
CE_04-07,Ceres,04-07,307,339,646,0.48,0.52
CH_00-00,Chiron,00-00,26,29,55,0.47,0.53
CH_01-03,Chiron,01-03,702,800,1502,0.47,0.53
JN_00-00,Juno,00-00,47,58,105,0.45,0.55
JN_01-03,Juno,01-03,442,501,943,0.47,0.53
JN_04-07,Juno,04-07,237,267,504,0.47,0.53
JN_08-20,Juno,08-20,2,3,5,0.4,0.6
JU_00-00,Jupiter,00-00,48,52,100,0.48,0.52
JU_01-03,Jupiter,01-03,493,604,1097,0.45,0.55
JU_04-07,Jupiter,04-07,187,173,360,0.52,0.48
MA_00-00,Mars,00-00,19,16,35,0.54,0.46
MA_01-03,Mars,01-03,321,383,704,0.46,0.54
MA_04-07,Mars,04-07,367,398,765,0.48,0.52
MA_08-20,Mars,08-20,21,32,53,0.4,0.6
ME_00-00,Mercury,00-00,11,19,30,0.37,0.63
ME_01-03,Mercury,01-03,251,288,539,0.47,0.53
ME_04-07,Mercury,04-07,426,478,904,0.47,0.53
ME_08-20,Mercury,08-20,40,44,84,0.48,0.52
MO_04-07,Moon,04-07,5,3,8,0.62,0.38
MO_08-20,Moon,08-20,707,810,1517,0.47,0.53
MO_NA,Moon,NA,16,16,32,0.5,0.5
NE_00-00,Neptune,00-00,728,829,1557,0.47,0.53
NN_01-03,NNode,01-03,514,597,1111,0.46,0.54
NN_04-07,NNode,04-07,214,232,446,0.48,0.52
PA_00-00,Pallas,00-00,93,105,198,0.47,0.53
PA_01-03,Pallas,01-03,499,577,1076,0.46,0.54
PA_04-07,Pallas,04-07,136,147,283,0.48,0.52
PH_00-00,Pholus,00-00,510,544,1054,0.48,0.52
PH_01-03,Pholus,01-03,218,285,503,0.43,0.57
SA_00-00,Saturn,00-00,312,390,702,0.44,0.56
SA_01-03,Saturn,01-03,409,434,843,0.49,0.51
SA_04-07,Saturn,04-07,7,5,12,0.58,0.42
SN_00-00,SNode,00-00,85,90,175,0.49,0.51
SN_01-03,SNode,01-03,593,649,1242,0.48,0.52
SN_04-07,SNode,04-07,50,90,140,0.36,0.64
SU_00-00,Sun,00-00,12,7,19,0.63,0.37
SU_01-03,Sun,01-03,295,328,623,0.47,0.53
SU_04-07,Sun,04-07,397,463,860,0.46,0.54
SU_08-20,Sun,08-20,24,31,55,0.44,0.56
UR_00-00,Uranus,00-00,229,310,539,0.42,0.58
UR_01-03,Uranus,01-03,499,519,1018,0.49,0.51
VE_00-00,Venus,00-00,3,8,11,0.27,0.73
VE_01-03,Venus,01-03,240,283,523,0.46,0.54
VE_04-07,Venus,04-07,441,488,929,0.47,0.53
VE_08-20,Venus,08-20,44,50,94,0.47,0.53
VS_00-00,Vesta,00-00,33,30,63,0.52,0.48
VS_01-03,Vesta,01-03,354,388,742,0.48,0.52
VS_04-07,Vesta,04-07,339,401,740,0.46,0.54
VS_08-20,Vesta,08-20,2,10,12,0.17,0.83
