PlanetQuality,Planet,Quality,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CAR,Ceres,Cardinal,195,195,390,0.5,0.5
CE_FIX,Ceres,Fixed,251,307,558,0.45,0.55
CE_MUT,Ceres,Mutable,341,357,698,0.49,0.51
CH_CAR,Chiron,Cardinal,481,486,967,0.5,0.5
CH_MUT,Chiron,Mutable,306,373,679,0.45,0.55
JN_CAR,Juno,Cardinal,370,392,762,0.49,0.51
JN_FIX,Juno,Fixed,195,229,424,0.46,0.54
JN_MUT,Juno,Mutable,222,238,460,0.48,0.52
JU_CAR,Jupiter,Cardinal,342,381,723,0.47,0.53
JU_FIX,Jupiter,Fixed,271,263,534,0.51,0.49
JU_MUT,Jupiter,Mutable,174,215,389,0.45,0.55
MA_CAR,Mars,Cardinal,297,318,615,0.48,0.52
MA_FIX,Mars,Fixed,269,301,570,0.47,0.53
MA_MUT,Mars,Mutable,221,240,461,0.48,0.52
ME_CAR,Mercury,Cardinal,240,290,530,0.45,0.55
ME_FIX,Mercury,Fixed,268,317,585,0.46,0.54
ME_MUT,Mercury,Mutable,279,252,531,0.53,0.47
MO_CAR,Moon,Cardinal,273,281,554,0.49,0.51
MO_FIX,Moon,Fixed,260,287,547,0.48,0.52
MO_MUT,Moon,Mutable,254,291,545,0.47,0.53
NE_MUT,Neptune,Mutable,787,859,1646,0.48,0.52
NN_CAR,NNode,Cardinal,269,297,566,0.48,0.52
NN_FIX,NNode,Fixed,269,297,566,0.48,0.52
NN_MUT,NNode,Mutable,249,265,514,0.48,0.52
PA_CAR,Pallas,Cardinal,379,407,786,0.48,0.52
PA_FIX,Pallas,Fixed,234,286,520,0.45,0.55
PA_MUT,Pallas,Mutable,174,166,340,0.51,0.49
PH_CAR,Pholus,Cardinal,469,467,936,0.5,0.5
PH_MUT,Pholus,Mutable,318,392,710,0.45,0.55
PL_CAR,Pluto,Cardinal,787,859,1646,0.48,0.52
SA_CAR,Saturn,Cardinal,459,530,989,0.46,0.54
SA_FIX,Saturn,Fixed,138,104,242,0.57,0.43
SA_MUT,Saturn,Mutable,190,225,415,0.46,0.54
SN_CAR,SNode,Cardinal,269,297,566,0.48,0.52
SN_FIX,SNode,Fixed,269,297,566,0.48,0.52
SN_MUT,SNode,Mutable,249,265,514,0.48,0.52
SU_CAR,Sun,Cardinal,269,273,542,0.5,0.5
SU_FIX,Sun,Fixed,254,303,557,0.46,0.54
SU_MUT,Sun,Mutable,264,283,547,0.48,0.52
UR_CAR,Uranus,Cardinal,304,377,681,0.45,0.55
UR_FIX,Uranus,Fixed,483,482,965,0.5,0.5
VE_CAR,Venus,Cardinal,257,309,566,0.45,0.55
VE_FIX,Venus,Fixed,255,260,515,0.5,0.5
VE_MUT,Venus,Mutable,275,290,565,0.49,0.51
VS_CAR,Vesta,Cardinal,213,240,453,0.47,0.53
VS_FIX,Vesta,Fixed,282,342,624,0.45,0.55
VS_MUT,Vesta,Mutable,292,277,569,0.51,0.49
