PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(2,3]",Ceres,"(2,3]",1422,1052,2474,0.57,0.43
"CE_(3,4]",Ceres,"(3,4]",1002,836,1838,0.55,0.45
"CE_(4,8]",Ceres,"(4,8]",747,600,1347,0.55,0.45
"CE_[0,2]",Ceres,"[0,2]",2721,2120,4841,0.56,0.44
"CH_(1,2]",Chiron,"(1,2]",1589,1246,2835,0.56,0.44
"CH_(2,3]",Chiron,"(2,3]",508,352,860,0.59,0.41
CH_1,Chiron,1,2605,2026,4631,0.56,0.44
"CH_[0,1)",Chiron,"[0,1)",1190,984,2174,0.55,0.45
"JN_(2,3]",Juno,"(2,3]",1348,1073,2421,0.56,0.44
"JN_(3,4]",Juno,"(3,4]",1074,896,1970,0.55,0.45
"JN_(4,9]",Juno,"(4,9]",1090,801,1891,0.58,0.42
"JN_[0,2]",Juno,"[0,2]",2380,1838,4218,0.56,0.44
"JU_(1,2]",Jupiter,"(1,2]",1674,1377,3051,0.55,0.45
"JU_(2,3]",Jupiter,"(2,3]",1460,1062,2522,0.58,0.42
"JU_(3,7]",Jupiter,"(3,7]",982,728,1710,0.57,0.43
"JU_[0,1]",Jupiter,"[0,1]",1776,1441,3217,0.55,0.45
"MA_(2,3]",Mars,"(2,3]",1321,1044,2365,0.56,0.44
"MA_(3,5]",Mars,"(3,5]",2057,1639,3696,0.56,0.44
"MA_(5,11]",Mars,"(5,11]",770,635,1405,0.55,0.45
"MA_[0,2]",Mars,"[0,2]",1744,1290,3034,0.57,0.43
"ME_(3,4]",Mercury,"(3,4]",1207,952,2159,0.56,0.44
"ME_(4,6]",Mercury,"(4,6]",1909,1525,3434,0.56,0.44
"ME_(6,13]",Mercury,"(6,13]",775,593,1368,0.57,0.43
"ME_[0,3]",Mercury,"[0,3]",2001,1538,3539,0.57,0.43
"MO_(13,15]",Moon,"(13,15]",1664,1342,3006,0.55,0.45
"MO_(15,17]",Moon,"(15,17]",1420,1136,2556,0.56,0.44
"MO_(17,27]",Moon,"(17,27]",1027,771,1798,0.57,0.43
"MO_[5,13]",Moon,"[5,13]",1781,1359,3140,0.57,0.43
"NE_(0,1]",Neptune,"(0,1]",902,681,1583,0.57,0.43
NE_0,Neptune,0,4990,3927,8917,0.56,0.44
"NN_(2,3]",NNode,"(2,3]",1664,1253,2917,0.57,0.43
"NN_(3,6]",NNode,"(3,6]",1282,1041,2323,0.55,0.45
NN_2,NNode,2,2035,1612,3647,0.56,0.44
"NN_[1,2)",NNode,"[1,2)",911,702,1613,0.56,0.44
"PA_(1,2]",Pallas,"(1,2]",1526,1251,2777,0.55,0.45
"PA_(2,3]",Pallas,"(2,3]",1463,987,2450,0.6,0.4
"PA_(3,8]",Pallas,"(3,8]",1306,1085,2391,0.55,0.45
"PA_[0,1]",Pallas,"[0,1]",1597,1285,2882,0.55,0.45
"PH_(0,1]",Pholus,"(0,1]",2339,1778,4117,0.57,0.43
"PH_(1,2]",Pholus,"(1,2]",200,183,383,0.52,0.48
PH_0,Pholus,0,3353,2647,6000,0.56,0.44
"SA_(1,2]",Saturn,"(1,2]",1672,1248,2920,0.57,0.43
"SA_(2,4]",Saturn,"(2,4]",625,425,1050,0.6,0.4
SA_1,Saturn,1,2225,1807,4032,0.55,0.45
"SA_[0,1)",Saturn,"[0,1)",1370,1128,2498,0.55,0.45
"SN_(2,5]",SNode,"(2,5]",1330,1016,2346,0.57,0.43
SN_2,SNode,2,1706,1299,3005,0.57,0.43
"SN_[0,1]",SNode,"[0,1]",2856,2293,5149,0.55,0.45
"SU_(3,4]",Sun,"(3,4]",1256,1028,2284,0.55,0.45
"SU_(4,5]",Sun,"(4,5]",1006,813,1819,0.55,0.45
"SU_(5,11]",Sun,"(5,11]",1161,901,2062,0.56,0.44
"SU_[0,3]",Sun,"[0,3]",2469,1866,4335,0.57,0.43
"UR_(1,3]",Uranus,"(1,3]",1186,872,2058,0.58,0.42
UR_0,Uranus,0,2150,1804,3954,0.54,0.46
UR_1,Uranus,1,2556,1932,4488,0.57,0.43
"VE_(3,4]",Venus,"(3,4]",1290,1011,2301,0.56,0.44
"VE_(4,6]",Venus,"(4,6]",1901,1489,3390,0.56,0.44
"VE_(6,12]",Venus,"(6,12]",767,608,1375,0.56,0.44
"VE_[0,3]",Venus,"[0,3]",1934,1500,3434,0.56,0.44
"VS_(2,3]",Vesta,"(2,3]",1426,1078,2504,0.57,0.43
"VS_(3,4]",Vesta,"(3,4]",1150,914,2064,0.56,0.44
"VS_(4,10]",Vesta,"(4,10]",1358,1116,2474,0.55,0.45
"VS_[0,2]",Vesta,"[0,2]",1958,1500,3458,0.57,0.43
