PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
PL_Z08_SCO,Pluto,Scorpio,1667,1236,2903,0.57,0.43
PL_Z09_SAG,Pluto,Sagittarius,1744,1508,3252,0.54,0.46
PL_Z10_CAP,Pluto,Capricorn,1791,1379,3170,0.56,0.44
SA_Z01_ARI,Saturn,Aries,370,265,635,0.58,0.42
SA_Z02_TAU,Saturn,Taurus,391,321,712,0.55,0.45
SA_Z03_GEM,Saturn,Gemini,585,565,1150,0.51,0.49
SA_Z04_CAN,Saturn,Cancer,579,520,1099,0.53,0.47
SA_Z05_LEO,Saturn,Leo,651,476,1127,0.58,0.42
SA_Z06_VIR,Saturn,Virgo,694,500,1194,0.58,0.42
SA_Z07_LIB,Saturn,Libra,726,570,1296,0.56,0.44
SA_Z08_SCO,Saturn,Scorpio,710,589,1299,0.55,0.45
SA_Z09_SAG,Saturn,Sagittarius,796,564,1360,0.59,0.41
SA_Z10_CAP,Saturn,Capricorn,771,557,1328,0.58,0.42
SA_Z11_AQU,Saturn,Aquarius,491,345,836,0.59,0.41
SA_Z12_PIS,Saturn,Pisces,325,253,578,0.56,0.44
SN_Z01_ARI,SNode,Aries,674,501,1175,0.57,0.43
SN_Z02_TAU,SNode,Taurus,663,508,1171,0.57,0.43
SN_Z03_GEM,SNode,Gemini,643,535,1178,0.55,0.45
SN_Z04_CAN,SNode,Cancer,642,530,1172,0.55,0.45
SN_Z05_LEO,SNode,Leo,605,492,1097,0.55,0.45
SN_Z06_VIR,SNode,Virgo,471,311,782,0.6,0.4
SN_Z07_LIB,SNode,Libra,434,350,784,0.55,0.45
SN_Z08_SCO,SNode,Scorpio,445,336,781,0.57,0.43
SN_Z09_SAG,SNode,Sagittarius,498,459,957,0.52,0.48
SN_Z10_CAP,SNode,Capricorn,618,550,1168,0.53,0.47
SN_Z11_AQU,SNode,Aquarius,696,479,1175,0.59,0.41
SN_Z12_PIS,SNode,Pisces,700,474,1174,0.6,0.4
SU_Z01_ARI,Sun,Aries,574,468,1042,0.55,0.45
SU_Z02_TAU,Sun,Taurus,620,483,1103,0.56,0.44
SU_Z03_GEM,Sun,Gemini,602,467,1069,0.56,0.44
SU_Z04_CAN,Sun,Cancer,616,455,1071,0.58,0.42
SU_Z05_LEO,Sun,Leo,590,528,1118,0.53,0.47
SU_Z06_VIR,Sun,Virgo,584,465,1049,0.56,0.44
SU_Z07_LIB,Sun,Libra,589,495,1084,0.54,0.46
SU_Z08_SCO,Sun,Scorpio,577,479,1056,0.55,0.45
SU_Z09_SAG,Sun,Sagittarius,574,437,1011,0.57,0.43
SU_Z10_CAP,Sun,Capricorn,576,360,936,0.62,0.38
SU_Z11_AQU,Sun,Aquarius,601,424,1025,0.59,0.41
SU_Z12_PIS,Sun,Pisces,586,464,1050,0.56,0.44
UR_Z01_ARI,Uranus,Aries,1073,866,1939,0.55,0.45
UR_Z02_TAU,Uranus,Taurus,359,253,612,0.59,0.41
UR_Z07_LIB,Uranus,Libra,545,500,1045,0.52,0.48
UR_Z08_SCO,Uranus,Scorpio,1018,634,1652,0.62,0.38
UR_Z09_SAG,Uranus,Sagittarius,976,757,1733,0.56,0.44
UR_Z10_CAP,Uranus,Capricorn,1041,781,1822,0.57,0.43
UR_Z11_AQU,Uranus,Aquarius,1040,882,1922,0.54,0.46
UR_Z12_PIS,Uranus,Pisces,1037,852,1889,0.55,0.45
VE_Z01_ARI,Venus,Aries,677,560,1237,0.55,0.45
VE_Z02_TAU,Venus,Taurus,500,396,896,0.56,0.44
VE_Z03_GEM,Venus,Gemini,765,548,1313,0.58,0.42
VE_Z04_CAN,Venus,Cancer,509,443,952,0.53,0.47
VE_Z05_LEO,Venus,Leo,631,494,1125,0.56,0.44
VE_Z06_VIR,Venus,Virgo,585,484,1069,0.55,0.45
VE_Z07_LIB,Venus,Libra,526,396,922,0.57,0.43
VE_Z08_SCO,Venus,Scorpio,682,535,1217,0.56,0.44
VE_Z09_SAG,Venus,Sagittarius,475,383,858,0.55,0.45
VE_Z10_CAP,Venus,Capricorn,633,476,1109,0.57,0.43
VE_Z11_AQU,Venus,Aquarius,557,450,1007,0.55,0.45
VE_Z12_PIS,Venus,Pisces,549,360,909,0.6,0.4
VS_Z01_ARI,Vesta,Aries,607,478,1085,0.56,0.44
VS_Z02_TAU,Vesta,Taurus,733,570,1303,0.56,0.44
VS_Z03_GEM,Vesta,Gemini,701,636,1337,0.52,0.48
VS_Z04_CAN,Vesta,Cancer,711,526,1237,0.57,0.43
VS_Z05_LEO,Vesta,Leo,629,458,1087,0.58,0.42
VS_Z06_VIR,Vesta,Virgo,545,444,989,0.55,0.45
VS_Z07_LIB,Vesta,Libra,532,480,1012,0.53,0.47
VS_Z08_SCO,Vesta,Scorpio,425,309,734,0.58,0.42
VS_Z09_SAG,Vesta,Sagittarius,563,349,912,0.62,0.38
VS_Z10_CAP,Vesta,Capricorn,510,409,919,0.55,0.45
VS_Z11_AQU,Vesta,Aquarius,542,453,995,0.54,0.46
VS_Z12_PIS,Vesta,Pisces,591,413,1004,0.59,0.41
