PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
CECH_a30,1,221,0.002,0.011,0.002,0.002,0.007,-0.039,0.074,0.113,0.663,9.785,0.001
CEJU_a150,1,183,-0.001,0.014,0,-0.001,0.012,-0.04,0.061,0.101,0.107,2.338,0.001
CENN_a144,1,253,-0.002,0.011,0,-0.001,0.007,-0.082,0.042,0.124,-1.92,11.09,0.001
CESN_a36,1,252,-0.002,0.012,0,-0.001,0.007,-0.082,0.042,0.124,-1.93,11.123,0.001
CEUR_a135,1,207,0,0.01,0.001,0.001,0.008,-0.04,0.033,0.073,-0.563,1.866,0.001
CHPH_a45,1,809,0,0.012,0.001,0,0.008,-0.061,0.054,0.116,-0.467,4.314,0
JNJU_a45,1,249,-0.002,0.013,-0.001,-0.002,0.009,-0.054,0.055,0.108,0.183,3.789,0.001
JNNN_a36,1,227,0,0.015,0,0,0.009,-0.072,0.064,0.136,-0.26,5.621,0.001
JNPH_a120,1,132,0,0.011,-0.001,0,0.008,-0.036,0.048,0.084,0.544,3.437,0.001
JNSN_a144,1,227,0,0.015,0,0,0.009,-0.072,0.064,0.136,-0.26,5.621,0.001
JNUR_a120,1,230,0.001,0.009,0.001,0,0.007,-0.027,0.049,0.076,0.508,3.453,0.001
JUCH_a120,1,259,0.002,0.01,0.002,0.002,0.007,-0.049,0.047,0.096,-0.093,4.739,0.001
JUUR_a72,1,240,0.002,0.011,0.002,0.001,0.008,-0.037,0.059,0.096,0.456,3.222,0.001
MAPL_a36,1,239,0.001,0.013,0.002,0.001,0.008,-0.054,0.063,0.117,-0.254,5.178,0.001
MEPA_a60,1,295,0.001,0.009,0.002,0.001,0.006,-0.047,0.033,0.08,-0.881,3.986,0.001
MEUR_a36,1,251,0,0.011,0,0,0.007,-0.057,0.055,0.111,-0.262,5.679,0.001
MEVE_a45,1,524,0.001,0.012,0.001,0.001,0.008,-0.057,0.103,0.159,1.121,12.617,0.001
MOPH_a103,1,773,0,0.011,0.001,0.001,0.008,-0.079,0.079,0.158,-0.282,8.663,0
MOVE_a144,1,723,0.001,0.01,0.001,0.001,0.007,-0.087,0.043,0.129,-1.181,9.243,0
NEPL_a60,1,1583,0,0.007,0.001,0.001,0.006,-0.061,0.042,0.103,-0.958,6.004,0
NNSN_a180,1,10357,0,0.011,0.001,0.001,0.007,-0.107,0.103,0.21,-0.348,8.414,0
PACH_a72,1,174,0.001,0.012,0.001,0.001,0.007,-0.041,0.069,0.11,0.834,8.129,0.001
PASA_a150,1,203,0.001,0.009,0.001,0.001,0.007,-0.028,0.034,0.062,0.009,1.519,0.001
PHPL_a150,1,84,0,0.005,0,0,0.004,-0.02,0.014,0.034,-0.529,3.013,0.001
SNNE_a72,1,222,0.001,0.011,0.002,0.001,0.007,-0.057,0.042,0.099,-1.172,5.26,0.001
SUCE_a90,1,238,0.001,0.012,0,0.001,0.007,-0.053,0.048,0.101,0.253,5.965,0.001
SUCH_a120,1,254,0,0.012,0.001,0,0.008,-0.053,0.079,0.132,0.75,8.675,0.001
SUJU_a120,1,224,0,0.01,0.001,0,0.008,-0.032,0.033,0.065,-0.196,1.169,0.001
SUPH_a72,1,249,-0.001,0.01,0,-0.001,0.008,-0.033,0.059,0.092,0.567,4.524,0.001
SUSA_a103,1,246,0,0.01,0.001,0.001,0.007,-0.048,0.033,0.081,-0.738,3.03,0.001
SUUR_a45,1,245,0.001,0.011,0.001,0.001,0.007,-0.057,0.042,0.099,-0.76,4.061,0.001
URPH_a120,1,822,0,0.011,0.001,0.001,0.007,-0.081,0.069,0.15,-0.976,9.467,0
VEMA_a150,1,94,-0.001,0.008,0,0,0.007,-0.033,0.023,0.055,-0.605,1.823,0.001
VESA_a135,1,251,0.001,0.01,0.001,0.001,0.008,-0.028,0.052,0.08,0.685,3.899,0.001
VESU_a30,1,775,0,0.011,0.001,0.001,0.007,-0.063,0.047,0.111,-0.909,4.764,0
VSNN_a120,1,237,0.001,0.013,0.003,0.002,0.007,-0.107,0.029,0.136,-3.344,21.513,0.001
VSSA_a144,1,261,-0.001,0.009,0,0,0.008,-0.033,0.028,0.06,-0.227,0.817,0.001
VSSN_a60,1,237,0.001,0.013,0.003,0.002,0.007,-0.107,0.029,0.136,-3.344,21.513,0.001
MOPL_a103,1,771,0.001,0.011,0.001,0.001,0.007,-0.087,0.065,0.152,-0.18,8.843,0
MOCH_a60,1,759,0.001,0.011,0.001,0.001,0.007,-0.059,0.079,0.138,0.437,7.787,0
MOUR_a135,1,771,0,0.01,0.001,0,0.008,-0.057,0.05,0.107,-0.531,4.419,0
MOCE_a90,1,750,0.001,0.01,0.001,0.001,0.007,-0.107,0.037,0.144,-1.709,16.514,0
MOJU_a60,1,767,0.001,0.011,0.001,0.001,0.008,-0.054,0.059,0.113,-0.362,5.293,0
MOSU_a180,1,367,0.001,0.011,0.001,0.001,0.007,-0.057,0.089,0.146,0.653,13.997,0.001
MENN_a120,1,444,0,0.011,0,0.001,0.008,-0.063,0.048,0.111,-0.971,6.391,0.001
MESN_a60,1,444,0,0.011,0,0.001,0.008,-0.063,0.048,0.111,-0.969,6.391,0.001
MOPA_a135,1,740,0.001,0.011,0.001,0.001,0.008,-0.054,0.064,0.118,0.352,5.347,0
MOVE_a150,1,724,0.001,0.01,0.001,0.001,0.007,-0.075,0.061,0.137,-0.4,8.494,0
SUPA_a45,1,319,0,0.01,0.001,0,0.007,-0.079,0.023,0.102,-1.931,11.419,0.001
MOMA_a60,1,748,0.001,0.011,0.002,0.001,0.008,-0.063,0.079,0.143,0.044,9.532,0
MOSA_a72,1,746,0.001,0.012,0.001,0.001,0.008,-0.107,0.059,0.166,-1.028,11.268,0
MOVS_a72,1,769,0,0.011,0.001,0.001,0.007,-0.049,0.047,0.096,-0.555,3.988,0
MONN_a45,1,765,0.001,0.011,0.001,0,0.007,-0.063,0.103,0.166,1.215,12.995,0
MOSN_a135,1,765,0.001,0.011,0.001,0,0.007,-0.063,0.103,0.166,1.215,12.995,0
MONE_a150,1,757,0,0.011,0.001,0.001,0.007,-0.087,0.055,0.141,-0.794,8.707,0
MOCH_a72,1,778,0,0.01,0.001,0.001,0.007,-0.075,0.059,0.134,-0.438,7.849,0
MOPL_a90,1,781,0.001,0.011,0.002,0.001,0.007,-0.081,0.103,0.184,0.487,13.735,0
MOCE_a103,1,776,0,0.012,0.001,0.001,0.007,-0.081,0.07,0.151,-1.271,11.341,0
MOPA_a144,1,751,0.001,0.011,0.001,0.001,0.007,-0.061,0.048,0.109,-0.376,4.569,0
MOPH_a120,1,761,0,0.011,0.001,0.001,0.007,-0.107,0.103,0.21,-0.114,20.484,0
JNCE_a103,1,289,0.002,0.011,0.002,0.001,0.006,-0.042,0.079,0.121,1.038,9.814,0.001
MOUR_a120,1,767,0,0.01,0,0,0.007,-0.063,0.089,0.153,-0.05,11.023,0
MOJN_a0,1,371,0.001,0.01,0.001,0.001,0.007,-0.051,0.051,0.102,-0.536,4.925,0.001
MOJU_a45,1,792,0,0.009,0.001,0.001,0.007,-0.038,0.029,0.067,-0.541,2.238,0
MONN_a36,1,774,0,0.011,0.001,0,0.007,-0.087,0.051,0.138,-0.906,8.175,0
MOSN_a144,1,774,0,0.011,0.001,0,0.007,-0.087,0.051,0.138,-0.906,8.175,0
MEPL_a72,1,256,0.001,0.01,0.001,0.001,0.007,-0.039,0.052,0.091,0.309,5.177,0.001
MEVS_a120,1,175,0,0.009,0.001,0,0.007,-0.024,0.026,0.05,-0.143,0.502,0.001
MONE_a144,1,767,0,0.011,0.001,0.001,0.007,-0.081,0.055,0.136,-0.902,8.32,0
MOSA_a60,1,765,0.001,0.011,0.002,0.001,0.007,-0.057,0.069,0.126,0.417,6.114,0
MOPA_a150,1,776,0,0.01,0.001,0.001,0.007,-0.064,0.038,0.101,-0.897,4.808,0
