
DAILY PLANETS SPEED PHASE:

          Date speed  Planet SpeedPhase buy sell daysN BuyDays% SellDays%
 1: 2021-02-08  0.37   Ceres     Direct 498  446   944     0.53      0.47
 2: 2021-02-08  0.04  Chiron     Direct 377  265   642     0.59      0.41
 3: 2021-02-08  0.25    Juno     Direct 547  480  1027     0.53      0.47
 4: 2021-02-08  0.24 Jupiter     Direct 468  396   864     0.54      0.46
 5: 2021-02-08  0.55    Mars     Direct 622  501  1123     0.55      0.45
 6: 2021-02-08 -1.18 Mercury Retrograde 121  122   243     0.50      0.50
 7: 2021-02-08 13.84    Moon     Direct 688  591  1279     0.54      0.46
 8: 2021-02-08  0.03 Neptune     Direct 371  253   624     0.59      0.41
 9: 2021-02-08  1.00   NNode     Direct 688  591  1279     0.54      0.46
10: 2021-02-08  0.34  Pallas     Direct 486  445   931     0.52      0.48
11: 2021-02-08  0.03  Pholus     Direct 371  307   678     0.55      0.45
12: 2021-02-08  0.03   Pluto     Direct 374  290   664     0.56      0.44
13: 2021-02-08  0.12  Saturn     Direct 427  334   761     0.56      0.44
14: 2021-02-08  1.00   SNode     Direct 688  591  1279     0.54      0.46
15: 2021-02-08  1.01     Sun     Direct 688  591  1279     0.54      0.46
16: 2021-02-08  0.02  Uranus     Direct 345  281   626     0.55      0.45
17: 2021-02-08  1.25   Venus     Direct 636  537  1173     0.54      0.46
18: 2021-02-08 -0.15   Vesta Retrograde  88  103   191     0.46      0.54

DAILY PLANET ZODIAC SIGN POSITION:

          Date  Planet     ZodSign buy sell daysN BuyDays% SellDays%
 1: 2021-02-08   Ceres      Pisces 147   92   239     0.62      0.38
 2: 2021-02-08  Chiron       Aries 462  407   869     0.53      0.47
 3: 2021-02-08    Juno Sagittarius  28   15    43     0.65      0.35
 4: 2021-02-08 Jupiter    Aquarius  27   15    42     0.64      0.36
 5: 2021-02-08    Mars      Taurus  44   25    69     0.64      0.36
 6: 2021-02-08 Mercury    Aquarius  55   32    87     0.63      0.37
 7: 2021-02-08    Moon   Capricorn  66   48   114     0.58      0.42
 8: 2021-02-08 Neptune      Pisces 688  591  1279     0.54      0.46
 9: 2021-02-08   NNode      Gemini 138   99   237     0.58      0.42
10: 2021-02-08  Pallas    Aquarius  56   31    87     0.64      0.36
11: 2021-02-08  Pholus   Capricorn 475  363   838     0.57      0.43
12: 2021-02-08   Pluto   Capricorn 688  591  1279     0.54      0.46
13: 2021-02-08  Saturn    Aquarius  90   54   144     0.62      0.38
14: 2021-02-08   SNode Sagittarius 138   99   237     0.58      0.42
15: 2021-02-08     Sun    Aquarius  59   40    99     0.60      0.40
16: 2021-02-08  Uranus      Taurus 460  407   867     0.53      0.47
17: 2021-02-08   Venus    Aquarius  42   30    72     0.58      0.42
18: 2021-02-08   Vesta       Virgo  89   64   153     0.58      0.42

DAILY PLANETS ASPECTS:

          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect buy sell daysN BuyDays% SellDays%
 1: 2021-02-08    0.23   0.00   0.51         0      23        20       24    Mars   NNode  SemiSextile   6   12    18     0.33      0.67
 2: 2021-02-08    0.23   0.00   0.51         0      23        20       24    Mars   SNode     Quincunx   6   12    18     0.33      0.67
 3: 2021-02-08    0.31   0.00   0.67         0      23        10       24 Mercury  Pholus   SemiSquare  21   11    32     0.66      0.34
 4: 2021-02-08    0.36   0.00   0.82         0      23        19       24 Mercury   Vesta     Quincunx   6    7    13     0.46      0.54
 5: 2021-02-08    0.98   0.00   1.72         6      12         9        7    Moon  Uranus        Trine  53   40    93     0.57      0.43
 6: 2021-02-08    0.00   0.00   0.00         0      23        23       24   NNode   SNode   Opposition 688  591  1279     0.54      0.46
 7: 2021-02-08    0.30   0.00   0.68         0      23         9       24     Sun   Vesta     Quincunx  10    5    15     0.67      0.33
 8: 2021-02-08    0.57   0.02   1.26         0      23        14       24 Mercury     Sun  Conjunction  50   30    80     0.62      0.38
 9: 2021-02-08    0.41   0.02   0.88         0      23         2       24     Sun Neptune  SemiSextile  14   12    26     0.54      0.46
10: 2021-02-08    0.33   0.02   0.76         0      23        19       24     Sun  Pholus   SemiSquare  17   13    30     0.57      0.43
11: 2021-02-08    0.62   0.03   1.20         0      23        23       24 Mercury Neptune  SemiSextile  19   15    34     0.56      0.44
12: 2021-02-08    0.70   0.03   1.43         0      23         1       24 Mercury  Pallas  Conjunction  22   13    35     0.63      0.37
13: 2021-02-08    0.96   0.03   1.70        17      23        20        7    Moon   Ceres     Quintile  44   48    92     0.48      0.52
14: 2021-02-08    0.82   0.03   1.64        20      23        23        4    Moon  Pallas SemiQuintile  44   48    92     0.48      0.52
15: 2021-02-08    0.92   0.04   1.65         2       8         5        7    Moon     Sun   SemiSquare  45   42    87     0.52      0.48
16: 2021-02-08    0.07   0.04   0.11         0      23        23       24  Saturn  Chiron      Sextile   9    6    15     0.60      0.40
17: 2021-02-08    0.98   0.05   1.75         4      10         7        7    Moon Jupiter SemiQuintile  44   48    92     0.48      0.52
18: 2021-02-08    0.99   0.06   1.77         7      13        10        7    Moon Neptune     Quintile  53   46    99     0.54      0.46
19: 2021-02-08    0.99   0.06   1.78         3       9         6        7    Moon  Pholus  Conjunction  26   21    47     0.55      0.45
20: 2021-02-08    0.91   0.06   1.62         9      15        12        7    Moon   Venus  SemiSextile  45   44    89     0.51      0.49
21: 2021-02-08    0.97   0.07   1.76         4      10         7        7    Moon  Pallas   SemiSquare  56   36    92     0.61      0.39
22: 2021-02-08    0.24   0.08   0.40         0      23        23       24   Ceres   Pluto      Sextile   5    7    12     0.42      0.58
23: 2021-02-08    0.72   0.09   1.51        19      23        22        5    Moon     Sun SemiQuintile  45   45    90     0.50      0.50
24: 2021-02-08    0.91   0.09   1.84         0       5         2        6    Moon   Vesta    BiSeptile  47   45    92     0.51      0.49
25: 2021-02-08    0.93   0.13   1.73         4       9         6        6    Moon Mercury   SemiSquare  48   41    89     0.54      0.46
26: 2021-02-08    0.92   0.18   1.67         0      23        NA       24 Mercury   Ceres SemiQuintile  29   40    69     0.42      0.58
27: 2021-02-08    0.29   0.20   0.38         0      23        NA       24   Vesta Neptune   Opposition  29    8    37     0.78      0.22
