
DAILY PLANET SPEED PHASE:

          Date speed  Planet SpeedPhase buy sell daysN BuyDays% SellDays%
 1: 2021-02-01  0.36   Ceres     Direct 498  446   944     0.53      0.47
 2: 2021-02-01  0.04  Chiron     Direct 377  265   642     0.59      0.41
 3: 2021-02-01  0.26    Juno     Direct 547  480  1027     0.53      0.47
 4: 2021-02-01  0.24 Jupiter     Direct 468  396   864     0.54      0.46
 5: 2021-02-01  0.53    Mars     Direct 622  501  1123     0.55      0.45
 6: 2021-02-01 -0.26 Mercury Retrograde 121  122   243     0.50      0.50
 7: 2021-02-01 14.10    Moon     Direct 688  591  1279     0.54      0.46
 8: 2021-02-01  0.03 Neptune     Direct 371  253   624     0.59      0.41
 9: 2021-02-01  1.00   NNode     Direct 688  591  1279     0.54      0.46
10: 2021-02-01  0.34  Pallas     Direct 486  445   931     0.52      0.48
11: 2021-02-01  0.03  Pholus     Direct 371  307   678     0.55      0.45
12: 2021-02-01  0.03   Pluto     Direct 374  290   664     0.56      0.44
13: 2021-02-01  0.12  Saturn     Direct 427  334   761     0.56      0.44
14: 2021-02-01  1.00   SNode     Direct 688  591  1279     0.54      0.46
15: 2021-02-01  1.01     Sun     Direct 688  591  1279     0.54      0.46
16: 2021-02-01  0.02  Uranus     Direct 345  281   626     0.55      0.45
17: 2021-02-01  1.25   Venus     Direct 636  537  1173     0.54      0.46
18: 2021-02-01 -0.10   Vesta Retrograde  88  103   191     0.46      0.54

DAILY PLANET ZODIAC SIGN POSITION:

          Date  Planet     ZodSign buy sell daysN BuyDays% SellDays%
 1: 2021-02-01   Ceres      Pisces 147   92   239     0.62      0.38
 2: 2021-02-01  Chiron       Aries 462  407   869     0.53      0.47
 3: 2021-02-01    Juno Sagittarius  28   15    43     0.65      0.35
 4: 2021-02-01 Jupiter    Aquarius  27   15    42     0.64      0.36
 5: 2021-02-01    Mars      Taurus  44   25    69     0.64      0.36
 6: 2021-02-01 Mercury    Aquarius  55   32    87     0.63      0.37
 7: 2021-02-01    Moon       Virgo  45   52    97     0.46      0.54
 8: 2021-02-01 Neptune      Pisces 688  591  1279     0.54      0.46
 9: 2021-02-01   NNode      Gemini 138   99   237     0.58      0.42
10: 2021-02-01  Pallas    Aquarius  56   31    87     0.64      0.36
11: 2021-02-01  Pholus   Capricorn 475  363   838     0.57      0.43
12: 2021-02-01   Pluto   Capricorn 688  591  1279     0.54      0.46
13: 2021-02-01  Saturn    Aquarius  90   54   144     0.62      0.38
14: 2021-02-01   SNode Sagittarius 138   99   237     0.58      0.42
15: 2021-02-01     Sun    Aquarius  59   40    99     0.60      0.40
16: 2021-02-01  Uranus      Taurus 460  407   867     0.53      0.47
17: 2021-02-01   Venus   Capricorn  59   38    97     0.61      0.39
18: 2021-02-01   Vesta       Virgo  89   64   153     0.58      0.42

DAILY PLANETS ASPECTS:

          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect buy sell daysN BuyDays% SellDays%
 1: 2021-02-01    0.00   0.00   0.00         0      23        23       24   NNode   SNode   Opposition 688  591  1279     0.54      0.46
 2: 2021-02-01    0.12   0.01   0.25         0      23        11       24     Sun    Mars       Square  24   13    37     0.65      0.35
 3: 2021-02-01    0.46   0.01   0.93         0      23        23       24     Sun Neptune SemiQuintile  19    8    27     0.70      0.30
 4: 2021-02-01    1.04   0.02   1.83        12      18        15        7    Moon Mercury   BiQuintile  57   32    89     0.64      0.36
 5: 2021-02-01    0.19   0.02   0.41         0      23        10       24   Venus    Mars    BiSeptile  20   22    42     0.48      0.52
 6: 2021-02-01    0.92   0.04   1.81        20      23        23        4    Moon  Uranus     Quincunx  48   47    95     0.51      0.49
 7: 2021-02-01    1.00   0.05   1.78         0       6         3        7    Moon Jupiter SesquiSquare  51   41    92     0.55      0.45
 8: 2021-02-01    1.04   0.05   1.84         2       8         5        7    Moon Mercury     Quincunx  57   33    90     0.63      0.37
 9: 2021-02-01    1.01   0.05   1.81        17      23        20        7    Moon  Pholus       Square  51   42    93     0.55      0.45
10: 2021-02-01    1.02   0.06   1.83        10      16        13        7    Moon  Uranus   BiQuintile  43   51    94     0.46      0.54
11: 2021-02-01    1.00   0.09   1.82        11      17        14        7    Moon    Juno     Quintile  57   39    96     0.59      0.41
12: 2021-02-01    0.93   0.09   1.69         8      14        11        7    Moon   Venus        Trine  52   38    90     0.58      0.42
13: 2021-02-01    1.03   0.11   1.89        17      23        20        7    Moon   SNode     Quintile  50   46    96     0.52      0.48
14: 2021-02-01    0.91   0.14   1.86         0       5         2        6    Moon  Pallas   BiQuintile  46   46    92     0.50      0.50
15: 2021-02-01    1.04   0.15   1.93         9      15        12        7    Moon   NNode    BiSeptile  55   42    97     0.57      0.43
16: 2021-02-01    1.03   0.17   1.93         0       6         3        7    Moon   Pluto        Trine  43   49    92     0.47      0.53
17: 2021-02-01    0.58   0.22   0.94         0      23        NA       24     Sun    Juno      Sextile  18   18    36     0.50      0.50
18: 2021-02-01    1.08   0.23   1.93        20      23        23        4    Moon    Mars   BiQuintile  56   34    90     0.62      0.38
19: 2021-02-01    1.09   0.23   1.95         4      11         7        8    Moon     Sun SesquiSquare  57   34    91     0.63      0.37
20: 2021-02-01    1.02   0.24   1.97        14      20        17        7    Moon  Pallas SesquiSquare  45   46    91     0.49      0.51
21: 2021-02-01    1.01   0.26   1.96         5      11         8        7    Moon    Mars SesquiSquare  44   47    91     0.48      0.52
22: 2021-02-01    0.88   0.27   1.48        18      23        21        6    Moon  Saturn        Trine  45   48    93     0.48      0.52
23: 2021-02-01    0.39   0.28   0.49         0      23        NA       24   Vesta  Saturn SesquiSquare  30   35    65     0.46      0.54
24: 2021-02-01    0.77   0.29   1.48        19      23        22        5    Moon  Chiron   Opposition  24   21    45     0.53      0.47
25: 2021-02-01    0.33   0.29   0.37         0      23        NA       24  Saturn  Pholus  SemiSextile  33   16    49     0.67      0.33
