
DAILY PLANET SPEED PHASE:

          Date Speed  Planet SpeedPhase Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-11  0.37   Ceres     Direct 503  446   949     0.53      0.47
 2: 2021-02-11  0.05  Chiron     Direct 382  265   647     0.59      0.41
 3: 2021-02-11  0.24    Juno     Direct 552  480  1032     0.53      0.47
 4: 2021-02-11  0.24 Jupiter     Direct 473  396   869     0.54      0.46
 5: 2021-02-11  0.55    Mars     Direct 627  501  1128     0.56      0.44
 6: 2021-02-11 -1.14 Mercury Retrograde 126  122   248     0.51      0.49
 7: 2021-02-11 13.36    Moon     Direct 693  591  1284     0.54      0.46
 8: 2021-02-11  0.03 Neptune     Direct 376  253   629     0.60      0.40
 9: 2021-02-11  1.00   NNode     Direct 693  591  1284     0.54      0.46
10: 2021-02-11  0.34  Pallas     Direct 491  445   936     0.52      0.48
11: 2021-02-11  0.03  Pholus     Direct 376  307   683     0.55      0.45
12: 2021-02-11  0.03   Pluto     Direct 379  290   669     0.57      0.43
13: 2021-02-11  0.12  Saturn     Direct 432  334   766     0.56      0.44
14: 2021-02-11  1.00   SNode     Direct 693  591  1284     0.54      0.46
15: 2021-02-11  1.01     Sun     Direct 693  591  1284     0.54      0.46
16: 2021-02-11  0.02  Uranus     Direct 350  281   631     0.55      0.45
17: 2021-02-11  1.25   Venus     Direct 641  537  1178     0.54      0.46
18: 2021-02-11 -0.17   Vesta Retrograde  93  103   196     0.47      0.53

DAILY PLANET ZODIAC SIGN POSITION:

    pID       Date  Planet     ZodSign Buy Sell DaysN BuyDays% SellDays%
 1:  CE 2021-02-11   Ceres      Pisces 152   92   244     0.62      0.38
 2:  CH 2021-02-11  Chiron       Aries 467  407   874     0.53      0.47
 3:  JN 2021-02-11    Juno Sagittarius  33   15    48     0.69      0.31
 4:  JU 2021-02-11 Jupiter    Aquarius  32   15    47     0.68      0.32
 5:  MA 2021-02-11    Mars      Taurus  49   25    74     0.66      0.34
 6:  ME 2021-02-11 Mercury    Aquarius  60   32    92     0.65      0.35
 7:  MO 2021-02-11    Moon    Aquarius  77   38   115     0.67      0.33
 8:  NE 2021-02-11 Neptune      Pisces 693  591  1284     0.54      0.46
 9:  NN 2021-02-11   NNode      Gemini 143   99   242     0.59      0.41
10:  PA 2021-02-11  Pallas    Aquarius  61   31    92     0.66      0.34
11:  PH 2021-02-11  Pholus   Capricorn 480  363   843     0.57      0.43
12:  PL 2021-02-11   Pluto   Capricorn 693  591  1284     0.54      0.46
13:  SA 2021-02-11  Saturn    Aquarius  95   54   149     0.64      0.36
14:  SN 2021-02-11   SNode Sagittarius 143   99   242     0.59      0.41
15:  SU 2021-02-11     Sun    Aquarius  64   40   104     0.62      0.38
16:  UR 2021-02-11  Uranus      Taurus 465  407   872     0.53      0.47
17:  VE 2021-02-11   Venus    Aquarius  45   30    75     0.60      0.40
18:  VS 2021-02-11   Vesta       Virgo  94   64   158     0.59      0.41

DAILY PLANETS ASPECTS:

          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-11    1.10   0.28   1.92         0       3         0        4    Moon Jupiter  Conjunction  26   23    49     0.53      0.47
 2: 2021-02-11    0.77   0.11   1.58         0       4         1        5    Moon   Vesta   BiQuintile  54   38    92     0.59      0.41
 3: 2021-02-11    0.90   0.23   1.88         0       5         2        6    Moon Neptune SemiQuintile  60   38    98     0.61      0.39
 4: 2021-02-11    0.96   0.18   1.81         3       9         6        7    Moon    Juno      Sextile  43   52    95     0.45      0.55
 5: 2021-02-11    0.90   0.23   1.58         5      10         7        6    Moon Mercury  Conjunction  19   25    44     0.43      0.57
 6: 2021-02-11    0.96   0.07   1.74         4      10         7        7    Moon   NNode        Trine  49   45    94     0.52      0.48
 7: 2021-02-11    0.96   0.07   1.74         4      10         7        7    Moon   SNode      Sextile  49   45    94     0.52      0.48
 8: 2021-02-11    0.92   0.05   1.63         7      13        10        7    Moon    Mars       Square  52   41    93     0.56      0.44
 9: 2021-02-11    0.27   0.02   0.55         0      23        11       24 Mercury   NNode        Trine  42   46    88     0.48      0.52
10: 2021-02-11    0.27   0.02   0.55         0      23        11       24 Mercury   SNode      Sextile  42   46    88     0.48      0.52
11: 2021-02-11    1.10   0.25   1.96         9      16        12        8    Moon Neptune  SemiSextile  53   44    97     0.55      0.45
12: 2021-02-11    0.97   0.07   1.75         9      15        12        7    Moon   Vesta     Quincunx  50   43    93     0.54      0.46
13: 2021-02-11    0.94   0.11   1.72        11      17        14        7    Moon   Ceres SemiQuintile  52   40    92     0.57      0.43
14: 2021-02-11    0.97   0.17   1.83        11      17        14        7    Moon  Pholus   SemiSquare  55   42    97     0.57      0.43
15: 2021-02-11    0.28   0.00   0.64         0      23        15       24   Venus Jupiter  Conjunction   4   10    14     0.29      0.71
16: 2021-02-11    1.10   0.21   1.99        12      19        16        8    Moon  Chiron   SemiSquare  55   41    96     0.57      0.43
17: 2021-02-11    1.07   0.21   1.95        13      20        17        8    Moon  Pallas  Conjunction  32   15    47     0.68      0.32
18: 2021-02-11    1.01   0.05   1.98        16      23        19        8    Moon     Sun  Conjunction  22   21    43     0.51      0.49
19: 2021-02-11    0.88   0.20   1.84        19      23        22        5    Moon  Uranus     Quintile  62   31    93     0.67      0.33
20: 2021-02-11    0.69   0.05   1.35         0      23        23       24 Mercury    Juno      Sextile  19   10    29     0.66      0.34
21: 2021-02-11    0.95   0.13   1.77        20      23        23        4    Moon   Pluto  SemiSextile  56   40    96     0.58      0.42
22: 2021-02-11    0.00   0.00   0.00         0      23        23       24   NNode   SNode   Opposition 693  591  1284     0.54      0.46
23: 2021-02-11    0.78   0.62   0.95         0      23        NA       24   Ceres   Pluto      Sextile   7    7    14     0.50      0.50
24: 2021-02-11    0.70   0.69   0.71         0      23        NA       24  Chiron  Uranus  SemiSextile 599  504  1103     0.54      0.46
25: 2021-02-11    0.74   0.60   0.88         0      23        NA       24    Juno   NNode   Opposition   4    4     8     0.50      0.50
26: 2021-02-11    0.74   0.60   0.88         0      23        NA       24    Juno   SNode  Conjunction   4    4     8     0.50      0.50
