
DAILY PLANET SPEED PHASE:

          Date Speed  Planet SpeedPhase  Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-13  0.37   Ceres     Direct 1675 1659  3334     0.50      0.50
 2: 2021-02-13  0.05  Chiron     Direct 1280 1194  2474     0.52      0.48
 3: 2021-02-13  0.24    Juno     Direct 1708 1653  3361     0.51      0.49
 4: 2021-02-13  0.24 Jupiter     Direct 1479 1401  2880     0.51      0.49
 5: 2021-02-13  0.56    Mars     Direct 1988 1948  3936     0.51      0.49
 6: 2021-02-13 -0.98 Mercury Retrograde  422  435   857     0.49      0.51
 7: 2021-02-13 12.86    Moon     Direct 2246 2198  4444     0.51      0.49
 8: 2021-02-13  0.04 Neptune     Direct 1186 1128  2314     0.51      0.49
 9: 2021-02-13  1.00   NNode     Direct 2246 2198  4444     0.51      0.49
10: 2021-02-13  0.34  Pallas     Direct 1676 1666  3342     0.50      0.50
11: 2021-02-13  0.03  Pholus     Direct 1158 1154  2312     0.50      0.50
12: 2021-02-13  0.03   Pluto     Direct 1167 1123  2290     0.51      0.49
13: 2021-02-13  0.12  Saturn     Direct 1315 1295  2610     0.50      0.50
14: 2021-02-13  1.00   SNode     Direct 2246 2198  4444     0.51      0.49
15: 2021-02-13  1.01     Sun     Direct 2246 2198  4444     0.51      0.49
16: 2021-02-13  0.03  Uranus     Direct 1257 1209  2466     0.51      0.49
17: 2021-02-13  1.25   Venus     Direct 2028 1995  4023     0.50      0.50
18: 2021-02-13 -0.19   Vesta Retrograde  369  412   781     0.47      0.53

DAILY PLANET ZODIAC SIGN POSITION:

    pID       Date  Planet     ZodSign  Buy Sell DaysN BuyDays% SellDays%
 1:  CE 2021-02-13   Ceres      Pisces  253  227   480     0.53      0.47
 2:  CH 2021-02-13  Chiron       Aries  296  311   607     0.49      0.51
 3:  JN 2021-02-13    Juno Sagittarius  243  267   510     0.48      0.52
 4:  JU 2021-02-13 Jupiter    Aquarius  166  138   304     0.55      0.45
 5:  MA 2021-02-13    Mars      Taurus  217  195   412     0.53      0.47
 6:  ME 2021-02-13 Mercury    Aquarius  180  191   371     0.49      0.51
 7:  MO 2021-02-13    Moon      Pisces  196  174   370     0.53      0.47
 8:  NE 2021-02-13 Neptune      Pisces 1195 1217  2412     0.50      0.50
 9:  NN 2021-02-13   NNode      Gemini  100   75   175     0.57      0.43
10:  PA 2021-02-13  Pallas    Aquarius  251  235   486     0.52      0.48
11:  PH 2021-02-13  Pholus   Capricorn  299  306   605     0.49      0.51
12:  PL 2021-02-13   Pluto   Capricorn 1629 1624  3253     0.50      0.50
13:  SA 2021-02-13  Saturn    Aquarius   56   52   108     0.52      0.48
14:  SN 2021-02-13   SNode Sagittarius  100   75   175     0.57      0.43
15:  SU 2021-02-13     Sun    Aquarius  199  171   370     0.54      0.46
16:  UR 2021-02-13  Uranus      Taurus  300  305   605     0.50      0.50
17:  VE 2021-02-13   Venus    Aquarius  156  165   321     0.49      0.51
18:  VS 2021-02-13   Vesta       Virgo  170  156   326     0.52      0.48

DAILY PLANETS ASPECTS:

          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect  Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-13    0.43   0.08   0.79         0      23         0       24    Mars   Vesta        Trine   45   52    97     0.46      0.54
 2: 2021-02-13    0.92   0.01   1.61         0       6         3        7    Moon   Pluto   SemiSquare  157  167   324     0.48      0.52
 3: 2021-02-13    1.04   0.25   1.84         4      11         7        8    Moon Jupiter  SemiSextile  172  170   342     0.50      0.50
 4: 2021-02-13    0.90   0.00   1.58         4      10         7        7    Moon  Saturn SemiQuintile  159  168   327     0.49      0.51
 5: 2021-02-13    0.12   0.00   0.29         0      23         7       24   Vesta Jupiter   BiQuintile   35   41    76     0.46      0.54
 6: 2021-02-13    0.60   0.02   1.37         0      23         8       24 Mercury   Venus  Conjunction   78   99   177     0.44      0.56
 7: 2021-02-13    1.02   0.27   1.98         8      14        11        7    Moon Mercury  SemiSextile  171  145   316     0.54      0.46
 8: 2021-02-13    1.07   0.02   1.94         7      15        11        9    Moon   Venus  SemiSextile  161  151   312     0.52      0.48
 9: 2021-02-13    0.90   0.02   1.57        11      17        14        7    Moon    Juno       Square  169  167   336     0.50      0.50
10: 2021-02-13    0.93   0.11   1.71        11      17        14        7    Moon   NNode       Square  167  163   330     0.51      0.49
11: 2021-02-13    0.93   0.11   1.71        11      17        14        7    Moon   SNode       Square  167  163   330     0.51      0.49
12: 2021-02-13    0.26   0.01   0.60         0      23        15       24     Sun  Uranus     Quintile   52   59   111     0.47      0.53
13: 2021-02-13    1.05   0.14   1.97        12      19        16        8    Moon  Pholus     Quintile  164  165   329     0.50      0.50
14: 2021-02-13    0.89   0.01   1.56        16      22        19        7    Moon Jupiter SemiQuintile  181  170   351     0.52      0.48
15: 2021-02-13    1.07   0.21   1.94        15      22        19        8    Moon   Vesta   Opposition   76   85   161     0.47      0.53
16: 2021-02-13    1.01   0.05   1.97        16      23        20        8    Moon    Mars      Sextile  174  150   324     0.54      0.46
17: 2021-02-13    0.92   0.09   1.68        17      23        20        7    Moon Neptune  Conjunction   78   81   159     0.49      0.51
18: 2021-02-13    0.87   0.07   1.76        18      23        21        6    Moon Mercury SemiQuintile  171  146   317     0.54      0.46
19: 2021-02-13    0.16   0.02   0.29         0      23        23       24    Juno   NNode   Opposition   12   11    23     0.52      0.48
20: 2021-02-13    0.16   0.02   0.29         0      23        23       24    Juno   SNode  Conjunction   12   11    23     0.52      0.48
21: 2021-02-13    0.32   0.07   0.57         0      23        23       24    Mars Neptune      Sextile   43   39    82     0.52      0.48
22: 2021-02-13    1.02   0.31   1.73        20      23        23        4    Moon   Venus SemiQuintile  153  159   312     0.49      0.51
23: 2021-02-13    0.00   0.00   0.00         0      23        23       24   NNode   SNode   Opposition 2246 2198  4444     0.51      0.49
24: 2021-02-13    0.94   0.88   1.01         0      23        NA       24   Ceres Jupiter   SemiSquare   57   69   126     0.45      0.55
25: 2021-02-13    0.66   0.64   0.67         0      23        NA       24  Chiron  Uranus  SemiSextile 1341 1352  2693     0.50      0.50
26: 2021-02-13    0.67   0.57   0.77         0      23        NA       24 Jupiter Neptune SemiQuintile   64   71   135     0.47      0.53
27: 2021-02-13    0.99   0.74   1.24         0      23        NA       24    Mars  Pholus SesquiSquare   61   48   109     0.56      0.44
