
DAILY PLANET SPEED PHASE:

          Date Speed  Planet SpeedPhase  Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-08  0.37   Ceres     Direct 1675 1644  3319     0.50      0.50
 2: 2021-02-08  0.04  Chiron     Direct 1254 1221  2475     0.51      0.49
 3: 2021-02-08  0.25    Juno     Direct 1684 1672  3356     0.50      0.50
 4: 2021-02-08  0.24 Jupiter     Direct 1454 1428  2882     0.50      0.50
 5: 2021-02-08  0.55    Mars     Direct 1981 1936  3917     0.51      0.49
 6: 2021-02-08 -1.18 Mercury Retrograde  419  436   855     0.49      0.51
 7: 2021-02-08 13.84    Moon     Direct 2233 2196  4429     0.50      0.50
 8: 2021-02-08  0.03 Neptune     Direct 1168 1147  2315     0.50      0.50
 9: 2021-02-08  1.00   NNode     Direct 2233 2196  4429     0.50      0.50
10: 2021-02-08  0.34  Pallas     Direct 1664 1663  3327     0.50      0.50
11: 2021-02-08  0.03  Pholus     Direct 1159 1152  2311     0.50      0.50
12: 2021-02-08  0.03   Pluto     Direct 1160 1130  2290     0.51      0.49
13: 2021-02-08  0.12  Saturn     Direct 1299 1291  2590     0.50      0.50
14: 2021-02-08  1.00   SNode     Direct 2233 2196  4429     0.50      0.50
15: 2021-02-08  1.01     Sun     Direct 2233 2196  4429     0.50      0.50
16: 2021-02-08  0.02  Uranus     Direct 1217 1251  2468     0.49      0.51
17: 2021-02-08  1.25   Venus     Direct 2026 1982  4008     0.51      0.49
18: 2021-02-08 -0.15   Vesta Retrograde  377  400   777     0.49      0.51

DAILY PLANET ZODIAC SIGN POSITION:

    pID       Date  Planet     ZodSign  Buy Sell DaysN BuyDays% SellDays%
 1:  CE 2021-02-08   Ceres      Pisces  261  217   478     0.55      0.45
 2:  CH 2021-02-08  Chiron       Aries  303  301   604     0.50      0.50
 3:  JN 2021-02-08    Juno Sagittarius  251  243   494     0.51      0.49
 4:  JU 2021-02-08 Jupiter    Aquarius  155  146   301     0.51      0.49
 5:  MA 2021-02-08    Mars      Taurus  205  204   409     0.50      0.50
 6:  ME 2021-02-08 Mercury    Aquarius  167  204   371     0.45      0.55
 7:  MO 2021-02-08    Moon   Capricorn  180  191   371     0.49      0.51
 8:  NE 2021-02-08 Neptune      Pisces 1194 1215  2409     0.50      0.50
 9:  NN 2021-02-08   NNode      Gemini   93   79   172     0.54      0.46
10:  PA 2021-02-08  Pallas    Aquarius  257  227   484     0.53      0.47
11:  PH 2021-02-08  Pholus   Capricorn  303  299   602     0.50      0.50
12:  PL 2021-02-08   Pluto   Capricorn 1632 1618  3250     0.50      0.50
13:  SA 2021-02-08  Saturn    Aquarius   55   50   105     0.52      0.48
14:  SN 2021-02-08   SNode Sagittarius   93   79   172     0.54      0.46
15:  SU 2021-02-08     Sun    Aquarius  182  187   369     0.49      0.51
16:  UR 2021-02-08  Uranus      Taurus  301  301   602     0.50      0.50
17:  VE 2021-02-08   Venus    Aquarius  157  161   318     0.49      0.51
18:  VS 2021-02-08   Vesta       Virgo  170  153   323     0.53      0.47

DAILY PLANETS ASPECTS:

          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect  Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-08    0.23   0.00   0.51         0      23        20       24    Mars   NNode  SemiSextile   53   61   114     0.46      0.54
 2: 2021-02-08    0.23   0.00   0.51         0      23        20       24    Mars   SNode     Quincunx   53   61   114     0.46      0.54
 3: 2021-02-08    0.31   0.00   0.67         0      23        10       24 Mercury  Pholus   SemiSquare   51   72   123     0.41      0.59
 4: 2021-02-08    0.36   0.00   0.82         0      23        19       24 Mercury   Vesta     Quincunx   41   45    86     0.48      0.52
 5: 2021-02-08    0.98   0.00   1.72         6      12         9        7    Moon  Uranus        Trine  166  162   328     0.51      0.49
 6: 2021-02-08    0.00   0.00   0.00         0      23        23       24   NNode   SNode   Opposition 2233 2196  4429     0.50      0.50
 7: 2021-02-08    0.30   0.00   0.68         0      23         9       24     Sun   Vesta     Quincunx   26   32    58     0.45      0.55
 8: 2021-02-08    0.57   0.02   1.26         0      23        14       24 Mercury     Sun  Conjunction  132  148   280     0.47      0.53
 9: 2021-02-08    0.41   0.02   0.88         0      23         2       24     Sun Neptune  SemiSextile   60   49   109     0.55      0.45
10: 2021-02-08    0.33   0.02   0.76         0      23        19       24     Sun  Pholus   SemiSquare   49   57   106     0.46      0.54
11: 2021-02-08    0.62   0.03   1.20         0      23        23       24 Mercury Neptune  SemiSextile   58   64   122     0.48      0.52
12: 2021-02-08    0.70   0.03   1.43         0      23         1       24 Mercury  Pallas  Conjunction   43   40    83     0.52      0.48
13: 2021-02-08    0.96   0.03   1.70        17      23        20        7    Moon   Ceres     Quintile  152  161   313     0.49      0.51
14: 2021-02-08    0.82   0.03   1.64        20      23        23        4    Moon  Pallas SemiQuintile  161  156   317     0.51      0.49
15: 2021-02-08    0.92   0.04   1.65         2       8         5        7    Moon     Sun   SemiSquare  164  136   300     0.55      0.45
16: 2021-02-08    0.07   0.04   0.11         0      23        23       24  Saturn  Chiron      Sextile    4    7    11     0.36      0.64
17: 2021-02-08    0.98   0.05   1.75         4      10         7        7    Moon Jupiter SemiQuintile  173  178   351     0.49      0.51
18: 2021-02-08    0.99   0.06   1.77         7      13        10        7    Moon Neptune     Quintile  180  150   330     0.55      0.45
19: 2021-02-08    0.99   0.06   1.78         3       9         6        7    Moon  Pholus  Conjunction   82   81   163     0.50      0.50
20: 2021-02-08    0.91   0.06   1.62         9      15        12        7    Moon   Venus  SemiSextile  150  160   310     0.48      0.52
21: 2021-02-08    0.97   0.07   1.76         4      10         7        7    Moon  Pallas   SemiSquare  162  148   310     0.52      0.48
22: 2021-02-08    0.24   0.08   0.40         0      23        23       24   Ceres   Pluto      Sextile   57   51   108     0.53      0.47
23: 2021-02-08    0.72   0.09   1.51        19      23        22        5    Moon     Sun SemiQuintile  163  146   309     0.53      0.47
24: 2021-02-08    0.91   0.09   1.84         0       5         2        6    Moon   Vesta    BiSeptile  170  150   320     0.53      0.47
25: 2021-02-08    0.93   0.13   1.73         4       9         6        6    Moon Mercury   SemiSquare  169  147   316     0.53      0.47
26: 2021-02-08    0.92   0.18   1.67         0      23        NA       24 Mercury   Ceres SemiQuintile   80  100   180     0.44      0.56
27: 2021-02-08    1.01   0.20   1.91         5      11         8        7    Moon  Chiron       Square  171  158   329     0.52      0.48
