PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
JUUR_a120,1,89,-0.001,0.077,-0.003,-0.002,0.032,-0.382,0.519,0.901,2.107,27.676,0.008
MANE_a90,1,49,0.007,0.083,-0.007,-0.002,0.034,-0.086,0.519,0.605,4.776,27.061,0.012
MOPL_a150,1,213,-0.002,0.042,-0.005,-0.004,0.03,-0.115,0.172,0.287,0.772,1.879,0.003
MOSU_a45,1,199,0.007,0.086,0.001,0.001,0.035,-0.216,0.973,1.189,7.201,78.717,0.006
SUJU_a45,1,72,0,0.086,-0.002,-0.002,0.024,-0.382,0.519,0.901,1.818,21.105,0.01
SUPL_a103,1,64,-0.005,0.026,-0.004,-0.004,0.018,-0.086,0.068,0.154,-0.103,1.883,0.003
VESA_a60,1,77,0.001,0.035,-0.002,0.002,0.029,-0.097,0.08,0.177,-0.23,0.37,0.004
MOJU_a0,1,111,0.001,0.043,-0.005,-0.001,0.03,-0.117,0.18,0.297,0.857,2.689,0.004
MOUR_a120,1,219,0.001,0.042,-0.001,0.001,0.028,-0.216,0.307,0.523,1.148,14.614,0.003
MOVE_a30,1,197,0.009,0.043,0.002,0.005,0.025,-0.117,0.307,0.424,2.34,13.263,0.003
MOSA_a90,1,212,0.005,0.043,0.002,0.003,0.025,-0.191,0.198,0.389,0.68,6.016,0.003
MOMA_a103,1,196,-0.004,0.037,-0.003,-0.003,0.023,-0.175,0.1,0.274,-0.636,2.977,0.003
MOME_a60,1,195,0.004,0.048,0,0.002,0.026,-0.175,0.188,0.363,0.418,3.016,0.003
MOPL_a135,1,209,0,0.048,-0.003,-0.003,0.027,-0.126,0.295,0.422,1.777,8.699,0.003
MOSU_a30,1,207,0.006,0.049,-0.001,0.003,0.032,-0.128,0.274,0.402,1.794,7.907,0.003
MOUR_a135,1,216,0.007,0.054,0.001,0.001,0.021,-0.126,0.307,0.434,2.546,10.786,0.004
