PlanetZodSign,buy,sell,daysN,BuyDays%,SellDays%
CE_AQU,639,520,1159,0.55,0.45
CE_ARI,609,467,1076,0.57,0.43
CE_CAN,558,396,954,0.58,0.42
CE_CAP,642,497,1139,0.56,0.44
CE_GEM,596,423,1019,0.58,0.42
CE_LEO,545,421,966,0.56,0.44
CE_LIB,516,402,918,0.56,0.44
CE_PIS,691,564,1255,0.55,0.45
CE_SAG,696,514,1210,0.58,0.42
CE_SCO,497,441,938,0.53,0.47
CE_TAU,579,477,1056,0.55,0.45
CE_VIR,525,385,910,0.58,0.42
CH_AQU,722,629,1351,0.53,0.47
CH_ARI,1139,914,2053,0.55,0.45
CH_CAN,436,342,778,0.56,0.44
CH_CAP,467,425,892,0.52,0.48
CH_GEM,672,499,1171,0.57,0.43
CH_LEO,306,233,539,0.57,0.43
CH_LIB,256,179,435,0.59,0.41
CH_PIS,1116,853,1969,0.57,0.43
CH_SAG,342,314,656,0.52,0.48
CH_SCO,276,209,485,0.57,0.43
CH_TAU,1057,706,1763,0.6,0.4
CH_VIR,304,204,508,0.6,0.4
EM_AQU,698,544,1242,0.56,0.44
EM_ARI,608,452,1060,0.57,0.43
EM_CAN,417,376,793,0.53,0.47
EM_CAP,645,565,1210,0.53,0.47
EM_GEM,570,520,1090,0.52,0.48
EM_LEO,748,562,1310,0.57,0.43
EM_LIB,660,420,1080,0.61,0.39
EM_PIS,613,418,1031,0.59,0.41
EM_SAG,615,515,1130,0.54,0.46
EM_SCO,425,351,776,0.55,0.45
EM_TAU,549,384,933,0.59,0.41
EM_VIR,545,400,945,0.58,0.42
ES_AQU,568,471,1039,0.55,0.45
ES_ARI,557,431,988,0.56,0.44
ES_CAN,811,681,1492,0.54,0.46
ES_CAP,705,601,1306,0.54,0.46
ES_GEM,474,427,901,0.53,0.47
ES_LEO,674,486,1160,0.58,0.42
ES_LIB,474,335,809,0.59,0.41
ES_PIS,725,482,1207,0.6,0.4
ES_SAG,528,429,957,0.55,0.45
ES_SCO,564,367,931,0.61,0.39
ES_TAU,489,375,864,0.57,0.43
ES_VIR,524,422,946,0.55,0.45
JN_AQU,592,454,1046,0.57,0.43
JN_ARI,391,291,682,0.57,0.43
JN_CAN,406,329,735,0.55,0.45
JN_CAP,760,537,1297,0.59,0.41
JN_GEM,344,262,606,0.57,0.43
JN_LEO,492,390,882,0.56,0.44
JN_LIB,923,688,1611,0.57,0.43
JN_PIS,417,362,779,0.54,0.46
JN_SAG,843,715,1558,0.54,0.46
JN_SCO,944,720,1664,0.57,0.43
JN_TAU,321,261,582,0.55,0.45
JN_VIR,660,498,1158,0.57,0.43
JU_AQU,589,479,1068,0.55,0.45
JU_ARI,481,367,848,0.57,0.43
JU_CAN,577,446,1023,0.56,0.44
JU_CAP,689,590,1279,0.54,0.46
JU_GEM,504,409,913,0.55,0.45
JU_LEO,603,441,1044,0.58,0.42
JU_LIB,652,445,1097,0.59,0.41
JU_PIS,556,409,965,0.58,0.42
JU_SAG,743,556,1299,0.57,0.43
JU_SCO,633,524,1157,0.55,0.45
JU_TAU,450,367,817,0.55,0.45
JU_VIR,616,474,1090,0.57,0.43
MA_AQU,523,416,939,0.56,0.44
MA_ARI,584,430,1014,0.58,0.42
MA_CAN,637,506,1143,0.56,0.44
MA_CAP,526,386,912,0.58,0.42
MA_GEM,597,458,1055,0.57,0.43
MA_LEO,673,559,1232,0.55,0.45
MA_LIB,683,521,1204,0.57,0.43
MA_PIS,495,365,860,0.58,0.42
MA_SAG,534,430,964,0.55,0.45
MA_SCO,581,486,1067,0.54,0.46
MA_TAU,558,432,990,0.56,0.44
MA_VIR,702,518,1220,0.58,0.42
ME_AQU,617,455,1072,0.58,0.42
ME_ARI,580,455,1035,0.56,0.44
ME_CAN,565,437,1002,0.56,0.44
ME_CAP,615,444,1059,0.58,0.42
ME_GEM,479,435,914,0.52,0.48
ME_LEO,580,465,1045,0.56,0.44
ME_LIB,592,507,1099,0.54,0.46
ME_PIS,590,467,1057,0.56,0.44
ME_SAG,679,452,1131,0.6,0.4
ME_SCO,652,533,1185,0.55,0.45
ME_TAU,555,383,938,0.59,0.41
ME_VIR,589,474,1063,0.55,0.45
MO_AQU,610,448,1058,0.58,0.42
MO_ARI,602,455,1057,0.57,0.43
MO_CAN,582,462,1044,0.56,0.44
MO_CAP,574,488,1062,0.54,0.46
