PlanetZodSign,buy,sell,daysN,BuyDays%,SellDays%
MO_GEM,585,463,1048,0.56,0.44
MO_LEO,606,445,1051,0.58,0.42
MO_LIB,586,451,1037,0.57,0.43
MO_PIS,597,462,1059,0.56,0.44
MO_SAG,576,471,1047,0.55,0.45
MO_SCO,566,474,1040,0.54,0.46
MO_TAU,597,455,1052,0.57,0.43
MO_VIR,612,433,1045,0.59,0.41
NE_AQU,1793,1581,3374,0.53,0.47
NE_CAP,2021,1487,3508,0.58,0.42
NE_PIS,1351,991,2342,0.58,0.42
NE_SAG,1928,1448,3376,0.57,0.43
NN_AQU,588,509,1097,0.54,0.46
NN_ARI,419,365,784,0.53,0.47
NN_CAN,612,556,1168,0.52,0.48
NN_CAP,643,529,1172,0.55,0.45
NN_GEM,490,453,943,0.52,0.48
NN_LEO,716,459,1175,0.61,0.39
NN_LIB,697,478,1175,0.59,0.41
NN_PIS,451,331,782,0.58,0.42
NN_SAG,633,545,1178,0.54,0.46
NN_SCO,682,489,1171,0.58,0.42
NN_TAU,460,321,781,0.59,0.41
NN_VIR,702,472,1174,0.6,0.4
PA_AQU,879,723,1602,0.55,0.45
PA_ARI,732,504,1236,0.59,0.41
PA_CAN,290,215,505,0.57,0.43
PA_CAP,785,619,1404,0.56,0.44
PA_GEM,354,295,649,0.55,0.45
PA_LEO,398,311,709,0.56,0.44
PA_LIB,544,512,1056,0.52,0.48
PA_PIS,876,693,1569,0.56,0.44
PA_SAG,627,478,1105,0.57,0.43
PA_SCO,607,450,1057,0.57,0.43
PA_TAU,529,360,889,0.6,0.4
PA_VIR,472,347,819,0.58,0.42
PH_AQU,41,30,71,0.58,0.42
PH_ARI,643,518,1161,0.55,0.45
PH_CAN,216,212,428,0.5,0.5
PH_CAP,338,237,575,0.59,0.41
PH_GEM,322,224,546,0.59,0.41
PH_LEO,282,202,484,0.58,0.42
PH_LIB,491,360,851,0.58,0.42
PH_PIS,1349,1009,2358,0.57,0.43
PH_SAG,1798,1464,3262,0.55,0.45
PH_SCO,804,709,1513,0.53,0.47
PH_TAU,446,291,737,0.61,0.39
PH_VIR,363,251,614,0.59,0.41
PL_CAP,1805,1351,3156,0.57,0.43
PL_LIB,1750,1302,3052,0.57,0.43
PL_SAG,1744,1508,3252,0.54,0.46
PL_SCO,1657,1246,2903,0.57,0.43
PL_VIR,137,100,237,0.58,0.42
SA_AQU,477,345,822,0.58,0.42
SA_ARI,375,260,635,0.59,0.41
SA_CAN,587,512,1099,0.53,0.47
SA_CAP,770,558,1328,0.58,0.42
SA_GEM,587,563,1150,0.51,0.49
SA_LEO,641,486,1127,0.57,0.43
SA_LIB,720,576,1296,0.56,0.44
SA_PIS,338,240,578,0.58,0.42
SA_SAG,799,561,1360,0.59,0.41
SA_SCO,726,573,1299,0.56,0.44
SA_TAU,394,318,712,0.55,0.45
SA_VIR,679,515,1194,0.57,0.43
SN_AQU,716,459,1175,0.61,0.39
SN_ARI,697,478,1175,0.59,0.41
SN_CAN,643,529,1172,0.55,0.45
SN_CAP,612,556,1168,0.52,0.48
SN_GEM,633,545,1178,0.54,0.46
SN_LEO,588,509,1097,0.54,0.46
SN_LIB,419,365,784,0.53,0.47
SN_PIS,702,472,1174,0.6,0.4
SN_SAG,490,453,943,0.52,0.48
SN_SCO,460,321,781,0.59,0.41
SN_TAU,682,489,1171,0.58,0.42
SN_VIR,451,331,782,0.58,0.42
SU_AQU,589,422,1011,0.58,0.42
SU_ARI,576,466,1042,0.55,0.45
SU_CAN,609,462,1071,0.57,0.43
SU_CAP,575,361,936,0.61,0.39
SU_GEM,605,464,1069,0.57,0.43
SU_LEO,588,530,1118,0.53,0.47
SU_LIB,591,493,1084,0.55,0.45
SU_PIS,591,459,1050,0.56,0.44
SU_SAG,574,437,1011,0.57,0.43
SU_SCO,591,465,1056,0.56,0.44
SU_TAU,617,486,1103,0.56,0.44
SU_VIR,587,462,1049,0.56,0.44
UR_AQU,1048,874,1922,0.55,0.45
UR_ARI,1109,830,1939,0.57,0.43
UR_CAP,1052,770,1822,0.58,0.42
UR_LIB,545,500,1045,0.52,0.48
UR_PIS,1013,876,1889,0.54,0.46
UR_SAG,960,773,1733,0.55,0.45
UR_SCO,1018,634,1652,0.62,0.38
UR_TAU,348,250,598,0.58,0.42
VE_AQU,550,448,998,0.55,0.45
VE_ARI,684,553,1237,0.55,0.45
VE_CAN,520,432,952,0.55,0.45
VE_CAP,642,462,1104,0.58,0.42
VE_GEM,755,558,1313,0.58,0.42
VE_LEO,630,495,1125,0.56,0.44
VE_LIB,526,396,922,0.57,0.43
VE_PIS,533,376,909,0.59,0.41
VE_SAG,478,380,858,0.56,0.44
VE_SCO,698,519,1217,0.57,0.43
VE_TAU,508,388,896,0.57,0.43
VE_VIR,569,500,1069,0.53,0.47
VS_AQU,541,454,995,0.54,0.46
VS_ARI,609,476,1085,0.56,0.44
VS_CAN,702,535,1237,0.57,0.43
VS_CAP,510,409,919,0.55,0.45
VS_GEM,712,625,1337,0.53,0.47
VS_LEO,640,447,1087,0.59,0.41
VS_LIB,550,462,1012,0.54,0.46
VS_PIS,592,412,1004,0.59,0.41
VS_SAG,561,351,912,0.62,0.38
VS_SCO,431,303,734,0.59,0.41
VS_TAU,706,597,1303,0.54,0.46
VS_VIR,539,436,975,0.55,0.45
