PlanetsAspect,buy,sell,daysN,BuyDays%,SellDays%
MANE_a180,66,70,136,0.49,0.51
MANE_a30,129,112,241,0.54,0.46
MANE_a45,146,149,295,0.49,0.51
MANE_a60,127,82,209,0.61,0.39
MANE_a90,152,124,276,0.55,0.45
MAPL_a0,65,46,111,0.59,0.41
MAPL_a103,118,110,228,0.52,0.48
MAPL_a120,135,106,241,0.56,0.44
MAPL_a135,165,136,301,0.55,0.45
MAPL_a150,159,130,289,0.55,0.45
MAPL_a180,60,57,117,0.51,0.49
MAPL_a30,153,105,258,0.59,0.41
MAPL_a45,156,120,276,0.57,0.43
MAPL_a60,134,110,244,0.55,0.45
MAPL_a90,162,112,274,0.59,0.41
MASA_a0,78,55,133,0.59,0.41
MASA_a103,133,84,217,0.61,0.39
MASA_a120,139,91,230,0.6,0.4
MASA_a135,136,85,221,0.62,0.38
MASA_a150,128,100,228,0.56,0.44
MASA_a180,80,56,136,0.59,0.41
MASA_a30,148,134,282,0.52,0.48
MASA_a45,178,129,307,0.58,0.42
MASA_a60,163,113,276,0.59,0.41
MASA_a90,156,119,275,0.57,0.43
MAUR_a0,85,46,131,0.65,0.35
MAUR_a103,155,120,275,0.56,0.44
MAUR_a120,142,97,239,0.59,0.41
MAUR_a135,136,132,268,0.51,0.49
MAUR_a150,157,142,299,0.53,0.47
MAUR_a180,77,57,134,0.57,0.43
MAUR_a30,149,108,257,0.58,0.42
MAUR_a45,111,120,231,0.48,0.52
MAUR_a60,142,132,274,0.52,0.48
MAUR_a90,160,108,268,0.6,0.4
MEJU_a0,96,74,170,0.56,0.44
MEJU_a103,155,125,280,0.55,0.45
MEJU_a120,142,101,243,0.58,0.42
MEJU_a135,142,127,269,0.53,0.47
MEJU_a150,122,129,251,0.49,0.51
MEJU_a180,50,46,96,0.52,0.48
MEJU_a30,179,141,320,0.56,0.44
MEJU_a45,208,151,359,0.58,0.42
MEJU_a60,176,122,298,0.59,0.41
MEJU_a90,176,114,290,0.61,0.39
MEMA_a0,138,88,226,0.61,0.39
MEMA_a103,145,131,276,0.53,0.47
MEMA_a120,85,76,161,0.53,0.47
MEMA_a135,67,52,119,0.56,0.44
MEMA_a150,60,48,108,0.56,0.44
MEMA_a180,26,20,46,0.57,0.43
MEMA_a30,246,202,448,0.55,0.45
MEMA_a45,264,211,475,0.56,0.44
MEMA_a60,199,139,338,0.59,0.41
MEMA_a90,166,121,287,0.58,0.42
MENE_a0,78,70,148,0.53,0.47
MENE_a103,151,129,280,0.54,0.46
MENE_a120,157,136,293,0.54,0.46
MENE_a135,176,137,313,0.56,0.44
MENE_a150,141,115,256,0.55,0.45
MENE_a180,90,56,146,0.62,0.38
MENE_a30,183,123,306,0.6,0.4
MENE_a45,183,122,305,0.6,0.4
MENE_a60,164,117,281,0.58,0.42
MENE_a90,179,143,322,0.56,0.44
MEPL_a0,89,71,160,0.56,0.44
MEPL_a103,157,151,308,0.51,0.49
MEPL_a120,162,125,287,0.56,0.44
MEPL_a135,151,114,265,0.57,0.43
MEPL_a150,145,121,266,0.55,0.45
MEPL_a180,62,52,114,0.54,0.46
MEPL_a30,177,129,306,0.58,0.42
MEPL_a45,171,134,305,0.56,0.44
MEPL_a60,153,159,312,0.49,0.51
MEPL_a90,193,107,300,0.64,0.36
MESA_a0,95,60,155,0.61,0.39
MESA_a103,169,140,309,0.55,0.45
MESA_a120,165,120,285,0.58,0.42
MESA_a135,178,116,294,0.61,0.39
MESA_a150,140,101,241,0.58,0.42
MESA_a180,65,44,109,0.6,0.4
MESA_a30,181,143,324,0.56,0.44
MESA_a45,188,167,355,0.53,0.47
MESA_a60,172,126,298,0.58,0.42
MESA_a90,174,114,288,0.6,0.4
MESU_a0,449,314,763,0.59,0.41
MEUR_a0,85,71,156,0.54,0.46
MEUR_a103,160,128,288,0.56,0.44
MEUR_a120,170,132,302,0.56,0.44
MEUR_a135,159,133,292,0.54,0.46
MEUR_a150,160,133,293,0.55,0.45
MEUR_a180,81,56,137,0.59,0.41
MEUR_a30,173,151,324,0.53,0.47
MEUR_a45,162,150,312,0.52,0.48
MEUR_a60,169,139,308,0.55,0.45
MEUR_a90,156,132,288,0.54,0.46
MEVE_a0,241,186,427,0.56,0.44
MEVE_a30,482,389,871,0.55,0.45
MEVE_a45,345,264,609,0.57,0.43
MEVE_a60,288,209,497,0.58,0.42
MOJU_a0,239,211,450,0.53,0.47
MOJU_a103,496,444,940,0.53,0.47
MOJU_a120,568,427,995,0.57,0.43
MOJU_a135,533,460,993,0.54,0.46
MOJU_a150,545,408,953,0.57,0.43
MOJU_a180,258,194,452,0.57,0.43
MOJU_a30,550,431,981,0.56,0.44
MOJU_a45,561,424,985,0.57,0.43
MOJU_a60,530,433,963,0.55,0.45
MOJU_a90,509,419,928,0.55,0.45
MOMA_a0,276,186,462,0.6,0.4
MOMA_a103,510,425,935,0.55,0.45
MOMA_a120,501,418,919,0.55,0.45
MOMA_a135,542,409,951,0.57,0.43
MOMA_a150,473,434,907,0.52,0.48
MOMA_a180,253,209,462,0.55,0.45
MOMA_a30,520,416,936,0.56,0.44
MOMA_a45,559,398,957,0.58,0.42
MOMA_a60,552,378,930,0.59,0.41
MOMA_a90,525,417,942,0.56,0.44
MOME_a0,255,196,451,0.57,0.43
MOME_a103,479,392,871,0.55,0.45
MOME_a120,524,391,915,0.57,0.43
MOME_a135,496,395,891,0.56,0.44
MOME_a150,502,391,893,0.56,0.44
MOME_a180,238,193,431,0.55,0.45
MOME_a30,537,395,932,0.58,0.42
MOME_a45,541,387,928,0.58,0.42
MOME_a60,493,402,895,0.55,0.45
MOME_a90,522,383,905,0.58,0.42
MONE_a0,272,219,491,0.55,0.45
MONE_a103,536,418,954,0.56,0.44
MONE_a120,506,443,949,0.53,0.47
MONE_a135,548,415,963,0.57,0.43
MONE_a150,529,419,948,0.56,0.44
MONE_a180,262,219,481,0.54,0.46
MONE_a30,554,423,977,0.57,0.43
MONE_a45,571,395,966,0.59,0.41
MONE_a60,555,403,958,0.58,0.42
MONE_a90,508,431,939,0.54,0.46
MOPL_a0,270,209,479,0.56,0.44
MOPL_a103,563,399,962,0.59,0.41
MOPL_a120,545,412,957,0.57,0.43
MOPL_a135,547,398,945,0.58,0.42
MOPL_a150,544,417,961,0.57,0.43
MOPL_a180,253,236,489,0.52,0.48
MOPL_a30,511,447,958,0.53,0.47
MOPL_a45,520,436,956,0.54,0.46
MOPL_a60,516,422,938,0.55,0.45
MOPL_a90,573,390,963,0.6,0.4
MOSA_a0,271,220,491,0.55,0.45
MOSA_a103,566,412,978,0.58,0.42
MOSA_a120,539,437,976,0.55,0.45
MOSA_a135,537,431,968,0.55,0.45
MOSA_a150,535,414,949,0.56,0.44
MOSA_a180,243,215,458,0.53,0.47
MOSA_a30,538,404,942,0.57,0.43
MOSA_a45,524,418,942,0.56,0.44
MOSA_a60,558,390,948,0.59,0.41
MOSA_a90,535,423,958,0.56,0.44
MOSU_a0,254,179,433,0.59,0.41
MOSU_a103,518,393,911,0.57,0.43
MOSU_a120,490,412,902,0.54,0.46
MOSU_a135,506,392,898,0.56,0.44
MOSU_a150,521,380,901,0.58,0.42
MOSU_a180,245,194,439,0.56,0.44
MOSU_a30,516,401,917,0.56,0.44
MOSU_a45,517,381,898,0.58,0.42
MOSU_a60,494,411,905,0.55,0.45
MOSU_a90,488,407,895,0.55,0.45
MOUR_a0,261,229,490,0.53,0.47
MOUR_a103,541,413,954,0.57,0.43
MOUR_a120,508,454,962,0.53,0.47
MOUR_a135,517,442,959,0.54,0.46
MOUR_a150,527,429,956,0.55,0.45
MOUR_a180,265,209,474,0.56,0.44
MOUR_a30,559,411,970,0.58,0.42
MOUR_a45,543,398,941,0.58,0.42
MOUR_a60,557,391,948,0.59,0.41
MOUR_a90,549,403,952,0.58,0.42
MOVE_a0,273,178,451,0.61,0.39
MOVE_a103,510,389,899,0.57,0.43
MOVE_a120,477,402,879,0.54,0.46
MOVE_a135,502,403,905,0.55,0.45
MOVE_a150,527,385,912,0.58,0.42
MOVE_a180,243,196,439,0.55,0.45
MOVE_a30,516,394,910,0.57,0.43
MOVE_a45,510,379,889,0.57,0.43
MOVE_a60,511,401,912,0.56,0.44
MOVE_a90,461,423,884,0.52,0.48
NEPL_a60,905,681,1586,0.57,0.43
SANE_a0,117,69,186,0.63,0.37
SANE_a103,129,100,229,0.56,0.44
SANE_a120,133,117,250,0.53,0.47
SANE_a135,77,68,145,0.53,0.47
SANE_a150,121,98,219,0.55,0.45
SANE_a180,41,31,72,0.57,0.43
SANE_a30,136,114,250,0.54,0.46
SANE_a45,114,146,260,0.44,0.56
SANE_a60,211,125,336,0.63,0.37
SANE_a90,197,105,302,0.65,0.35
SAPL_a0,83,47,130,0.64,0.36
SAPL_a103,86,82,168,0.51,0.49
SAPL_a120,109,94,203,0.54,0.46
SAPL_a135,95,68,163,0.58,0.42
SAPL_a150,106,91,197,0.54,0.46
SAPL_a180,45,48,93,0.48,0.52
SAPL_a30,194,137,331,0.59,0.41
SAPL_a45,123,105,228,0.54,0.46
SAPL_a60,128,95,223,0.57,0.43
SAPL_a90,130,102,232,0.56,0.44
SAUR_a0,134,97,231,0.58,0.42
SAUR_a103,198,161,359,0.55,0.45
SAUR_a120,129,75,204,0.63,0.37
SAUR_a135,152,103,255,0.6,0.4
SAUR_a150,136,96,232,0.59,0.41
SAUR_a180,67,70,137,0.49,0.51
SAUR_a30,166,170,336,0.49,0.51
SAUR_a45,159,132,291,0.55,0.45
SAUR_a60,125,92,217,0.58,0.42
SAUR_a90,47,34,81,0.58,0.42
SUJU_a0,95,65,160,0.59,0.41
SUJU_a103,176,98,274,0.64,0.36
SUJU_a120,144,118,262,0.55,0.45
SUJU_a135,128,117,245,0.52,0.48
SUJU_a150,143,113,256,0.56,0.44
SUJU_a180,59,59,118,0.5,0.5
SUJU_a30,183,136,319,0.57,0.43
SUJU_a45,156,155,311,0.5,0.5
SUJU_a60,166,133,299,0.56,0.44
SUJU_a90,162,118,280,0.58,0.42
SUMA_a0,132,70,202,0.65,0.35
SUMA_a103,113,103,216,0.52,0.48
SUMA_a120,92,78,170,0.54,0.46
SUMA_a135,76,63,139,0.55,0.45
SUMA_a150,59,58,117,0.5,0.5
SUMA_a180,30,27,57,0.53,0.47
SUMA_a30,209,167,376,0.56,0.44
SUMA_a45,195,175,370,0.53,0.47
SUMA_a60,180,169,349,0.52,0.48
SUMA_a90,138,123,261,0.53,0.47
SUNE_a0,70,64,134,0.52,0.48
SUNE_a103,144,142,286,0.5,0.5
SUNE_a120,164,123,287,0.57,0.43
SUNE_a135,155,108,263,0.59,0.41
SUNE_a150,173,118,291,0.59,0.41
SUNE_a180,69,67,136,0.51,0.49
SUNE_a30,177,105,282,0.63,0.37
SUNE_a45,164,116,280,0.59,0.41
SUNE_a60,175,118,293,0.6,0.4
SUNE_a90,169,126,295,0.57,0.43
SUPL_a0,77,65,142,0.54,0.46
SUPL_a103,173,119,292,0.59,0.41
SUPL_a120,170,118,288,0.59,0.41
SUPL_a135,155,120,275,0.56,0.44
SUPL_a150,155,136,291,0.53,0.47
SUPL_a180,81,56,137,0.59,0.41
SUPL_a30,163,123,286,0.57,0.43
SUPL_a45,151,124,275,0.55,0.45
SUPL_a60,151,132,283,0.53,0.47
SUPL_a90,162,129,291,0.56,0.44
SUSA_a0,78,72,150,0.52,0.48
SUSA_a103,168,119,287,0.59,0.41
SUSA_a120,140,129,269,0.52,0.48
SUSA_a135,128,137,265,0.48,0.52
SUSA_a150,152,104,256,0.59,0.41
SUSA_a180,79,46,125,0.63,0.37
SUSA_a30,168,135,303,0.55,0.45
SUSA_a45,171,119,290,0.59,0.41
SUSA_a60,167,122,289,0.58,0.42
SUSA_a90,175,111,286,0.61,0.39
SUUR_a0,90,53,143,0.63,0.37
SUUR_a103,157,128,285,0.55,0.45
SUUR_a120,147,139,286,0.51,0.49
SUUR_a135,155,125,280,0.55,0.45
SUUR_a150,143,139,282,0.51,0.49
SUUR_a180,78,63,141,0.55,0.45
SUUR_a30,147,134,281,0.52,0.48
SUUR_a45,166,122,288,0.58,0.42
SUUR_a60,156,130,286,0.55,0.45
SUUR_a90,149,135,284,0.52,0.48
URNE_a0,299,230,529,0.57,0.43
URNE_a30,399,288,687,0.58,0.42
URNE_a45,333,235,568,0.59,0.41
URPL_a103,185,133,318,0.58,0.42
URPL_a30,23,11,34,0.68,0.32
URPL_a45,343,239,582,0.59,0.41
URPL_a60,389,252,641,0.61,0.39
URPL_a90,289,232,521,0.55,0.45
VEJU_a0,108,66,174,0.62,0.38
VEJU_a103,172,102,274,0.63,0.37
VEJU_a120,157,124,281,0.56,0.44
VEJU_a135,137,121,258,0.53,0.47
VEJU_a150,145,108,253,0.57,0.43
VEJU_a180,66,71,137,0.48,0.52
VEJU_a30,169,136,305,0.55,0.45
VEJU_a45,163,119,282,0.58,0.42
VEJU_a60,182,145,327,0.56,0.44
VEJU_a90,158,127,285,0.55,0.45
VEMA_a0,148,114,262,0.56,0.44
VEMA_a103,171,143,314,0.54,0.46
VEMA_a120,137,96,233,0.59,0.41
VEMA_a135,61,63,124,0.49,0.51
VEMA_a150,55,55,110,0.5,0.5
VEMA_a180,33,25,58,0.57,0.43
VEMA_a30,181,155,336,0.54,0.46
VEMA_a45,201,154,355,0.57,0.43
VEMA_a60,189,154,343,0.55,0.45
VEMA_a90,162,108,270,0.6,0.4
VENE_a0,72,66,138,0.52,0.48
VENE_a103,158,130,288,0.55,0.45
VENE_a120,144,130,274,0.53,0.47
VENE_a135,165,128,293,0.56,0.44
VENE_a150,147,134,281,0.52,0.48
VENE_a180,93,56,149,0.62,0.38
VENE_a30,149,145,294,0.51,0.49
VENE_a45,163,124,287,0.57,0.43
VENE_a60,149,123,272,0.55,0.45
VENE_a90,169,127,296,0.57,0.43
VEPL_a0,73,71,144,0.51,0.49
VEPL_a103,136,135,271,0.5,0.5
VEPL_a120,175,114,289,0.61,0.39
VEPL_a135,174,131,305,0.57,0.43
VEPL_a150,154,117,271,0.57,0.43
VEPL_a180,81,59,140,0.58,0.42
VEPL_a30,148,118,266,0.56,0.44
VEPL_a45,159,130,289,0.55,0.45
VEPL_a60,164,110,274,0.6,0.4
VEPL_a90,162,117,279,0.58,0.42
VESA_a0,81,62,143,0.57,0.43
VESA_a103,177,134,311,0.57,0.43
VESA_a120,155,124,279,0.56,0.44
VESA_a135,164,123,287,0.57,0.43
VESA_a150,135,107,242,0.56,0.44
VESA_a180,73,64,137,0.53,0.47
VESA_a30,158,130,288,0.55,0.45
VESA_a45,148,118,266,0.56,0.44
VESA_a60,162,129,291,0.56,0.44
VESA_a90,167,127,294,0.57,0.43
VESU_a0,217,138,355,0.61,0.39
VESU_a30,460,360,820,0.56,0.44
VESU_a45,1282,952,2234,0.57,0.43
VEUR_a0,77,55,132,0.58,0.42
VEUR_a103,159,135,294,0.54,0.46
VEUR_a120,149,122,271,0.55,0.45
VEUR_a135,150,117,267,0.56,0.44
VEUR_a150,159,127,286,0.56,0.44
VEUR_a180,95,50,145,0.66,0.34
VEUR_a30,180,113,293,0.61,0.39
VEUR_a45,139,140,279,0.5,0.5
VEUR_a60,150,135,285,0.53,0.47
VEUR_a90,149,120,269,0.55,0.45
