PlanetZodSign,buy,sell,daysN,BuyDays%,SellDays%
CE_AQU,418,420,838,0.5,0.5
CE_ARI,417,405,822,0.51,0.49
CE_CAN,352,317,669,0.53,0.47
CE_CAP,437,399,836,0.52,0.48
CE_GEM,391,334,725,0.54,0.46
CE_LEO,351,336,687,0.51,0.49
CE_LIB,369,310,679,0.54,0.46
CE_PIS,540,453,993,0.54,0.46
CE_SAG,507,396,903,0.56,0.44
CE_SCO,360,288,648,0.56,0.44
CE_TAU,467,432,899,0.52,0.48
CE_VIR,416,312,728,0.57,0.43
CH_AQU,731,616,1347,0.54,0.46
CH_ARI,317,282,599,0.53,0.47
CH_CAN,434,365,799,0.54,0.46
CH_CAP,449,447,896,0.5,0.5
CH_GEM,608,478,1086,0.56,0.44
CH_LEO,277,274,551,0.5,0.5
CH_LIB,249,187,436,0.57,0.43
CH_PIS,1051,921,1972,0.53,0.47
CH_SAG,346,315,661,0.52,0.48
CH_SCO,252,234,486,0.52,0.48
CH_TAU,40,29,69,0.58,0.42
CH_VIR,271,254,525,0.52,0.48
EM_AQU,504,477,981,0.51,0.49
EM_ARI,522,424,946,0.55,0.45
EM_CAN,217,229,446,0.49,0.51
EM_CAP,396,352,748,0.53,0.47
EM_GEM,451,390,841,0.54,0.46
EM_LEO,507,439,946,0.54,0.46
EM_LIB,464,375,839,0.55,0.45
EM_PIS,396,301,697,0.57,0.43
EM_SAG,450,429,879,0.51,0.49
EM_SCO,372,292,664,0.56,0.44
EM_TAU,381,338,719,0.53,0.47
EM_VIR,365,356,721,0.51,0.49
ES_AQU,363,332,695,0.52,0.48
ES_ARI,410,339,749,0.55,0.45
ES_CAN,589,549,1138,0.52,0.48
ES_CAP,492,455,947,0.52,0.48
ES_GEM,338,308,646,0.52,0.48
ES_LEO,361,331,692,0.52,0.48
ES_LIB,271,199,470,0.58,0.42
ES_PIS,501,480,981,0.51,0.49
ES_SAG,360,351,711,0.51,0.49
ES_SCO,473,348,821,0.58,0.42
ES_TAU,343,286,629,0.55,0.45
ES_VIR,524,424,948,0.55,0.45
JN_AQU,446,365,811,0.55,0.45
JN_ARI,291,209,500,0.58,0.42
JN_CAN,248,247,495,0.5,0.5
JN_CAP,539,431,970,0.56,0.44
JN_GEM,259,232,491,0.53,0.47
JN_LEO,376,366,742,0.51,0.49
JN_LIB,628,577,1205,0.52,0.48
JN_PIS,264,244,508,0.52,0.48
JN_SAG,617,537,1154,0.53,0.47
JN_SCO,647,593,1240,0.52,0.48
JN_TAU,241,211,452,0.53,0.47
JN_VIR,469,390,859,0.55,0.45
JU_AQU,456,357,813,0.56,0.44
JU_ARI,331,260,591,0.56,0.44
JU_CAN,409,395,804,0.51,0.49
JU_CAP,553,510,1063,0.52,0.48
JU_GEM,387,332,719,0.54,0.46
JU_LEO,424,392,816,0.52,0.48
JU_LIB,464,366,830,0.56,0.44
JU_PIS,394,317,711,0.55,0.45
JU_SAG,451,371,822,0.55,0.45
JU_SCO,439,391,830,0.53,0.47
JU_TAU,311,292,603,0.52,0.48
JU_VIR,406,419,825,0.49,0.51
MA_AQU,338,307,645,0.52,0.48
MA_ARI,430,347,777,0.55,0.45
MA_CAN,406,423,829,0.49,0.51
MA_CAP,407,318,725,0.56,0.44
MA_GEM,412,339,751,0.55,0.45
MA_LEO,457,429,886,0.52,0.48
MA_LIB,463,394,857,0.54,0.46
MA_PIS,367,304,671,0.55,0.45
MA_SAG,395,385,780,0.51,0.49
MA_SCO,483,412,895,0.54,0.46
MA_TAU,357,359,716,0.5,0.5
MA_VIR,510,385,895,0.57,0.43
ME_AQU,420,389,809,0.52,0.48
ME_ARI,396,355,751,0.53,0.47
ME_CAN,377,384,761,0.5,0.5
ME_CAP,447,343,790,0.57,0.43
ME_GEM,328,350,678,0.48,0.52
ME_LEO,417,374,791,0.53,0.47
ME_LIB,419,399,818,0.51,0.49
ME_PIS,452,348,800,0.56,0.44
ME_SAG,488,363,851,0.57,0.43
ME_SCO,478,422,900,0.53,0.47
ME_TAU,374,316,690,0.54,0.46
ME_VIR,429,359,788,0.54,0.46
MO_AQU,426,362,788,0.54,0.46
MO_ARI,413,382,795,0.52,0.48
MO_CAN,412,380,792,0.52,0.48
MO_CAP,429,355,784,0.55,0.45
MO_GEM,442,344,786,0.56,0.44
MO_LEO,415,375,790,0.53,0.47
MO_LIB,412,371,783,0.53,0.47
MO_PIS,430,362,792,0.54,0.46
MO_SAG,390,381,771,0.51,0.49
MO_SCO,408,362,770,0.53,0.47
MO_TAU,438,356,794,0.55,0.45
MO_VIR,410,372,782,0.52,0.48
NE_AQU,1768,1612,3380,0.52,0.48
NE_CAP,1936,1651,3587,0.54,0.46
NE_PIS,1248,1094,2342,0.53,0.47
NE_SAG,73,45,118,0.62,0.38
NN_AQU,405,388,793,0.51,0.49
NN_ARI,445,347,792,0.56,0.44
NN_CAN,398,384,782,0.51,0.49
NN_CAP,431,361,792,0.54,0.46
NN_GEM,365,377,742,0.49,0.51
NN_LEO,431,353,784,0.55,0.45
NN_LIB,436,348,784,0.56,0.44
NN_PIS,423,369,792,0.53,0.47
NN_SAG,415,377,792,0.52,0.48
NN_SCO,420,377,797,0.53,0.47
NN_TAU,442,353,795,0.56,0.44
NN_VIR,414,368,782,0.53,0.47
PA_AQU,666,592,1258,0.53,0.47
PA_ARI,491,419,910,0.54,0.46
PA_CAN,213,186,399,0.53,0.47
PA_CAP,512,484,996,0.51,0.49
PA_GEM,261,234,495,0.53,0.47
PA_LEO,272,206,478,0.57,0.43
PA_LIB,390,334,724,0.54,0.46
PA_PIS,686,602,1288,0.53,0.47
PA_SAG,404,394,798,0.51,0.49
PA_SCO,454,348,802,0.57,0.43
PA_TAU,307,307,614,0.5,0.5
PA_VIR,369,296,665,0.55,0.45
PH_ARI,184,154,338,0.54,0.46
PH_CAN,235,205,440,0.53,0.47
PH_CAP,305,269,574,0.53,0.47
PH_GEM,313,248,561,0.56,0.44
PH_LEO,239,257,496,0.48,0.52
PH_LIB,456,397,853,0.53,0.47
PH_SAG,1748,1515,3263,0.54,0.46
PH_SCO,778,742,1520,0.51,0.49
PH_TAU,427,328,755,0.57,0.43
PH_VIR,340,287,627,0.54,0.46
PL_CAP,1702,1452,3154,0.54,0.46
PL_LIB,37,35,72,0.51,0.49
PL_SAG,1701,1564,3265,0.52,0.48
PL_SCO,1585,1351,2936,0.54,0.46
SA_AQU,434,402,836,0.52,0.48
SA_ARI,354,281,635,0.56,0.44
SA_CAN,288,248,536,0.54,0.46
SA_CAP,719,633,1352,0.53,0.47
SA_GEM,270,309,579,0.47,0.53
SA_LEO,293,243,536,0.55,0.45
SA_LIB,370,294,664,0.56,0.44
SA_PIS,319,276,595,0.54,0.46
SA_SAG,759,614,1373,0.55,0.45
SA_SCO,609,503,1112,0.55,0.45
SA_TAU,303,289,592,0.51,0.49
SA_VIR,307,310,617,0.5,0.5
SN_AQU,431,353,784,0.55,0.45
SN_ARI,436,348,784,0.56,0.44
SN_CAN,431,361,792,0.54,0.46
SN_CAP,398,384,782,0.51,0.49
SN_GEM,415,377,792,0.52,0.48
SN_LEO,405,388,793,0.51,0.49
SN_LIB,445,347,792,0.56,0.44
SN_PIS,414,368,782,0.53,0.47
SN_SAG,365,377,742,0.49,0.51
SN_SCO,442,353,795,0.56,0.44
SN_TAU,420,377,797,0.53,0.47
SN_VIR,423,369,792,0.53,0.47
SU_AQU,433,352,785,0.55,0.45
SU_ARI,405,357,762,0.53,0.47
SU_CAN,422,407,829,0.51,0.49
SU_CAP,404,274,678,0.6,0.4
SU_GEM,394,408,802,0.49,0.51
SU_LEO,430,398,828,0.52,0.48
SU_LIB,440,365,805,0.55,0.45
SU_PIS,413,379,792,0.52,0.48
SU_SAG,431,349,780,0.55,0.45
SU_SCO,419,371,790,0.53,0.47
SU_TAU,428,358,786,0.54,0.46
SU_VIR,406,384,790,0.51,0.49
UR_AQU,995,936,1931,0.52,0.48
UR_ARI,1054,887,1941,0.54,0.46
UR_CAP,989,880,1869,0.53,0.47
UR_PIS,1011,877,1888,0.54,0.46
UR_SAG,671,529,1200,0.56,0.44
UR_TAU,305,293,598,0.51,0.49
VE_AQU,396,301,697,0.57,0.43
VE_ARI,522,424,946,0.55,0.45
VE_CAN,335,347,682,0.49,0.51
VE_CAP,473,369,842,0.56,0.44
VE_GEM,526,465,991,0.53,0.47
VE_LEO,447,410,857,0.52,0.48
VE_LIB,363,348,711,0.51,0.49
VE_PIS,367,322,689,0.53,0.47
VE_SAG,368,290,658,0.56,0.44
VE_SCO,496,438,934,0.53,0.47
VE_TAU,326,339,665,0.49,0.51
VE_VIR,406,349,755,0.54,0.46
VS_AQU,332,292,624,0.53,0.47
VS_ARI,446,412,858,0.52,0.48
VS_CAN,485,469,954,0.51,0.49
VS_CAP,364,318,682,0.53,0.47
VS_GEM,506,422,928,0.55,0.45
VS_LEO,497,400,897,0.55,0.45
VS_LIB,396,358,754,0.53,0.47
VS_PIS,405,326,731,0.55,0.45
VS_SAG,378,282,660,0.57,0.43
VS_SCO,350,267,617,0.57,0.43
VS_TAU,474,493,967,0.49,0.51
VS_VIR,392,363,755,0.52,0.48
