PlanetsAspect,buy,sell,daysN,BuyDays%,SellDays%
MOJU_a180,265,187,452,0.59,0.41
MOJU_a30,505,474,979,0.52,0.48
MOJU_a45,539,445,984,0.55,0.45
MOJU_a60,505,457,962,0.52,0.48
MOJU_a90,464,463,927,0.5,0.5
MOMA_a0,243,218,461,0.53,0.47
MOMA_a103,447,486,933,0.48,0.52
MOMA_a120,467,451,918,0.51,0.49
MOMA_a135,489,462,951,0.51,0.49
MOMA_a150,434,473,907,0.48,0.52
MOMA_a180,252,210,462,0.55,0.45
MOMA_a30,486,450,936,0.52,0.48
MOMA_a45,509,448,957,0.53,0.47
MOMA_a60,517,413,930,0.56,0.44
MOMA_a90,495,445,940,0.53,0.47
MOME_a0,230,220,450,0.51,0.49
MOME_a103,448,423,871,0.51,0.49
MOME_a120,462,453,915,0.5,0.5
MOME_a135,470,421,891,0.53,0.47
MOME_a150,471,422,893,0.53,0.47
MOME_a180,203,228,431,0.47,0.53
MOME_a30,484,446,930,0.52,0.48
MOME_a45,495,433,928,0.53,0.47
MOME_a60,487,407,894,0.54,0.46
MOME_a90,484,420,904,0.54,0.46
MONE_a0,257,234,491,0.52,0.48
MONE_a103,506,448,954,0.53,0.47
MONE_a120,490,459,949,0.52,0.48
MONE_a135,502,461,963,0.52,0.48
MONE_a150,488,460,948,0.51,0.49
MONE_a180,244,237,481,0.51,0.49
MONE_a30,493,480,973,0.51,0.49
MONE_a45,527,435,962,0.55,0.45
MONE_a60,499,456,955,0.52,0.48
MONE_a90,488,451,939,0.52,0.48
MOPL_a0,253,225,478,0.53,0.47
MOPL_a103,504,457,961,0.52,0.48
MOPL_a120,508,448,956,0.53,0.47
MOPL_a135,510,435,945,0.54,0.46
MOPL_a150,491,470,961,0.51,0.49
MOPL_a180,247,242,489,0.51,0.49
MOPL_a30,483,473,956,0.51,0.49
MOPL_a45,504,452,956,0.53,0.47
MOPL_a60,513,425,938,0.55,0.45
MOPL_a90,499,463,962,0.52,0.48
MOSA_a0,242,247,489,0.49,0.51
MOSA_a103,496,481,977,0.51,0.49
MOSA_a120,526,450,976,0.54,0.46
MOSA_a135,507,461,968,0.52,0.48
MOSA_a150,504,445,949,0.53,0.47
MOSA_a180,243,215,458,0.53,0.47
MOSA_a30,485,456,941,0.52,0.48
MOSA_a45,477,465,942,0.51,0.49
MOSA_a60,508,440,948,0.54,0.46
MOSA_a90,496,460,956,0.52,0.48
MOSU_a0,224,208,432,0.52,0.48
MOSU_a103,454,455,909,0.5,0.5
MOSU_a120,466,436,902,0.52,0.48
MOSU_a135,471,427,898,0.52,0.48
MOSU_a150,477,424,901,0.53,0.47
MOSU_a180,234,205,439,0.53,0.47
MOSU_a30,493,422,915,0.54,0.46
MOSU_a45,489,409,898,0.54,0.46
MOSU_a60,473,432,905,0.52,0.48
MOSU_a90,451,442,893,0.51,0.49
MOUR_a0,273,216,489,0.56,0.44
MOUR_a103,514,439,953,0.54,0.46
MOUR_a120,493,467,960,0.51,0.49
MOUR_a135,468,490,958,0.49,0.51
MOUR_a150,498,458,956,0.52,0.48
MOUR_a180,241,233,474,0.51,0.49
MOUR_a30,510,459,969,0.53,0.47
MOUR_a45,477,464,941,0.51,0.49
MOUR_a60,490,458,948,0.52,0.48
MOUR_a90,496,455,951,0.52,0.48
MOVE_a0,258,192,450,0.57,0.43
MOVE_a103,455,443,898,0.51,0.49
MOVE_a120,434,444,878,0.49,0.51
MOVE_a135,473,432,905,0.52,0.48
MOVE_a150,475,437,912,0.52,0.48
MOVE_a180,222,217,439,0.51,0.49
MOVE_a30,482,427,909,0.53,0.47
MOVE_a45,480,408,888,0.54,0.46
MOVE_a60,461,451,912,0.51,0.49
MOVE_a90,437,446,883,0.49,0.51
NEPL_a60,793,793,1586,0.5,0.5
SANE_a0,103,83,186,0.55,0.45
SANE_a103,123,106,229,0.54,0.46
SANE_a120,137,113,250,0.55,0.45
SANE_a135,94,51,145,0.65,0.35
SANE_a150,110,109,219,0.5,0.5
SANE_a180,26,46,72,0.36,0.64
SANE_a30,125,125,250,0.5,0.5
SANE_a45,129,122,251,0.51,0.49
SANE_a60,202,134,336,0.6,0.4
SANE_a90,179,123,302,0.59,0.41
SAPL_a0,69,61,130,0.53,0.47
SAPL_a103,79,89,168,0.47,0.53
SAPL_a120,109,94,203,0.54,0.46
SAPL_a135,85,78,163,0.52,0.48
SAPL_a150,93,104,197,0.47,0.53
SAPL_a180,46,47,93,0.49,0.51
SAPL_a30,198,133,331,0.6,0.4
SAPL_a45,120,108,228,0.53,0.47
SAPL_a60,125,98,223,0.56,0.44
SAPL_a90,122,110,232,0.53,0.47
SAUR_a0,113,118,231,0.49,0.51
SAUR_a103,203,156,359,0.57,0.43
SAUR_a120,108,96,204,0.53,0.47
SAUR_a135,143,112,255,0.56,0.44
SAUR_a150,120,112,232,0.52,0.48
SAUR_a180,59,78,137,0.43,0.57
SAUR_a30,162,174,336,0.48,0.52
SAUR_a45,143,148,291,0.49,0.51
SAUR_a60,123,94,217,0.57,0.43
SAUR_a90,37,44,81,0.46,0.54
SUJU_a0,80,80,160,0.5,0.5
SUJU_a103,161,113,274,0.59,0.41
SUJU_a120,144,118,262,0.55,0.45
SUJU_a135,105,140,245,0.43,0.57
SUJU_a150,128,128,256,0.5,0.5
SUJU_a180,66,52,118,0.56,0.44
SUJU_a30,171,148,319,0.54,0.46
SUJU_a45,141,170,311,0.45,0.55
SUJU_a60,174,125,299,0.58,0.42
SUJU_a90,149,131,280,0.53,0.47
SUMA_a0,96,106,202,0.48,0.52
SUMA_a103,118,98,216,0.55,0.45
SUMA_a120,91,79,170,0.54,0.46
SUMA_a135,90,49,139,0.65,0.35
SUMA_a150,53,64,117,0.45,0.55
SUMA_a180,26,31,57,0.46,0.54
SUMA_a30,198,178,376,0.53,0.47
SUMA_a45,178,192,370,0.48,0.52
SUMA_a60,166,183,349,0.48,0.52
SUMA_a90,138,123,261,0.53,0.47
SUNE_a0,79,55,134,0.59,0.41
SUNE_a103,146,140,286,0.51,0.49
SUNE_a120,166,121,287,0.58,0.42
SUNE_a135,136,127,263,0.52,0.48
SUNE_a150,148,143,291,0.51,0.49
SUNE_a180,61,75,136,0.45,0.55
SUNE_a30,159,123,282,0.56,0.44
SUNE_a45,149,129,278,0.54,0.46
SUNE_a60,152,141,293,0.52,0.48
SUNE_a90,163,132,295,0.55,0.45
SUPL_a0,65,73,138,0.47,0.53
SUPL_a103,159,133,292,0.54,0.46
SUPL_a120,173,115,288,0.6,0.4
SUPL_a135,145,130,275,0.53,0.47
SUPL_a150,142,149,291,0.49,0.51
SUPL_a180,67,70,137,0.49,0.51
SUPL_a30,130,156,286,0.45,0.55
SUPL_a45,138,137,275,0.5,0.5
SUPL_a60,155,128,283,0.55,0.45
SUPL_a90,138,153,291,0.47,0.53
SUSA_a0,86,62,148,0.58,0.42
SUSA_a103,143,144,287,0.5,0.5
SUSA_a120,133,136,269,0.49,0.51
SUSA_a135,118,147,265,0.45,0.55
SUSA_a150,153,103,256,0.6,0.4
SUSA_a180,71,54,125,0.57,0.43
SUSA_a30,157,146,303,0.52,0.48
SUSA_a45,174,116,290,0.6,0.4
SUSA_a60,145,144,289,0.5,0.5
SUSA_a90,162,124,286,0.57,0.43
SUUR_a0,96,47,143,0.67,0.33
SUUR_a103,144,136,280,0.51,0.49
SUUR_a120,145,141,286,0.51,0.49
SUUR_a135,151,129,280,0.54,0.46
SUUR_a150,151,131,282,0.54,0.46
SUUR_a180,66,75,141,0.47,0.53
SUUR_a30,144,137,281,0.51,0.49
SUUR_a45,168,120,288,0.58,0.42
SUUR_a60,149,137,286,0.52,0.48
SUUR_a90,141,143,284,0.5,0.5
URNE_a0,289,240,529,0.55,0.45
URNE_a30,391,296,687,0.57,0.43
URNE_a45,334,234,568,0.59,0.41
URPL_a103,176,133,309,0.57,0.43
URPL_a30,17,17,34,0.5,0.5
URPL_a45,292,290,582,0.5,0.5
URPL_a60,366,275,641,0.57,0.43
URPL_a90,269,252,521,0.52,0.48
VEJU_a0,103,71,174,0.59,0.41
VEJU_a103,165,109,274,0.6,0.4
VEJU_a120,143,138,281,0.51,0.49
VEJU_a135,136,122,258,0.53,0.47
VEJU_a150,128,125,253,0.51,0.49
VEJU_a180,67,70,137,0.49,0.51
VEJU_a30,160,140,300,0.53,0.47
VEJU_a45,144,138,282,0.51,0.49
VEJU_a60,178,149,327,0.54,0.46
VEJU_a90,137,148,285,0.48,0.52
VEMA_a0,105,157,262,0.4,0.6
VEMA_a103,170,144,314,0.54,0.46
VEMA_a120,128,103,231,0.55,0.45
VEMA_a135,54,70,124,0.44,0.56
VEMA_a150,60,50,110,0.55,0.45
VEMA_a180,30,28,58,0.52,0.48
VEMA_a30,177,159,336,0.53,0.47
VEMA_a45,198,157,355,0.56,0.44
VEMA_a60,178,165,343,0.52,0.48
VEMA_a90,165,105,270,0.61,0.39
VENE_a0,65,73,138,0.47,0.53
VENE_a103,144,144,288,0.5,0.5
VENE_a120,122,152,274,0.45,0.55
VENE_a135,145,148,293,0.49,0.51
VENE_a150,137,144,281,0.49,0.51
VENE_a180,83,66,149,0.56,0.44
VENE_a30,171,123,294,0.58,0.42
VENE_a45,159,128,287,0.55,0.45
VENE_a60,144,127,271,0.53,0.47
VENE_a90,169,127,296,0.57,0.43
VEPL_a0,68,76,144,0.47,0.53
VEPL_a103,145,126,271,0.54,0.46
VEPL_a120,169,120,289,0.58,0.42
VEPL_a135,158,147,305,0.52,0.48
VEPL_a150,144,127,271,0.53,0.47
VEPL_a180,76,64,140,0.54,0.46
VEPL_a30,139,127,266,0.52,0.48
VEPL_a45,156,133,289,0.54,0.46
VEPL_a60,155,119,274,0.57,0.43
VEPL_a90,156,123,279,0.56,0.44
VESA_a0,68,75,143,0.48,0.52
VESA_a103,164,147,311,0.53,0.47
VESA_a120,151,128,279,0.54,0.46
VESA_a135,165,122,287,0.57,0.43
VESA_a150,123,119,242,0.51,0.49
VESA_a180,68,69,137,0.5,0.5
VESA_a30,162,124,286,0.57,0.43
VESA_a45,137,129,266,0.52,0.48
VESA_a60,154,137,291,0.53,0.47
VESA_a90,163,131,294,0.55,0.45
VESU_a0,207,148,355,0.58,0.42
VESU_a30,419,401,820,0.51,0.49
VESU_a45,1162,1072,2234,0.52,0.48
VEUR_a0,66,66,132,0.5,0.5
VEUR_a103,156,138,294,0.53,0.47
VEUR_a120,145,122,267,0.54,0.46
VEUR_a135,118,149,267,0.44,0.56
VEUR_a150,140,146,286,0.49,0.51
VEUR_a180,102,43,145,0.7,0.3
VEUR_a30,164,129,293,0.56,0.44
VEUR_a45,137,142,279,0.49,0.51
VEUR_a60,145,140,285,0.51,0.49
VEUR_a90,129,140,269,0.48,0.52
