PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
JUPL_a150,1,140,0.001,0.025,0.001,0.001,0.015,-0.075,0.134,0.209,1.062,6.676,0.002
JUUR_a120,1,185,0.005,0.048,0.002,0.002,0.017,-0.301,0.216,0.518,0.156,12.737,0.004
MANE_a90,1,127,0.007,0.042,0.001,0.004,0.021,-0.107,0.181,0.288,1.249,3.876,0.004
MAUR_a135,1,159,0.004,0.034,0.002,0.003,0.017,-0.122,0.181,0.304,1.163,9.369,0.003
MENE_a135,1,130,0.002,0.039,-0.002,-0.001,0.021,-0.087,0.15,0.237,1.112,2.855,0.003
MESA_a30,1,149,-0.002,0.044,-0.001,0,0.027,-0.189,0.108,0.298,-0.925,3.134,0.004
MESU_a30,1,123,0.004,0.033,-0.001,0.001,0.019,-0.054,0.218,0.272,2.524,13.292,0.003
MOJU_a0,1,154,0,0.035,-0.002,-0.002,0.022,-0.101,0.139,0.24,0.759,2.767,0.003
MOPL_a150,1,266,0.002,0.042,0.001,0,0.023,-0.166,0.216,0.383,0.835,5.158,0.003
MOSA_a103,1,261,0.004,0.04,0.001,0.002,0.022,-0.117,0.286,0.403,1.781,10.098,0.002
MOSU_a45,1,251,0.005,0.044,0.001,0.001,0.025,-0.141,0.191,0.332,1.188,3.561,0.003
SANE_a103,1,155,0.004,0.055,0.002,0.001,0.028,-0.301,0.216,0.518,0.021,8.146,0.004
SUJU_a45,1,126,0.006,0.04,0.003,0.004,0.023,-0.141,0.158,0.299,0.532,3.424,0.004
SUPL_a103,1,116,0.005,0.028,0.003,0.003,0.017,-0.042,0.123,0.165,1.3,3.358,0.003
VEJU_a30,1,122,0.015,0.068,0.004,0.007,0.025,-0.177,0.469,0.646,3.146,17.121,0.006
VESA_a60,1,134,0.006,0.043,0.002,0.003,0.026,-0.153,0.181,0.334,1.016,4.759,0.004
VEUR_a150,1,100,0.008,0.038,0.002,0.005,0.027,-0.086,0.137,0.223,0.884,1.382,0.004
MOUR_a120,1,268,0.004,0.039,0,0.002,0.023,-0.177,0.223,0.4,1.095,7.382,0.002
MOVE_a30,1,248,0.005,0.043,0.003,0.002,0.021,-0.166,0.344,0.51,2.584,19.17,0.003
MOSA_a90,1,263,0.003,0.043,0,0.001,0.021,-0.189,0.29,0.479,1.668,12.279,0.003
MOMA_a103,1,251,0.002,0.038,0,0,0.021,-0.141,0.29,0.431,1.897,13.411,0.002
MOME_a60,1,247,0.006,0.052,0,0.002,0.022,-0.171,0.469,0.64,3.421,27.741,0.003
MOPL_a135,1,262,0,0.048,-0.002,-0.002,0.023,-0.301,0.286,0.588,0.551,13.104,0.003
MOSU_a30,1,244,0.006,0.044,0.003,0.003,0.023,-0.177,0.344,0.521,2.24,16.822,0.003
MOUR_a135,1,267,0.002,0.042,-0.002,-0.001,0.019,-0.177,0.286,0.463,1.478,11.115,0.003
MONE_a180,1,142,0.003,0.045,-0.001,0,0.021,-0.135,0.286,0.421,1.826,10.986,0.004
MOMA_a90,1,259,0.005,0.04,0.001,0.003,0.021,-0.141,0.223,0.364,0.687,4.677,0.002
MOME_a45,1,247,0,0.046,0.001,-0.001,0.024,-0.301,0.165,0.466,-0.834,9.488,0.003
MOPL_a120,1,258,0.001,0.048,-0.001,-0.001,0.022,-0.301,0.344,0.646,0.89,16.797,0.003
MOJU_a30,1,266,0.004,0.05,0,0.001,0.024,-0.177,0.469,0.646,3.443,29.633,0.003
MOUR_a150,1,271,0.003,0.039,-0.001,0.001,0.023,-0.169,0.246,0.415,1.061,6.933,0.002
MOSA_a60,1,270,0.002,0.039,0,0,0.024,-0.134,0.218,0.352,1.002,5.522,0.002
MOVE_a0,1,145,0.003,0.04,0.004,0.004,0.025,-0.177,0.134,0.311,-0.521,4.989,0.003
MOME_a30,1,258,0.003,0.042,0.001,0.001,0.025,-0.177,0.196,0.373,0.566,5.743,0.003
MOPL_a103,1,266,0.004,0.044,0.002,0.002,0.021,-0.117,0.344,0.461,2.609,17.535,0.003
MOJU_a45,1,259,0.002,0.042,0,0,0.022,-0.177,0.246,0.423,1.394,10.178,0.003
MOSU_a0,1,138,0.001,0.044,0.003,0.002,0.019,-0.166,0.216,0.383,0.376,7.396,0.004
SUSA_a45,1,124,-0.006,0.036,0,-0.004,0.027,-0.153,0.089,0.242,-0.951,2.441,0.003
MAPL_a30,1,106,-0.006,0.027,-0.002,-0.004,0.023,-0.077,0.054,0.131,-0.666,0.485,0.003
MOSA_a45,1,268,0.002,0.038,0,0,0.021,-0.141,0.181,0.322,0.782,3.981,0.002
MONE_a150,1,263,0.006,0.049,0.003,0.001,0.025,-0.122,0.469,0.592,3.964,31.476,0.003
MOMA_a60,1,254,0.005,0.048,0.001,0.004,0.024,-0.171,0.286,0.457,0.763,7.1,0.003
SUNE_a150,1,118,-0.004,0.025,-0.001,-0.002,0.022,-0.086,0.058,0.144,-0.514,0.514,0.002
MOPL_a90,1,263,-0.002,0.048,0,-0.002,0.018,-0.189,0.469,0.658,3.782,37.617,0.003
MEVE_a30,1,382,0.006,0.04,0.001,0.003,0.02,-0.177,0.344,0.521,2.154,15.199,0.002
MOUR_a180,1,148,-0.001,0.055,0,-0.002,0.024,-0.189,0.469,0.658,3.918,35.961,0.005
MOJU_a60,1,260,0.004,0.043,0.002,0.002,0.021,-0.16,0.286,0.446,1.433,10.457,0.003
VEPL_a103,1,100,-0.011,0.044,-0.01,-0.009,0.03,-0.189,0.081,0.271,-0.948,2.652,0.004
MOSA_a30,1,266,-0.001,0.041,-0.001,-0.001,0.026,-0.177,0.178,0.355,0.203,4.924,0.002
MONE_a135,1,262,-0.001,0.042,0.001,-0.001,0.024,-0.189,0.177,0.366,0.031,4.989,0.003
URPL_a90,1,510,-0.001,0.031,-0.001,-0.001,0.014,-0.169,0.262,0.431,1.16,16.768,0.001
MOMA_a45,1,259,0.001,0.047,0,0,0.023,-0.301,0.286,0.588,-0.08,11.873,0.003
MOME_a0,1,134,0.004,0.043,0,0,0.02,-0.075,0.218,0.293,2.038,7.282,0.004
MONE_a120,1,261,0.001,0.044,0,0.001,0.024,-0.171,0.196,0.367,-0.182,4.723,0.003
VEJU_a45,1,102,0.001,0.033,0,0,0.024,-0.141,0.118,0.259,-0.207,4.388,0.003
MOMA_a30,1,261,0.002,0.043,0.002,0,0.021,-0.124,0.262,0.386,1.95,9.994,0.003
MOPL_a60,1,271,0.004,0.048,0,0,0.024,-0.169,0.29,0.459,1.337,7.274,0.003
MOVE_a45,1,231,0.002,0.054,-0.001,-0.003,0.022,-0.171,0.344,0.515,2.469,13.792,0.004
MOJU_a90,1,262,0,0.049,-0.001,0,0.025,-0.301,0.218,0.519,-0.354,8.197,0.003
MOSA_a0,1,150,0.007,0.033,0.002,0.006,0.022,-0.064,0.139,0.202,0.774,1.61,0.003
MONE_a103,1,267,0.002,0.036,0,0,0.023,-0.142,0.216,0.358,0.885,5.809,0.002
MOPL_a45,1,267,0.004,0.034,0,0.002,0.023,-0.081,0.132,0.213,0.712,1.529,0.002
MOJU_a103,1,267,0.002,0.04,-0.001,0.001,0.024,-0.171,0.158,0.329,-0.083,4.022,0.002
MOVE_a60,1,250,0.002,0.051,-0.002,-0.002,0.023,-0.166,0.469,0.635,3.6,29.425,0.003
MONE_a90,1,268,0,0.036,-0.002,-0.001,0.018,-0.177,0.154,0.331,0.119,5.868,0.002
MOSU_a60,1,250,0.005,0.056,0.003,0.003,0.021,-0.301,0.469,0.771,2.07,22.756,0.004
MOMA_a0,1,145,0.003,0.052,-0.001,0,0.023,-0.166,0.344,0.511,2.412,15.103,0.004
MOPL_a30,1,263,0.004,0.04,0.001,0.003,0.023,-0.177,0.181,0.358,0.101,4.494,0.002
MAUR_a120,1,93,-0.004,0.044,-0.006,-0.007,0.034,-0.104,0.158,0.261,0.848,2.121,0.005
MOJU_a120,1,263,0.002,0.043,0.001,0.001,0.022,-0.166,0.262,0.428,1.15,7.548,0.003
SUPL_a90,1,119,0.001,0.033,0.001,-0.001,0.017,-0.074,0.177,0.251,1.582,6.801,0.003
MENE_a120,1,104,-0.009,0.045,-0.004,-0.005,0.023,-0.301,0.119,0.42,-2.578,15.453,0.004
SUMA_a60,1,153,0,0.041,0.003,0.001,0.03,-0.149,0.137,0.286,-0.222,2.245,0.003
VENE_a150,1,103,-0.001,0.044,-0.002,-0.003,0.028,-0.104,0.216,0.32,1.976,8.566,0.004
MOJU_a135,1,260,0.003,0.042,0,0.001,0.022,-0.134,0.262,0.396,1.346,8.392,0.003
MOUR_a103,1,266,0.003,0.04,0.002,0.001,0.024,-0.149,0.177,0.327,0.916,4.571,0.002
MOVE_a90,1,262,0,0.046,-0.001,-0.001,0.022,-0.301,0.286,0.588,0.112,13.054,0.003
VESA_a45,1,106,0.006,0.045,0.001,0.003,0.023,-0.135,0.218,0.353,0.951,5.122,0.004
MONE_a60,1,267,0.002,0.04,0.002,0.001,0.022,-0.149,0.344,0.494,2.519,20.739,0.002
MAJU_a120,1,81,-0.002,0.033,-0.001,-0.001,0.022,-0.107,0.108,0.214,-0.1,2.045,0.004
MOSU_a90,1,256,0.002,0.04,-0.002,-0.001,0.022,-0.11,0.29,0.4,2.513,13.321,0.003
MOPL_a0,1,145,0,0.039,0.001,0.001,0.022,-0.149,0.158,0.307,0.02,4.194,0.003
MOUR_a90,1,264,0,0.041,0.001,0.001,0.024,-0.166,0.139,0.305,-0.391,3.577,0.003
MOJU_a150,1,261,0.006,0.043,0.002,0.002,0.02,-0.134,0.344,0.479,2.742,17.324,0.003
MOVE_a103,1,259,0.002,0.049,-0.002,0,0.027,-0.301,0.286,0.588,0.175,10.198,0.003
MONE_a45,1,265,0.003,0.041,0.002,0.002,0.021,-0.149,0.262,0.411,1.036,8.624,0.003
MOSU_a103,1,251,0.003,0.042,-0.003,-0.001,0.023,-0.11,0.286,0.396,2.383,11.819,0.003
SUUR_a180,1,75,-0.002,0.025,-0.002,-0.003,0.015,-0.069,0.076,0.144,0.518,1.894,0.003
MEMA_a45,1,227,0.002,0.052,0.002,0.002,0.027,-0.189,0.223,0.412,0.262,3.359,0.003
MOME_a90,1,248,0.006,0.045,0.001,0.003,0.021,-0.169,0.29,0.459,1.712,10.051,0.003
MOVE_a120,1,247,-0.001,0.039,-0.001,-0.002,0.024,-0.124,0.198,0.322,1.051,5.734,0.002
MONE_a30,1,261,0.004,0.045,0.001,0.002,0.021,-0.141,0.262,0.403,1.244,6.76,0.003
MOSU_a120,1,258,0.004,0.044,0.001,0.001,0.026,-0.16,0.177,0.337,0.767,3.126,0.003
MOUR_a60,1,259,0.005,0.041,0.002,0.003,0.022,-0.171,0.216,0.387,0.617,6.327,0.003
MOME_a103,1,246,0.004,0.044,0.001,0.002,0.024,-0.169,0.286,0.455,1.213,9.031,0.003
MOJU_a180,1,141,-0.001,0.032,0.001,-0.001,0.021,-0.11,0.1,0.21,-0.202,1.355,0.003
MOVE_a135,1,239,0.001,0.037,0,0,0.021,-0.105,0.177,0.282,0.91,4.851,0.002
MOSU_a135,1,252,0.004,0.041,0.002,0.004,0.026,-0.189,0.15,0.339,-0.279,3.727,0.003
MOUR_a45,1,262,0.002,0.039,-0.001,0,0.021,-0.166,0.218,0.384,1.007,6.345,0.002
MOME_a120,1,258,-0.001,0.042,-0.003,-0.003,0.023,-0.189,0.223,0.412,0.952,6.771,0.003
MONE_a0,1,144,0.005,0.044,0,0.002,0.023,-0.124,0.218,0.341,1.359,4.947,0.004
VEPL_a90,1,104,0.001,0.042,0,0.001,0.022,-0.166,0.166,0.332,-0.058,5.373,0.004
MOVE_a150,1,256,0.004,0.041,0,0.002,0.02,-0.153,0.223,0.376,0.762,5.539,0.003
MOSU_a150,1,251,-0.002,0.038,-0.001,0,0.024,-0.189,0.154,0.343,-0.627,4.904,0.002
VESU_a0,1,186,-0.005,0.038,-0.002,-0.003,0.024,-0.149,0.137,0.286,-0.696,2.923,0.003
MOUR_a30,1,259,-0.001,0.044,-0.003,-0.003,0.02,-0.301,0.29,0.592,0.926,17.926,0.003
SUJU_a60,1,126,-0.002,0.046,-0.002,-0.002,0.029,-0.189,0.158,0.348,-0.145,4.1,0.004
MOME_a135,1,248,0.001,0.041,0,-0.001,0.025,-0.135,0.223,0.358,0.89,5.517,0.003
MOSA_a120,1,259,0.005,0.048,0.001,0.001,0.023,-0.135,0.286,0.421,2.021,9.701,0.003
MOME_a150,1,246,0.001,0.034,0.002,0.002,0.021,-0.153,0.119,0.272,-0.73,3.331,0.002
VEUR_a180,1,119,-0.005,0.037,-0.002,-0.004,0.029,-0.118,0.1,0.218,-0.254,1.314,0.003
MOSA_a135,1,257,0.006,0.049,0,0.001,0.022,-0.103,0.344,0.448,2.699,12.903,0.003
MOVE_a180,1,141,-0.001,0.042,0.002,0.001,0.026,-0.189,0.15,0.339,-0.821,4.337,0.004
MOUR_a0,1,147,0.006,0.044,0.003,0.004,0.02,-0.117,0.262,0.379,1.719,9.37,0.004
MOSU_a180,1,138,0.002,0.034,0.003,0.002,0.018,-0.153,0.134,0.287,-0.141,4.684,0.003
MOMA_a120,1,254,0.001,0.043,-0.002,0,0.025,-0.177,0.15,0.327,0.173,3.294,0.003
MOSA_a150,1,263,0,0.044,0.001,-0.001,0.02,-0.166,0.216,0.382,1.259,7.332,0.003
MASA_a30,1,218,-0.004,0.033,-0.003,-0.003,0.026,-0.135,0.108,0.243,-0.353,1.931,0.002
MOME_a180,1,127,-0.001,0.037,-0.001,-0.001,0.025,-0.124,0.154,0.278,0.235,2.944,0.003
MOMA_a135,1,257,-0.001,0.034,0,0,0.019,-0.153,0.158,0.31,-0.131,4.138,0.002
SUNE_a135,1,115,0,0.029,-0.003,-0.001,0.022,-0.128,0.076,0.204,-0.143,2.819,0.003
JUSA_a90,1,197,0.001,0.027,0.001,0,0.014,-0.128,0.109,0.237,0.042,5.012,0.002
MOMA_a150,1,252,0.001,0.03,0.001,0.001,0.023,-0.096,0.108,0.204,0.153,1.426,0.002
MOSA_a180,1,143,0.005,0.045,0.003,0.007,0.021,-0.301,0.119,0.421,-2.464,15.515,0.004
VEJU_a60,1,100,0.001,0.044,0,0.001,0.029,-0.171,0.139,0.31,-0.316,4.767,0.004
SUSA_a30,1,127,0.006,0.04,0,0.003,0.017,-0.08,0.158,0.238,1.271,3.05,0.004
VEMA_a60,1,153,0.008,0.048,0.002,0.006,0.023,-0.166,0.29,0.456,1.054,8.653,0.004
VENE_a135,1,148,-0.005,0.036,-0.002,-0.004,0.027,-0.118,0.114,0.232,-0.187,1.706,0.003
MOMA_a180,1,146,-0.001,0.029,0,-0.001,0.02,-0.104,0.122,0.226,-0.084,3.028,0.002
VESA_a30,1,101,0.001,0.032,-0.001,0.002,0.014,-0.177,0.081,0.258,-1.87,9.863,0.003
MOPL_a180,1,141,0.001,0.044,0.003,0.002,0.022,-0.171,0.196,0.367,-0.359,5.379,0.004
MESU_a0,1,378,0.007,0.049,0.001,0.002,0.024,-0.102,0.469,0.571,3.511,24.955,0.003
MEMA_a60,1,142,0.008,0.047,0.001,0.004,0.022,-0.135,0.286,0.421,1.73,9.444,0.004
MEVE_a0,1,193,-0.005,0.035,-0.002,-0.003,0.018,-0.169,0.155,0.324,-0.716,6.087,0.003
SAPL_a45,1,291,0,0.047,-0.001,-0.001,0.02,-0.301,0.216,0.518,0.083,9.917,0.003
MEJU_a60,1,104,0.002,0.043,-0.001,0,0.019,-0.118,0.154,0.272,0.689,2.913,0.004
MEUR_a180,1,91,0.007,0.029,0.001,0.004,0.019,-0.063,0.109,0.172,0.935,1.652,0.003
MAUR_a103,1,94,-0.001,0.038,0,0.001,0.024,-0.189,0.094,0.283,-1.701,7.993,0.004
SUNE_a120,1,119,0.009,0.042,0.003,0.004,0.024,-0.077,0.154,0.231,1.306,2.653,0.004
VENE_a120,1,111,0.003,0.031,0,0.002,0.021,-0.063,0.122,0.185,0.771,2.387,0.003
MAJU_a135,1,74,0.008,0.037,0.004,0.004,0.023,-0.056,0.132,0.189,1.343,2.467,0.004
MANE_a60,1,94,0.006,0.057,0.001,0.003,0.02,-0.189,0.344,0.534,1.876,13.865,0.006
VEPL_a60,1,102,0.001,0.027,0,0,0.019,-0.059,0.076,0.135,0.335,0.551,0.003
SUPL_a60,1,119,-0.005,0.039,-0.003,-0.004,0.021,-0.189,0.109,0.298,-1.132,5.849,0.004
SUUR_a150,1,113,-0.003,0.038,0,-0.002,0.027,-0.118,0.134,0.252,-0.085,2.087,0.004
MASA_a45,1,109,0.001,0.031,0.001,0,0.022,-0.087,0.137,0.223,0.659,3.384,0.003
MAPL_a0,1,67,0.007,0.029,0.002,0.005,0.02,-0.048,0.094,0.142,0.713,0.324,0.004
SAUR_a135,1,316,-0.002,0.029,-0.001,-0.001,0.013,-0.153,0.137,0.289,-0.325,8.471,0.002
VEJU_a90,1,99,-0.002,0.041,-0.001,-0.001,0.021,-0.135,0.109,0.244,-0.277,1.512,0.004
VENE_a103,1,102,0.007,0.035,0.005,0.006,0.027,-0.091,0.139,0.23,0.493,1.832,0.003
MAUR_a90,1,177,-0.003,0.034,-0.003,-0.004,0.029,-0.094,0.122,0.216,0.38,1.275,0.003
VESA_a0,1,60,-0.002,0.031,-0.001,0,0.018,-0.141,0.066,0.207,-1.483,5.585,0.004
SUJU_a90,1,120,0.005,0.041,0.002,0.002,0.025,-0.086,0.181,0.267,1.545,5.158,0.004
SUNE_a103,1,118,0.006,0.053,0.002,0.003,0.027,-0.118,0.29,0.408,1.965,8.802,0.005
VEMA_a45,1,169,0.015,0.075,0.004,0.008,0.033,-0.301,0.469,0.771,1.811,10.785,0.006
VEPL_a45,1,101,0.012,0.058,0.002,0.005,0.026,-0.11,0.262,0.372,1.758,4.674,0.006
VEUR_a135,1,101,0.016,0.065,0,0.003,0.019,-0.041,0.469,0.51,4.578,24.941,0.006
SUSA_a0,1,73,0.006,0.039,0.002,0.006,0.032,-0.141,0.097,0.238,-0.35,1.544,0.005
MEPL_a60,1,118,-0.004,0.028,-0.002,-0.004,0.021,-0.118,0.09,0.209,-0.278,2.389,0.003
MEUR_a150,1,122,-0.004,0.028,-0.002,-0.003,0.021,-0.101,0.1,0.201,-0.101,1.817,0.003
SUPL_a45,1,118,-0.001,0.034,-0.001,-0.001,0.024,-0.118,0.105,0.223,-0.065,1.928,0.003
MANE_a45,1,170,-0.002,0.035,-0.002,-0.002,0.024,-0.177,0.158,0.335,0.073,6.653,0.003
SUUR_a135,1,116,-0.002,0.042,-0.002,-0.003,0.021,-0.104,0.158,0.261,0.69,2.979,0.004
VENE_a90,1,138,0.011,0.06,0.005,0.005,0.018,-0.087,0.469,0.556,4.491,28.005,0.005
VEJU_a103,1,96,-0.002,0.047,-0.001,-0.001,0.024,-0.189,0.181,0.371,0.009,6.323,0.005
MAJU_a150,1,69,0.008,0.044,0,0.003,0.016,-0.076,0.191,0.266,2.009,6.072,0.005
MENE_a103,1,115,0.002,0.035,0.001,0,0.02,-0.101,0.147,0.248,0.938,3.193,0.003
MEJU_a90,1,117,-0.002,0.04,-0.001,-0.002,0.026,-0.134,0.181,0.316,0.835,6.667,0.004
MESA_a0,1,73,0.01,0.067,0.002,0.008,0.028,-0.177,0.286,0.463,1.112,5.206,0.008
VEPL_a30,1,103,0.005,0.067,0,0.001,0.024,-0.169,0.469,0.639,3.058,20.329,0.007
SUNE_a90,1,118,0,0.034,-0.001,-0.002,0.023,-0.101,0.109,0.21,0.477,1.328,0.003
MEPL_a45,1,119,0.001,0.032,0.002,0.001,0.022,-0.102,0.112,0.214,0.201,1.611,0.003
SUJU_a103,1,112,0.002,0.036,0,0,0.018,-0.074,0.29,0.364,4.398,33.196,0.003
VEUR_a120,1,131,-0.003,0.043,0,-0.001,0.022,-0.177,0.154,0.331,-0.508,4.674,0.004
MEUR_a135,1,115,-0.002,0.039,-0.001,-0.001,0.026,-0.141,0.139,0.28,-0.385,2.699,0.004
MASA_a60,1,104,0.009,0.069,-0.001,-0.001,0.018,-0.117,0.469,0.586,3.871,20.025,0.007
SUMA_a45,1,158,0.013,0.062,0.001,0.003,0.017,-0.102,0.469,0.571,3.736,20.393,0.005
MENE_a90,1,140,-0.002,0.042,-0.002,-0.002,0.024,-0.141,0.196,0.337,0.515,4.541,0.004
MEJU_a103,1,70,-0.003,0.027,-0.003,-0.003,0.023,-0.074,0.064,0.138,0.161,0.362,0.003
SUPL_a30,1,119,0.014,0.069,-0.001,0.003,0.024,-0.122,0.469,0.592,3.379,16.572,0.006
SUUR_a120,1,114,0.013,0.056,0.004,0.008,0.019,-0.124,0.469,0.593,4.857,37.557,0.005
VEJU_a120,1,97,0.007,0.032,0.002,0.004,0.021,-0.08,0.132,0.212,1.085,3.311,0.003
MEPL_a30,1,123,0.012,0.071,0.002,0.006,0.028,-0.189,0.469,0.658,2.48,14.46,0.006
