PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
JUNE_a60,1,194,0.001,0.018,0.001,0,0.012,-0.064,0.113,0.177,1.277,8.804,0.001
JUPL_a120,1,215,0.003,0.017,0.002,0.002,0.011,-0.031,0.104,0.134,1.748,7.926,0.001
MEMA_a90,1,262,0.002,0.016,0,0.001,0.012,-0.059,0.107,0.166,0.96,8.23,0.001
MOJU_a103,1,802,0.001,0.016,0.001,0.001,0.012,-0.088,0.077,0.165,-0.036,3.48,0.001
NEPL_a60,1,445,0.001,0.019,0.001,0.001,0.018,-0.055,0.092,0.148,0.409,1.301,0.001
URPL_a45,1,446,0.002,0.028,0.001,0.002,0.021,-0.214,0.158,0.372,-0.722,11.832,0.001
VESA_a120,1,238,0.001,0.017,0,0.001,0.012,-0.07,0.064,0.134,0.256,2.128,0.001
MOPL_a135,1,806,0.001,0.017,0.001,0.001,0.012,-0.109,0.113,0.222,-0.139,6.547,0.001
MOUR_a180,1,404,0,0.016,0,0,0.011,-0.121,0.057,0.178,-0.982,9.178,0.001
MESA_a103,1,271,0.001,0.016,0,0.001,0.012,-0.055,0.081,0.136,0.392,3.331,0.001
MOMA_a180,1,387,0.001,0.016,0,0,0.011,-0.086,0.093,0.179,0.271,6.588,0.001
MOME_a90,1,764,0.002,0.016,0.001,0.001,0.011,-0.088,0.103,0.191,0.431,5.973,0.001
MEUR_a90,1,240,0.001,0.021,0,0,0.013,-0.104,0.184,0.288,2.588,26.918,0.001
MOSU_a90,1,762,0.001,0.017,0.001,0.001,0.012,-0.092,0.103,0.196,0.081,5.332,0.001
MEPL_a135,1,214,0,0.017,0.001,0.001,0.013,-0.055,0.072,0.127,0.19,2.612,0.001
MONE_a180,1,411,0,0.015,0,0,0.011,-0.055,0.056,0.111,0.092,1.782,0.001
MOJU_a120,1,854,0.001,0.018,0.001,0.001,0.012,-0.153,0.093,0.246,-0.956,13.84,0.001
MOME_a103,1,742,0.001,0.017,0,0,0.012,-0.153,0.119,0.271,-0.071,11.825,0.001
MOPL_a120,1,807,0.001,0.017,0,0.001,0.011,-0.121,0.088,0.209,-0.583,7.47,0.001
MOSA_a150,1,803,0.001,0.017,0.001,0.001,0.012,-0.088,0.086,0.174,0.084,4.41,0.001
MOSU_a103,1,785,0.001,0.018,0.001,0.001,0.012,-0.087,0.184,0.272,1.682,16.342,0.001
MOVE_a90,1,759,0,0.017,0,0,0.012,-0.086,0.119,0.205,0.376,5.891,0.001
MOJU_a135,1,843,0.001,0.018,0.001,0.001,0.012,-0.214,0.113,0.327,-1.905,28.27,0.001
MOME_a120,1,779,0.002,0.019,0.001,0.002,0.012,-0.121,0.184,0.305,0.827,14.53,0.001
MOUR_a150,1,811,0.001,0.018,0,0.001,0.012,-0.077,0.184,0.262,1.515,15.791,0.001
MOPL_a103,1,815,0.002,0.017,0.001,0.002,0.011,-0.124,0.119,0.243,0.611,8.608,0.001
MOSA_a135,1,824,0.001,0.018,0.001,0.001,0.012,-0.153,0.088,0.24,-0.289,8.792,0.001
MOMA_a150,1,770,0,0.017,-0.001,0,0.012,-0.104,0.118,0.222,0.121,7.437,0.001
MOVE_a103,1,763,0.002,0.018,0.001,0.001,0.012,-0.153,0.107,0.26,-0.367,12.102,0.001
MOSU_a120,1,761,0.002,0.018,0.001,0.001,0.012,-0.153,0.104,0.256,-0.683,11.931,0.001
MONE_a150,1,805,0.001,0.016,0.001,0.001,0.012,-0.066,0.061,0.127,0.236,2.095,0.001
MOJU_a150,1,819,0,0.018,0,0.001,0.011,-0.214,0.081,0.296,-2.652,29.416,0.001
MOME_a135,1,759,0.001,0.016,0,0.001,0.012,-0.086,0.104,0.19,0.556,6.278,0.001
MOPL_a90,1,818,0.002,0.017,0.001,0.001,0.012,-0.07,0.119,0.188,1.304,8.059,0.001
MOUR_a135,1,813,0.001,0.015,0,0.001,0.011,-0.081,0.08,0.161,-0.17,3.746,0.001
MOSA_a120,1,829,0.001,0.016,0.001,0.001,0.012,-0.091,0.113,0.204,0.341,5.598,0.001
MEVE_a30,1,751,0.001,0.016,0,0.001,0.011,-0.073,0.107,0.18,1.076,7.646,0.001
MONE_a120,1,812,0.001,0.016,0.001,0.001,0.012,-0.077,0.085,0.162,0.262,3.797,0.001
MOPL_a60,1,799,0.001,0.016,0.001,0.001,0.012,-0.077,0.08,0.156,0.038,3.155,0.001
MOVE_a135,1,760,0.001,0.018,0.001,0.001,0.013,-0.081,0.184,0.265,2.013,19.596,0.001
VENE_a103,1,239,0.001,0.016,0,0.001,0.012,-0.039,0.087,0.126,0.855,4.089,0.001
MOJU_a180,1,373,0.002,0.016,0.001,0.001,0.011,-0.109,0.107,0.216,0.316,10.662,0.001
MOUR_a103,1,815,0.001,0.017,0.001,0.001,0.011,-0.214,0.088,0.302,-1.998,30.725,0.001
MOSA_a90,1,809,0.001,0.019,0,0.001,0.011,-0.214,0.104,0.318,-1.878,27.241,0.001
SUUR_a103,1,242,0,0.016,0.001,0,0.012,-0.104,0.071,0.175,-0.766,7.929,0.001
MOMA_a103,1,786,0.001,0.017,0.001,0.001,0.011,-0.091,0.103,0.194,0.298,6.074,0.001
SUNE_a90,1,251,0.002,0.019,0.001,0.001,0.013,-0.153,0.086,0.239,-1.242,16.87,0.001
MOME_a180,1,364,0.001,0.018,0,0,0.012,-0.066,0.118,0.184,1.527,9.378,0.001
MOVE_a150,1,770,0.002,0.016,0.001,0.002,0.012,-0.087,0.087,0.174,0.193,4.458,0.001
MOPL_a45,1,804,0,0.02,0,0,0.013,-0.214,0.104,0.318,-2.372,24.846,0.001
MONE_a103,1,811,0,0.017,0,0.001,0.012,-0.214,0.088,0.302,-2.873,35.592,0.001
MOUR_a90,1,805,0,0.019,0.001,0.001,0.012,-0.214,0.085,0.299,-2.1,25.737,0.001
JUSA_a90,1,237,0.001,0.011,0.001,0.002,0.009,-0.035,0.033,0.068,-0.155,0.983,0.001
MOMA_a90,1,789,0.001,0.016,0,0.001,0.011,-0.077,0.066,0.143,-0.219,3.527,0.001
VEUR_a120,1,224,-0.001,0.015,-0.001,0,0.01,-0.063,0.05,0.112,-0.354,2.586,0.001
