PlanetsAspect,buy,sell,daysN,BuyDays%,SellDays%
MENE_a45,66,50,116,0.57,0.43
MENE_a60,50,33,83,0.6,0.4
MENE_a90,58,58,116,0.5,0.5
MEPL_a0,35,33,68,0.51,0.49
MEPL_a103,60,56,116,0.52,0.48
MEPL_a120,47,61,108,0.44,0.56
MEPL_a135,34,46,80,0.42,0.57
MEPL_a150,47,48,95,0.49,0.51
MEPL_a180,20,10,30,0.67,0.33
MEPL_a30,53,53,106,0.5,0.5
MEPL_a45,59,49,108,0.55,0.45
MEPL_a60,56,52,108,0.52,0.48
MEPL_a90,39,56,95,0.41,0.59
MESA_a0,25,30,55,0.45,0.55
MESA_a103,56,50,106,0.53,0.47
MESA_a120,50,50,100,0.5,0.5
MESA_a135,59,56,115,0.51,0.49
MESA_a150,52,37,89,0.58,0.42
MESA_a180,24,24,48,0.5,0.5
MESA_a30,58,65,123,0.47,0.53
MESA_a45,61,66,127,0.48,0.52
MESA_a60,54,52,106,0.51,0.49
MESA_a90,43,55,98,0.44,0.56
MESU_a0,127,152,279,0.46,0.54
MEUR_a0,28,31,59,0.47,0.53
MEUR_a103,49,54,103,0.48,0.52
MEUR_a120,57,48,105,0.54,0.46
MEUR_a135,51,59,110,0.46,0.54
MEUR_a150,48,65,113,0.42,0.58
MEUR_a180,28,30,58,0.48,0.52
MEUR_a30,60,55,115,0.52,0.48
MEUR_a45,67,50,117,0.57,0.43
MEUR_a60,71,48,119,0.6,0.4
MEUR_a90,46,57,103,0.45,0.55
MEVE_a0,81,101,182,0.45,0.55
MEVE_a30,177,197,374,0.47,0.53
MEVE_a45,123,110,233,0.53,0.47
MEVE_a60,130,113,243,0.53,0.47
MOJU_a0,86,76,162,0.53,0.47
MOJU_a103,147,168,315,0.47,0.53
MOJU_a120,171,168,339,0.5,0.5
MOJU_a135,183,177,360,0.51,0.49
MOJU_a150,156,189,345,0.45,0.55
MOJU_a180,74,64,138,0.54,0.46
MOJU_a30,172,171,343,0.5,0.5
MOJU_a45,185,178,363,0.51,0.49
MOJU_a60,176,153,329,0.53,0.47
MOJU_a90,149,156,305,0.49,0.51
MOMA_a0,80,77,157,0.51,0.49
MOMA_a103,171,144,315,0.54,0.46
MOMA_a120,159,167,326,0.49,0.51
MOMA_a135,157,175,332,0.47,0.53
MOMA_a150,142,180,322,0.44,0.56
MOMA_a180,76,87,163,0.47,0.53
MOMA_a30,176,154,330,0.53,0.47
MOMA_a45,158,164,322,0.49,0.51
MOMA_a60,175,151,326,0.54,0.46
MOMA_a90,178,140,318,0.56,0.44
MOME_a0,87,70,157,0.55,0.45
MOME_a103,153,145,298,0.51,0.49
MOME_a120,180,152,332,0.54,0.46
MOME_a135,160,157,317,0.5,0.5
MOME_a150,168,141,309,0.54,0.46
MOME_a180,75,83,158,0.47,0.53
MOME_a30,172,146,318,0.54,0.46
MOME_a45,158,161,319,0.5,0.5
MOME_a60,143,172,315,0.45,0.55
MOME_a90,152,155,307,0.5,0.5
MONE_a0,79,81,160,0.49,0.51
MONE_a103,166,164,330,0.5,0.5
MONE_a120,156,168,324,0.48,0.52
MONE_a135,173,158,331,0.52,0.48
MONE_a150,159,166,325,0.49,0.51
MONE_a180,84,81,165,0.51,0.49
MONE_a30,165,165,330,0.5,0.5
MONE_a45,169,159,328,0.52,0.48
MONE_a60,171,154,325,0.53,0.47
MONE_a90,165,163,328,0.5,0.5
MOPL_a0,87,78,165,0.53,0.47
MOPL_a103,163,168,331,0.49,0.51
MOPL_a120,168,166,334,0.5,0.5
MOPL_a135,173,161,334,0.52,0.48
MOPL_a150,170,163,333,0.51,0.49
MOPL_a180,82,83,165,0.5,0.5
MOPL_a30,180,158,338,0.53,0.47
MOPL_a45,159,167,326,0.49,0.51
MOPL_a60,163,170,333,0.49,0.51
MOPL_a90,174,164,338,0.51,0.49
MOSA_a0,83,82,165,0.5,0.5
MOSA_a103,171,160,331,0.52,0.48
MOSA_a120,159,162,321,0.5,0.5
MOSA_a135,158,173,331,0.48,0.52
MOSA_a150,160,163,323,0.5,0.5
MOSA_a180,84,79,163,0.52,0.48
MOSA_a30,168,163,331,0.51,0.49
MOSA_a45,173,156,329,0.53,0.47
MOSA_a60,168,167,335,0.5,0.5
MOSA_a90,170,161,331,0.51,0.49
MOSU_a0,82,76,158,0.52,0.48
MOSU_a103,153,159,312,0.49,0.51
MOSU_a120,156,154,310,0.5,0.5
MOSU_a135,167,148,315,0.53,0.47
MOSU_a150,154,157,311,0.5,0.5
MOSU_a180,72,85,157,0.46,0.54
MOSU_a30,160,150,310,0.52,0.48
MOSU_a45,173,130,303,0.57,0.43
MOSU_a60,138,177,315,0.44,0.56
MOSU_a90,160,153,313,0.51,0.49
MOUR_a0,89,76,165,0.54,0.46
MOUR_a103,173,156,329,0.53,0.47
MOUR_a120,183,145,328,0.56,0.44
MOUR_a135,165,167,332,0.5,0.5
MOUR_a150,163,172,335,0.49,0.51
MOUR_a180,68,95,163,0.42,0.58
MOUR_a30,172,156,328,0.52,0.48
MOUR_a45,170,166,336,0.51,0.49
MOUR_a60,154,175,329,0.47,0.53
MOUR_a90,169,159,328,0.52,0.48
MOVE_a0,77,72,149,0.52,0.48
MOVE_a103,142,169,311,0.46,0.54
MOVE_a120,154,151,305,0.5,0.5
MOVE_a135,156,167,323,0.48,0.52
MOVE_a150,154,156,310,0.5,0.5
MOVE_a180,77,76,153,0.5,0.5
MOVE_a30,161,153,314,0.51,0.49
MOVE_a45,162,142,304,0.53,0.47
MOVE_a60,163,153,316,0.52,0.48
MOVE_a90,152,162,314,0.48,0.52
SANE_a103,64,63,127,0.5,0.5
SANE_a120,83,71,154,0.54,0.46
SANE_a135,37,38,75,0.49,0.51
SANE_a150,101,90,191,0.53,0.47
SANE_a180,45,29,74,0.61,0.39
SANE_a45,11,9,20,0.55,0.45
SANE_a60,60,61,121,0.5,0.5
SANE_a90,58,64,122,0.48,0.52
SAPL_a0,16,18,34,0.47,0.53
SAPL_a103,40,45,85,0.47,0.53
SAPL_a120,62,59,121,0.51,0.49
SAPL_a135,30,48,78,0.38,0.62
SAPL_a150,25,46,71,0.35,0.65
SAPL_a30,52,46,98,0.53,0.47
SAPL_a45,60,64,124,0.48,0.52
SAPL_a60,63,62,125,0.5,0.5
SAPL_a90,58,59,117,0.5,0.5
SAUR_a103,102,105,207,0.49,0.51
SAUR_a120,73,69,142,0.51,0.49
SAUR_a135,108,105,213,0.51,0.49
SAUR_a150,105,128,233,0.45,0.55
SAUR_a180,69,70,139,0.5,0.5
SUJU_a0,27,31,58,0.47,0.53
SUJU_a103,65,40,105,0.62,0.38
SUJU_a120,44,55,99,0.44,0.56
SUJU_a135,50,52,102,0.49,0.51
SUJU_a150,44,55,99,0.44,0.56
SUJU_a180,25,20,45,0.56,0.44
SUJU_a30,66,57,123,0.54,0.46
SUJU_a45,57,54,111,0.51,0.49
SUJU_a60,60,54,114,0.53,0.47
SUJU_a90,54,53,107,0.5,0.5
SUMA_a0,48,35,83,0.58,0.42
SUMA_a103,38,47,85,0.45,0.55
SUMA_a120,33,27,60,0.55,0.45
SUMA_a135,31,20,51,0.61,0.39
SUMA_a150,29,14,43,0.67,0.33
SUMA_a180,10,9,19,0.53,0.47
SUMA_a30,84,79,163,0.52,0.48
SUMA_a45,75,75,150,0.5,0.5
SUMA_a60,70,70,140,0.5,0.5
SUMA_a90,50,55,105,0.48,0.52
SUNE_a0,29,24,53,0.55,0.45
SUNE_a103,60,49,109,0.55,0.45
SUNE_a120,50,56,106,0.47,0.53
SUNE_a135,38,61,99,0.38,0.62
SUNE_a150,40,74,114,0.35,0.65
SUNE_a180,22,26,48,0.46,0.54
SUNE_a30,61,48,109,0.56,0.44
SUNE_a45,58,49,107,0.54,0.46
SUNE_a60,66,46,112,0.59,0.41
SUNE_a90,58,54,112,0.52,0.48
SUPL_a0,28,27,55,0.51,0.49
SUPL_a103,54,55,109,0.5,0.5
SUPL_a120,50,58,108,0.46,0.54
SUPL_a135,52,56,108,0.48,0.52
SUPL_a150,53,51,104,0.51,0.49
SUPL_a180,20,29,49,0.41,0.59
SUPL_a30,52,47,99,0.53,0.47
SUPL_a45,49,53,102,0.48,0.52
SUPL_a60,54,57,111,0.49,0.51
SUPL_a90,58,51,109,0.53,0.47
SUSA_a0,29,33,62,0.47,0.53
SUSA_a103,53,52,105,0.5,0.5
SUSA_a120,46,55,101,0.46,0.54
SUSA_a135,47,45,92,0.51,0.49
SUSA_a150,48,40,88,0.55,0.45
SUSA_a180,26,20,46,0.57,0.43
SUSA_a30,66,55,121,0.55,0.45
SUSA_a45,46,60,106,0.43,0.57
SUSA_a60,55,59,114,0.48,0.52
SUSA_a90,58,44,102,0.57,0.43
SUUR_a0,29,27,56,0.52,0.48
SUUR_a103,55,51,106,0.52,0.48
SUUR_a120,54,49,103,0.52,0.48
SUUR_a135,64,38,102,0.63,0.37
SUUR_a150,44,56,100,0.44,0.56
SUUR_a180,22,26,48,0.46,0.54
SUUR_a30,63,48,111,0.57,0.43
SUUR_a45,54,53,107,0.5,0.5
SUUR_a60,65,45,110,0.59,0.41
SUUR_a90,52,56,108,0.48,0.52
URNE_a30,305,306,611,0.5,0.5
URNE_a45,265,315,580,0.46,0.54
URPL_a103,171,158,329,0.52,0.48
URPL_a90,262,276,538,0.49,0.51
VEJU_a0,29,31,60,0.48,0.52
VEJU_a103,52,49,101,0.51,0.49
VEJU_a120,55,42,97,0.57,0.43
VEJU_a135,55,63,118,0.47,0.53
VEJU_a150,37,39,76,0.49,0.51
VEJU_a180,22,26,48,0.46,0.54
VEJU_a30,52,67,119,0.44,0.56
VEJU_a45,48,54,102,0.47,0.53
VEJU_a60,56,75,131,0.43,0.57
VEJU_a90,48,58,106,0.45,0.55
VEMA_a0,47,43,90,0.52,0.48
VEMA_a103,61,61,122,0.5,0.5
VEMA_a120,45,44,89,0.51,0.49
VEMA_a135,24,22,46,0.52,0.48
VEMA_a150,16,24,40,0.4,0.6
VEMA_a180,12,6,18,0.67,0.33
VEMA_a30,63,70,133,0.47,0.53
VEMA_a45,77,67,144,0.53,0.47
VEMA_a60,75,83,158,0.47,0.53
VEMA_a90,54,59,113,0.48,0.52
VENE_a0,22,24,46,0.48,0.52
VENE_a103,63,53,116,0.54,0.46
VENE_a120,53,52,105,0.5,0.5
VENE_a135,45,57,102,0.44,0.56
VENE_a150,48,42,90,0.53,0.47
VENE_a180,35,22,57,0.61,0.39
VENE_a30,57,67,124,0.46,0.54
VENE_a45,59,48,107,0.55,0.45
VENE_a60,51,41,92,0.55,0.45
VENE_a90,52,59,111,0.47,0.53
VEPL_a0,20,34,54,0.37,0.63
VEPL_a103,61,44,105,0.58,0.42
VEPL_a120,45,54,99,0.45,0.55
VEPL_a135,62,62,124,0.5,0.5
VEPL_a150,56,61,117,0.48,0.52
VEPL_a180,32,24,56,0.57,0.43
VEPL_a30,51,51,102,0.5,0.5
VEPL_a45,47,42,89,0.53,0.47
VEPL_a60,58,41,99,0.59,0.41
VEPL_a90,60,44,104,0.58,0.42
VESA_a0,26,31,57,0.46,0.54
VESA_a103,58,68,126,0.46,0.54
VESA_a120,39,57,96,0.41,0.59
VESA_a135,59,51,110,0.54,0.46
VESA_a150,47,42,89,0.53,0.47
VESA_a180,21,19,40,0.52,0.48
VESA_a30,54,59,113,0.48,0.52
VESA_a45,39,49,88,0.44,0.56
VESA_a60,51,54,105,0.49,0.51
VESA_a90,52,64,116,0.45,0.55
VESU_a0,73,61,134,0.54,0.46
VESU_a30,166,179,345,0.48,0.52
VESU_a45,502,462,964,0.52,0.48
VEUR_a0,24,26,50,0.48,0.52
VEUR_a103,39,65,104,0.38,0.62
VEUR_a120,54,52,106,0.51,0.49
VEUR_a135,38,49,87,0.44,0.56
VEUR_a150,60,68,128,0.47,0.53
VEUR_a180,21,26,47,0.45,0.55
VEUR_a30,53,49,102,0.52,0.48
VEUR_a45,60,60,120,0.5,0.5
VEUR_a60,55,57,112,0.49,0.51
VEUR_a90,41,49,90,0.46,0.54
