PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
JUNE_a150,1,33,-0.017,0.087,0,-0.016,0.082,-0.185,0.151,0.336,-0.132,-0.839,0.015
MAPL_a180,1,22,-0.018,0.055,-0.003,-0.011,0.034,-0.149,0.051,0.2,-0.981,0.035,0.012
MASA_a150,1,37,-0.022,0.067,-0.006,-0.017,0.039,-0.185,0.099,0.284,-0.864,-0.03,0.011
MENE_a135,1,88,-0.009,0.035,-0.003,-0.007,0.021,-0.136,0.054,0.19,-0.995,1.605,0.004
MESA_a150,1,34,0.014,0.038,0.011,0.013,0.024,-0.062,0.12,0.182,0.496,0.414,0.006
MEUR_a90,1,58,-0.013,0.048,-0.006,-0.008,0.033,-0.196,0.067,0.263,-1.344,2.687,0.006
MEVE_a60,1,103,-0.005,0.054,-0.003,0,0.029,-0.185,0.129,0.314,-0.843,2.024,0.005
MOJU_a30,1,147,-0.001,0.054,-0.001,-0.002,0.03,-0.196,0.256,0.452,0.874,6.444,0.004
MOMA_a120,1,143,-0.002,0.053,0,-0.001,0.03,-0.196,0.226,0.422,0.441,4.394,0.004
MONE_a120,1,144,-0.004,0.05,-0.002,-0.004,0.033,-0.229,0.263,0.492,0.334,7.242,0.004
MOPL_a60,1,153,0.001,0.057,-0.003,-0.001,0.032,-0.229,0.263,0.492,0.399,4.027,0.005
MOSU_a120,1,142,0,0.055,0.002,0,0.039,-0.229,0.189,0.418,-0.106,3.037,0.005
SUJU_a90,1,67,-0.008,0.049,-0.005,-0.005,0.022,-0.162,0.109,0.271,-0.877,1.81,0.006
SUNE_a120,1,70,-0.007,0.065,-0.003,-0.009,0.029,-0.162,0.311,0.472,1.412,7.143,0.008
URNE_a45,1,1128,0.001,0.055,0,0,0.031,-0.229,0.311,0.539,0.687,5.096,0.002
URPL_a103,1,887,-0.004,0.043,-0.002,-0.002,0.026,-0.229,0.213,0.442,-0.571,4.13,0.001
VEJU_a135,1,92,-0.005,0.035,0,-0.002,0.024,-0.149,0.055,0.204,-1.431,3.757,0.004
VESU_a45,1,336,-0.003,0.05,0,-0.001,0.029,-0.229,0.163,0.391,-0.686,2.988,0.003
VEUR_a30,1,93,0.004,0.041,0.001,0.003,0.021,-0.136,0.189,0.325,0.79,5.34,0.004
MOSA_a30,1,153,0.002,0.043,0.004,0.003,0.027,-0.196,0.154,0.35,-0.709,4.258,0.003
VEPL_a135,1,109,-0.005,0.047,-0.002,-0.003,0.024,-0.185,0.145,0.33,-0.749,3.685,0.004
MOME_a120,1,142,-0.001,0.053,-0.001,-0.002,0.033,-0.192,0.311,0.502,0.963,8.241,0.004
MOSU_a135,1,144,0.001,0.055,0.002,0.002,0.031,-0.229,0.311,0.539,0.393,8.81,0.005
MOUR_a150,1,147,0.005,0.046,0.001,0.005,0.028,-0.136,0.154,0.29,0.057,1.09,0.004
MOVE_a180,1,81,-0.005,0.065,0.002,-0.003,0.045,-0.229,0.192,0.421,-0.377,2.514,0.007
MOJU_a45,1,143,-0.005,0.041,0,-0.003,0.028,-0.196,0.096,0.291,-1.045,3.874,0.003
MONE_a103,1,149,-0.004,0.043,-0.004,-0.004,0.028,-0.136,0.154,0.29,0.225,2.144,0.004
SUPL_a180,1,44,-0.029,0.067,-0.013,-0.026,0.049,-0.185,0.099,0.284,-0.446,-0.352,0.01
MOPL_a45,1,150,0.009,0.054,0.002,0.006,0.032,-0.189,0.244,0.433,0.724,3.724,0.004
MOMA_a135,1,139,0.002,0.047,0.001,0.001,0.028,-0.136,0.171,0.307,0.369,2.26,0.004
MOUR_a135,1,143,0.002,0.05,0.002,0.002,0.024,-0.196,0.217,0.413,0.009,4.268,0.004
JUPL_a90,1,53,-0.013,0.07,-0.011,-0.012,0.056,-0.185,0.151,0.336,-0.168,0.277,0.01
MOJU_a60,1,142,0.001,0.049,0,0.001,0.023,-0.229,0.269,0.497,0.19,9.514,0.004
MONE_a90,1,152,-0.006,0.043,-0.003,-0.005,0.026,-0.196,0.217,0.413,0.04,6.688,0.003
MOSU_a150,1,140,0.004,0.056,0.004,0.004,0.025,-0.192,0.311,0.502,0.429,7.885,0.005
MOME_a135,1,134,0.008,0.06,0.002,0.004,0.038,-0.155,0.311,0.465,1.195,5.24,0.005
MOPL_a30,1,150,0.003,0.056,0.006,0.005,0.028,-0.217,0.233,0.451,-0.241,5.481,0.005
MOMA_a150,1,142,0.006,0.049,0.002,0.003,0.028,-0.185,0.192,0.377,0.782,3.943,0.004
MOSA_a0,1,84,0.002,0.034,0.004,0.002,0.025,-0.084,0.103,0.187,-0.102,0.717,0.004
VEMA_a45,1,60,0.005,0.097,0.003,0.001,0.049,-0.217,0.269,0.487,0.572,1.285,0.013
