PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
JUNE_a103,1,142,0.061,0.471,0,0,0.009,-0.725,2.723,3.448,4.374,20.562,0.04
JUPL_a45,1,255,0.004,0.147,0.002,0.001,0.007,-0.685,2.131,2.816,11.084,172.66,0.009
JUUR_a103,1,207,0.016,0.25,0.001,0,0.009,-0.685,2.723,3.408,8.823,88.434,0.017
MANE_a180,1,92,-0.002,0.014,-0.002,-0.001,0.01,-0.052,0.047,0.099,0.067,2.359,0.001
MAUR_a180,1,87,0.001,0.011,0.001,0.001,0.009,-0.05,0.041,0.092,-0.771,5.448,0.001
MEMA_a120,1,94,0,0.01,0.001,0,0.009,-0.028,0.034,0.063,0.078,0.674,0.001
MENE_a60,1,178,0.002,0.011,0.002,0.002,0.008,-0.032,0.043,0.075,0.114,1.903,0.001
MOMA_a90,1,636,-0.005,0.058,0.001,0,0.009,-0.725,0.05,0.775,-11.656,140.222,0.002
MOME_a150,1,603,0.006,0.14,0.001,0,0.009,-0.708,2.601,3.309,16.01,278.894,0.006
MONE_a90,1,644,-0.001,0.031,0.001,0.001,0.009,-0.725,0.052,0.777,-19.745,458.15,0.001
MOUR_a90,1,645,-0.001,0.031,0.001,0,0.01,-0.725,0.044,0.769,-20.38,477.702,0.001
URNE_a0,1,266,0.078,0.53,0.002,0.001,0.01,-0.729,2.723,3.452,3.769,14.794,0.032
VEJU_a180,1,92,0.04,0.4,-0.001,-0.001,0.009,-0.719,2.622,3.341,5.639,34.531,0.042
VEMA_a103,1,212,0.006,0.151,0,0,0.009,-0.674,2.092,2.766,11.886,168.455,0.01
VEPL_a135,1,208,0.009,0.188,0,0,0.009,-0.729,2.601,3.33,12.335,172.377,0.013
MOPL_a30,1,650,0.003,0.084,0,0,0.008,-0.088,2.131,2.219,24.565,615.819,0.003
MOSA_a120,1,652,-0.001,0.03,0,0,0.009,-0.719,0.063,0.783,-20.203,474.596,0.001
MEUR_a60,1,202,0,0.013,0,0.001,0.009,-0.044,0.05,0.094,-0.174,3.018,0.001
MOMA_a103,1,641,0.001,0.094,0,0,0.009,-0.711,2.131,2.842,17.019,424.34,0.004
MOME_a135,1,613,-0.001,0.031,0.001,0,0.009,-0.699,0.045,0.744,-19.191,431.793,0.001
MEPL_a120,1,197,0.01,0.155,0,0,0.007,-0.047,2.175,2.223,13.731,188.354,0.011
SUMA_a90,1,174,0.001,0.015,0.003,0.001,0.011,-0.065,0.062,0.127,-0.317,3.291,0.001
SUNE_a90,1,199,0,0.011,0.001,0,0.008,-0.046,0.033,0.079,-0.762,2.728,0.001
SUUR_a90,1,193,0.001,0.014,0.001,0,0.009,-0.08,0.066,0.146,-0.202,8.405,0.001
MOVE_a90,1,603,-0.001,0.03,0.001,0,0.009,-0.674,0.049,0.723,-18.833,418.465,0.001
MESA_a30,1,210,-0.002,0.017,-0.001,-0.001,0.01,-0.108,0.054,0.162,-2.162,12.053,0.001
MOJU_a90,1,654,0.001,0.011,0.001,0.001,0.008,-0.041,0.06,0.101,0.158,3.611,0
MAPL_a120,1,167,0.012,0.219,0,0,0.009,-0.725,2.723,3.448,11.176,139.149,0.017
MOSU_a103,1,618,0.008,0.146,0.001,0.001,0.009,-0.729,2.622,3.351,16.093,278.475,0.006
MOPL_a45,1,633,0.001,0.012,0.001,0.001,0.009,-0.041,0.066,0.107,0.34,2.987,0
MOSA_a45,1,646,0,0.011,0.001,0.001,0.009,-0.051,0.039,0.09,-0.488,1.826,0
SUPL_a150,1,204,-0.004,0.05,-0.001,-0.001,0.01,-0.696,0.039,0.735,-12.986,176.935,0.003
MOJU_a103,1,660,0,0.012,0,0,0.009,-0.065,0.039,0.104,-0.697,3.344,0
MONE_a0,1,336,0,0.013,0.001,0.001,0.009,-0.097,0.062,0.159,-1.247,11.678,0.001
MOUR_a0,1,328,0,0.012,0,0,0.009,-0.038,0.062,0.1,0.824,4.543,0.001
MOMA_a180,1,302,-0.005,0.06,0,0,0.011,-0.729,0.049,0.778,-11.188,130.437,0.003
MOSU_a90,1,605,0.004,0.095,0.001,0.001,0.008,-0.088,2.32,2.408,23.916,579.902,0.004
MOPL_a60,1,637,0.003,0.084,0.001,0,0.009,-0.097,2.092,2.188,24.238,600.766,0.003
