PlanetZodSign,buy,sell,daysN,BuyDays%,SellDays%
CE_AQU,576,583,1159,0.5,0.5
CE_ARI,560,516,1076,0.52,0.48
CE_CAN,460,442,902,0.51,0.49
CE_CAP,566,573,1139,0.5,0.5
CE_GEM,504,466,970,0.52,0.48
CE_LEO,410,375,785,0.52,0.48
CE_LIB,486,432,918,0.53,0.47
CE_PIS,664,590,1254,0.53,0.47
CE_SAG,618,592,1210,0.51,0.49
CE_SCO,473,465,938,0.5,0.5
CE_TAU,510,494,1004,0.51,0.49
CE_VIR,476,434,910,0.52,0.48
CH_AQU,684,667,1351,0.51,0.49
CH_ARI,871,847,1718,0.51,0.49
CH_CAN,383,395,778,0.49,0.51
CH_CAP,461,431,892,0.52,0.48
CH_GEM,577,594,1171,0.49,0.51
CH_LEO,280,259,539,0.52,0.48
CH_LIB,229,206,435,0.53,0.47
CH_PIS,1066,903,1969,0.54,0.46
CH_SAG,327,329,656,0.5,0.5
CH_SCO,256,229,485,0.53,0.47
CH_TAU,886,877,1763,0.5,0.5
CH_VIR,283,225,508,0.56,0.44
EM_AQU,537,582,1119,0.48,0.52
EM_ARI,549,511,1060,0.52,0.48
EM_CAN,411,382,793,0.52,0.48
EM_CAP,594,616,1210,0.49,0.51
EM_GEM,586,503,1089,0.54,0.46
EM_LEO,584,515,1099,0.53,0.47
EM_LIB,569,511,1080,0.53,0.47
EM_PIS,524,507,1031,0.51,0.49
EM_SAG,569,561,1130,0.5,0.5
EM_SCO,415,361,776,0.53,0.47
EM_TAU,481,452,933,0.52,0.48
EM_VIR,484,461,945,0.51,0.49
ES_AQU,518,521,1039,0.5,0.5
ES_ARI,497,491,988,0.5,0.5
ES_CAN,722,749,1471,0.49,0.51
ES_CAP,634,574,1208,0.52,0.48
ES_GEM,449,452,901,0.5,0.5
ES_LEO,527,531,1058,0.5,0.5
ES_LIB,410,399,809,0.51,0.49
ES_PIS,599,506,1105,0.54,0.46
ES_SAG,527,429,956,0.55,0.45
ES_SCO,503,428,931,0.54,0.46
ES_TAU,450,414,864,0.52,0.48
ES_VIR,467,468,935,0.5,0.5
JN_AQU,531,515,1046,0.51,0.49
JN_ARI,356,326,682,0.52,0.48
JN_CAN,330,362,692,0.48,0.52
JN_CAP,660,637,1297,0.51,0.49
JN_GEM,286,275,561,0.51,0.49
JN_LEO,432,405,837,0.52,0.48
JN_LIB,738,728,1466,0.5,0.5
JN_PIS,405,374,779,0.52,0.48
JN_SAG,800,757,1557,0.51,0.49
JN_SCO,853,811,1664,0.51,0.49
JN_TAU,308,268,576,0.53,0.47
JN_VIR,604,504,1108,0.55,0.45
JU_AQU,563,504,1067,0.53,0.47
JU_ARI,419,429,848,0.49,0.51
JU_CAN,511,512,1023,0.5,0.5
JU_CAP,596,600,1196,0.5,0.5
JU_GEM,480,433,913,0.53,0.47
JU_LEO,517,527,1044,0.5,0.5
JU_LIB,586,511,1097,0.53,0.47
JU_PIS,492,473,965,0.51,0.49
JU_SAG,582,534,1116,0.52,0.48
JU_SCO,579,510,1089,0.53,0.47
JU_TAU,429,388,817,0.53,0.47
JU_VIR,549,541,1090,0.5,0.5
MA_AQU,444,364,808,0.55,0.45
MA_ARI,518,462,980,0.53,0.47
MA_CAN,557,571,1128,0.49,0.51
MA_CAP,438,439,877,0.5,0.5
MA_GEM,498,524,1022,0.49,0.51
MA_LEO,627,605,1232,0.51,0.49
MA_LIB,624,580,1204,0.52,0.48
MA_PIS,449,378,827,0.54,0.46
MA_SAG,464,478,942,0.49,0.51
MA_SCO,539,528,1067,0.51,0.49
MA_TAU,494,464,958,0.52,0.48
MA_VIR,651,569,1220,0.53,0.47
ME_AQU,537,508,1045,0.51,0.49
ME_ARI,500,451,951,0.53,0.47
ME_CAN,512,480,992,0.52,0.48
ME_CAP,553,492,1045,0.53,0.47
ME_GEM,451,448,899,0.5,0.5
ME_LEO,513,509,1022,0.5,0.5
ME_LIB,546,542,1088,0.5,0.5
ME_PIS,572,466,1038,0.55,0.45
