PlanetsAspect,buy,sell,daysN,BuyDays%,SellDays%
JUNE_a0,63,33,96,0.66,0.34
JUNE_a103,117,114,231,0.51,0.49
JUNE_a120,121,112,233,0.52,0.48
JUNE_a135,114,93,207,0.55,0.45
JUNE_a150,150,144,294,0.51,0.49
JUNE_a180,88,68,156,0.56,0.44
JUNE_a30,89,54,143,0.62,0.38
JUNE_a45,64,61,125,0.51,0.49
JUNE_a60,102,92,194,0.53,0.47
JUNE_a90,138,104,242,0.57,0.43
JUPL_a0,68,48,116,0.59,0.41
JUPL_a103,110,102,212,0.52,0.48
JUPL_a120,134,81,215,0.62,0.38
JUPL_a135,122,122,244,0.5,0.5
JUPL_a150,106,112,218,0.49,0.51
JUPL_a180,60,77,137,0.44,0.56
JUPL_a30,85,66,151,0.56,0.44
JUPL_a45,161,136,297,0.54,0.46
JUPL_a60,65,67,132,0.49,0.51
JUPL_a90,92,97,189,0.49,0.51
JUSA_a0,30,22,52,0.58,0.42
JUSA_a103,123,122,245,0.5,0.5
JUSA_a120,119,120,239,0.5,0.5
JUSA_a135,98,102,200,0.49,0.51
JUSA_a150,72,69,141,0.51,0.49
JUSA_a180,91,69,160,0.57,0.43
JUSA_a30,118,114,232,0.51,0.49
JUSA_a45,147,98,245,0.6,0.4
JUSA_a60,119,104,223,0.53,0.47
JUSA_a90,135,102,237,0.57,0.43
JUUR_a0,51,50,101,0.5,0.5
JUUR_a103,130,109,239,0.54,0.46
JUUR_a120,128,126,254,0.5,0.5
JUUR_a135,92,101,193,0.48,0.52
JUUR_a150,138,101,239,0.58,0.42
JUUR_a180,82,42,124,0.66,0.34
JUUR_a30,131,63,194,0.68,0.32
JUUR_a45,119,92,211,0.56,0.44
JUUR_a60,90,86,176,0.51,0.49
JUUR_a90,110,112,222,0.5,0.5
MAJU_a0,53,53,106,0.5,0.5
MAJU_a103,75,105,180,0.42,0.58
MAJU_a120,109,87,196,0.56,0.44
MAJU_a135,103,86,189,0.54,0.46
MAJU_a150,124,89,213,0.58,0.42
MAJU_a180,88,73,161,0.55,0.45
MAJU_a30,109,89,198,0.55,0.45
MAJU_a45,99,90,189,0.52,0.48
MAJU_a60,131,128,259,0.51,0.49
MAJU_a90,110,110,220,0.5,0.5
MANE_a0,44,39,83,0.53,0.47
MANE_a103,113,82,195,0.58,0.42
MANE_a120,101,98,199,0.51,0.49
MANE_a135,159,102,261,0.61,0.39
MANE_a150,130,114,244,0.53,0.47
MANE_a180,65,57,122,0.53,0.47
MANE_a30,101,104,205,0.49,0.51
MANE_a45,101,131,232,0.44,0.56
MANE_a60,87,86,173,0.5,0.5
MANE_a90,144,93,237,0.61,0.39
MAPL_a0,55,34,89,0.62,0.38
MAPL_a103,110,88,198,0.56,0.44
MAPL_a120,119,98,217,0.55,0.45
MAPL_a135,127,148,275,0.46,0.54
MAPL_a150,144,120,264,0.55,0.45
MAPL_a180,54,51,105,0.51,0.49
MAPL_a30,106,105,211,0.5,0.5
MAPL_a45,127,94,221,0.57,0.43
MAPL_a60,120,92,212,0.57,0.43
MAPL_a90,139,107,246,0.57,0.43
MASA_a0,54,41,95,0.57,0.43
MASA_a103,113,76,189,0.6,0.4
MASA_a120,107,96,203,0.53,0.47
MASA_a135,97,98,195,0.5,0.5
MASA_a150,115,87,202,0.57,0.43
MASA_a180,75,48,123,0.61,0.39
MASA_a30,140,106,246,0.57,0.43
MASA_a45,159,111,270,0.59,0.41
MASA_a60,148,93,241,0.61,0.39
MASA_a90,126,112,238,0.53,0.47
MAUR_a0,55,51,106,0.52,0.48
MAUR_a103,144,99,243,0.59,0.41
MAUR_a120,122,87,209,0.58,0.42
MAUR_a135,116,123,239,0.49,0.51
MAUR_a150,142,133,275,0.52,0.48
MAUR_a180,66,55,121,0.55,0.45
MAUR_a30,111,86,197,0.56,0.44
MAUR_a45,82,91,173,0.47,0.53
MAUR_a60,88,124,212,0.42,0.58
MAUR_a90,125,95,220,0.57,0.43
MEJU_a0,75,70,145,0.52,0.48
MEJU_a103,148,97,245,0.6,0.4
MEJU_a120,123,88,211,0.58,0.42
MEJU_a135,125,104,229,0.55,0.45
MEJU_a150,99,125,224,0.44,0.56
MEJU_a180,35,46,81,0.43,0.57
MEJU_a30,144,126,270,0.53,0.47
MEJU_a45,174,131,305,0.57,0.43
MEJU_a60,147,106,253,0.58,0.42
MEJU_a90,149,100,249,0.6,0.4
MEMA_a0,115,86,201,0.57,0.43
MEMA_a103,129,113,242,0.53,0.47
MEMA_a120,78,49,127,0.61,0.39
MEMA_a135,57,48,105,0.54,0.46
MEMA_a150,51,43,94,0.54,0.46
MEMA_a180,24,15,39,0.62,0.38
MEMA_a30,186,190,376,0.49,0.51
MEMA_a45,203,188,391,0.52,0.48
MEMA_a60,139,132,271,0.51,0.49
MEMA_a90,143,119,262,0.55,0.45
MENE_a0,64,58,122,0.52,0.48
MENE_a103,129,111,240,0.54,0.46
MENE_a120,156,90,246,0.63,0.37
MENE_a135,151,121,272,0.56,0.44
MENE_a150,134,83,217,0.62,0.38
MENE_a180,71,62,133,0.53,0.47
MENE_a30,135,117,252,0.54,0.46
MENE_a45,124,129,253,0.49,0.51
MENE_a60,123,110,233,0.53,0.47
MENE_a90,150,127,277,0.54,0.46
MEPL_a0,95,46,141,0.67,0.33
MEPL_a103,136,128,264,0.52,0.48
MEPL_a120,146,103,249,0.59,0.41
MEPL_a135,114,100,214,0.53,0.47
MEPL_a150,144,90,234,0.62,0.38
MEPL_a180,48,40,88,0.55,0.45
MEPL_a30,148,112,260,0.57,0.43
MEPL_a45,152,110,262,0.58,0.42
MEPL_a60,134,131,265,0.51,0.49
MEPL_a90,142,107,249,0.57,0.43
MESA_a0,85,46,131,0.65,0.35
MESA_a103,148,123,271,0.55,0.45
MESA_a120,147,100,247,0.6,0.4
MESA_a135,148,103,251,0.59,0.41
MESA_a150,117,99,216,0.54,0.46
MESA_a180,60,41,101,0.59,0.41
MESA_a30,146,121,267,0.55,0.45
MESA_a45,160,138,298,0.54,0.46
MESA_a60,129,115,244,0.53,0.47
MESA_a90,143,96,239,0.6,0.4
MESU_a0,362,290,652,0.56,0.44
MEUR_a0,70,62,132,0.53,0.47
MEUR_a103,124,124,248,0.5,0.5
MEUR_a120,137,104,241,0.57,0.43
MEUR_a135,143,111,254,0.56,0.44
MEUR_a150,139,115,254,0.55,0.45
MEUR_a180,50,71,121,0.41,0.59
MEUR_a30,143,134,277,0.52,0.48
MEUR_a45,128,136,264,0.48,0.52
MEUR_a60,135,126,261,0.52,0.48
MEUR_a90,130,107,237,0.55,0.45
MEVE_a0,205,159,364,0.56,0.44
MEVE_a30,381,367,748,0.51,0.49
MEVE_a45,281,252,533,0.53,0.47
MEVE_a60,231,201,432,0.53,0.47
MOJU_a0,195,185,380,0.51,0.49
MOJU_a103,445,356,801,0.56,0.44
MOJU_a120,478,376,854,0.56,0.44
MOJU_a135,445,398,843,0.53,0.47
MOJU_a150,425,394,819,0.52,0.48
MOJU_a180,200,173,373,0.54,0.46
MOJU_a30,451,379,830,0.54,0.46
MOJU_a45,455,376,831,0.55,0.45
MOJU_a60,427,385,812,0.53,0.47
MOJU_a90,430,353,783,0.55,0.45
MOMA_a0,208,180,388,0.54,0.46
MOMA_a103,403,381,784,0.51,0.49
MOMA_a120,429,344,773,0.55,0.45
MOMA_a135,435,372,807,0.54,0.46
MOMA_a150,386,384,770,0.5,0.5
MOMA_a180,193,194,387,0.5,0.5
MOMA_a30,444,359,803,0.55,0.45
MOMA_a45,435,382,817,0.53,0.47
MOMA_a60,453,340,793,0.57,0.43
MOMA_a90,418,369,787,0.53,0.47
MOME_a0,208,181,389,0.53,0.47
MOME_a103,437,305,742,0.59,0.41
MOME_a120,426,353,779,0.55,0.45
MOME_a135,372,387,759,0.49,0.51
MOME_a150,381,372,753,0.51,0.49
MOME_a180,190,174,364,0.52,0.48
MOME_a30,431,358,789,0.55,0.45
MOME_a45,442,344,786,0.56,0.44
MOME_a60,414,341,755,0.55,0.45
MOME_a90,419,344,763,0.55,0.45
MONE_a0,225,196,421,0.53,0.47
MONE_a103,428,383,811,0.53,0.47
MONE_a120,429,383,812,0.53,0.47
MONE_a135,441,378,819,0.54,0.46
MONE_a150,430,375,805,0.53,0.47
MONE_a180,216,195,411,0.53,0.47
MONE_a30,449,374,823,0.55,0.45
MONE_a45,435,377,812,0.54,0.46
MONE_a60,429,373,802,0.53,0.47
MONE_a90,431,370,801,0.54,0.46
MOPL_a0,206,194,400,0.52,0.48
MOPL_a103,452,362,814,0.56,0.44
MOPL_a120,441,365,806,0.55,0.45
MOPL_a135,456,350,806,0.57,0.43
MOPL_a150,465,352,817,0.57,0.43
MOPL_a180,218,198,416,0.52,0.48
MOPL_a30,426,386,812,0.52,0.48
