PlanetsAspect,buy,sell,daysN,BuyDays%,SellDays%
JUNE_a0,58,55,113,0.51,0.49
JUNE_a103,164,106,270,0.61,0.39
JUNE_a120,119,114,233,0.51,0.49
JUNE_a135,117,90,207,0.57,0.43
JUNE_a150,159,135,294,0.54,0.46
JUNE_a180,68,88,156,0.44,0.56
JUNE_a30,92,81,173,0.53,0.47
JUNE_a45,111,124,235,0.47,0.53
JUNE_a60,113,104,217,0.52,0.48
JUNE_a90,145,111,256,0.57,0.43
JUPL_a0,72,62,134,0.54,0.46
JUPL_a103,157,135,292,0.54,0.46
JUPL_a120,115,103,218,0.53,0.47
JUPL_a135,125,119,244,0.51,0.49
JUPL_a150,103,115,218,0.47,0.53
JUPL_a180,71,66,137,0.52,0.48
JUPL_a30,100,82,182,0.55,0.45
JUPL_a45,195,163,358,0.54,0.46
JUPL_a60,73,74,147,0.5,0.5
JUPL_a90,114,89,203,0.56,0.44
JUSA_a0,85,108,193,0.44,0.56
JUSA_a103,118,127,245,0.48,0.52
JUSA_a120,125,114,239,0.52,0.48
JUSA_a135,94,106,200,0.47,0.53
JUSA_a150,68,73,141,0.48,0.52
JUSA_a180,76,84,160,0.48,0.52
JUSA_a30,125,130,255,0.49,0.51
JUSA_a45,148,117,265,0.56,0.44
JUSA_a60,148,147,295,0.5,0.5
JUSA_a90,123,114,237,0.52,0.48
JUUR_a0,117,99,216,0.54,0.46
JUUR_a103,129,110,239,0.54,0.46
JUUR_a120,119,135,254,0.47,0.53
JUUR_a135,100,93,193,0.52,0.48
JUUR_a150,128,111,239,0.54,0.46
JUUR_a180,68,56,124,0.55,0.45
JUUR_a30,176,196,372,0.47,0.53
JUUR_a45,103,140,243,0.42,0.58
JUUR_a60,146,127,273,0.53,0.47
JUUR_a90,123,108,231,0.53,0.47
MAJU_a0,58,85,143,0.41,0.59
MAJU_a103,98,115,213,0.46,0.54
MAJU_a120,116,110,226,0.51,0.49
MAJU_a135,104,113,217,0.48,0.52
MAJU_a150,146,92,238,0.61,0.39
MAJU_a180,97,78,175,0.55,0.45
MAJU_a30,124,132,256,0.48,0.52
MAJU_a45,147,117,264,0.56,0.44
MAJU_a60,151,150,301,0.5,0.5
MAJU_a90,131,132,263,0.5,0.5
MANE_a0,45,52,97,0.46,0.54
MANE_a103,125,113,238,0.53,0.47
MANE_a120,109,117,226,0.48,0.52
MANE_a135,157,132,289,0.54,0.46
MANE_a150,121,151,272,0.44,0.56
MANE_a180,80,56,136,0.59,0.41
MANE_a30,111,130,241,0.46,0.54
MANE_a45,164,131,295,0.56,0.44
MANE_a60,126,83,209,0.6,0.4
MANE_a90,143,133,276,0.52,0.48
MAPL_a0,60,51,111,0.54,0.46
MAPL_a103,111,117,228,0.49,0.51
MAPL_a120,119,122,241,0.49,0.51
MAPL_a135,156,145,301,0.52,0.48
MAPL_a150,139,150,289,0.48,0.52
MAPL_a180,55,62,117,0.47,0.53
MAPL_a30,145,113,258,0.56,0.44
MAPL_a45,128,148,276,0.46,0.54
MAPL_a60,128,116,244,0.52,0.48
MAPL_a90,141,133,274,0.51,0.49
MASA_a0,68,65,133,0.51,0.49
MASA_a103,107,110,217,0.49,0.51
MASA_a120,117,113,230,0.51,0.49
MASA_a135,106,115,221,0.48,0.52
MASA_a150,122,106,228,0.54,0.46
MASA_a180,82,54,136,0.6,0.4
MASA_a30,144,138,282,0.51,0.49
MASA_a45,153,154,307,0.5,0.5
MASA_a60,148,128,276,0.54,0.46
MASA_a90,149,126,275,0.54,0.46
MAUR_a0,70,61,131,0.53,0.47
MAUR_a103,141,134,275,0.51,0.49
MAUR_a120,127,112,239,0.53,0.47
MAUR_a135,123,145,268,0.46,0.54
MAUR_a150,143,156,299,0.48,0.52
MAUR_a180,77,57,134,0.57,0.43
MAUR_a30,132,125,257,0.51,0.49
MAUR_a45,95,136,231,0.41,0.59
MAUR_a60,148,126,274,0.54,0.46
MAUR_a90,144,124,268,0.54,0.46
MEJU_a0,82,88,170,0.48,0.52
MEJU_a103,144,136,280,0.51,0.49
MEJU_a120,125,118,243,0.51,0.49
MEJU_a135,136,133,269,0.51,0.49
MEJU_a150,123,128,251,0.49,0.51
MEJU_a180,49,47,96,0.51,0.49
MEJU_a30,168,152,320,0.52,0.48
MEJU_a45,196,163,359,0.55,0.45
MEJU_a60,151,147,298,0.51,0.49
MEJU_a90,141,149,290,0.49,0.51
MEMA_a0,128,98,226,0.57,0.43
MEMA_a103,121,155,276,0.44,0.56
MEMA_a120,75,86,161,0.47,0.53
MEMA_a135,66,53,119,0.55,0.45
MEMA_a150,65,43,108,0.6,0.4
MEMA_a180,26,20,46,0.57,0.43
MEMA_a30,219,229,448,0.49,0.51
MEMA_a45,203,272,475,0.43,0.57
MEMA_a60,167,171,338,0.49,0.51
MEMA_a90,152,135,287,0.53,0.47
MENE_a0,80,68,148,0.54,0.46
MENE_a103,147,133,280,0.52,0.48
MENE_a120,144,149,293,0.49,0.51
MENE_a135,145,168,313,0.46,0.54
MENE_a150,141,115,256,0.55,0.45
MENE_a180,85,61,146,0.58,0.42
MENE_a30,169,137,306,0.55,0.45
MENE_a45,159,146,305,0.52,0.48
MENE_a60,144,137,281,0.51,0.49
MENE_a90,170,152,322,0.53,0.47
MEPL_a0,86,74,160,0.54,0.46
MEPL_a103,147,161,308,0.48,0.52
MEPL_a120,152,135,287,0.53,0.47
MEPL_a135,128,137,265,0.48,0.52
MEPL_a150,134,132,266,0.5,0.5
MEPL_a180,68,46,114,0.6,0.4
MEPL_a30,169,137,306,0.55,0.45
MEPL_a45,165,140,305,0.54,0.46
MEPL_a60,154,158,312,0.49,0.51
MEPL_a90,166,134,300,0.55,0.45
MESA_a0,88,67,155,0.57,0.43
MESA_a103,162,147,309,0.52,0.48
MESA_a120,146,139,285,0.51,0.49
MESA_a135,153,141,294,0.52,0.48
MESA_a150,105,136,241,0.44,0.56
MESA_a180,63,46,109,0.58,0.42
MESA_a30,168,156,324,0.52,0.48
MESA_a45,186,169,355,0.52,0.48
MESA_a60,161,137,298,0.54,0.46
