PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
MEVE_a45,1,524,0,0.019,0,0,0.012,-0.071,0.141,0.212,1.26,9.978,0.001
NEPL_a60,1,1583,0.001,0.016,0,0,0.014,-0.061,0.081,0.142,0.392,1.14,0
SUJU_a120,1,224,0.001,0.016,0.001,0,0.012,-0.041,0.08,0.121,1.048,3.926,0.001
SUSA_a103,1,246,-0.001,0.016,0,0,0.014,-0.07,0.039,0.109,-0.604,1.594,0.001
SUUR_a45,1,245,0.003,0.017,0.002,0.002,0.011,-0.068,0.069,0.137,0.338,2.983,0.001
VEMA_a150,1,94,0.002,0.012,0.001,0.002,0.01,-0.034,0.034,0.068,-0.041,0.616,0.001
VESA_a135,1,251,0.003,0.019,0.001,0.002,0.013,-0.075,0.085,0.16,0.736,4.1,0.001
VESU_a30,1,775,0,0.017,0,0,0.012,-0.14,0.057,0.197,-1.346,8.083,0.001
MOPL_a103,1,771,0.002,0.018,0.001,0.001,0.012,-0.091,0.112,0.203,0.845,7.279,0.001
MOUR_a135,1,771,0,0.017,0,0,0.012,-0.075,0.094,0.17,0.602,4.509,0.001
MOJU_a60,1,767,0.001,0.018,0.001,0.001,0.012,-0.104,0.18,0.284,1.24,15.808,0.001
MOSU_a180,1,367,0.002,0.019,0.001,0.001,0.012,-0.068,0.139,0.207,1.529,11.695,0.001
MOVE_a150,1,723,0.001,0.017,0.001,0.001,0.011,-0.11,0.112,0.222,0.723,9.223,0.001
MOMA_a60,1,747,0.001,0.016,0.001,0.001,0.012,-0.086,0.093,0.178,0.096,4.82,0.001
MONE_a150,1,757,0.001,0.016,0.001,0,0.012,-0.091,0.072,0.163,0.138,4.255,0.001
MOPL_a90,1,781,0.001,0.018,0.001,0.001,0.011,-0.123,0.141,0.264,0.18,9.645,0.001
MOUR_a120,1,767,0.001,0.015,0.001,0,0.011,-0.07,0.066,0.136,0.123,2.81,0.001
MOJU_a45,1,792,0,0.016,0,0,0.011,-0.098,0.069,0.167,-0.431,4.673,0.001
MOSA_a60,1,765,0.002,0.016,0.001,0.001,0.012,-0.058,0.126,0.184,1.226,8.593,0.001
SUMA_a120,1,145,0.001,0.013,0,0,0.012,-0.035,0.033,0.068,0.094,0.063,0.001
MOMA_a45,1,757,0.001,0.017,0.001,0.001,0.013,-0.075,0.11,0.185,0.368,4.45,0.001
MOME_a150,1,721,0,0.018,0.001,0,0.012,-0.11,0.125,0.235,0.638,9.55,0.001
MONE_a135,1,772,0.001,0.018,0,0.001,0.013,-0.14,0.083,0.223,-0.641,9.274,0.001
MOJU_a30,1,793,0,0.017,0,0,0.012,-0.087,0.091,0.177,-0.486,4.43,0.001
MOUR_a103,1,763,0.001,0.017,0.002,0.001,0.011,-0.127,0.125,0.252,-0.192,11.133,0.001
MOSA_a45,1,746,0,0.016,-0.001,-0.001,0.011,-0.064,0.09,0.154,0.548,3.636,0.001
MOSU_a150,1,720,0.001,0.016,0.001,0.001,0.012,-0.084,0.094,0.178,0.048,5.178,0.001
JUNE_a103,1,265,0.002,0.014,0.001,0.001,0.012,-0.041,0.057,0.097,0.482,1.209,0.001
MOJU_a0,1,368,-0.001,0.018,-0.001,-0.001,0.012,-0.127,0.068,0.196,-0.739,8.533,0.001
MONE_a103,1,767,0,0.017,0.001,0,0.011,-0.202,0.086,0.288,-1.959,26.888,0.001
MEUR_a45,1,266,0.001,0.018,0,0,0.015,-0.092,0.125,0.217,0.72,10.865,0.001
VENE_a60,1,234,0.001,0.02,0.001,0.001,0.012,-0.083,0.101,0.183,0.117,4.856,0.001
MOMA_a0,1,365,0.002,0.017,0.002,0.002,0.011,-0.127,0.126,0.253,-0.121,16.367,0.001
MEJU_a120,1,201,0,0.015,0,0,0.013,-0.051,0.057,0.108,0.092,1.391,0.001
MESA_a103,1,261,0.002,0.016,0.002,0.002,0.014,-0.052,0.055,0.107,-0.241,0.874,0.001
MOSU_a120,1,732,0,0.018,0,0,0.012,-0.122,0.112,0.234,0.228,9.307,0.001
MONE_a90,1,759,0,0.017,0,0,0.012,-0.084,0.112,0.195,-0.141,5.731,0.001
MOPL_a30,1,773,0,0.017,0,0,0.012,-0.087,0.126,0.213,0.551,9.34,0.001
VEPL_a120,1,245,0.002,0.018,0.003,0.003,0.014,-0.071,0.053,0.123,-0.657,2.081,0.001
MOUR_a60,1,767,0,0.018,0.001,0.001,0.012,-0.092,0.112,0.203,-0.225,6.855,0.001
MOME_a103,1,699,0.001,0.017,0.001,0.001,0.011,-0.083,0.093,0.175,0.307,4.733,0.001
MOSA_a0,1,389,0,0.017,0.001,0,0.013,-0.106,0.111,0.217,0.315,9.665,0.001
