PlanetsAspect,buy,sell,daysN,BuyDays%,SellDays%
JUNE_a103,11,25,36,0.31,0.69
JUNE_a120,75,106,181,0.41,0.59
JUNE_a135,6,5,11,0.55,0.45
JUNE_a45,19,8,27,0.7,0.3
JUNE_a60,97,97,194,0.5,0.5
JUNE_a90,93,108,201,0.46,0.54
JUPL_a0,140,127,267,0.52,0.48
JUPL_a30,105,87,192,0.55,0.45
JUPL_a45,11,31,42,0.26,0.74
JUPL_a60,92,112,204,0.45,0.55
JUSA_a0,75,38,113,0.66,0.34
JUSA_a30,112,154,266,0.42,0.58
JUSA_a45,111,114,225,0.49,0.51
JUUR_a103,104,82,186,0.56,0.44
JUUR_a120,15,19,34,0.44,0.56
JUUR_a135,70,64,134,0.52,0.48
JUUR_a150,26,60,86,0.3,0.7
JUUR_a180,7,7,14,0.5,0.5
JUUR_a90,8,3,11,0.73,0.27
MAJU_a0,18,23,41,0.44,0.56
MAJU_a103,26,36,62,0.42,0.58
MAJU_a120,15,15,30,0.5,0.5
MAJU_a135,10,16,26,0.38,0.62
MAJU_a150,20,5,25,0.8,0.2
MAJU_a180,5,10,15,0.33,0.67
MAJU_a30,31,35,66,0.47,0.53
MAJU_a45,23,22,45,0.51,0.49
MAJU_a60,29,16,45,0.64,0.36
MAJU_a90,34,44,78,0.44,0.56
MANE_a0,9,25,34,0.26,0.74
MANE_a103,27,14,41,0.66,0.34
MANE_a120,20,21,41,0.49,0.51
MANE_a135,15,25,40,0.38,0.62
MANE_a150,19,21,40,0.48,0.52
MANE_a180,11,5,16,0.69,0.31
MANE_a30,70,65,135,0.52,0.48
MANE_a45,57,64,121,0.47,0.53
MANE_a60,29,16,45,0.64,0.36
MANE_a90,19,22,41,0.46,0.54
MAPL_a0,21,17,38,0.55,0.45
MAPL_a103,18,23,41,0.44,0.56
MAPL_a120,20,11,31,0.65,0.35
MAPL_a135,7,19,26,0.27,0.73
MAPL_a150,6,20,26,0.23,0.77
MAPL_a180,11,5,16,0.69,0.31
MAPL_a30,28,28,56,0.5,0.5
MAPL_a45,27,29,56,0.48,0.52
MAPL_a60,28,27,55,0.51,0.49
MAPL_a90,58,63,121,0.48,0.52
MASA_a0,21,16,37,0.57,0.43
MASA_a103,18,11,29,0.62,0.38
MASA_a120,22,6,28,0.79,0.21
MASA_a135,14,13,27,0.52,0.48
MASA_a150,10,15,25,0.4,0.6
MASA_a180,8,7,15,0.53,0.47
MASA_a30,75,96,171,0.44,0.56
MASA_a45,35,28,63,0.56,0.44
MASA_a60,32,28,60,0.53,0.47
MASA_a90,53,64,117,0.45,0.55
MAUR_a0,11,8,19,0.58,0.42
MAUR_a103,23,22,45,0.51,0.49
MAUR_a120,11,31,42,0.26,0.74
MAUR_a135,26,15,41,0.63,0.37
MAUR_a150,29,24,53,0.55,0.45
MAUR_a180,18,14,32,0.56,0.44
MAUR_a30,30,13,43,0.7,0.3
MAUR_a45,12,29,41,0.29,0.71
MAUR_a60,22,20,42,0.52,0.48
MAUR_a90,45,82,127,0.35,0.65
MEJU_a0,26,23,49,0.53,0.47
MEJU_a103,10,24,34,0.29,0.71
MEJU_a120,12,19,31,0.39,0.61
MEJU_a135,40,51,91,0.44,0.56
MEJU_a150,16,17,33,0.48,0.52
MEJU_a180,8,11,19,0.42,0.58
MEJU_a30,41,42,83,0.49,0.51
MEJU_a45,48,48,96,0.5,0.5
