PlanetsAspect,buy,sell,daysN,BuyDays%,SellDays%
JUNE_a0,63,50,113,0.56,0.44
JUNE_a103,121,110,231,0.52,0.48
JUNE_a120,131,102,233,0.56,0.44
JUNE_a135,102,105,207,0.49,0.51
JUNE_a150,156,138,294,0.53,0.47
JUNE_a180,79,77,156,0.51,0.49
JUNE_a30,98,75,173,0.57,0.43
JUNE_a45,111,124,235,0.47,0.53
JUNE_a60,117,100,217,0.54,0.46
JUNE_a90,130,112,242,0.54,0.46
JUPL_a0,74,60,134,0.55,0.45
JUPL_a103,146,146,292,0.5,0.5
JUPL_a120,124,94,218,0.57,0.43
JUPL_a135,132,112,244,0.54,0.46
JUPL_a150,120,98,218,0.55,0.45
JUPL_a180,81,56,137,0.59,0.41
JUPL_a30,96,70,166,0.58,0.42
JUPL_a45,141,172,313,0.45,0.55
JUPL_a60,70,77,147,0.48,0.52
JUPL_a90,106,97,203,0.52,0.48
JUSA_a0,83,95,178,0.47,0.53
JUSA_a103,130,115,245,0.53,0.47
JUSA_a120,123,116,239,0.51,0.49
JUSA_a135,101,99,200,0.5,0.5
JUSA_a150,72,69,141,0.51,0.49
JUSA_a180,82,78,160,0.51,0.49
JUSA_a30,141,114,255,0.55,0.45
JUSA_a45,143,122,265,0.54,0.46
JUSA_a60,157,138,295,0.53,0.47
JUSA_a90,122,115,237,0.51,0.49
JUUR_a0,117,99,216,0.54,0.46
JUUR_a103,131,108,239,0.55,0.45
JUUR_a120,135,119,254,0.53,0.47
JUUR_a135,111,82,193,0.58,0.42
JUUR_a150,133,106,239,0.56,0.44
JUUR_a180,82,42,124,0.66,0.34
JUUR_a30,207,165,372,0.56,0.44
JUUR_a45,122,121,243,0.5,0.5
JUUR_a60,129,127,256,0.5,0.5
JUUR_a90,132,99,231,0.57,0.43
MAJU_a0,51,68,119,0.43,0.57
MAJU_a103,107,106,213,0.5,0.5
MAJU_a120,119,107,226,0.53,0.47
MAJU_a135,108,109,217,0.5,0.5
MAJU_a150,132,106,238,0.55,0.45
MAJU_a180,94,81,175,0.54,0.46
MAJU_a30,127,122,249,0.51,0.49
MAJU_a45,144,115,259,0.56,0.44
MAJU_a60,160,134,294,0.54,0.46
MAJU_a90,142,116,258,0.55,0.45
MANE_a0,47,45,92,0.51,0.49
MANE_a103,111,114,225,0.49,0.51
MANE_a120,103,123,226,0.46,0.54
MANE_a135,157,132,289,0.54,0.46
MANE_a150,145,127,272,0.53,0.47
MANE_a180,64,72,136,0.47,0.53
MANE_a30,131,105,236,0.56,0.44
MANE_a45,143,147,290,0.49,0.51
MANE_a60,116,88,204,0.57,0.43
MANE_a90,133,137,270,0.49,0.51
MAPL_a0,64,42,106,0.6,0.4
MAPL_a103,114,114,228,0.5,0.5
MAPL_a120,127,114,241,0.53,0.47
MAPL_a135,148,153,301,0.49,0.51
MAPL_a150,148,141,289,0.51,0.49
MAPL_a180,59,58,117,0.5,0.5
MAPL_a30,134,113,247,0.54,0.46
MAPL_a45,141,113,254,0.56,0.44
MAPL_a60,128,111,239,0.54,0.46
MAPL_a90,143,131,274,0.52,0.48
MASA_a0,67,59,126,0.53,0.47
MASA_a103,113,104,217,0.52,0.48
MASA_a120,121,109,230,0.53,0.47
MASA_a135,128,93,221,0.58,0.42
MASA_a150,114,114,228,0.5,0.5
MASA_a180,75,61,136,0.55,0.45
MASA_a30,154,122,276,0.56,0.44
MASA_a45,163,138,301,0.54,0.46
MASA_a60,151,120,271,0.56,0.44
MASA_a90,130,140,270,0.48,0.52
MAUR_a0,64,62,126,0.51,0.49
MAUR_a103,144,131,275,0.52,0.48
MAUR_a120,122,117,239,0.51,0.49
MAUR_a135,126,142,268,0.47,0.53
MAUR_a150,143,156,299,0.48,0.52
MAUR_a180,67,67,134,0.5,0.5
MAUR_a30,142,104,246,0.58,0.42
MAUR_a45,118,103,221,0.53,0.47
MAUR_a60,136,133,269,0.51,0.49
MAUR_a90,133,117,250,0.53,0.47
MEJU_a0,84,83,167,0.5,0.5
MEJU_a103,139,141,280,0.5,0.5
MEJU_a120,126,112,238,0.53,0.47
MEJU_a135,134,129,263,0.51,0.49
MEJU_a150,127,120,247,0.51,0.49
MEJU_a180,52,42,94,0.55,0.45
MEJU_a30,183,126,309,0.59,0.41
MEJU_a45,170,168,338,0.5,0.5
MEJU_a60,176,116,292,0.6,0.4
MEJU_a90,167,122,289,0.58,0.42
MEMA_a0,120,106,226,0.53,0.47
MEMA_a103,138,137,275,0.5,0.5
MEMA_a120,90,67,157,0.57,0.43
MEMA_a135,55,58,113,0.49,0.51
MEMA_a150,62,41,103,0.6,0.4
MEMA_a180,20,23,43,0.47,0.53
MEMA_a30,240,200,440,0.55,0.45
MEMA_a45,254,211,465,0.55,0.45
MEMA_a60,175,152,327,0.54,0.46
MEMA_a90,161,124,285,0.56,0.44
MENE_a0,86,62,148,0.58,0.42
MENE_a103,145,130,275,0.53,0.47
MENE_a120,154,134,288,0.53,0.47
MENE_a135,168,139,307,0.55,0.45
MENE_a150,118,123,241,0.49,0.51
MENE_a180,79,65,144,0.55,0.45
MENE_a30,173,122,295,0.59,0.41
MENE_a45,142,148,290,0.49,0.51
MENE_a60,151,126,277,0.55,0.45
MENE_a90,156,153,309,0.5,0.5
MEPL_a0,77,80,157,0.49,0.51
MEPL_a103,147,153,300,0.49,0.51
MEPL_a120,138,147,285,0.48,0.52
MEPL_a135,127,130,257,0.49,0.51
MEPL_a150,134,121,255,0.53,0.47
MEPL_a180,63,49,112,0.56,0.44
MEPL_a30,146,155,301,0.49,0.51
MEPL_a45,165,134,299,0.55,0.45
MEPL_a60,161,148,309,0.52,0.48
MEPL_a90,142,141,283,0.5,0.5
MESA_a0,82,70,152,0.54,0.46
MESA_a103,152,151,303,0.5,0.5
MESA_a120,155,127,282,0.55,0.45
