PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
JUNE_a150,1,50,0,0.105,-0.035,-0.016,0.075,-0.11,0.463,0.573,1.981,5.498,0.015
MAJU_a103,1,23,0.029,0.111,0.012,0.009,0.039,-0.095,0.463,0.558,2.617,7.415,0.023
MESA_a150,1,25,0.033,0.107,0.013,0.014,0.056,-0.082,0.463,0.544,2.683,7.974,0.021
MOJU_a0,1,64,0.008,0.075,0,0.005,0.037,-0.138,0.463,0.601,3.212,18.627,0.009
MOMA_a103,1,116,0.004,0.062,-0.001,0.001,0.036,-0.162,0.463,0.625,3.313,24.164,0.006
MONE_a150,1,117,0.01,0.069,0.002,0.005,0.033,-0.183,0.463,0.646,2.584,15.121,0.006
MOSU_a120,1,117,0.004,0.065,0.004,0.003,0.038,-0.239,0.463,0.701,2.323,20.305,0.006
SAUR_a120,1,113,0.001,0.065,-0.003,-0.003,0.043,-0.136,0.463,0.599,3.242,20.722,0.006
SUJU_a120,1,32,0.016,0.098,0,0,0.037,-0.113,0.463,0.576,3.089,11.22,0.017
SUNE_a90,1,37,0.01,0.095,-0.01,-0.006,0.047,-0.113,0.463,0.575,3.075,11.374,0.016
SUUR_a45,1,33,0.007,0.089,-0.003,-0.004,0.028,-0.098,0.463,0.561,4.032,18.368,0.015
VEMA_a60,1,42,0.014,0.099,-0.003,0.001,0.053,-0.138,0.463,0.601,2.302,7.72,0.015
VENE_a45,1,30,-0.002,0.113,-0.001,-0.018,0.054,-0.17,0.463,0.632,2.346,7.367,0.021
VESU_a45,1,281,-0.004,0.056,-0.002,-0.005,0.034,-0.239,0.463,0.701,1.83,18.167,0.003
VEUR_a0,1,15,0.023,0.146,-0.011,-0.001,0.086,-0.098,0.463,0.561,1.809,2.75,0.038
MEUR_a30,1,34,0.032,0.09,0.012,0.016,0.035,-0.054,0.463,0.517,3.354,12.779,0.015
MOPL_a90,1,125,-0.002,0.067,-0.002,-0.003,0.042,-0.208,0.463,0.671,2.365,17.604,0.006
MEJU_a135,1,59,0.023,0.087,0.013,0.013,0.056,-0.095,0.463,0.558,2.358,9.078,0.011
MOSA_a60,1,133,0.003,0.066,-0.005,-0.002,0.046,-0.129,0.463,0.592,2.784,16.631,0.006
MOME_a150,1,114,0.004,0.054,0.006,0.003,0.037,-0.139,0.214,0.353,0.83,3.6,0.005
MOUR_a180,1,56,-0.005,0.061,-0.002,-0.006,0.033,-0.208,0.214,0.422,0.003,4.333,0.008
MOVE_a180,1,60,0.006,0.076,0.011,0.007,0.04,-0.239,0.214,0.453,-0.291,2.45,0.01
MEVE_a30,1,119,0,0.046,-0.003,-0.001,0.04,-0.113,0.214,0.327,0.781,3.304,0.004
