PlanetsAspect,buy,sell,daysN,BuyDays%,SellDays%
JUNE_a0,66,39,105,0.63,0.37
JUNE_a103,163,103,266,0.61,0.39
JUNE_a120,124,106,230,0.54,0.46
JUNE_a135,115,82,197,0.58,0.42
JUNE_a150,146,137,283,0.52,0.48
JUNE_a180,95,54,149,0.64,0.36
JUNE_a30,96,68,164,0.59,0.41
JUNE_a45,93,132,225,0.41,0.59
JUNE_a60,104,104,208,0.5,0.5
JUNE_a90,147,100,247,0.6,0.4
JUPL_a0,79,52,131,0.6,0.4
JUPL_a103,134,138,272,0.49,0.51
JUPL_a120,118,96,214,0.55,0.45
JUPL_a135,128,114,242,0.53,0.47
JUPL_a150,126,92,218,0.58,0.42
JUPL_a180,58,73,131,0.44,0.56
JUPL_a30,97,71,168,0.58,0.42
JUPL_a45,202,156,358,0.56,0.44
JUPL_a60,80,63,143,0.56,0.44
JUPL_a90,99,102,201,0.49,0.51
JUSA_a0,106,88,194,0.55,0.45
JUSA_a103,123,123,246,0.5,0.5
JUSA_a120,107,124,231,0.46,0.54
JUSA_a135,104,95,199,0.52,0.48
JUSA_a150,77,60,137,0.56,0.44
JUSA_a180,73,84,157,0.46,0.54
JUSA_a30,117,127,244,0.48,0.52
JUSA_a45,141,120,261,0.54,0.46
JUSA_a60,146,142,288,0.51,0.49
JUSA_a90,119,113,232,0.51,0.49
JUUR_a0,124,84,208,0.6,0.4
JUUR_a103,135,103,238,0.57,0.43
JUUR_a120,121,125,246,0.49,0.51
JUUR_a135,99,84,183,0.54,0.46
JUUR_a150,119,112,231,0.52,0.48
JUUR_a180,74,48,122,0.61,0.39
JUUR_a30,192,174,366,0.52,0.48
JUUR_a45,100,138,238,0.42,0.58
JUUR_a60,147,112,259,0.57,0.43
JUUR_a90,112,105,217,0.52,0.48
MAJU_a0,68,67,135,0.5,0.5
MAJU_a103,101,99,200,0.5,0.5
MAJU_a120,111,112,223,0.5,0.5
MAJU_a135,117,102,219,0.53,0.47
MAJU_a150,134,100,234,0.57,0.43
MAJU_a180,98,74,172,0.57,0.43
MAJU_a30,150,102,252,0.6,0.4
MAJU_a45,155,106,261,0.59,0.41
MAJU_a60,180,111,291,0.62,0.38
MAJU_a90,136,117,253,0.54,0.46
MANE_a0,47,51,98,0.48,0.52
MANE_a103,129,108,237,0.54,0.46
MANE_a120,108,118,226,0.48,0.52
MANE_a135,137,142,279,0.49,0.51
MANE_a150,130,139,269,0.48,0.52
MANE_a180,77,57,134,0.57,0.43
MANE_a30,136,92,228,0.6,0.4
MANE_a45,152,134,286,0.53,0.47
MANE_a60,126,80,206,0.61,0.39
MANE_a90,125,143,268,0.47,0.53
MAPL_a0,67,39,106,0.63,0.37
MAPL_a103,124,100,224,0.55,0.45
MAPL_a120,147,84,231,0.64,0.36
MAPL_a135,172,121,293,0.59,0.41
MAPL_a150,149,135,284,0.52,0.48
MAPL_a180,60,51,111,0.54,0.46
MAPL_a30,151,97,248,0.61,0.39
MAPL_a45,143,126,269,0.53,0.47
MAPL_a60,129,115,244,0.53,0.47
MAPL_a90,123,145,268,0.46,0.54
MASA_a0,67,67,134,0.5,0.5
MASA_a103,116,90,206,0.56,0.44
MASA_a120,128,99,227,0.56,0.44
MASA_a135,105,112,217,0.48,0.52
MASA_a150,100,116,216,0.46,0.54
MASA_a180,76,55,131,0.58,0.42
MASA_a30,150,126,276,0.54,0.46
MASA_a45,172,122,294,0.59,0.41
MASA_a60,159,108,267,0.6,0.4
MASA_a90,153,105,258,0.59,0.41
MAUR_a0,66,55,121,0.55,0.45
MAUR_a103,125,138,263,0.48,0.52
MAUR_a120,125,111,236,0.53,0.47
MAUR_a135,123,137,260,0.47,0.53
MAUR_a150,148,149,297,0.5,0.5
MAUR_a180,76,56,132,0.58,0.42
MAUR_a30,136,118,254,0.54,0.46
MAUR_a45,91,130,221,0.41,0.59
MAUR_a60,140,130,270,0.52,0.48
MAUR_a90,137,120,257,0.53,0.47
MEJU_a0,82,79,161,0.51,0.49
MEJU_a103,150,122,272,0.55,0.45
MEJU_a120,135,109,244,0.55,0.45
MEJU_a135,121,133,254,0.48,0.52
MEJU_a150,125,128,253,0.49,0.51
MEJU_a180,48,41,89,0.54,0.46
MEJU_a30,153,152,305,0.5,0.5
MEJU_a45,177,183,360,0.49,0.51
MEJU_a60,164,126,290,0.57,0.43
MEJU_a90,155,130,285,0.54,0.46
MEMA_a0,133,93,226,0.59,0.41
MEMA_a103,149,122,271,0.55,0.45
MEMA_a120,95,63,158,0.6,0.4
MEMA_a135,74,38,112,0.66,0.34
MEMA_a150,57,47,104,0.55,0.45
MEMA_a180,22,27,49,0.45,0.55
MEMA_a30,216,216,432,0.5,0.5
MEMA_a45,258,204,462,0.56,0.44
MEMA_a60,164,163,327,0.5,0.5
MEMA_a90,157,122,279,0.56,0.44
MENE_a0,87,59,146,0.6,0.4
MENE_a103,157,114,271,0.58,0.42
MENE_a120,144,142,286,0.5,0.5
MENE_a135,151,156,307,0.49,0.51
MENE_a150,143,108,251,0.57,0.43
MENE_a180,81,67,148,0.55,0.45
MENE_a30,162,127,289,0.56,0.44
MENE_a45,149,142,291,0.51,0.49
MENE_a60,153,119,272,0.56,0.44
MENE_a90,171,146,317,0.54,0.46
MEPL_a0,96,61,157,0.61,0.39
MEPL_a103,157,144,301,0.52,0.48
MEPL_a120,145,134,279,0.52,0.48
MEPL_a135,136,123,259,0.53,0.47
MEPL_a150,150,104,254,0.59,0.41
MEPL_a180,47,65,112,0.42,0.58
MEPL_a30,146,149,295,0.49,0.51
MEPL_a45,153,136,289,0.53,0.47
MEPL_a60,166,134,300,0.55,0.45
MEPL_a90,175,111,286,0.61,0.39
MESA_a0,84,64,148,0.57,0.43
MESA_a103,164,132,296,0.55,0.45
MESA_a120,160,127,287,0.56,0.44
MESA_a135,181,111,292,0.62,0.38
MESA_a150,125,116,241,0.52,0.48
MESA_a180,49,58,107,0.46,0.54
MESA_a30,156,158,314,0.5,0.5
MESA_a45,194,155,349,0.56,0.44
MESA_a60,158,131,289,0.55,0.45
MESA_a90,160,120,280,0.57,0.43
MESU_a0,407,335,742,0.55,0.45
MEUR_a0,89,58,147,0.61,0.39
MEUR_a103,162,123,285,0.57,0.43
MEUR_a120,160,136,296,0.54,0.46
MEUR_a135,162,126,288,0.56,0.44
MEUR_a150,155,137,292,0.53,0.47
MEUR_a180,65,67,132,0.49,0.51
MEUR_a30,162,148,310,0.52,0.48
MEUR_a45,155,148,303,0.51,0.49
MEUR_a60,159,138,297,0.54,0.46
MEUR_a90,142,135,277,0.51,0.49
MEVE_a0,219,202,421,0.52,0.48
MEVE_a30,452,391,843,0.54,0.46
MEVE_a45,302,285,587,0.51,0.49
MEVE_a60,252,237,489,0.52,0.48
MOJU_a0,225,214,439,0.51,0.49
MOJU_a103,482,429,911,0.53,0.47
MOJU_a120,518,452,970,0.53,0.47
MOJU_a135,508,450,958,0.53,0.47
MOJU_a150,490,444,934,0.52,0.48
MOJU_a180,234,203,437,0.54,0.46
