PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
JUNE_a150,1,87,0.018,0.094,0.008,0.009,0.062,-0.143,0.582,0.725,2.774,13.708,0.01
MAJU_a103,1,30,-0.008,0.102,0.011,0.003,0.049,-0.26,0.259,0.519,-0.655,1.531,0.019
MANE_a45,1,90,-0.004,0.068,-0.007,-0.005,0.039,-0.26,0.259,0.519,0.125,4.921,0.007
MEJU_a30,1,52,0.013,0.075,0.002,0.009,0.039,-0.26,0.259,0.519,0.301,4.525,0.01
MOMA_a60,1,141,0.005,0.076,0,-0.001,0.029,-0.225,0.582,0.807,3.413,23.868,0.006
MOUR_a150,1,138,0.008,0.057,0.003,0.003,0.032,-0.126,0.259,0.385,1.529,4.746,0.005
SAPL_a30,1,33,-0.077,0.142,-0.1,-0.089,0.11,-0.313,0.259,0.571,0.707,-0.157,0.025
SUNE_a120,1,44,-0.01,0.068,-0.002,-0.006,0.032,-0.26,0.259,0.519,-0.066,7.794,0.01
VEPL_a30,1,34,0.023,0.075,0.002,0.009,0.032,-0.056,0.259,0.315,1.894,2.849,0.013
MOJU_a45,1,137,0.005,0.056,0.001,0,0.036,-0.1,0.274,0.373,2.043,7.311,0.005
MONE_a103,1,145,0,0.052,-0.005,-0.005,0.032,-0.129,0.274,0.403,2.052,8.651,0.004
SUJU_a30,1,48,-0.021,0.09,-0.003,-0.011,0.042,-0.261,0.259,0.52,-0.73,2.636,0.013
MESA_a30,1,61,-0.017,0.08,-0.004,-0.01,0.037,-0.26,0.259,0.519,-0.417,3.007,0.01
MOPL_a45,1,142,0.007,0.055,0.002,0.001,0.034,-0.104,0.274,0.377,1.803,6.329,0.005
MEPL_a60,1,52,-0.01,0.07,-0.004,-0.005,0.027,-0.26,0.259,0.519,-0.437,6.236,0.01
MOUR_a135,1,142,0.003,0.054,0,0.001,0.027,-0.26,0.274,0.534,0.501,7.552,0.005
MONE_a90,1,141,-0.005,0.044,-0.006,-0.006,0.025,-0.26,0.188,0.448,-0.42,9.337,0.004
MOMA_a45,1,140,-0.003,0.06,-0.003,-0.004,0.04,-0.26,0.298,0.558,0.539,7.303,0.005
MOSU_a30,1,136,0.003,0.056,0,0.003,0.032,-0.26,0.298,0.558,0.49,8.213,0.005
MOJU_a60,1,141,0.002,0.052,-0.001,0.003,0.034,-0.26,0.149,0.409,-1.054,5.914,0.004
MOME_a30,1,133,0,0.052,-0.002,0,0.03,-0.26,0.185,0.445,-0.615,5.807,0.004
MOSA_a0,1,74,-0.001,0.056,-0.002,0,0.035,-0.26,0.152,0.412,-1.109,6.347,0.006
MOPL_a30,1,149,-0.004,0.055,-0.001,0.001,0.026,-0.313,0.139,0.451,-2.111,9.327,0.004
MOVE_a0,1,69,0.004,0.084,-0.003,-0.001,0.031,-0.174,0.582,0.756,4.407,29.461,0.01
MOUR_a120,1,144,0.002,0.045,-0.002,0,0.03,-0.174,0.143,0.317,0.161,1.586,0.004
MOMA_a30,1,138,-0.002,0.049,-0.004,-0.001,0.04,-0.174,0.149,0.323,-0.275,1.526,0.004
VEUR_a120,1,32,-0.018,0.093,0.003,-0.003,0.052,-0.261,0.078,0.339,-1.398,0.885,0.016
MOSU_a45,1,132,0.002,0.074,-0.003,-0.001,0.041,-0.206,0.582,0.789,3.438,27.445,0.006
MOME_a45,1,139,-0.003,0.053,-0.005,-0.004,0.036,-0.206,0.188,0.395,0.155,2.858,0.004
MOUR_a103,1,144,-0.005,0.052,-0.003,-0.004,0.039,-0.249,0.238,0.487,-0.351,6.558,0.004
MONE_a60,1,139,0.003,0.057,0.003,0.004,0.036,-0.249,0.238,0.487,-0.483,6.032,0.005
SUSA_a30,1,50,-0.025,0.085,-0.006,-0.014,0.04,-0.313,0.149,0.462,-1.413,2.761,0.012
MOJU_a90,1,144,-0.008,0.052,-0.007,-0.004,0.039,-0.249,0.093,0.342,-1.29,4.145,0.004
MOSU_a60,1,134,0.011,0.059,0.004,0.007,0.028,-0.249,0.243,0.493,0.553,5.08,0.005
MOSA_a30,1,144,-0.002,0.052,-0.002,-0.002,0.035,-0.249,0.274,0.523,0.152,7.658,0.004
MOPL_a0,1,69,0.002,0.057,0,0.003,0.034,-0.249,0.238,0.487,-0.312,7.592,0.007
SUPL_a60,1,45,-0.028,0.088,-0.007,-0.013,0.032,-0.313,0.149,0.462,-1.667,2.754,0.013
MOME_a60,1,129,0,0.053,-0.001,0,0.03,-0.249,0.144,0.393,-0.565,4.117,0.005
