PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
JUNE_a103,1,543,0.001,0.01,0.002,0.001,0.007,-0.05,0.054,0.105,-0.19,5.725,0
JUPL_a45,1,712,0.001,0.009,0.001,0.001,0.007,-0.033,0.045,0.078,-0.093,2.379,0
MAJU_a0,1,346,-0.002,0.015,0,-0.001,0.008,-0.087,0.069,0.155,-1.42,8.822,0.001
MEMA_a103,1,493,0,0.011,0.001,0,0.008,-0.036,0.055,0.091,0.244,2.531,0
MESA_a90,1,504,0.001,0.011,0.001,0.001,0.007,-0.059,0.065,0.124,-0.287,7.696,0
MEVE_a45,1,1150,0.001,0.012,0.001,0.001,0.008,-0.082,0.103,0.185,0.094,10.971,0
MOJU_a60,1,1178,0,0.011,0.001,0.001,0.008,-0.057,0.063,0.12,-0.315,5.755,0
MOPL_a103,1,1189,0.001,0.012,0.001,0.001,0.007,-0.087,0.103,0.189,0.449,10.897,0
MOSU_a180,1,612,0.001,0.011,0.001,0.001,0.007,-0.075,0.089,0.165,-0.132,12.869,0
MOUR_a135,1,1186,0,0.011,0.001,0,0.007,-0.065,0.064,0.129,-0.594,5.898,0
NEPL_a60,1,3258,0,0.008,0.001,0.001,0.006,-0.107,0.042,0.149,-1.953,18.312,0
SAUR_a60,1,389,0.001,0.009,0.002,0.001,0.007,-0.061,0.042,0.103,-1.155,6.835,0
SUJU_a120,1,474,0.001,0.01,0.001,0.001,0.008,-0.032,0.034,0.066,-0.013,1.164,0
SUMA_a120,1,327,0.001,0.011,0.001,0.001,0.008,-0.03,0.079,0.11,1.843,10.755,0.001
SUSA_a103,1,497,0,0.01,0.001,0.001,0.007,-0.05,0.047,0.097,-0.429,3.678,0
SUUR_a45,1,520,0.001,0.012,0.001,0.001,0.008,-0.082,0.054,0.136,-1.062,9.545,0.001
URNE_a30,1,1457,0.001,0.012,0.001,0.001,0.008,-0.075,0.103,0.178,-0.062,7.913,0
URPL_a30,1,236,0.001,0.009,0.002,0.002,0.007,-0.035,0.02,0.055,-1.083,2.041,0.001
VEJU_a150,1,449,0,0.012,0.001,0.001,0.008,-0.072,0.054,0.125,-0.846,5.825,0.001
VEMA_a150,1,204,0,0.008,0.001,0.001,0.007,-0.033,0.024,0.057,-0.45,1.53,0.001
VESA_a135,1,532,0.001,0.01,0.001,0.001,0.008,-0.041,0.052,0.093,0.112,3.388,0
VESU_a30,1,1601,0,0.011,0.001,0.001,0.007,-0.075,0.103,0.178,0.269,10.645,0
MOVE_a150,1,1124,0.001,0.011,0.001,0.001,0.007,-0.087,0.061,0.148,-0.873,9.662,0
MOMA_a60,1,1162,0.001,0.011,0.001,0.001,0.007,-0.072,0.079,0.151,-0.183,8.719,0
MONE_a150,1,1177,0,0.011,0.001,0.001,0.007,-0.087,0.055,0.141,-0.677,6.946,0
MOPL_a90,1,1184,0.001,0.011,0.001,0.001,0.007,-0.087,0.103,0.189,-0.11,12.201,0
MOUR_a120,1,1196,0,0.01,0,0,0.007,-0.065,0.089,0.154,-0.112,10.752,0
MOJU_a45,1,1217,0.001,0.01,0.001,0.001,0.007,-0.053,0.074,0.126,-0.293,5.073,0
MOSA_a60,1,1178,0.001,0.011,0.002,0.001,0.008,-0.057,0.069,0.126,0.218,5.274,0
MOMA_a45,1,1166,0.001,0.01,0.001,0.001,0.007,-0.059,0.064,0.123,-0.214,4.987,0
MOME_a150,1,1109,0,0.011,0.001,0.001,0.007,-0.087,0.061,0.148,-0.979,8.967,0
MONE_a135,1,1191,0,0.011,0.001,0.001,0.007,-0.081,0.07,0.151,-0.576,7.809,0
MOJU_a30,1,1205,0.001,0.011,0.001,0.001,0.007,-0.065,0.074,0.138,-0.052,7.635,0
MOUR_a103,1,1180,0.001,0.011,0.001,0.001,0.007,-0.082,0.07,0.152,-0.657,9.763,0
MOSA_a45,1,1175,0.001,0.011,0.001,0.001,0.007,-0.054,0.074,0.128,0.102,5.649,0
MOSU_a150,1,1110,0.001,0.011,0.001,0.001,0.008,-0.081,0.055,0.136,-0.279,6.499,0
MOMA_a30,1,1159,0.001,0.01,0.001,0.001,0.007,-0.065,0.064,0.129,-0.22,6.731,0
MOVE_a180,1,610,0,0.011,0.001,0.001,0.007,-0.081,0.048,0.129,-1.065,8.203,0
MEJU_a120,1,428,0.001,0.009,0.002,0.001,0.007,-0.035,0.048,0.083,0.102,2.721,0
MESA_a103,1,537,0,0.01,0.001,0,0.008,-0.053,0.036,0.089,-0.628,2.876,0
MEUR_a45,1,546,0,0.014,0,0,0.009,-0.107,0.089,0.196,-1.158,15.824,0.001
MOJU_a0,1,624,0,0.011,0.001,0.001,0.008,-0.063,0.042,0.105,-0.728,4.861,0
MOME_a120,1,1162,0.001,0.011,0.001,0.001,0.007,-0.081,0.074,0.155,-0.179,8.04,0
MONE_a103,1,1197,0,0.011,0.001,0.001,0.007,-0.107,0.089,0.196,-0.984,15.208,0
MOPL_a45,1,1179,0,0.012,0.001,0.001,0.008,-0.107,0.089,0.196,-1.063,13.299,0
VENE_a60,1,502,0,0.013,0.001,0,0.008,-0.087,0.074,0.16,-0.546,8.797,0.001
VEPL_a120,1,539,0.001,0.012,0.002,0.001,0.007,-0.087,0.089,0.176,-0.184,13.407,0.001
MOMA_a0,1,635,0.001,0.012,0.001,0.001,0.007,-0.107,0.07,0.177,-1.215,16.586,0
MOSU_a120,1,1155,0,0.012,0.001,0.001,0.007,-0.087,0.065,0.152,-0.588,7.532,0
MONE_a90,1,1171,0,0.012,0.001,0.001,0.007,-0.107,0.063,0.17,-0.844,11.267,0
MOPL_a30,1,1168,0,0.011,0,0,0.008,-0.107,0.059,0.166,-1.528,11.901,0
MOUR_a60,1,1181,0,0.011,0.001,0.001,0.008,-0.064,0.061,0.125,-0.551,5.061,0
MOME_a103,1,1115,0,0.01,0.001,0,0.007,-0.064,0.063,0.127,-0.099,5.065,0
MOSA_a0,1,664,0.001,0.01,0.001,0.001,0.008,-0.072,0.047,0.119,-0.603,5.874,0
SUNE_a30,1,511,0.001,0.01,0.001,0.001,0.008,-0.038,0.05,0.088,0.218,3.072,0
VEUR_a90,1,498,0,0.01,0.001,0,0.008,-0.048,0.039,0.088,-0.576,2.661,0
SUPL_a90,1,530,0.001,0.011,0.001,0.001,0.007,-0.053,0.061,0.114,-0.044,4.665,0
MOSU_a103,1,1140,0.001,0.011,0.001,0.001,0.007,-0.063,0.074,0.137,0.301,7.194,0
MOVE_a135,1,1115,0.001,0.012,0.001,0.001,0.007,-0.087,0.103,0.189,0.074,12.457,0
MOUR_a45,1,1180,0.001,0.011,0.001,0.001,0.007,-0.075,0.063,0.138,-0.707,6.834,0
MEMA_a120,1,276,0,0.011,0,0,0.008,-0.038,0.079,0.118,1.271,12.203,0.001
MOME_a90,1,1124,0.001,0.01,0.001,0.001,0.007,-0.063,0.059,0.122,0.005,5.567,0
