PlanetZodSign,buy,sell,daysN,BuyDays%,SellDays%
CE_AQU,280,238,518,0.54,0.46
CE_ARI,123,159,282,0.44,0.56
CE_CAN,201,176,377,0.53,0.47
CE_CAP,173,176,349,0.5,0.5
CE_GEM,117,140,257,0.46,0.54
CE_LEO,187,165,352,0.53,0.47
CE_LIB,154,156,310,0.5,0.5
CE_PIS,222,251,473,0.47,0.53
CE_SAG,226,245,471,0.48,0.52
CE_SCO,204,195,399,0.51,0.49
CE_TAU,195,193,388,0.5,0.5
CE_VIR,144,193,337,0.43,0.57
CH_AQU,659,735,1394,0.47,0.53
CH_ARI,315,305,620,0.51,0.49
CH_CAP,209,251,460,0.45,0.55
CH_PIS,1043,996,2039,0.51,0.49
EM_AQU,264,241,505,0.52,0.48
EM_ARI,253,234,487,0.52,0.48
EM_CAN,113,118,231,0.49,0.51
EM_CAP,169,213,382,0.44,0.56
EM_GEM,193,204,397,0.49,0.51
EM_LEO,245,238,483,0.51,0.49
EM_LIB,191,167,358,0.53,0.47
EM_PIS,175,180,355,0.49,0.51
EM_SAG,186,192,378,0.49,0.51
EM_SCO,129,178,307,0.42,0.58
EM_TAU,131,122,253,0.52,0.48
EM_VIR,177,200,377,0.47,0.53
ES_AQU,181,175,356,0.51,0.49
ES_ARI,165,215,380,0.43,0.57
ES_CAN,298,334,632,0.47,0.53
ES_CAP,234,248,482,0.49,0.51
ES_GEM,90,104,194,0.46,0.54
ES_LEO,190,168,358,0.53,0.47
ES_LIB,121,131,252,0.48,0.52
ES_PIS,241,261,502,0.48,0.52
ES_SAG,138,124,262,0.53,0.47
ES_SCO,189,170,359,0.53,0.47
ES_TAU,137,115,252,0.54,0.46
ES_VIR,242,242,484,0.5,0.5
JN_AQU,184,177,361,0.51,0.49
JN_ARI,108,116,224,0.48,0.52
JN_CAN,78,96,174,0.45,0.55
JN_CAP,278,287,565,0.49,0.51
JN_GEM,155,148,303,0.51,0.49
JN_LEO,183,145,328,0.56,0.44
JN_LIB,296,310,606,0.49,0.51
JN_PIS,134,131,265,0.51,0.49
JN_SAG,276,257,533,0.52,0.48
JN_SCO,248,273,521,0.48,0.52
JN_TAU,117,146,263,0.44,0.56
JN_VIR,169,201,370,0.46,0.54
JU_AQU,138,159,297,0.46,0.54
JU_ARI,70,93,163,0.43,0.57
JU_CAN,137,137,274,0.5,0.5
JU_CAP,279,266,545,0.51,0.49
JU_GEM,133,138,271,0.49,0.51
JU_LEO,165,114,279,0.59,0.41
JU_LIB,267,295,562,0.48,0.52
JU_PIS,86,109,195,0.44,0.56
JU_SAG,261,289,550,0.47,0.53
JU_SCO,286,277,563,0.51,0.49
JU_TAU,135,131,266,0.51,0.49
JU_VIR,269,279,548,0.49,0.51
MA_AQU,183,156,339,0.54,0.46
MA_ARI,182,224,406,0.45,0.55
MA_CAN,173,205,378,0.46,0.54
MA_CAP,139,157,296,0.47,0.53
MA_GEM,178,168,346,0.51,0.49
MA_LEO,225,220,445,0.51,0.49
MA_LIB,207,227,434,0.48,0.52
MA_PIS,146,177,323,0.45,0.55
MA_SAG,193,149,342,0.56,0.44
MA_SCO,176,175,351,0.5,0.5
MA_TAU,195,210,405,0.48,0.52
