PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
JUPL_a90,1,20,0.146,0.196,0.079,0.108,0.117,-0.034,0.69,0.723,1.438,1.211,0.044
MASA_a135,1,21,-0.009,0.019,-0.004,-0.008,0.016,-0.051,0.026,0.078,-0.325,-0.746,0.004
MEJU_a45,1,69,-0.002,0.04,-0.003,-0.004,0.026,-0.083,0.15,0.234,0.753,2.19,0.005
MEPL_a135,1,31,-0.002,0.053,0.002,0.004,0.043,-0.17,0.072,0.242,-1.077,1.483,0.009
MOMA_a60,1,118,0.002,0.071,0.001,0.004,0.032,-0.259,0.523,0.782,2.352,24.511,0.007
MOPL_a103,1,120,0.005,0.075,0.001,0.002,0.028,-0.181,0.69,0.87,6.085,55.363,0.007
MOSU_a60,1,111,0.009,0.053,0.003,0.007,0.031,-0.118,0.344,0.462,2.14,12.917,0.005
SUMA_a0,1,19,-0.011,0.025,-0.011,-0.009,0.024,-0.081,0.031,0.112,-0.788,0.864,0.006
SUSA_a135,1,34,-0.009,0.03,-0.007,-0.007,0.016,-0.086,0.052,0.138,-0.592,0.57,0.005
URNE_a45,1,696,0.01,0.066,0.004,0.006,0.034,-0.307,0.69,0.996,2.882,26.378,0.003
VENE_a103,1,33,0.011,0.034,0.009,0.01,0.018,-0.065,0.115,0.18,0.618,1.374,0.006
MOVE_a103,1,110,0.005,0.052,-0.003,0.001,0.033,-0.181,0.223,0.403,1.055,4.467,0.005
MONE_a150,1,112,0.001,0.043,0.002,0.003,0.024,-0.173,0.149,0.322,-0.538,2.919,0.004
VEUR_a60,1,31,0.007,0.052,0.003,0.005,0.022,-0.173,0.128,0.301,-0.573,3.538,0.009
MOJU_a0,1,62,0.005,0.041,0.001,0.002,0.032,-0.095,0.133,0.228,0.93,1.857,0.005
MOPL_a90,1,121,-0.003,0.046,0.001,-0.001,0.025,-0.21,0.197,0.407,-0.684,7.296,0.004
MOME_a45,1,114,-0.004,0.039,0.001,-0.002,0.032,-0.123,0.133,0.257,-0.201,1.46,0.004
MOSA_a60,1,126,0.005,0.06,0.004,0.002,0.037,-0.307,0.322,0.629,0.657,11.918,0.005
MEMA_a30,1,35,0.036,0.086,0.001,0.017,0.03,-0.034,0.322,0.356,2.092,3.487,0.015
MOVE_a120,1,106,0.01,0.073,0.003,0.004,0.033,-0.173,0.523,0.696,3.82,23.57,0.007
MOUR_a180,1,54,-0.006,0.047,-0.001,-0.001,0.027,-0.21,0.113,0.323,-2.043,7.516,0.006
MONE_a135,1,115,-0.002,0.046,-0.001,0,0.027,-0.21,0.149,0.359,-0.94,5.328,0.004
MOME_a60,1,109,0.003,0.053,0.002,0.002,0.026,-0.17,0.31,0.48,1.384,10.394,0.005
MOMA_a90,1,110,0.008,0.065,0.002,0.004,0.022,-0.153,0.565,0.718,5.52,46.252,0.006
MOSA_a45,1,123,0.006,0.049,0.001,0.006,0.034,-0.234,0.133,0.367,-0.616,3.961,0.004
MOSU_a90,1,114,0.012,0.078,0,0.001,0.027,-0.133,0.565,0.698,4.179,23.878,0.007
MONE_a120,1,116,0.009,0.06,0.005,0.007,0.04,-0.259,0.31,0.569,0.338,7.495,0.006
MOVE_a135,1,105,0.009,0.06,0,0.002,0.026,-0.104,0.346,0.45,3.299,14.98,0.006
MOJU_a30,1,120,0.001,0.046,0,0.002,0.029,-0.173,0.25,0.423,0.624,7.687,0.004
MOPL_a60,1,118,0.008,0.062,0.004,0.004,0.039,-0.259,0.258,0.518,0.79,6.171,0.006
MOMA_a103,1,110,0.01,0.075,0,0.004,0.025,-0.125,0.69,0.815,6.755,59.055,0.007
MOSA_a30,1,121,0.006,0.051,0.002,0.003,0.035,-0.166,0.24,0.406,1.154,5.401,0.005
MOSU_a103,1,112,0.016,0.091,0.004,0.005,0.032,-0.133,0.69,0.823,5.515,35.295,0.009
MOUR_a150,1,112,0.005,0.049,0.001,0.002,0.033,-0.123,0.24,0.363,1.236,4.436,0.005
MONE_a103,1,120,0.007,0.058,-0.001,-0.001,0.024,-0.095,0.344,0.439,2.762,11.39,0.005
MOVE_a150,1,108,0.011,0.036,0.008,0.011,0.028,-0.102,0.113,0.215,-0.035,1.06,0.003
MOJU_a45,1,114,0.003,0.036,0.001,0.003,0.035,-0.123,0.092,0.215,-0.189,0.86,0.003
MOPL_a45,1,117,0.015,0.063,0.002,0.008,0.032,-0.197,0.322,0.519,1.889,7.841,0.006
SUUR_a103,1,40,0.006,0.037,0.009,0.006,0.028,-0.079,0.149,0.229,0.927,4.139,0.006
MESA_a103,1,37,0.025,0.076,0,0.016,0.057,-0.068,0.31,0.377,1.563,3.051,0.013
MOME_a90,1,114,0.012,0.062,0.003,0.004,0.036,-0.095,0.523,0.618,5.131,39.3,0.006
MOMA_a120,1,115,-0.001,0.05,0.001,-0.001,0.03,-0.181,0.258,0.439,0.707,6.387,0.005
MOSU_a120,1,112,0.007,0.069,0.002,0.004,0.034,-0.259,0.523,0.782,3.19,27.923,0.007
MONE_a90,1,117,0.002,0.044,-0.004,-0.001,0.025,-0.153,0.25,0.403,1.859,10.462,0.004
MOUR_a135,1,116,0.007,0.076,-0.004,-0.002,0.025,-0.153,0.523,0.676,3.721,20.316,0.007
VEJU_a103,1,32,0.005,0.049,0.002,0.004,0.034,-0.104,0.149,0.253,0.369,1.243,0.009
MOJU_a60,1,115,0.01,0.07,0.008,0.008,0.032,-0.259,0.523,0.782,2.618,25.812,0.007
MOPL_a30,1,125,0.008,0.059,0.005,0.007,0.031,-0.307,0.322,0.629,0.328,12.843,0.005
MOME_a103,1,113,0.012,0.079,0.003,0.006,0.033,-0.259,0.523,0.782,2.96,18.044,0.007
MOSA_a0,1,61,0.012,0.037,0.004,0.011,0.026,-0.073,0.133,0.207,0.732,1.666,0.005
MOMA_a135,1,112,0.004,0.046,0,-0.001,0.022,-0.1,0.234,0.334,2.103,8.787,0.004
MOSU_a135,1,114,0.006,0.067,0.005,0.007,0.036,-0.259,0.346,0.605,0.733,9.451,0.006
MOUR_a120,1,118,0.009,0.055,0.004,0.005,0.03,-0.1,0.346,0.447,2.547,12.837,0.005
SUNE_a150,1,40,0.009,0.042,0.006,0.008,0.031,-0.089,0.149,0.238,0.666,1.826,0.007
MOVE_a180,1,58,-0.011,0.066,0,-0.001,0.026,-0.259,0.079,0.338,-2.03,4.645,0.009
URPL_a103,1,458,0.006,0.066,0,0.001,0.024,-0.307,0.69,0.996,4.461,40.835,0.003
MAUR_a103,1,30,0.044,0.094,0.007,0.026,0.037,-0.068,0.322,0.39,1.589,1.721,0.017
MOME_a120,1,109,0.008,0.078,0.004,0.002,0.031,-0.21,0.565,0.775,3.919,25.775,0.007
MOMA_a150,1,115,0.021,0.065,0.006,0.011,0.03,-0.081,0.359,0.439,2.542,8.618,0.006
MOSU_a150,1,111,0.001,0.054,0,0,0.031,-0.234,0.258,0.492,0.183,6.785,0.005
MONE_a60,1,116,0.012,0.069,0.004,0.006,0.026,-0.237,0.565,0.801,4.451,35.344,0.006
MOUR_a103,1,119,0.01,0.045,0.004,0.007,0.024,-0.099,0.258,0.357,1.691,7.811,0.004
MOJU_a90,1,119,0.002,0.049,0,0,0.027,-0.125,0.31,0.435,2.02,12.278,0.004
MOPL_a0,1,57,0.007,0.056,0.002,0.006,0.018,-0.237,0.258,0.495,0.375,11.254,0.007
MOME_a135,1,109,0.019,0.077,0.008,0.012,0.04,-0.156,0.69,0.845,5.974,49.764,0.007
MONE_a45,1,120,0.01,0.077,0.006,0.006,0.025,-0.181,0.69,0.87,5.474,47.596,0.007
