PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
JUNE_a135,1,11,0.036,0.093,0.005,0.029,0.122,-0.087,0.219,0.306,0.459,-0.957,0.028
JUUR_a180,1,14,0.015,0.091,0.001,0.007,0.093,-0.087,0.219,0.306,0.771,-0.594,0.024
MAPL_a120,1,31,0.001,0.049,0.005,0.003,0.031,-0.129,0.093,0.222,-0.53,0.309,0.009
MEPL_a103,1,35,0.004,0.039,-0.002,0.003,0.028,-0.087,0.124,0.211,0.414,1.427,0.007
MESU_a0,1,201,0.006,0.051,0,0.002,0.03,-0.093,0.404,0.496,2.875,18.269,0.004
MOMA_a180,1,75,0.003,0.048,0.004,0.003,0.031,-0.161,0.183,0.344,0.086,3.259,0.006
MOPL_a60,1,141,0.005,0.103,-0.007,-0.006,0.042,-0.208,0.934,1.143,5.72,46.162,0.009
MOVE_a180,1,74,-0.01,0.059,-0.004,-0.004,0.041,-0.208,0.111,0.319,-1.167,2.235,0.007
SUNE_a150,1,61,-0.005,0.034,-0.001,-0.005,0.026,-0.091,0.091,0.182,-0.105,0.778,0.004
URNE_a45,1,1036,0.004,0.064,0,0,0.035,-0.208,0.934,1.143,4.385,51.319,0.002
URPL_a103,1,795,0,0.042,0,-0.001,0.031,-0.208,0.247,0.456,0.327,4.183,0.001
VEJU_a45,1,52,0.002,0.048,0,0.001,0.029,-0.149,0.183,0.332,0.56,4.112,0.007
VEMA_a0,1,28,0.008,0.058,0.001,0.002,0.022,-0.087,0.219,0.306,1.667,4.253,0.011
VEPL_a120,1,52,0.002,0.039,-0.001,0.002,0.032,-0.088,0.119,0.208,0.213,0.854,0.005
MOSA_a90,1,138,0.006,0.093,0.001,0.001,0.042,-0.207,0.934,1.142,7.067,69.364,0.008
MOUR_a30,1,136,0.006,0.094,-0.004,-0.004,0.035,-0.114,0.934,1.049,7.185,66.78,0.008
MASA_a90,1,117,0.004,0.054,-0.002,-0.001,0.031,-0.133,0.247,0.38,1.449,4.847,0.005
MOJU_a150,1,139,0.004,0.049,-0.003,0.001,0.032,-0.155,0.246,0.401,1.171,5.396,0.004
MENE_a150,1,68,-0.008,0.041,-0.005,-0.007,0.033,-0.129,0.092,0.22,-0.23,0.848,0.005
MOSA_a103,1,137,0.007,0.059,0.001,0.003,0.041,-0.161,0.247,0.408,0.985,3.532,0.005
VESA_a90,1,53,-0.007,0.045,-0.006,-0.008,0.032,-0.129,0.119,0.248,0.185,1.284,0.006
MOME_a180,1,67,-0.002,0.049,-0.002,-0.004,0.034,-0.117,0.142,0.258,0.369,0.849,0.006
MOSU_a180,1,75,0.001,0.041,0,0,0.032,-0.103,0.126,0.229,0.329,1.11,0.005
MONE_a30,1,138,-0.001,0.055,-0.004,-0.002,0.038,-0.161,0.246,0.407,0.544,3.553,0.005
MOPL_a90,1,135,-0.001,0.059,0,-0.002,0.039,-0.207,0.247,0.455,0.713,5.231,0.005
