
DAILY PLANETS SPEED PHASE:

          Date speed  Planet SpeedPhase  buy sell daysN BuyDays% SellDays%
 1: 2021-02-08  0.37   Ceres     Direct 5116 4651  9767     0.52      0.48
 2: 2021-02-08  0.04  Chiron     Direct 3884 3563  7447     0.52      0.48
 3: 2021-02-08  0.25    Juno     Direct 5068 4643  9711     0.52      0.48
 4: 2021-02-08  0.24 Jupiter     Direct 4465 3993  8458     0.53      0.47
 5: 2021-02-08  0.55    Mars     Direct 5967 5428 11395     0.52      0.48
 6: 2021-02-08 -1.18 Mercury Retrograde 1319 1143  2462     0.54      0.46
 7: 2021-02-08 13.84    Moon     Direct 6736 6146 12882     0.52      0.48
 8: 2021-02-08  0.03 Neptune     Direct 3450 3112  6562     0.53      0.47
 9: 2021-02-08  1.00   NNode     Direct 6736 6146 12882     0.52      0.48
10: 2021-02-08  0.34  Pallas     Direct 5075 4522  9597     0.53      0.47
11: 2021-02-08  0.03  Pholus     Direct 3761 3475  7236     0.52      0.48
12: 2021-02-08  0.03   Pluto     Direct 3488 3179  6667     0.52      0.48
13: 2021-02-08  0.12  Saturn     Direct 4007 3634  7641     0.52      0.48
14: 2021-02-08  1.00   SNode     Direct 6736 6146 12882     0.52      0.48
15: 2021-02-08  1.01     Sun     Direct 6736 6146 12882     0.52      0.48
16: 2021-02-08  0.02  Uranus     Direct 3704 3351  7055     0.53      0.47
17: 2021-02-08  1.25   Venus     Direct 6132 5585 11717     0.52      0.48
18: 2021-02-08 -0.15   Vesta Retrograde 1185 1129  2314     0.51      0.49

DAILY PLANET ZODIAC SIGN POSITION:

          Date  Planet     ZodSign  buy sell daysN BuyDays% SellDays%
 1: 2021-02-08   Ceres      Pisces  647  665  1312     0.49      0.51
 2: 2021-02-08  Chiron       Aries 1201 1134  2335     0.51      0.49
 3: 2021-02-08    Juno Sagittarius  797  765  1562     0.51      0.49
 4: 2021-02-08 Jupiter    Aquarius  564  508  1072     0.53      0.47
 5: 2021-02-08    Mars      Taurus  521  502  1023     0.51      0.49
 6: 2021-02-08 Mercury    Aquarius  565  526  1091     0.52      0.48
 7: 2021-02-08    Moon   Capricorn  564  523  1087     0.52      0.48
 8: 2021-02-08 Neptune      Pisces 1273 1073  2346     0.54      0.46
 9: 2021-02-08   NNode      Gemini  488  459   947     0.52      0.48
10: 2021-02-08  Pallas    Aquarius  894  828  1722     0.52      0.48
11: 2021-02-08  Pholus   Capricorn  310  269   579     0.54      0.46
12: 2021-02-08   Pluto   Capricorn 1714 1446  3160     0.54      0.46
13: 2021-02-08  Saturn    Aquarius  427  399   826     0.52      0.48
14: 2021-02-08   SNode Sagittarius  488  459   947     0.52      0.48
15: 2021-02-08     Sun    Aquarius  543  508  1051     0.52      0.48
16: 2021-02-08  Uranus      Taurus  331  271   602     0.55      0.45
17: 2021-02-08   Venus    Aquarius  509  506  1015     0.50      0.50
18: 2021-02-08   Vesta       Virgo  556  470  1026     0.54      0.46

DAILY PLANETS ASPECTS:

          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect  buy sell daysN BuyDays% SellDays%
 1: 2021-02-08    0.23   0.00   0.51         0      23        20       24    Mars   NNode  SemiSextile  115  107   222     0.52      0.48
 2: 2021-02-08    0.23   0.00   0.51         0      23        20       24    Mars   SNode     Quincunx  115  107   222     0.52      0.48
 3: 2021-02-08    0.31   0.00   0.67         0      23        10       24 Mercury  Pholus   SemiSquare  132  127   259     0.51      0.49
 4: 2021-02-08    0.36   0.00   0.82         0      23        19       24 Mercury   Vesta     Quincunx   77   67   144     0.53      0.47
 5: 2021-02-08    0.98   0.00   1.72         6      12         9        7    Moon  Uranus        Trine  382  385   767     0.50      0.50
 6: 2021-02-08    0.00   0.00   0.00         0      23        23       24   NNode   SNode   Opposition 5466 4893 10359     0.53      0.47
 7: 2021-02-08    0.30   0.00   0.68         0      23         9       24     Sun   Vesta     Quincunx   74   65   139     0.53      0.47
 8: 2021-02-08    0.57   0.02   1.26         0      23        14       24 Mercury     Sun  Conjunction  341  303   644     0.53      0.47
 9: 2021-02-08    0.41   0.02   0.88         0      23         2       24     Sun Neptune  SemiSextile  145  101   246     0.59      0.41
10: 2021-02-08    0.33   0.02   0.76         0      23        19       24     Sun  Pholus   SemiSquare  127  116   243     0.52      0.48
11: 2021-02-08    0.62   0.03   1.20         0      23        23       24 Mercury Neptune  SemiSextile  138  124   262     0.53      0.47
12: 2021-02-08    0.70   0.03   1.43         0      23         1       24 Mercury  Pallas  Conjunction  100   85   185     0.54      0.46
13: 2021-02-08    0.96   0.03   1.70        17      23        20        7    Moon   Ceres     Quintile  403  355   758     0.53      0.47
14: 2021-02-08    0.82   0.03   1.64        20      23        23        4    Moon  Pallas SemiQuintile  392  368   760     0.52      0.48
15: 2021-02-08    0.92   0.04   1.65         2       8         5        7    Moon     Sun   SemiSquare  393  330   723     0.54      0.46
16: 2021-02-08    0.07   0.04   0.11         0      23        23       24  Saturn  Chiron      Sextile    3    6     9     0.33      0.67
17: 2021-02-08    0.98   0.05   1.75         4      10         7        7    Moon Jupiter SemiQuintile  399  396   795     0.50      0.50
18: 2021-02-08    0.99   0.06   1.77         7      13        10        7    Moon Neptune     Quintile  402  366   768     0.52      0.48
19: 2021-02-08    0.99   0.06   1.78         3       9         6        7    Moon  Pholus  Conjunction  201  177   378     0.53      0.47
20: 2021-02-08    0.91   0.06   1.62         9      15        12        7    Moon   Venus  SemiSextile  403  327   730     0.55      0.45
21: 2021-02-08    0.97   0.07   1.76         4      10         7        7    Moon  Pallas   SemiSquare  386  359   745     0.52      0.48
22: 2021-02-08    0.24   0.08   0.40         0      23        23       24   Ceres   Pluto      Sextile  122   92   214     0.57      0.43
23: 2021-02-08    0.72   0.09   1.51        19      23        22        5    Moon     Sun SemiQuintile  391  332   723     0.54      0.46
24: 2021-02-08    0.91   0.09   1.84         0       5         2        6    Moon   Vesta    BiSeptile  387  369   756     0.51      0.49
25: 2021-02-08    0.93   0.13   1.73         4       9         6        6    Moon Mercury   SemiSquare  394  346   740     0.53      0.47
26: 2021-02-08    0.92   0.18   1.67         0      23        NA       24 Mercury   Ceres SemiQuintile  157  139   296     0.53      0.47
27: 2021-02-08    0.29   0.20   0.38         0      23        NA       24   Vesta Neptune   Opposition   85   70   155     0.55      0.45
28: 2021-02-08    0.93   0.22   1.65        18      23        21        6    Moon Mercury SemiQuintile  388  343   731     0.53      0.47
29: 2021-02-08    0.92   0.23   1.88         0       4         0        5    Moon   Venus SemiQuintile  396  333   729     0.54      0.46
30: 2021-02-08    0.40   0.26   0.54         0      23        NA       24  Pallas  Chiron   SemiSquare  131  100   231     0.57      0.43
31: 2021-02-08    0.71   0.41   1.03         0      23        NA       24     Sun   Ceres SemiQuintile  168  144   312     0.54      0.46
32: 2021-02-08    0.62   0.47   0.76         0      23        NA       24  Pallas  Pholus   SemiSquare  143  111   254     0.56      0.44
33: 2021-02-08    0.62   0.52   0.72         0      23        NA       24 Jupiter  Pholus SemiQuintile  151  154   305     0.50      0.50
34: 2021-02-08    0.91   0.58   1.23         0      23        NA       24     Sun  Pallas  Conjunction   85   76   161     0.53      0.47
35: 2021-02-08    0.77   0.75   0.78         0      23        NA       24  Chiron  Uranus  SemiSextile 1399 1201  2600     0.54      0.46
36: 2021-02-08    0.84   0.80   0.89         0      23        NA       24  Saturn  Uranus       Square   43   39    82     0.52      0.48
37: 2021-02-08    0.94   0.90   0.98         0      23        NA       24  Saturn  Pholus  SemiSextile   76   66   142     0.54      0.46
          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect  buy sell daysN BuyDays% SellDays%
