PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(4,5]",Ceres,"(4,5]",1086,955,2041,0.53,0.47
"CE_(5,7]",Ceres,"(5,7]",1735,1549,3284,0.53,0.47
"CE_(7,13]",Ceres,"(7,13]",739,659,1398,0.53,0.47
"CE_[0,4]",Ceres,"[0,4]",1920,1745,3665,0.52,0.48
"CH_(4,5]",Chiron,"(4,5]",1071,1010,2081,0.51,0.49
"CH_(5,7]",Chiron,"(5,7]",1839,1602,3441,0.53,0.47
"CH_(7,13]",Chiron,"(7,13]",841,710,1551,0.54,0.46
"CH_[0,4]",Chiron,"[0,4]",1729,1586,3315,0.52,0.48
"JN_(4,5]",Juno,"(4,5]",1092,941,2033,0.54,0.46
"JN_(5,7]",Juno,"(5,7]",1743,1555,3298,0.53,0.47
"JN_(7,14]",Juno,"(7,14]",803,639,1442,0.56,0.44
"JN_[0,4]",Juno,"[0,4]",1842,1773,3615,0.51,0.49
"JU_(4,5]",Jupiter,"(4,5]",1045,989,2034,0.51,0.49
"JU_(5,7]",Jupiter,"(5,7]",1736,1571,3307,0.52,0.48
"JU_(7,12]",Jupiter,"(7,12]",780,637,1417,0.55,0.45
"JU_[0,4]",Jupiter,"[0,4]",1919,1711,3630,0.53,0.47
"MA_(4,5]",Mars,"(4,5]",1107,966,2073,0.53,0.47
"MA_(5,7]",Mars,"(5,7]",1625,1449,3074,0.53,0.47
"MA_(7,13]",Mars,"(7,13]",707,685,1392,0.51,0.49
"MA_[0,4]",Mars,"[0,4]",2041,1808,3849,0.53,0.47
"ME_(4,5]",Mercury,"(4,5]",1089,946,2035,0.54,0.46
"ME_(5,7]",Mercury,"(5,7]",1634,1535,3169,0.52,0.48
"ME_(7,14]",Mercury,"(7,14]",682,608,1290,0.53,0.47
"ME_[0,4]",Mercury,"[0,4]",2075,1819,3894,0.53,0.47
"MO_(13,15]",Moon,"(13,15]",1552,1412,2964,0.52,0.48
"MO_(15,17]",Moon,"(15,17]",1347,1189,2536,0.53,0.47
"MO_(17,27]",Moon,"(17,27]",951,831,1782,0.53,0.47
"MO_[5,13]",Moon,"[5,13]",1630,1476,3106,0.52,0.48
"NE_(4,5]",Neptune,"(4,5]",1099,1038,2137,0.51,0.49
"NE_(5,6]",Neptune,"(5,6]",918,806,1724,0.53,0.47
"NE_(6,13]",Neptune,"(6,13]",1239,1060,2299,0.54,0.46
"NE_[0,4]",Neptune,"[0,4]",2224,2004,4228,0.53,0.47
"NN_(5,6]",NNode,"(5,6]",1158,1029,2187,0.53,0.47
"NN_(6,7]",NNode,"(6,7]",996,886,1882,0.53,0.47
"NN_(7,13]",NNode,"(7,13]",1055,1035,2090,0.5,0.5
"NN_[1,5]",NNode,"[1,5]",2271,1958,4229,0.54,0.46
"PA_(4,5]",Pallas,"(4,5]",1012,983,1995,0.51,0.49
"PA_(5,7]",Pallas,"(5,7]",1730,1518,3248,0.53,0.47
"PA_(7,13]",Pallas,"(7,13]",783,687,1470,0.53,0.47
"PA_[0,4]",Pallas,"[0,4]",1955,1720,3675,0.53,0.47
"PH_(4,5]",Pholus,"(4,5]",1113,977,2090,0.53,0.47
"PH_(5,6]",Pholus,"(5,6]",936,855,1791,0.52,0.48
"PH_(6,13]",Pholus,"(6,13]",1325,1208,2533,0.52,0.48
"PH_[0,4]",Pholus,"[0,4]",2106,1868,3974,0.53,0.47
"PL_(4,5]",Pluto,"(4,5]",1133,1046,2179,0.52,0.48
"PL_(5,6]",Pluto,"(5,6]",952,872,1824,0.52,0.48
"PL_(6,14]",Pluto,"(6,14]",1233,1127,2360,0.52,0.48
"PL_[0,4]",Pluto,"[0,4]",2162,1863,4025,0.54,0.46
"SA_(4,5]",Saturn,"(4,5]",1050,942,1992,0.53,0.47
"SA_(5,7]",Saturn,"(5,7]",1638,1443,3081,0.53,0.47
"SA_(7,14]",Saturn,"(7,14]",661,649,1310,0.5,0.5
"SA_[0,4]",Saturn,"[0,4]",2131,1874,4005,0.53,0.47
"SN_(5,6]",SNode,"(5,6]",1220,1050,2270,0.54,0.46
"SN_(6,7]",SNode,"(6,7]",975,871,1846,0.53,0.47
"SN_(7,13]",SNode,"(7,13]",1122,1087,2209,0.51,0.49
"SN_[1,5]",SNode,"[1,5]",2163,1900,4063,0.53,0.47
"SU_(4,5]",Sun,"(4,5]",1119,1008,2127,0.53,0.47
"SU_(5,7]",Sun,"(5,7]",1716,1489,3205,0.54,0.46
"SU_(7,14]",Sun,"(7,14]",750,640,1390,0.54,0.46
"SU_[0,4]",Sun,"[0,4]",1895,1771,3666,0.52,0.48
"UR_(4,5]",Uranus,"(4,5]",1119,937,2056,0.54,0.46
"UR_(5,7]",Uranus,"(5,7]",1699,1619,3318,0.51,0.49
"UR_(7,15]",Uranus,"(7,15]",871,800,1671,0.52,0.48
"UR_[0,4]",Uranus,"[0,4]",1791,1552,3343,0.54,0.46
"VE_(4,5]",Venus,"(4,5]",1041,997,2038,0.51,0.49
"VE_(5,7]",Venus,"(5,7]",1780,1543,3323,0.54,0.46
"VE_(7,14]",Venus,"(7,14]",908,800,1708,0.53,0.47
"VE_[0,4]",Venus,"[0,4]",1751,1568,3319,0.53,0.47
"VS_(4,5]",Vesta,"(4,5]",1132,959,2091,0.54,0.46
"VS_(5,7]",Vesta,"(5,7]",1656,1575,3231,0.51,0.49
"VS_(7,13]",Vesta,"(7,13]",745,646,1391,0.54,0.46
"VS_[0,4]",Vesta,"[0,4]",1947,1728,3675,0.53,0.47
