PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_ARI,Ceres,Aries,640,565,1205,0.53,0.47
CE_Z02_TAU,Ceres,Taurus,634,505,1139,0.56,0.44
CE_Z03_GEM,Ceres,Gemini,530,489,1019,0.52,0.48
CE_Z04_CAN,Ceres,Cancer,524,430,954,0.55,0.45
CE_Z05_LEO,Ceres,Leo,528,438,966,0.55,0.45
CE_Z06_VIR,Ceres,Virgo,491,419,910,0.54,0.46
CE_Z07_LIB,Ceres,Libra,495,423,918,0.54,0.46
CE_Z08_SCO,Ceres,Scorpio,518,420,938,0.55,0.45
CE_Z09_SAG,Ceres,Sagittarius,674,536,1210,0.56,0.44
CE_Z10_CAP,Ceres,Capricorn,594,545,1139,0.52,0.48
CE_Z11_AQU,Ceres,Aquarius,608,564,1172,0.52,0.48
CE_Z12_PIS,Ceres,Pisces,693,624,1317,0.53,0.47
CH_Z01_ARI,Chiron,Aries,1234,1106,2340,0.53,0.47
CH_Z02_TAU,Chiron,Taurus,991,772,1763,0.56,0.44
CH_Z03_GEM,Chiron,Gemini,636,535,1171,0.54,0.46
CH_Z04_CAN,Chiron,Cancer,449,329,778,0.58,0.42
CH_Z05_LEO,Chiron,Leo,290,249,539,0.54,0.46
CH_Z06_VIR,Chiron,Virgo,287,221,508,0.56,0.44
CH_Z07_LIB,Chiron,Libra,249,186,435,0.57,0.43
CH_Z08_SCO,Chiron,Scorpio,243,242,485,0.5,0.5
CH_Z09_SAG,Chiron,Sagittarius,315,341,656,0.48,0.52
CH_Z10_CAP,Chiron,Capricorn,452,440,892,0.51,0.49
CH_Z11_AQU,Chiron,Aquarius,731,620,1351,0.54,0.46
CH_Z12_PIS,Chiron,Pisces,1052,917,1969,0.53,0.47
JN_Z01_ARI,Juno,Aries,380,347,727,0.52,0.48
JN_Z02_TAU,Juno,Taurus,395,339,734,0.54,0.46
JN_Z03_GEM,Juno,Gemini,331,275,606,0.55,0.45
JN_Z04_CAN,Juno,Cancer,386,349,735,0.53,0.47
JN_Z05_LEO,Juno,Leo,471,411,882,0.53,0.47
JN_Z06_VIR,Juno,Virgo,640,518,1158,0.55,0.45
JN_Z07_LIB,Juno,Libra,877,734,1611,0.54,0.46
JN_Z08_SCO,Juno,Scorpio,904,760,1664,0.54,0.46
JN_Z09_SAG,Juno,Sagittarius,832,735,1567,0.53,0.47
JN_Z10_CAP,Juno,Capricorn,700,597,1297,0.54,0.46
JN_Z11_AQU,Juno,Aquarius,579,504,1083,0.53,0.47
JN_Z12_PIS,Juno,Pisces,434,389,823,0.53,0.47
JU_Z01_ARI,Jupiter,Aries,441,407,848,0.52,0.48
JU_Z02_TAU,Jupiter,Taurus,432,385,817,0.53,0.47
JU_Z03_GEM,Jupiter,Gemini,491,422,913,0.54,0.46
JU_Z04_CAN,Jupiter,Cancer,559,464,1023,0.55,0.45
JU_Z05_LEO,Jupiter,Leo,529,515,1044,0.51,0.49
JU_Z06_VIR,Jupiter,Virgo,579,511,1090,0.53,0.47
JU_Z07_LIB,Jupiter,Libra,640,532,1172,0.55,0.45
JU_Z08_SCO,Jupiter,Scorpio,741,601,1342,0.55,0.45
JU_Z09_SAG,Jupiter,Sagittarius,744,573,1317,0.56,0.44
JU_Z10_CAP,Jupiter,Capricorn,697,582,1279,0.54,0.46
JU_Z11_AQU,Jupiter,Aquarius,581,496,1077,0.54,0.46
JU_Z12_PIS,Jupiter,Pisces,495,470,965,0.51,0.49
MA_Z01_ARI,Mars,Aries,576,467,1043,0.55,0.45
