PlanetQuality,Planet,Quality,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CAR,Ceres,Cardinal,2266,2075,4341,0.52,0.48
CE_FIX,Ceres,Fixed,2295,2060,4355,0.53,0.47
CE_MUT,Ceres,Mutable,2458,2227,4685,0.52,0.48
CH_CAR,Chiron,Cardinal,2623,2316,4939,0.53,0.47
CH_FIX,Chiron,Fixed,2099,2039,4138,0.51,0.49
CH_MUT,Chiron,Mutable,2297,2007,4304,0.53,0.47
JN_CAR,Juno,Cardinal,2338,2092,4430,0.53,0.47
JN_FIX,Juno,Fixed,2338,2079,4417,0.53,0.47
JN_MUT,Juno,Mutable,2343,2191,4534,0.52,0.48
JU_CAR,Jupiter,Cardinal,2322,2141,4463,0.52,0.48
JU_FIX,Jupiter,Fixed,2333,2121,4454,0.52,0.48
JU_MUT,Jupiter,Mutable,2364,2100,4464,0.53,0.47
MA_CAR,Mars,Cardinal,2329,2159,4488,0.52,0.48
MA_FIX,Mars,Fixed,2333,2143,4476,0.52,0.48
MA_MUT,Mars,Mutable,2357,2060,4417,0.53,0.47
ME_CAR,Mercury,Cardinal,2353,2120,4473,0.53,0.47
ME_FIX,Mercury,Fixed,2402,2085,4487,0.54,0.46
ME_MUT,Mercury,Mutable,2264,2157,4421,0.51,0.49
MO_CAR,Moon,Cardinal,2338,2126,4464,0.52,0.48
MO_FIX,Moon,Fixed,2365,2112,4477,0.53,0.47
MO_MUT,Moon,Mutable,2316,2124,4440,0.52,0.48
NE_CAR,Neptune,Cardinal,1903,1605,3508,0.54,0.46
NE_FIX,Neptune,Fixed,1779,1728,3507,0.51,0.49
NE_MUT,Neptune,Mutable,3337,3029,6366,0.52,0.48
NN_CAR,NNode,Cardinal,2302,1997,4299,0.54,0.46
NN_FIX,NNode,Fixed,2387,2188,4575,0.52,0.48
NN_MUT,NNode,Mutable,2330,2177,4507,0.52,0.48
PA_CAR,Pallas,Cardinal,2285,2064,4349,0.53,0.47
PA_FIX,Pallas,Fixed,2342,2103,4445,0.53,0.47
PA_MUT,Pallas,Mutable,2392,2195,4587,0.52,0.48
PH_CAR,Pholus,Cardinal,1835,1683,3518,0.52,0.48
PH_FIX,Pholus,Fixed,1559,1449,3008,0.52,0.48
PH_MUT,Pholus,Mutable,3625,3230,6855,0.53,0.47
PL_CAR,Pluto,Cardinal,3522,3189,6711,0.52,0.48
PL_FIX,Pluto,Fixed,1564,1339,2903,0.54,0.46
PL_MUT,Pluto,Mutable,1933,1834,3767,0.51,0.49
SA_CAR,Saturn,Cardinal,2292,2066,4358,0.53,0.47
SA_FIX,Saturn,Fixed,2479,2262,4741,0.52,0.48
SA_MUT,Saturn,Mutable,2248,2034,4282,0.52,0.48
SN_CAR,SNode,Cardinal,2302,1997,4299,0.54,0.46
SN_FIX,SNode,Fixed,2387,2188,4575,0.52,0.48
SN_MUT,SNode,Mutable,2330,2177,4507,0.52,0.48
SU_CAR,Sun,Cardinal,2311,2083,4394,0.53,0.47
SU_FIX,Sun,Fixed,2361,2198,4559,0.52,0.48
SU_MUT,Sun,Mutable,2347,2081,4428,0.53,0.47
UR_CAR,Uranus,Cardinal,2728,2356,5084,0.54,0.46
UR_FIX,Uranus,Fixed,2418,2257,4675,0.52,0.48
UR_MUT,Uranus,Mutable,1873,1749,3622,0.52,0.48
VE_CAR,Venus,Cardinal,2340,2148,4488,0.52,0.48
VE_FIX,Venus,Fixed,2401,2126,4527,0.53,0.47
VE_MUT,Venus,Mutable,2278,2088,4366,0.52,0.48
VS_CAR,Vesta,Cardinal,2255,2123,4378,0.52,0.48
VS_FIX,Vesta,Fixed,2284,2145,4429,0.52,0.48
VS_MUT,Vesta,Mutable,2480,2094,4574,0.54,0.46
