PlanetDecan,Planet,Decan,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_01_1ARI,Ceres,AriesD1,208,186,394,0.53,0.47
CE_01_2ARI,Ceres,AriesD2,200,180,380,0.53,0.47
CE_01_3ARI,Ceres,AriesD3,223,208,431,0.52,0.48
CE_02_1TAU,Ceres,TaurusD1,225,212,437,0.51,0.49
CE_02_2TAU,Ceres,TaurusD2,193,171,364,0.53,0.47
CE_02_3TAU,Ceres,TaurusD3,183,155,338,0.54,0.46
CE_03_1GEM,Ceres,GeminiD1,177,175,352,0.5,0.5
CE_03_2GEM,Ceres,GeminiD2,163,157,320,0.51,0.49
CE_03_3GEM,Ceres,GeminiD3,179,168,347,0.52,0.48
CE_04_1CAN,Ceres,CancerD1,158,144,302,0.52,0.48
CE_04_2CAN,Ceres,CancerD2,168,165,333,0.5,0.5
CE_04_3CAN,Ceres,CancerD3,163,156,319,0.51,0.49
CE_05_1LEO,Ceres,LeoD1,171,141,312,0.55,0.45
CE_05_2LEO,Ceres,LeoD2,226,187,413,0.55,0.45
CE_05_3LEO,Ceres,LeoD1,117,124,241,0.49,0.51
CE_06_1VIR,Ceres,VirgoD1,190,154,344,0.55,0.45
CE_06_2VIR,Ceres,VirgoD2,141,144,285,0.49,0.51
CE_06_3VIR,Ceres,VirgoD3,147,134,281,0.52,0.48
CE_07_1LIB,Ceres,LibraD1,166,171,337,0.49,0.51
CE_07_2LIB,Ceres,LibraD2,134,102,236,0.57,0.43
CE_07_3LIB,Ceres,LibraD3,186,159,345,0.54,0.46
CE_08_1SCO,Ceres,ScorpioD1,158,113,271,0.58,0.42
CE_08_2SCO,Ceres,ScorpioD2,176,175,351,0.5,0.5
CE_08_3SCO,Ceres,ScorpioD3,161,155,316,0.51,0.49
CE_09_1SAG,Ceres,SagittariusD1,247,188,435,0.57,0.43
CE_09_2SAG,Ceres,SagittariusD2,209,189,398,0.53,0.47
CE_09_3SAG,Ceres,SagittariusD3,215,162,377,0.57,0.43
CE_10_1CAP,Ceres,CapricornD1,168,186,354,0.47,0.53
CE_10_2CAP,Ceres,CapricornD2,201,164,365,0.55,0.45
CE_10_3CAP,Ceres,CapricornD3,228,192,420,0.54,0.46
CE_11_1AQU,Ceres,AquariusD1,202,175,377,0.54,0.46
CE_11_2AQU,Ceres,AquariusD2,184,183,367,0.5,0.5
CE_11_3AQU,Ceres,AquariusD3,222,206,428,0.52,0.48
CE_12_1PIS,Ceres,PiscesD1,232,238,470,0.49,0.51
CE_12_2PIS,Ceres,PiscesD2,231,252,483,0.48,0.52
CE_12_3PIS,Ceres,PiscesD3,185,177,362,0.51,0.49
CH_01_1ARI,Chiron,AriesD1,498,435,933,0.53,0.47
CH_01_2ARI,Chiron,AriesD2,368,328,696,0.53,0.47
CH_01_3ARI,Chiron,AriesD3,336,373,709,0.47,0.53
CH_02_1TAU,Chiron,TaurusD1,339,348,687,0.49,0.51
CH_02_2TAU,Chiron,TaurusD2,272,287,559,0.49,0.51
CH_02_3TAU,Chiron,TaurusD3,272,245,517,0.53,0.47
CH_03_1GEM,Chiron,GeminiD1,249,209,458,0.54,0.46
CH_03_2GEM,Chiron,GeminiD2,201,168,369,0.54,0.46
CH_03_3GEM,Chiron,GeminiD3,175,169,344,0.51,0.49
CH_04_1CAN,Chiron,CancerD1,158,109,267,0.59,0.41
CH_04_2CAN,Chiron,CancerD2,151,108,259,0.58,0.42
CH_04_3CAN,Chiron,CancerD3,127,125,252,0.5,0.5
CH_05_1LEO,Chiron,LeoD1,134,112,246,0.54,0.46
CH_05_2LEO,Chiron,LeoD2,83,58,141,0.59,0.41
CH_05_3LEO,Chiron,LeoD1,69,83,152,0.45,0.55
CH_06_1VIR,Chiron,VirgoD1,119,112,231,0.52,0.48
CH_06_2VIR,Chiron,VirgoD2,31,25,56,0.55,0.45
CH_06_3VIR,Chiron,VirgoD3,125,96,221,0.57,0.43
CH_07_1LIB,Chiron,LibraD1,77,43,120,0.64,0.36
CH_07_2LIB,Chiron,LibraD2,87,70,157,0.55,0.45
CH_07_3LIB,Chiron,LibraD3,82,76,158,0.52,0.48
CH_08_1SCO,Chiron,ScorpioD1,62,58,120,0.52,0.48
CH_08_2SCO,Chiron,ScorpioD2,120,112,232,0.52,0.48
CH_08_3SCO,Chiron,ScorpioD3,56,77,133,0.42,0.58
CH_09_1SAG,Chiron,SagittariusD1,78,82,160,0.49,0.51
CH_09_2SAG,Chiron,SagittariusD2,127,120,247,0.51,0.49
CH_09_3SAG,Chiron,SagittariusD3,122,127,249,0.49,0.51
CH_10_1CAP,Chiron,CapricornD1,141,120,261,0.54,0.46
CH_10_2CAP,Chiron,CapricornD2,139,128,267,0.52,0.48
CH_10_3CAP,Chiron,CapricornD3,173,191,364,0.48,0.52
CH_11_1AQU,Chiron,AquariusD1,191,207,398,0.48,0.52
