PlanetsAspect,buy,sell,daysN,BuyDays%,SellDays%
JUUR_a180,67,50,117,0.57,0.43
JUUR_a30,202,165,367,0.55,0.45
JUUR_a36,149,86,235,0.63,0.37
JUUR_a45,126,115,241,0.52,0.48
JUUR_a60,139,131,270,0.51,0.49
JUUR_a72,109,131,240,0.45,0.55
JUUR_a90,109,120,229,0.48,0.52
MAJU_a0,71,60,131,0.54,0.46
MAJU_a103,98,98,196,0.5,0.5
MAJU_a120,122,88,210,0.58,0.42
MAJU_a135,102,90,192,0.53,0.47
MAJU_a144,125,87,212,0.59,0.41
MAJU_a150,117,97,214,0.55,0.45
MAJU_a180,75,88,163,0.46,0.54
MAJU_a30,124,112,236,0.53,0.47
MAJU_a36,113,99,212,0.53,0.47
MAJU_a45,135,107,242,0.56,0.44
MAJU_a60,142,144,286,0.5,0.5
MAJU_a72,177,127,304,0.58,0.42
MAJU_a90,135,108,243,0.56,0.44
MANE_a0,50,38,88,0.57,0.43
MANE_a103,110,106,216,0.51,0.49
MANE_a120,109,96,205,0.53,0.47
MANE_a135,145,122,267,0.54,0.46
MANE_a144,144,123,267,0.54,0.46
MANE_a150,141,110,251,0.56,0.44
MANE_a180,71,54,125,0.57,0.43
MANE_a30,117,104,221,0.53,0.47
MANE_a36,136,114,250,0.54,0.46
MANE_a45,130,136,266,0.49,0.51
MANE_a60,99,95,194,0.51,0.49
MANE_a72,105,97,202,0.52,0.48
MANE_a90,126,125,251,0.5,0.5
MAPL_a0,49,53,102,0.48,0.52
MAPL_a103,111,101,212,0.52,0.48
MAPL_a120,113,105,218,0.52,0.48
MAPL_a135,132,147,279,0.47,0.53
MAPL_a144,122,118,240,0.51,0.49
MAPL_a150,155,111,266,0.58,0.42
MAPL_a180,52,56,108,0.48,0.52
MAPL_a30,115,120,235,0.49,0.51
MAPL_a36,127,112,239,0.53,0.47
MAPL_a45,115,137,252,0.46,0.54
MAPL_a60,116,107,223,0.52,0.48
MAPL_a72,120,127,247,0.49,0.51
MAPL_a90,148,104,252,0.59,0.41
MASA_a0,73,48,121,0.6,0.4
MASA_a103,93,96,189,0.49,0.51
MASA_a120,105,99,204,0.51,0.49
MASA_a135,127,71,198,0.64,0.36
MASA_a144,113,114,227,0.5,0.5
MASA_a150,106,102,208,0.51,0.49
MASA_a180,70,55,125,0.56,0.44
MASA_a30,161,104,265,0.61,0.39
MASA_a36,126,131,257,0.49,0.51
MASA_a45,156,132,288,0.54,0.46
MASA_a60,143,105,248,0.58,0.42
MASA_a72,105,123,228,0.46,0.54
MASA_a90,137,116,253,0.54,0.46
MAUR_a0,64,59,123,0.52,0.48
MAUR_a103,140,117,257,0.54,0.46
MAUR_a120,128,92,220,0.58,0.42
MAUR_a135,123,119,242,0.51,0.49
MAUR_a144,156,122,278,0.56,0.44
MAUR_a150,142,137,279,0.51,0.49
MAUR_a180,64,61,125,0.51,0.49
MAUR_a30,128,106,234,0.55,0.45
MAUR_a36,89,97,186,0.48,0.52
MAUR_a45,100,108,208,0.48,0.52
MAUR_a60,131,130,261,0.5,0.5
MAUR_a72,121,106,227,0.53,0.47
MAUR_a90,127,120,247,0.51,0.49
MEJU_a0,72,65,137,0.53,0.47
MEJU_a103,119,109,228,0.52,0.48
MEJU_a120,105,96,201,0.52,0.48
MEJU_a135,111,113,224,0.5,0.5
MEJU_a144,122,112,234,0.52,0.48
MEJU_a150,94,113,207,0.45,0.55
MEJU_a180,46,37,83,0.55,0.45
MEJU_a30,147,133,280,0.52,0.48
MEJU_a36,151,144,295,0.51,0.49
MEJU_a45,175,136,311,0.56,0.44
MEJU_a60,131,118,249,0.53,0.47
MEJU_a72,142,115,257,0.55,0.45
MEJU_a90,123,120,243,0.51,0.49
MEMA_a0,109,87,196,0.56,0.44
MEMA_a103,117,124,241,0.49,0.51
MEMA_a120,77,56,133,0.58,0.42
MEMA_a135,51,48,99,0.52,0.48
MEMA_a144,40,45,85,0.47,0.53
MEMA_a150,52,41,93,0.56,0.44
MEMA_a180,25,15,40,0.62,0.38
MEMA_a30,211,184,395,0.53,0.47
MEMA_a36,169,168,337,0.5,0.5
MEMA_a45,237,193,430,0.55,0.45
MEMA_a60,161,130,291,0.55,0.45
MEMA_a72,168,161,329,0.51,0.49
MEMA_a90,130,112,242,0.54,0.46
MENE_a0,65,63,128,0.51,0.49
MENE_a103,128,99,227,0.56,0.44
MENE_a120,134,119,253,0.53,0.47
MENE_a135,143,126,269,0.53,0.47
MENE_a144,122,101,223,0.55,0.45
MENE_a150,103,110,213,0.48,0.52
MENE_a180,63,61,124,0.51,0.49
MENE_a30,138,124,262,0.53,0.47
MENE_a36,161,104,265,0.61,0.39
MENE_a45,115,137,252,0.46,0.54
MENE_a60,123,104,227,0.54,0.46
MENE_a72,160,121,281,0.57,0.43
MENE_a90,164,112,276,0.59,0.41
MEPL_a0,68,77,145,0.47,0.53
MEPL_a103,125,124,249,0.5,0.5
MEPL_a120,122,118,240,0.51,0.49
MEPL_a135,114,99,213,0.54,0.46
MEPL_a144,137,113,250,0.55,0.45
MEPL_a150,103,125,228,0.45,0.55
MEPL_a180,52,42,94,0.55,0.45
MEPL_a30,146,101,247,0.59,0.41
MEPL_a36,153,134,287,0.53,0.47
MEPL_a45,135,124,259,0.52,0.48
MEPL_a60,139,126,265,0.52,0.48
MEPL_a72,130,126,256,0.51,0.49
MEPL_a90,139,117,256,0.54,0.46
MESA_a0,77,58,135,0.57,0.43
MESA_a103,142,119,261,0.54,0.46
MESA_a120,131,96,227,0.58,0.42
MESA_a135,127,125,252,0.5,0.5
MESA_a144,117,110,227,0.52,0.48
MESA_a150,110,97,207,0.53,0.47
MESA_a180,52,40,92,0.57,0.43
MESA_a30,151,121,272,0.56,0.44
MESA_a36,134,122,256,0.52,0.48
MESA_a45,158,146,304,0.52,0.48
MESA_a60,140,123,263,0.53,0.47
MESA_a72,146,144,290,0.5,0.5
MESA_a90,129,112,241,0.54,0.46
MESU_a0,342,302,644,0.53,0.47
MEUR_a0,63,68,131,0.48,0.52
MEUR_a103,124,119,243,0.51,0.49
MEUR_a120,144,113,257,0.56,0.44
MEUR_a135,120,132,252,0.48,0.52
MEUR_a144,123,117,240,0.51,0.49
MEUR_a150,128,125,253,0.51,0.49
MEUR_a180,62,52,114,0.54,0.46
MEUR_a30,162,115,277,0.58,0.42
MEUR_a36,118,133,251,0.47,0.53
MEUR_a45,146,120,266,0.55,0.45
MEUR_a60,133,132,265,0.5,0.5
MEUR_a72,131,121,252,0.52,0.48
MEUR_a90,147,101,248,0.59,0.41
MEVE_a0,207,177,384,0.54,0.46
MEVE_a30,379,384,763,0.5,0.5
MEVE_a36,372,303,675,0.55,0.45
MEVE_a45,260,264,524,0.5,0.5
MEVE_a60,222,227,449,0.49,0.51
MEVE_a72,65,41,106,0.61,0.39
MOJU_a0,192,176,368,0.52,0.48
MOJU_a103,411,349,760,0.54,0.46
MOJU_a120,405,373,778,0.52,0.48
MOJU_a135,407,373,780,0.52,0.48
MOJU_a144,401,384,785,0.51,0.49
MOJU_a150,427,354,781,0.55,0.45
MOJU_a180,190,177,367,0.52,0.48
MOJU_a30,407,386,793,0.51,0.49
MOJU_a36,399,396,795,0.5,0.5
MOJU_a45,403,389,792,0.51,0.49
MOJU_a60,413,354,767,0.54,0.46
MOJU_a72,393,346,739,0.53,0.47
MOJU_a90,402,345,747,0.54,0.46
MOMA_a0,189,176,365,0.52,0.48
MOMA_a103,405,342,747,0.54,0.46
MOMA_a120,409,331,740,0.55,0.45
MOMA_a135,399,354,753,0.53,0.47
MOMA_a144,381,357,738,0.52,0.48
MOMA_a150,386,351,737,0.52,0.48
MOMA_a180,194,175,369,0.53,0.47
MOMA_a30,389,360,749,0.52,0.48
MOMA_a36,394,349,743,0.53,0.47
MOMA_a45,395,363,758,0.52,0.48
MOMA_a60,413,335,748,0.55,0.45
MOMA_a72,406,341,747,0.54,0.46
MOMA_a90,403,348,751,0.54,0.46
MOME_a0,186,180,366,0.51,0.49
MOME_a103,368,331,699,0.53,0.47
MOME_a120,398,352,750,0.53,0.47
MOME_a135,392,335,727,0.54,0.46
MOME_a144,375,334,709,0.53,0.47
MOME_a150,389,332,721,0.54,0.46
MOME_a180,179,175,354,0.51,0.49
MOME_a30,389,340,729,0.53,0.47
MOME_a36,395,336,731,0.54,0.46
MOME_a45,401,339,740,0.54,0.46
MOME_a60,382,332,714,0.54,0.46
MOME_a72,394,353,747,0.53,0.47
MOME_a90,377,338,715,0.53,0.47
MONE_a0,206,174,380,0.54,0.46
MONE_a103,410,358,768,0.53,0.47
MONE_a120,381,383,764,0.5,0.5
MONE_a135,417,355,772,0.54,0.46
MONE_a144,419,348,767,0.55,0.45
MONE_a150,403,354,757,0.53,0.47
MONE_a180,205,179,384,0.53,0.47
MONE_a30,392,385,777,0.5,0.5
MONE_a36,409,359,768,0.53,0.47
MONE_a45,411,360,771,0.53,0.47
MONE_a60,419,346,765,0.55,0.45
MONE_a72,401,367,768,0.52,0.48
MONE_a90,410,349,759,0.54,0.46
MOPL_a0,209,181,390,0.54,0.46
MOPL_a103,438,333,771,0.57,0.43
MOPL_a120,399,368,767,0.52,0.48
MOPL_a135,416,356,772,0.54,0.46
MOPL_a144,396,365,761,0.52,0.48
MOPL_a150,401,371,772,0.52,0.48
MOPL_a180,203,182,385,0.53,0.47
MOPL_a30,398,375,773,0.51,0.49
MOPL_a36,390,365,755,0.52,0.48
MOPL_a45,414,353,767,0.54,0.46
MOPL_a60,395,363,758,0.52,0.48
MOPL_a72,403,366,769,0.52,0.48
MOPL_a90,425,356,781,0.54,0.46
MOSA_a0,213,176,389,0.55,0.45
MOSA_a103,415,364,779,0.53,0.47
MOSA_a120,409,365,774,0.53,0.47
MOSA_a135,435,343,778,0.56,0.44
MOSA_a144,406,359,765,0.53,0.47
MOSA_a150,392,369,761,0.52,0.48
MOSA_a180,174,192,366,0.48,0.52
MOSA_a30,398,364,762,0.52,0.48
MOSA_a36,380,377,757,0.5,0.5
MOSA_a45,386,360,746,0.52,0.48
MOSA_a60,420,345,765,0.55,0.45
MOSA_a72,402,344,746,0.54,0.46
MOSA_a90,414,360,774,0.53,0.47
MOSU_a0,204,162,366,0.56,0.44
MOSU_a103,375,355,730,0.51,0.49
MOSU_a120,397,335,732,0.54,0.46
MOSU_a135,381,340,721,0.53,0.47
MOSU_a144,395,321,716,0.55,0.45
MOSU_a150,402,319,721,0.56,0.44
MOSU_a180,198,169,367,0.54,0.46
MOSU_a30,382,342,724,0.53,0.47
MOSU_a36,397,326,723,0.55,0.45
MOSU_a45,397,326,723,0.55,0.45
MOSU_a60,398,339,737,0.54,0.46
MOSU_a72,408,323,731,0.56,0.44
MOSU_a90,368,364,732,0.5,0.5
MOUR_a0,203,183,386,0.53,0.47
MOUR_a103,407,356,763,0.53,0.47
MOUR_a120,384,383,767,0.5,0.5
MOUR_a135,403,368,771,0.52,0.48
MOUR_a144,415,356,771,0.54,0.46
MOUR_a150,414,365,779,0.53,0.47
MOUR_a180,195,189,384,0.51,0.49
MOUR_a30,417,349,766,0.54,0.46
MOUR_a36,420,347,767,0.55,0.45
MOUR_a45,414,367,781,0.53,0.47
MOUR_a60,401,367,768,0.52,0.48
MOUR_a72,398,370,768,0.52,0.48
MOUR_a90,409,363,772,0.53,0.47
MOVE_a0,203,154,357,0.57,0.43
MOVE_a103,385,338,723,0.53,0.47
MOVE_a120,391,324,715,0.55,0.45
MOVE_a135,380,357,737,0.52,0.48
MOVE_a144,367,356,723,0.51,0.49
MOVE_a150,367,357,724,0.51,0.49
MOVE_a180,191,161,352,0.54,0.46
MOVE_a30,404,326,730,0.55,0.45
MOVE_a36,396,333,729,0.54,0.46
MOVE_a45,389,336,725,0.54,0.46
MOVE_a60,384,348,732,0.52,0.48
MOVE_a72,367,352,719,0.51,0.49
MOVE_a90,382,339,721,0.53,0.47
NEPL_a60,832,751,1583,0.53,0.47
SANE_a0,113,72,185,0.61,0.39
SANE_a103,117,108,225,0.52,0.48
SANE_a120,138,110,248,0.56,0.44
SANE_a135,90,53,143,0.63,0.37
SANE_a144,88,80,168,0.52,0.48
SANE_a150,110,106,216,0.51,0.49
SANE_a180,37,34,71,0.52,0.48
SANE_a30,129,119,248,0.52,0.48
SANE_a36,142,135,277,0.51,0.49
SANE_a45,129,131,260,0.5,0.5
SANE_a60,173,157,330,0.52,0.48
SANE_a72,162,116,278,0.58,0.42
SANE_a90,152,148,300,0.51,0.49
SAPL_a0,67,61,128,0.52,0.48
SAPL_a103,86,81,167,0.51,0.49
SAPL_a120,108,95,203,0.53,0.47
SAPL_a135,70,87,157,0.45,0.55
SAPL_a144,99,88,187,0.53,0.47
SAPL_a150,77,117,194,0.4,0.6
SAPL_a180,50,42,92,0.54,0.46
SAPL_a30,175,153,328,0.53,0.47
SAPL_a36,104,95,199,0.52,0.48
SAPL_a45,117,107,224,0.52,0.48
SAPL_a60,120,103,223,0.54,0.46
SAPL_a72,129,94,223,0.58,0.42
SAPL_a90,112,120,232,0.48,0.52
SAUR_a0,123,108,231,0.53,0.47
SAUR_a103,209,147,356,0.59,0.41
SAUR_a120,115,88,203,0.57,0.43
SAUR_a135,120,131,251,0.48,0.52
SAUR_a144,133,138,271,0.49,0.51
SAUR_a150,126,103,229,0.55,0.45
SAUR_a180,71,63,134,0.53,0.47
SAUR_a30,186,146,332,0.56,0.44
SAUR_a36,179,161,340,0.53,0.47
SAUR_a45,172,117,289,0.6,0.4
SAUR_a60,116,99,215,0.54,0.46
SAUR_a72,45,65,110,0.41,0.59
SAUR_a90,42,38,80,0.52,0.48
SUJU_a0,67,71,138,0.49,0.51
SUJU_a103,151,92,243,0.62,0.38
SUJU_a120,129,95,224,0.58,0.42
SUJU_a135,118,99,217,0.54,0.46
SUJU_a144,110,110,220,0.5,0.5
SUJU_a150,123,90,213,0.58,0.42
SUJU_a180,51,48,99,0.52,0.48
SUJU_a30,144,143,287,0.5,0.5
SUJU_a36,144,136,280,0.51,0.49
SUJU_a45,136,135,271,0.5,0.5
SUJU_a60,144,121,265,0.54,0.46
SUJU_a72,146,111,257,0.57,0.43
SUJU_a90,123,120,243,0.51,0.49
SUMA_a0,107,91,198,0.54,0.46
SUMA_a103,99,98,197,0.5,0.5
SUMA_a120,81,64,145,0.56,0.44
SUMA_a135,70,54,124,0.56,0.44
SUMA_a144,57,46,103,0.55,0.45
SUMA_a150,52,52,104,0.5,0.5
SUMA_a180,21,28,49,0.43,0.57
SUMA_a30,190,172,362,0.52,0.48
SUMA_a36,193,176,369,0.52,0.48
SUMA_a45,202,147,349,0.58,0.42
SUMA_a60,162,165,327,0.5,0.5
SUMA_a72,162,139,301,0.54,0.46
SUMA_a90,129,113,242,0.53,0.47
SUNE_a0,59,59,118,0.5,0.5
SUNE_a103,119,135,254,0.47,0.53
SUNE_a120,130,117,247,0.53,0.47
SUNE_a135,133,109,242,0.55,0.45
SUNE_a144,127,139,266,0.48,0.52
SUNE_a150,149,111,260,0.57,0.43
SUNE_a180,66,52,118,0.56,0.44
SUNE_a30,145,101,246,0.59,0.41
SUNE_a36,149,102,251,0.59,0.41
SUNE_a45,130,112,242,0.54,0.46
SUNE_a60,151,101,252,0.6,0.4
SUNE_a72,134,115,249,0.54,0.46
SUNE_a90,140,117,257,0.54,0.46
SUPL_a0,63,60,123,0.51,0.49
SUPL_a103,134,123,257,0.52,0.48
SUPL_a120,139,116,255,0.55,0.45
SUPL_a135,129,116,245,0.53,0.47
SUPL_a144,128,129,257,0.5,0.5
SUPL_a150,124,121,245,0.51,0.49
SUPL_a180,64,56,120,0.53,0.47
SUPL_a30,121,118,239,0.51,0.49
SUPL_a36,131,114,245,0.53,0.47
SUPL_a45,121,117,238,0.51,0.49
SUPL_a60,131,121,252,0.52,0.48
SUPL_a72,129,117,246,0.52,0.48
SUPL_a90,126,125,251,0.5,0.5
SUSA_a0,80,56,136,0.59,0.41
SUSA_a103,126,120,246,0.51,0.49
SUSA_a120,108,126,234,0.46,0.54
SUSA_a135,117,113,230,0.51,0.49
SUSA_a144,123,105,228,0.54,0.46
SUSA_a150,111,106,217,0.51,0.49
SUSA_a180,68,41,109,0.62,0.38
SUSA_a30,142,128,270,0.53,0.47
SUSA_a36,128,138,266,0.48,0.52
SUSA_a45,143,116,259,0.55,0.45
SUSA_a60,139,117,256,0.54,0.46
SUSA_a72,142,103,245,0.58,0.42
SUSA_a90,129,117,246,0.52,0.48
SUUR_a0,75,50,125,0.6,0.4
SUUR_a103,122,123,245,0.5,0.5
SUUR_a120,138,106,244,0.57,0.43
SUUR_a135,129,116,245,0.53,0.47
SUUR_a144,130,112,242,0.54,0.46
SUUR_a150,108,130,238,0.45,0.55
SUUR_a180,73,45,118,0.62,0.38
SUUR_a30,141,108,249,0.57,0.43
SUUR_a36,142,108,250,0.57,0.43
SUUR_a45,133,112,245,0.54,0.46
SUUR_a60,126,121,247,0.51,0.49
SUUR_a72,133,114,247,0.54,0.46
SUUR_a90,132,118,250,0.53,0.47
URNE_a0,272,255,527,0.52,0.48
URNE_a30,366,318,684,0.54,0.46
URNE_a36,304,299,603,0.5,0.5
URNE_a45,318,246,564,0.56,0.44
URPL_a103,169,150,319,0.53,0.47
URPL_a30,15,19,34,0.44,0.56
URPL_a36,280,263,543,0.52,0.48
URPL_a45,315,265,580,0.54,0.46
URPL_a60,362,277,639,0.57,0.43
URPL_a72,303,292,595,0.51,0.49
URPL_a90,264,256,520,0.51,0.49
VEJU_a0,89,63,152,0.59,0.41
VEJU_a103,135,105,240,0.56,0.44
VEJU_a120,147,97,244,0.6,0.4
VEJU_a135,119,107,226,0.53,0.47
VEJU_a144,122,110,232,0.53,0.47
VEJU_a150,128,88,216,0.59,0.41
VEJU_a180,51,65,116,0.44,0.56
VEJU_a30,142,117,259,0.55,0.45
VEJU_a36,154,129,283,0.54,0.46
VEJU_a45,134,110,244,0.55,0.45
VEJU_a60,152,129,281,0.54,0.46
VEJU_a72,177,120,297,0.6,0.4
VEJU_a90,132,119,251,0.53,0.47
VEMA_a0,126,124,250,0.5,0.5
VEMA_a103,151,138,289,0.52,0.48
VEMA_a120,102,109,211,0.48,0.52
VEMA_a135,54,53,107,0.5,0.5
VEMA_a144,46,53,99,0.46,0.54
VEMA_a150,57,37,94,0.61,0.39
VEMA_a180,34,14,48,0.71,0.29
VEMA_a30,155,153,308,0.5,0.5
VEMA_a36,155,143,298,0.52,0.48
VEMA_a45,177,148,325,0.54,0.46
VEMA_a60,162,153,315,0.51,0.49
VEMA_a72,123,124,247,0.5,0.5
VEMA_a90,144,110,254,0.57,0.43
VENE_a0,62,56,118,0.53,0.47
VENE_a103,145,103,248,0.58,0.42
VENE_a120,122,115,237,0.51,0.49
VENE_a135,146,108,254,0.57,0.43
VENE_a144,123,118,241,0.51,0.49
VENE_a150,126,123,249,0.51,0.49
VENE_a180,78,51,129,0.6,0.4
VENE_a30,137,118,255,0.54,0.46
VENE_a36,122,122,244,0.5,0.5
VENE_a45,143,102,245,0.58,0.42
VENE_a60,117,118,235,0.5,0.5
VENE_a72,114,116,230,0.5,0.5
VENE_a90,149,107,256,0.58,0.42
VEPL_a0,68,57,125,0.54,0.46
VEPL_a103,122,111,233,0.52,0.48
VEPL_a120,130,115,245,0.53,0.47
VEPL_a135,139,119,258,0.54,0.46
VEPL_a144,152,120,272,0.56,0.44
VEPL_a150,123,109,232,0.53,0.47
VEPL_a180,60,60,120,0.5,0.5
VEPL_a30,119,113,232,0.51,0.49
VEPL_a36,149,97,246,0.61,0.39
VEPL_a45,123,119,242,0.51,0.49
VEPL_a60,135,103,238,0.57,0.43
VEPL_a72,137,124,261,0.52,0.48
VEPL_a90,123,123,246,0.5,0.5
VESA_a0,60,63,123,0.49,0.51
VESA_a103,144,134,278,0.52,0.48
VESA_a120,134,109,243,0.55,0.45
VESA_a135,130,121,251,0.52,0.48
VESA_a144,118,95,213,0.55,0.45
VESA_a150,110,95,205,0.54,0.46
VESA_a180,51,65,116,0.44,0.56
VESA_a30,140,106,246,0.57,0.43
VESA_a36,147,135,282,0.52,0.48
VESA_a45,124,108,232,0.53,0.47
VESA_a60,126,120,246,0.51,0.49
VESA_a72,126,120,246,0.51,0.49
VESA_a90,135,111,246,0.55,0.45
VESU_a0,175,154,329,0.53,0.47
VESU_a30,433,342,775,0.56,0.44
VESU_a36,483,451,934,0.52,0.48
VESU_a45,1180,1022,2202,0.54,0.46
VEUR_a0,55,61,116,0.47,0.53
VEUR_a103,149,109,258,0.58,0.42
VEUR_a120,118,123,241,0.49,0.51
VEUR_a135,122,104,226,0.54,0.46
VEUR_a144,123,116,239,0.51,0.49
VEUR_a150,140,113,253,0.55,0.45
VEUR_a180,74,47,121,0.61,0.39
VEUR_a30,131,110,241,0.54,0.46
VEUR_a36,135,110,245,0.55,0.45
VEUR_a45,127,124,251,0.51,0.49
VEUR_a60,127,115,242,0.52,0.48
VEUR_a72,145,113,258,0.56,0.44
VEUR_a90,112,113,225,0.5,0.5
