PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(3,8]",Ceres,"(3,8]",1186,1104,2290,0.52,0.48
CE_3,Ceres,3,1570,1362,2932,0.54,0.46
"CE_[0,2]",Ceres,"[0,2]",2724,2442,5166,0.53,0.47
"CH_(3,4]",Chiron,"(3,4]",1180,1126,2306,0.51,0.49
"CH_(4,5]",Chiron,"(4,5]",1088,988,2076,0.52,0.48
"CH_(5,11]",Chiron,"(5,11]",1298,1044,2342,0.55,0.45
"CH_[0,3]",Chiron,"[0,3]",1914,1750,3664,0.52,0.48
"JN_(1,2]",Juno,"(1,2]",1764,1630,3394,0.52,0.48
"JN_(2,3]",Juno,"(2,3]",1509,1281,2790,0.54,0.46
"JN_(3,7]",Juno,"(3,7]",882,755,1637,0.54,0.46
"JN_[0,1]",Juno,"[0,1]",1325,1242,2567,0.52,0.48
"JU_(2,3]",Jupiter,"(2,3]",1551,1378,2929,0.53,0.47
"JU_(3,4]",Jupiter,"(3,4]",1200,1061,2261,0.53,0.47
"JU_(4,8]",Jupiter,"(4,8]",849,736,1585,0.54,0.46
"JU_[0,2]",Jupiter,"[0,2]",1880,1733,3613,0.52,0.48
"MA_(2,5]",Mars,"(2,5]",1148,973,2121,0.54,0.46
MA_2,Mars,2,1893,1762,3655,0.52,0.48
"MA_[0,1]",Mars,"[0,1]",2439,2173,4612,0.53,0.47
"ME_(1,3]",Mercury,"(1,3]",665,578,1243,0.53,0.47
ME_0,Mercury,0,1531,1374,2905,0.53,0.47
ME_1,Mercury,1,3284,2956,6240,0.53,0.47
"NE_(4,5]",Neptune,"(4,5]",1079,1009,2088,0.52,0.48
"NE_(5,6]",Neptune,"(5,6]",906,788,1694,0.53,0.47
"NE_(6,13]",Neptune,"(6,13]",1103,939,2042,0.54,0.46
"NE_[0,4]",Neptune,"[0,4]",2392,2172,4564,0.52,0.48
"NN_(2,3]",NNode,"(2,3]",1499,1254,2753,0.54,0.46
"NN_(3,4]",NNode,"(3,4]",1248,1159,2407,0.52,0.48
"NN_(4,9]",NNode,"(4,9]",1154,1091,2245,0.51,0.49
"NN_[0,2]",NNode,"[0,2]",1579,1404,2983,0.53,0.47
"PA_(2,3]",Pallas,"(2,3]",1586,1422,3008,0.53,0.47
"PA_(3,4]",Pallas,"(3,4]",1100,960,2060,0.53,0.47
"PA_(4,8]",Pallas,"(4,8]",621,571,1192,0.52,0.48
"PA_[0,2]",Pallas,"[0,2]",2173,1955,4128,0.53,0.47
"PH_(3,5]",Pholus,"(3,5]",2208,1951,4159,0.53,0.47
"PH_(5,6]",Pholus,"(5,6]",833,760,1593,0.52,0.48
"PH_(6,13]",Pholus,"(6,13]",931,857,1788,0.52,0.48
"PH_[0,3]",Pholus,"[0,3]",1508,1340,2848,0.53,0.47
"PL_(4,5]",Pluto,"(4,5]",1133,1046,2179,0.52,0.48
"PL_(5,6]",Pluto,"(5,6]",952,872,1824,0.52,0.48
"PL_(6,14]",Pluto,"(6,14]",1233,1127,2360,0.52,0.48
"PL_[0,4]",Pluto,"[0,4]",2162,1863,4025,0.54,0.46
"SA_(3,4]",Saturn,"(3,4]",1174,1059,2233,0.53,0.47
"SA_(4,5]",Saturn,"(4,5]",892,821,1713,0.52,0.48
"SA_(5,11]",Saturn,"(5,11]",1003,953,1956,0.51,0.49
"SA_[0,3]",Saturn,"[0,3]",2411,2075,4486,0.54,0.46
"SN_(3,4]",SNode,"(3,4]",1503,1253,2756,0.55,0.45
"SN_(4,5]",SNode,"(4,5]",1242,1182,2424,0.51,0.49
"SN_(5,10]",SNode,"(5,10]",1233,1120,2353,0.52,0.48
"SN_[1,3]",SNode,"[1,3]",1502,1353,2855,0.53,0.47
"SU_(1,2]",Sun,"(1,2]",1820,1558,3378,0.54,0.46
"SU_(2,4]",Sun,"(2,4]",376,333,709,0.53,0.47
SU_1,Sun,1,2516,2203,4719,0.53,0.47
"SU_[0,1)",Sun,"[0,1)",768,814,1582,0.49,0.51
"UR_(3,5]",Uranus,"(3,5]",2213,2011,4224,0.52,0.48
"UR_(5,6]",Uranus,"(5,6]",836,760,1596,0.52,0.48
"UR_(6,13]",Uranus,"(6,13]",874,829,1703,0.51,0.49
"UR_[0,3]",Uranus,"[0,3]",1557,1308,2865,0.54,0.46
"VE_(1,2]",Venus,"(1,2]",1359,1269,2628,0.52,0.48
"VE_(2,3]",Venus,"(2,3]",177,167,344,0.51,0.49
VE_1,Venus,1,2853,2477,5330,0.54,0.46
"VE_[0,1)",Venus,"[0,1)",1091,995,2086,0.52,0.48
"VS_(1,2]",Vesta,"(1,2]",1995,1786,3781,0.53,0.47
"VS_(2,3]",Vesta,"(2,3]",1183,1048,2231,0.53,0.47
"VS_(3,6]",Vesta,"(3,6]",472,374,846,0.56,0.44
"VS_[0,1]",Vesta,"[0,1]",1830,1700,3530,0.52,0.48
