PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_VM01,Ceres,Aswini,332,306,638,0.52,0.48
CE_VM02,Ceres,Bharani,261,240,501,0.52,0.48
CE_VM03,Ceres,Krittica,264,227,491,0.54,0.46
CE_VM04,Ceres,Rohini,239,246,485,0.49,0.51
CE_VM05,Ceres,Mrigashira,231,207,438,0.53,0.47
CE_VM06,Ceres,Ardra,210,194,404,0.52,0.48
CE_VM07,Ceres,Punavasu,247,226,473,0.52,0.48
CE_VM08,Ceres,Pushya,210,180,390,0.54,0.46
CE_VM09,Ceres,Ashlesha,276,239,515,0.54,0.46
CE_VM10,Ceres,Magha,201,173,374,0.54,0.46
CE_VM11,Ceres,PurvaPhalguni,189,193,382,0.49,0.51
CE_VM12,Ceres,UttaraPhalguni,198,195,393,0.5,0.5
CE_VM13,Ceres,Hasta,189,177,366,0.52,0.48
CE_VM14,Ceres,Chitra,247,204,451,0.55,0.45
CE_VM15,Ceres,Swati,227,165,392,0.58,0.42
CE_VM16,Ceres,Vishakha,235,233,468,0.5,0.5
CE_VM17,Ceres,Anuradha,291,224,515,0.57,0.43
CE_VM18,Ceres,Jyeshtha,297,241,538,0.55,0.45
CE_VM19,Ceres,Mula,237,240,477,0.5,0.5
CE_VM20,Ceres,PurvaAshada,261,218,479,0.54,0.46
CE_VM21,Ceres,UttaraAshada,278,253,531,0.52,0.48
CE_VM22,Ceres,Shravana,269,248,517,0.52,0.48
CE_VM23,Ceres,Danishtha,282,267,549,0.51,0.49
CE_VM24,Ceres,Shatabhisha,329,331,660,0.5,0.5
CE_VM25,Ceres,PurvaBhadrapada,262,266,528,0.5,0.5
CE_VM26,Ceres,UttaraBhadrapada,285,257,542,0.53,0.47
CE_VM27,Ceres,Revati,290,262,552,0.53,0.47
CH_VM01,Chiron,Aswini,429,469,898,0.48,0.52
CH_VM02,Chiron,Bharani,381,399,780,0.49,0.51
CH_VM03,Chiron,Krittica,365,327,692,0.53,0.47
CH_VM04,Chiron,Rohini,307,237,544,0.56,0.44
CH_VM05,Chiron,Mrigashira,213,220,433,0.49,0.51
CH_VM06,Chiron,Ardra,236,159,395,0.6,0.4
CH_VM07,Chiron,Punavasu,189,175,364,0.52,0.48
CH_VM08,Chiron,Pushya,148,115,263,0.56,0.44
CH_VM09,Chiron,Ashlesha,142,115,257,0.55,0.45
CH_VM10,Chiron,Magha,88,94,182,0.48,0.52
CH_VM11,Chiron,PurvaPhalguni,93,81,174,0.53,0.47
CH_VM12,Chiron,UttaraPhalguni,118,87,205,0.58,0.42
CH_VM13,Chiron,Hasta,147,95,242,0.61,0.39
CH_VM14,Chiron,Chitra,94,93,187,0.5,0.5
CH_VM15,Chiron,Swati,103,85,188,0.55,0.45
CH_VM16,Chiron,Vishakha,89,100,189,0.47,0.53
CH_VM17,Chiron,Anuradha,122,136,258,0.47,0.53
CH_VM18,Chiron,Jyeshtha,159,160,319,0.5,0.5
CH_VM19,Chiron,Mula,173,170,343,0.5,0.5
CH_VM20,Chiron,PurvaAshada,202,182,384,0.53,0.47
CH_VM21,Chiron,UttaraAshada,228,255,483,0.47,0.53
CH_VM22,Chiron,Shravana,302,291,593,0.51,0.49
CH_VM23,Chiron,Danishtha,343,313,656,0.52,0.48
CH_VM24,Chiron,Shatabhisha,459,397,856,0.54,0.46
CH_VM25,Chiron,PurvaBhadrapada,470,384,854,0.55,0.45
CH_VM26,Chiron,UttaraBhadrapada,700,583,1283,0.55,0.45
CH_VM27,Chiron,Revati,537,490,1027,0.52,0.48
JN_VM01,Juno,Aswini,176,151,327,0.54,0.46
JN_VM02,Juno,Bharani,135,141,276,0.49,0.51
JN_VM03,Juno,Krittica,194,169,363,0.53,0.47
JN_VM04,Juno,Rohini,143,119,262,0.55,0.45
JN_VM05,Juno,Mrigashira,148,125,273,0.54,0.46
JN_VM06,Juno,Ardra,171,159,330,0.52,0.48
JN_VM07,Juno,Punavasu,169,151,320,0.53,0.47
JN_VM08,Juno,Pushya,159,176,335,0.47,0.53
JN_VM09,Juno,Ashlesha,216,177,393,0.55,0.45
JN_VM10,Juno,Magha,254,211,465,0.55,0.45
JN_VM11,Juno,PurvaPhalguni,271,232,503,0.54,0.46
JN_VM12,Juno,UttaraPhalguni,289,284,573,0.5,0.5
JN_VM13,Juno,Hasta,394,345,739,0.53,0.47
JN_VM14,Juno,Chitra,393,358,751,0.52,0.48
JN_VM15,Juno,Swati,372,340,712,0.52,0.48
JN_VM16,Juno,Vishakha,404,366,770,0.52,0.48
JN_VM17,Juno,Anuradha,411,365,776,0.53,0.47
JN_VM18,Juno,Jyeshtha,398,390,788,0.51,0.49
JN_VM19,Juno,Mula,332,311,643,0.52,0.48
JN_VM20,Juno,PurvaAshada,316,274,590,0.54,0.46
JN_VM21,Juno,UttaraAshada,267,252,519,0.51,0.49
JN_VM22,Juno,Shravana,282,221,503,0.56,0.44
JN_VM23,Juno,Danishtha,228,221,449,0.51,0.49
JN_VM24,Juno,Shatabhisha,197,195,392,0.5,0.5
JN_VM25,Juno,PurvaBhadrapada,178,177,355,0.5,0.5
JN_VM26,Juno,UttaraBhadrapada,187,163,350,0.53,0.47
JN_VM27,Juno,Revati,153,139,292,0.52,0.48
JU_VM01,Jupiter,Aswini,272,282,554,0.49,0.51
JU_VM02,Jupiter,Bharani,121,104,225,0.54,0.46
JU_VM03,Jupiter,Krittica,263,245,508,0.52,0.48
JU_VM04,Jupiter,Rohini,262,231,493,0.53,0.47
JU_VM05,Jupiter,Mrigashira,130,114,244,0.53,0.47
JU_VM06,Jupiter,Ardra,336,284,620,0.54,0.46
JU_VM07,Jupiter,Punavasu,167,148,315,0.53,0.47
JU_VM08,Jupiter,Pushya,266,251,517,0.51,0.49
JU_VM09,Jupiter,Ashlesha,268,252,520,0.52,0.48
JU_VM10,Jupiter,Magha,156,189,345,0.45,0.55
JU_VM11,Jupiter,PurvaPhalguni,353,291,644,0.55,0.45
JU_VM12,Jupiter,UttaraPhalguni,142,163,305,0.47,0.53
JU_VM13,Jupiter,Hasta,343,320,663,0.52,0.48
JU_VM14,Jupiter,Chitra,220,197,417,0.53,0.47
JU_VM15,Jupiter,Swati,380,337,717,0.53,0.47
JU_VM16,Jupiter,Vishakha,261,246,507,0.51,0.49
JU_VM17,Jupiter,Anuradha,348,289,637,0.55,0.45
JU_VM18,Jupiter,Jyeshtha,348,261,609,0.57,0.43
JU_VM19,Jupiter,Mula,242,198,440,0.55,0.45
JU_VM20,Jupiter,PurvaAshada,378,326,704,0.54,0.46
JU_VM21,Jupiter,UttaraAshada,201,198,399,0.5,0.5
JU_VM22,Jupiter,Shravana,307,292,599,0.51,0.49
JU_VM23,Jupiter,Danishtha,272,225,497,0.55,0.45
JU_VM24,Jupiter,Shatabhisha,169,164,333,0.51,0.49
JU_VM25,Jupiter,PurvaBhadrapada,289,290,579,0.5,0.5
JU_VM26,Jupiter,UttaraBhadrapada,154,131,285,0.54,0.46
JU_VM27,Jupiter,Revati,189,184,373,0.51,0.49
MA_VM01,Mars,Aswini,261,225,486,0.54,0.46
MA_VM02,Mars,Bharani,242,233,475,0.51,0.49
MA_VM03,Mars,Krittica,244,227,471,0.52,0.48
MA_VM04,Mars,Rohini,264,231,495,0.53,0.47
MA_VM05,Mars,Mrigashira,273,240,513,0.53,0.47
MA_VM06,Mars,Ardra,303,246,549,0.55,0.45
MA_VM07,Mars,Punavasu,264,263,527,0.5,0.5
MA_VM08,Mars,Pushya,286,285,571,0.5,0.5
MA_VM09,Mars,Ashlesha,296,275,571,0.52,0.48
MA_VM10,Mars,Magha,314,276,590,0.53,0.47
MA_VM11,Mars,PurvaPhalguni,314,277,591,0.53,0.47
MA_VM12,Mars,UttaraPhalguni,292,260,552,0.53,0.47
MA_VM13,Mars,Hasta,297,257,554,0.54,0.46
MA_VM14,Mars,Chitra,261,272,533,0.49,0.51
MA_VM15,Mars,Swati,251,235,486,0.52,0.48
MA_VM16,Mars,Vishakha,263,219,482,0.55,0.45
MA_VM17,Mars,Anuradha,240,220,460,0.52,0.48
MA_VM18,Mars,Jyeshtha,230,194,424,0.54,0.46
MA_VM19,Mars,Mula,195,205,400,0.49,0.51
MA_VM20,Mars,PurvaAshada,210,207,417,0.5,0.5
MA_VM21,Mars,UttaraAshada,218,205,423,0.52,0.48
MA_VM22,Mars,Shravana,243,202,445,0.55,0.45
MA_VM23,Mars,Danishtha,195,196,391,0.5,0.5
MA_VM24,Mars,Shatabhisha,246,175,421,0.58,0.42
MA_VM25,Mars,PurvaBhadrapada,182,166,348,0.52,0.48
MA_VM26,Mars,UttaraBhadrapada,220,215,435,0.51,0.49
