
DAILY PLANET SPEED PHASE:

          Date Speed  Planet SpeedPhase  Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-08  0.37   Ceres     Direct 1161 1075  2236     0.52      0.48
 2: 2021-02-08  0.04  Chiron     Direct  846  798  1644     0.51      0.49
 3: 2021-02-08  0.25    Juno     Direct 1196 1090  2286     0.52      0.48
 4: 2021-02-08  0.24 Jupiter     Direct 1027  954  1981     0.52      0.48
 5: 2021-02-08  0.55    Mars     Direct 1356 1273  2629     0.52      0.48
 6: 2021-02-08 -1.18 Mercury Retrograde  297  272   569     0.52      0.48
 7: 2021-02-08 13.84    Moon     Direct 1557 1435  2992     0.52      0.48
 8: 2021-02-08  0.03 Neptune     Direct  785  748  1533     0.51      0.49
 9: 2021-02-08  1.00   NNode     Direct 1557 1435  2992     0.52      0.48
10: 2021-02-08  0.34  Pallas     Direct 1172 1097  2269     0.52      0.48
11: 2021-02-08  0.03  Pholus     Direct  811  738  1549     0.52      0.48
12: 2021-02-08  0.03   Pluto     Direct  801  731  1532     0.52      0.48
13: 2021-02-08  0.12  Saturn     Direct  895  831  1726     0.52      0.48
14: 2021-02-08  1.00   SNode     Direct 1557 1435  2992     0.52      0.48
15: 2021-02-08  1.01     Sun     Direct 1557 1435  2992     0.52      0.48
16: 2021-02-08  0.02  Uranus     Direct  856  791  1647     0.52      0.48
17: 2021-02-08  1.25   Venus     Direct 1409 1294  2703     0.52      0.48
18: 2021-02-08 -0.15   Vesta Retrograde  285  253   538     0.53      0.47

DAILY PLANET ZODIAC SIGN POSITION:

    pID       Date  Planet     ZodSign  Buy Sell DaysN BuyDays% SellDays%
 1:  CE 2021-02-08   Ceres      Pisces  171  175   346     0.49      0.51
 2:  CH 2021-02-08  Chiron       Aries  308  277   585     0.53      0.47
 3:  JN 2021-02-08    Juno Sagittarius  207  212   419     0.49      0.51
 4:  JU 2021-02-08 Jupiter    Aquarius  142  129   271     0.52      0.48
 5:  MA 2021-02-08    Mars      Taurus   88   88   176     0.50      0.50
 6:  ME 2021-02-08 Mercury    Aquarius  118  150   268     0.44      0.56
 7:  MO 2021-02-08    Moon   Capricorn  138  127   265     0.52      0.48
 8:  NE 2021-02-08 Neptune      Pisces 1046  964  2010     0.52      0.48
 9:  NN 2021-02-08   NNode      Gemini   95   69   164     0.58      0.42
10:  PA 2021-02-08  Pallas    Aquarius  118  138   256     0.46      0.54
11:  PH 2021-02-08  Pholus   Capricorn  299  267   566     0.53      0.47
12:  PL 2021-02-08   Pluto   Capricorn 1454 1339  2793     0.52      0.48
13:  SA 2021-02-08  Saturn    Aquarius   50   44    94     0.53      0.47
14:  SN 2021-02-08   SNode Sagittarius   95   69   164     0.58      0.42
15:  SU 2021-02-08     Sun    Aquarius  119  131   250     0.48      0.52
16:  UR 2021-02-08  Uranus      Taurus  302  281   583     0.52      0.48
17:  VE 2021-02-08   Venus    Aquarius  113   86   199     0.57      0.43
18:  VS 2021-02-08   Vesta       Virgo  142  115   257     0.55      0.45

DAILY PLANETS ASPECTS:

          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect  Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-08    0.92   0.23   1.88         0       4         0        5    Moon   Venus SemiQuintile  113   94   207     0.55      0.45
 2: 2021-02-08    0.70   0.03   1.43         0      23         1       24 Mercury  Pallas  Conjunction   36   13    49     0.73      0.27
 3: 2021-02-08    0.91   0.09   1.84         0       5         2        6    Moon   Vesta    BiSeptile  114  117   231     0.49      0.51
 4: 2021-02-08    0.41   0.02   0.88         0      23         2       24     Sun Neptune  SemiSextile   44   31    75     0.59      0.41
 5: 2021-02-08    0.92   0.04   1.65         2       8         5        7    Moon     Sun   SemiSquare  119   87   206     0.58      0.42
 6: 2021-02-08    0.93   0.13   1.73         4       9         6        6    Moon Mercury   SemiSquare  103  104   207     0.50      0.50
 7: 2021-02-08    0.99   0.06   1.78         3       9         6        7    Moon  Pholus  Conjunction   59   56   115     0.51      0.49
 8: 2021-02-08    0.98   0.05   1.75         4      10         7        7    Moon Jupiter SemiQuintile  124  124   248     0.50      0.50
 9: 2021-02-08    0.97   0.07   1.76         4      10         7        7    Moon  Pallas   SemiSquare  123   89   212     0.58      0.42
10: 2021-02-08    1.01   0.20   1.91         5      11         8        7    Moon  Chiron       Square  116  106   222     0.52      0.48
11: 2021-02-08    1.14   0.28   2.00         4      11         8        8    Moon  Saturn  SemiSextile  119  104   223     0.53      0.47
12: 2021-02-08    0.98   0.00   1.72         6      12         9        7    Moon  Uranus        Trine  123  100   223     0.55      0.45
13: 2021-02-08    0.30   0.00   0.68         0      23         9       24     Sun   Vesta     Quincunx   17   17    34     0.50      0.50
14: 2021-02-08    0.31   0.00   0.67         0      23        10       24 Mercury  Pholus   SemiSquare   42   46    88     0.48      0.52
15: 2021-02-08    0.99   0.06   1.77         7      13        10        7    Moon Neptune     Quintile  112  117   229     0.49      0.51
16: 2021-02-08    0.91   0.06   1.62         9      15        12        7    Moon   Venus  SemiSextile  108  105   213     0.51      0.49
17: 2021-02-08    0.57   0.02   1.26         0      23        14       24 Mercury     Sun  Conjunction   93   92   185     0.50      0.50
18: 2021-02-08    1.13   0.26   1.99        14      21        18        8    Moon Jupiter  SemiSextile  113  131   244     0.46      0.54
19: 2021-02-08    0.36   0.00   0.82         0      23        19       24 Mercury   Vesta     Quincunx   25   28    53     0.47      0.53
20: 2021-02-08    0.33   0.02   0.76         0      23        19       24     Sun  Pholus   SemiSquare   47   24    71     0.66      0.34
21: 2021-02-08    0.23   0.00   0.51         0      23        20       24    Mars   NNode  SemiSextile   25   17    42     0.60      0.40
22: 2021-02-08    0.23   0.00   0.51         0      23        20       24    Mars   SNode     Quincunx   25   17    42     0.60      0.40
23: 2021-02-08    0.96   0.03   1.70        17      23        20        7    Moon   Ceres     Quintile  115  106   221     0.52      0.48
24: 2021-02-08    0.93   0.22   1.65        18      23        21        6    Moon Mercury SemiQuintile   98  108   206     0.48      0.52
25: 2021-02-08    0.72   0.09   1.51        19      23        22        5    Moon     Sun SemiQuintile  113   97   210     0.54      0.46
26: 2021-02-08    0.24   0.08   0.40         0      23        23       24   Ceres   Pluto      Sextile   15    9    24     0.62      0.38
27: 2021-02-08    0.62   0.03   1.20         0      23        23       24 Mercury Neptune  SemiSextile   41   40    81     0.51      0.49
28: 2021-02-08    1.13   0.29   1.97        20      23        23        4    Moon    Juno  SemiSextile  117  108   225     0.52      0.48
