PlanetSpeedPhase,Planet,SpeedPhase,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_DIR,Ceres,Direct,2442,2394,4836,0.5,0.5
CE_RET,Ceres,Retrograde,668,647,1315,0.51,0.49
CE_STA,Ceres,Stationary,120,95,215,0.56,0.44
CH_DIR,Chiron,Direct,1881,1821,3702,0.51,0.49
CH_RET,Chiron,Retrograde,1188,1169,2357,0.5,0.5
CH_STA,Chiron,Stationary,161,146,307,0.52,0.48
JN_DIR,Juno,Direct,2444,2342,4786,0.51,0.49
JN_RET,Juno,Retrograde,668,660,1328,0.5,0.5
JN_STA,Juno,Stationary,118,134,252,0.47,0.53
JU_DIR,Jupiter,Direct,2127,2110,4237,0.5,0.5
JU_RET,Jupiter,Retrograde,963,867,1830,0.53,0.47
JU_STA,Jupiter,Stationary,140,159,299,0.47,0.53
MA_DIR,Mars,Direct,2843,2764,5607,0.51,0.49
MA_RET,Mars,Retrograde,315,298,613,0.51,0.49
MA_STA,Mars,Stationary,72,74,146,0.49,0.51
ME_DIR,Mercury,Direct,2497,2439,4936,0.51,0.49
ME_RET,Mercury,Retrograde,630,602,1232,0.51,0.49
ME_STA,Mercury,Stationary,103,95,198,0.52,0.48
MO_DIR,Moon,Direct,3230,3136,6366,0.51,0.49
NE_DIR,Neptune,Direct,1731,1624,3355,0.52,0.48
NE_RET,Neptune,Retrograde,1179,1208,2387,0.49,0.51
NE_STA,Neptune,Stationary,320,304,624,0.51,0.49
NN_DIR,NNode,Direct,3230,3136,6366,0.51,0.49
PA_DIR,Pallas,Direct,2419,2340,4759,0.51,0.49
PA_RET,Pallas,Retrograde,719,688,1407,0.51,0.49
PA_STA,Pallas,Stationary,92,108,200,0.46,0.54
PH_DIR,Pholus,Direct,1732,1677,3409,0.51,0.49
PH_RET,Pholus,Retrograde,1297,1247,2544,0.51,0.49
PH_STA,Pholus,Stationary,201,212,413,0.49,0.51
PL_DIR,Pluto,Direct,1700,1603,3303,0.51,0.49
PL_RET,Pluto,Retrograde,1205,1205,2410,0.5,0.5
PL_STA,Pluto,Stationary,325,328,653,0.5,0.5
SA_DIR,Saturn,Direct,1909,1885,3794,0.5,0.5
SA_RET,Saturn,Retrograde,1121,1070,2191,0.51,0.49
SA_STA,Saturn,Stationary,200,181,381,0.52,0.48
SN_DIR,SNode,Direct,3230,3136,6366,0.51,0.49
SU_DIR,Sun,Direct,3230,3136,6366,0.51,0.49
UR_DIR,Uranus,Direct,1860,1714,3574,0.52,0.48
UR_RET,Uranus,Retrograde,1181,1200,2381,0.5,0.5
UR_STA,Uranus,Stationary,189,222,411,0.46,0.54
VE_DIR,Venus,Direct,2961,2832,5793,0.51,0.49
VE_RET,Venus,Retrograde,208,242,450,0.46,0.54
VE_STA,Venus,Stationary,61,62,123,0.5,0.5
VS_DIR,Vesta,Direct,2524,2485,5009,0.5,0.5
VS_RET,Vesta,Retrograde,606,552,1158,0.52,0.48
VS_STA,Vesta,Stationary,100,99,199,0.5,0.5
