PlanetsAspect,PlanetX,PlanetY,Aspect,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CH_a0,Ceres,Chiron,Conjunction,21,17,38,0.55,0.45
CE_CH_a103,Ceres,Chiron,BiSeptile,106,94,200,0.53,0.47
CE_CH_a120,Ceres,Chiron,Trine,75,64,139,0.54,0.46
CE_CH_a135,Ceres,Chiron,SesquiSquare,77,70,147,0.52,0.48
CE_CH_a144,Ceres,Chiron,BiQuintile,59,59,118,0.5,0.5
CE_CH_a150,Ceres,Chiron,Quincunx,56,36,92,0.61,0.39
CE_CH_a180,Ceres,Chiron,Opposition,50,43,93,0.54,0.46
CE_CH_a30,Ceres,Chiron,SemiSextile,78,80,158,0.49,0.51
CE_CH_a36,Ceres,Chiron,SemiQuintile,90,82,172,0.52,0.48
CE_CH_a45,Ceres,Chiron,SemiSquare,70,56,126,0.56,0.44
CE_CH_a60,Ceres,Chiron,Sextile,56,52,108,0.52,0.48
CE_CH_a72,Ceres,Chiron,Quintile,60,81,141,0.43,0.57
CE_CH_a90,Ceres,Chiron,Square,71,69,140,0.51,0.49
CE_JU_a0,Ceres,Jupiter,Conjunction,33,29,62,0.53,0.47
CE_JU_a103,Ceres,Jupiter,BiSeptile,85,88,173,0.49,0.51
CE_JU_a120,Ceres,Jupiter,Trine,30,25,55,0.55,0.45
CE_JU_a135,Ceres,Jupiter,SesquiSquare,99,86,185,0.54,0.46
CE_JU_a144,Ceres,Jupiter,BiQuintile,85,76,161,0.53,0.47
CE_JU_a150,Ceres,Jupiter,Quincunx,69,65,134,0.51,0.49
CE_JU_a180,Ceres,Jupiter,Opposition,36,34,70,0.51,0.49
CE_JU_a30,Ceres,Jupiter,SemiSextile,63,63,126,0.5,0.5
CE_JU_a36,Ceres,Jupiter,SemiQuintile,106,116,222,0.48,0.52
CE_JU_a45,Ceres,Jupiter,SemiSquare,70,69,139,0.5,0.5
CE_JU_a60,Ceres,Jupiter,Sextile,54,59,113,0.48,0.52
CE_JU_a72,Ceres,Jupiter,Quintile,38,36,74,0.51,0.49
CE_JU_a90,Ceres,Jupiter,Square,68,71,139,0.49,0.51
CE_NE_a0,Ceres,Neptune,Conjunction,49,41,90,0.54,0.46
CE_NE_a103,Ceres,Neptune,BiSeptile,56,50,106,0.53,0.47
CE_NE_a120,Ceres,Neptune,Trine,87,83,170,0.51,0.49
CE_NE_a135,Ceres,Neptune,SesquiSquare,67,63,130,0.52,0.48
CE_NE_a144,Ceres,Neptune,BiQuintile,54,48,102,0.53,0.47
CE_NE_a150,Ceres,Neptune,Quincunx,62,70,132,0.47,0.53
CE_NE_a180,Ceres,Neptune,Opposition,17,17,34,0.5,0.5
