PlanetAspectCountRange,Planet,Aspect,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_a0_(0,4]",Ceres,a0,"(0,4]",609,527,1136,0.54,0.46
CE_a0_0,Ceres,a0,0,2572,2563,5135,0.5,0.5
"CE_a103_(0,1]",Ceres,a103,"(0,1]",870,874,1744,0.5,0.5
"CE_a103_(1,6]",Ceres,a103,"(1,6]",205,213,418,0.49,0.51
CE_a103_0,Ceres,a103,0,2106,2003,4109,0.51,0.49
"CE_a120_(0,1]",Ceres,a120,"(0,1]",900,907,1807,0.5,0.5
"CE_a120_(1,4]",Ceres,a120,"(1,4]",209,204,413,0.51,0.49
CE_a120_0,Ceres,a120,0,2072,1979,4051,0.51,0.49
"CE_a135_(0,1]",Ceres,a135,"(0,1]",924,836,1760,0.52,0.48
"CE_a135_(1,4]",Ceres,a135,"(1,4]",212,195,407,0.52,0.48
CE_a135_0,Ceres,a135,0,2045,2059,4104,0.5,0.5
"CE_a144_(0,1]",Ceres,a144,"(0,1]",887,853,1740,0.51,0.49
"CE_a144_(1,5]",Ceres,a144,"(1,5]",237,240,477,0.5,0.5
CE_a144_0,Ceres,a144,0,2057,1997,4054,0.51,0.49
"CE_a150_(0,1]",Ceres,a150,"(0,1]",924,864,1788,0.52,0.48
"CE_a150_(1,5]",Ceres,a150,"(1,5]",192,196,388,0.49,0.51
CE_a150_0,Ceres,a150,0,2065,2030,4095,0.5,0.5
"CE_a180_(0,3]",Ceres,a180,"(0,3]",590,574,1164,0.51,0.49
CE_a180_0,Ceres,a180,0,2591,2516,5107,0.51,0.49
"CE_a30_(0,1]",Ceres,a30,"(0,1]",1027,935,1962,0.52,0.48
"CE_a30_(1,4]",Ceres,a30,"(1,4]",321,306,627,0.51,0.49
CE_a30_0,Ceres,a30,0,1833,1849,3682,0.5,0.5
"CE_a36_(0,1]",Ceres,a36,"(0,1]",929,898,1827,0.51,0.49
"CE_a36_(1,5]",Ceres,a36,"(1,5]",390,358,748,0.52,0.48
CE_a36_0,Ceres,a36,0,1862,1834,3696,0.5,0.5
"CE_a45_(0,1]",Ceres,a45,"(0,1]",982,1014,1996,0.49,0.51
"CE_a45_(1,5]",Ceres,a45,"(1,5]",312,267,579,0.54,0.46
CE_a45_0,Ceres,a45,0,1887,1809,3696,0.51,0.49
"CE_a60_(0,1]",Ceres,a60,"(0,1]",902,888,1790,0.5,0.5
"CE_a60_(1,4]",Ceres,a60,"(1,4]",208,239,447,0.47,0.53
CE_a60_0,Ceres,a60,0,2071,1963,4034,0.51,0.49
"CE_a72_(0,1]",Ceres,a72,"(0,1]",911,930,1841,0.49,0.51
"CE_a72_(1,4]",Ceres,a72,"(1,4]",178,206,384,0.46,0.54
CE_a72_0,Ceres,a72,0,2092,1954,4046,0.52,0.48
"CE_a90_(0,1]",Ceres,a90,"(0,1]",800,785,1585,0.5,0.5
"CE_a90_(1,5]",Ceres,a90,"(1,5]",210,205,415,0.51,0.49
CE_a90_0,Ceres,a90,0,2171,2100,4271,0.51,0.49
"CH_a0_(0,3]",Chiron,a0,"(0,3]",662,702,1364,0.49,0.51
CH_a0_0,Chiron,a0,0,2519,2388,4907,0.51,0.49
"CH_a103_(0,1]",Chiron,a103,"(0,1]",927,915,1842,0.5,0.5
"CH_a103_(1,4]",Chiron,a103,"(1,4]",194,204,398,0.49,0.51
CH_a103_0,Chiron,a103,0,2060,1971,4031,0.51,0.49
"CH_a120_(0,1]",Chiron,a120,"(0,1]",749,724,1473,0.51,0.49
"CH_a120_(1,4]",Chiron,a120,"(1,4]",163,163,326,0.5,0.5
CH_a120_0,Chiron,a120,0,2269,2203,4472,0.51,0.49
"CH_a135_(0,1]",Chiron,a135,"(0,1]",756,701,1457,0.52,0.48
"CH_a135_(1,4]",Chiron,a135,"(1,4]",185,169,354,0.52,0.48
CH_a135_0,Chiron,a135,0,2240,2220,4460,0.5,0.5
"CH_a144_(0,1]",Chiron,a144,"(0,1]",775,745,1520,0.51,0.49
"CH_a144_(1,4]",Chiron,a144,"(1,4]",187,157,344,0.54,0.46
CH_a144_0,Chiron,a144,0,2219,2188,4407,0.5,0.5
"CH_a150_(0,1]",Chiron,a150,"(0,1]",857,817,1674,0.51,0.49
"CH_a150_(1,5]",Chiron,a150,"(1,5]",175,157,332,0.53,0.47
CH_a150_0,Chiron,a150,0,2149,2116,4265,0.5,0.5
"CH_a180_(0,4]",Chiron,a180,"(0,4]",563,557,1120,0.5,0.5
CH_a180_0,Chiron,a180,0,2618,2533,5151,0.51,0.49
"CH_a30_(1,5]",Chiron,a30,"(1,5]",562,578,1140,0.49,0.51
CH_a30_0,Chiron,a30,0,1145,1102,2247,0.51,0.49
CH_a30_1,Chiron,a30,1,1474,1410,2884,0.51,0.49
