PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_ARI,Ceres,Aries,280,276,556,0.5,0.5
CE_Z02_TAU,Ceres,Taurus,266,254,520,0.51,0.49
CE_Z03_GEM,Ceres,Gemini,251,246,497,0.51,0.49
CE_Z04_CAN,Ceres,Cancer,212,234,446,0.48,0.52
CE_Z05_LEO,Ceres,Leo,186,209,395,0.47,0.53
CE_Z06_VIR,Ceres,Virgo,225,223,448,0.5,0.5
CE_Z07_LIB,Ceres,Libra,219,231,450,0.49,0.51
CE_Z08_SCO,Ceres,Scorpio,248,202,450,0.55,0.45
CE_Z09_SAG,Ceres,Sagittarius,272,237,509,0.53,0.47
CE_Z10_CAP,Ceres,Capricorn,323,295,618,0.52,0.48
CE_Z11_AQU,Ceres,Aquarius,337,303,640,0.53,0.47
CE_Z12_PIS,Ceres,Pisces,367,384,751,0.49,0.51
CH_Z01_ARI,Chiron,Aries,315,306,621,0.51,0.49
CH_Z07_LIB,Chiron,Libra,72,69,141,0.51,0.49
CH_Z08_SCO,Chiron,Scorpio,261,234,495,0.53,0.47
CH_Z09_SAG,Chiron,Sagittarius,359,323,682,0.53,0.47
CH_Z10_CAP,Chiron,Capricorn,443,480,923,0.48,0.52
CH_Z11_AQU,Chiron,Aquarius,710,668,1378,0.52,0.48
CH_Z12_PIS,Chiron,Pisces,1026,1014,2040,0.5,0.5
JN_Z01_ARI,Juno,Aries,184,142,326,0.56,0.44
JN_Z02_TAU,Juno,Taurus,175,158,333,0.53,0.47
JN_Z03_GEM,Juno,Gemini,203,173,376,0.54,0.46
JN_Z04_CAN,Juno,Cancer,115,138,253,0.45,0.55
JN_Z05_LEO,Juno,Leo,299,260,559,0.53,0.47
JN_Z06_VIR,Juno,Virgo,294,263,557,0.53,0.47
JN_Z07_LIB,Juno,Libra,401,401,802,0.5,0.5
JN_Z08_SCO,Juno,Scorpio,387,469,856,0.45,0.55
JN_Z09_SAG,Juno,Sagittarius,366,351,717,0.51,0.49
JN_Z10_CAP,Juno,Capricorn,308,315,623,0.49,0.51
JN_Z11_AQU,Juno,Aquarius,295,273,568,0.52,0.48
JN_Z12_PIS,Juno,Pisces,159,151,310,0.51,0.49
JU_Z01_ARI,Jupiter,Aries,161,179,340,0.47,0.53
JU_Z02_TAU,Jupiter,Taurus,208,241,449,0.46,0.54
JU_Z03_GEM,Jupiter,Gemini,293,248,541,0.54,0.46
JU_Z04_CAN,Jupiter,Cancer,271,278,549,0.49,0.51
JU_Z05_LEO,Jupiter,Leo,294,264,558,0.53,0.47
JU_Z06_VIR,Jupiter,Virgo,261,304,565,0.46,0.54
JU_Z07_LIB,Jupiter,Libra,288,274,562,0.51,0.49
JU_Z08_SCO,Jupiter,Scorpio,295,268,563,0.52,0.48
JU_Z09_SAG,Jupiter,Sagittarius,285,245,530,0.54,0.46
JU_Z10_CAP,Jupiter,Capricorn,285,296,581,0.49,0.51
JU_Z11_AQU,Jupiter,Aquarius,305,275,580,0.53,0.47
JU_Z12_PIS,Jupiter,Pisces,240,222,462,0.52,0.48
MA_Z01_ARI,Mars,Aries,252,241,493,0.51,0.49
MA_Z02_TAU,Mars,Taurus,269,245,514,0.52,0.48
MA_Z03_GEM,Mars,Gemini,226,215,441,0.51,0.49
MA_Z04_CAN,Mars,Cancer,227,249,476,0.48,0.52
MA_Z05_LEO,Mars,Leo,274,272,546,0.5,0.5
MA_Z06_VIR,Mars,Virgo,332,302,634,0.52,0.48
MA_Z07_LIB,Mars,Libra,317,343,660,0.48,0.52
MA_Z08_SCO,Mars,Scorpio,257,312,569,0.45,0.55
MA_Z09_SAG,Mars,Sagittarius,302,280,582,0.52,0.48
MA_Z10_CAP,Mars,Capricorn,244,181,425,0.57,0.43
MA_Z11_AQU,Mars,Aquarius,246,217,463,0.53,0.47
MA_Z12_PIS,Mars,Pisces,240,237,477,0.5,0.5
ME_Z01_ARI,Mercury,Aries,255,255,510,0.5,0.5
ME_Z02_TAU,Mercury,Taurus,232,231,463,0.5,0.5
ME_Z03_GEM,Mercury,Gemini,217,228,445,0.49,0.51
ME_Z04_CAN,Mercury,Cancer,253,240,493,0.51,0.49
ME_Z05_LEO,Mercury,Leo,250,274,524,0.48,0.52
ME_Z06_VIR,Mercury,Virgo,250,260,510,0.49,0.51
ME_Z07_LIB,Mercury,Libra,245,253,498,0.49,0.51
ME_Z08_SCO,Mercury,Scorpio,296,292,588,0.5,0.5
ME_Z09_SAG,Mercury,Sagittarius,319,289,608,0.52,0.48
ME_Z10_CAP,Mercury,Capricorn,292,278,570,0.51,0.49
ME_Z11_AQU,Mercury,Aquarius,279,258,537,0.52,0.48
ME_Z12_PIS,Mercury,Pisces,298,236,534,0.56,0.44
MO_Z01_ARI,Moon,Aries,254,272,526,0.48,0.52
MO_Z02_TAU,Moon,Taurus,263,256,519,0.51,0.49
MO_Z03_GEM,Moon,Gemini,251,261,512,0.49,0.51
MO_Z04_CAN,Moon,Cancer,286,244,530,0.54,0.46
MO_Z05_LEO,Moon,Leo,249,267,516,0.48,0.52
MO_Z06_VIR,Moon,Virgo,262,262,524,0.5,0.5
MO_Z07_LIB,Moon,Libra,288,239,527,0.55,0.45
MO_Z08_SCO,Moon,Scorpio,256,265,521,0.49,0.51
MO_Z09_SAG,Moon,Sagittarius,268,257,525,0.51,0.49
MO_Z10_CAP,Moon,Capricorn,269,263,532,0.51,0.49
MO_Z11_AQU,Moon,Aquarius,268,256,524,0.51,0.49
MO_Z12_PIS,Moon,Pisces,272,252,524,0.52,0.48
NE_Z10_CAP,Neptune,Capricorn,206,174,380,0.54,0.46
NE_Z11_AQU,Neptune,Aquarius,1748,1726,3474,0.5,0.5
NE_Z12_PIS,Neptune,Pisces,1232,1194,2426,0.51,0.49
NN_Z01_ARI,NNode,Aries,228,175,403,0.57,0.43
NN_Z02_TAU,NNode,Taurus,180,224,404,0.45,0.55
NN_Z03_GEM,NNode,Gemini,286,307,593,0.48,0.52
NN_Z04_CAN,NNode,Cancer,405,384,789,0.51,0.49
NN_Z05_LEO,NNode,Leo,392,414,806,0.49,0.51
NN_Z06_VIR,NNode,Virgo,416,390,806,0.52,0.48
