PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
CE_NE_a30,1,170,0,0.005,0,0,0.004,-0.015,0.019,0.034,0.265,1.692,0
CH_NE_a90,1,80,0.001,0.005,0.001,0.001,0.004,-0.02,0.012,0.032,-1.11,3.356,0.001
JN_NE_a72,1,148,0,0.006,0,0,0.004,-0.02,0.017,0.037,-0.234,1.255,0
JN_NN_a180,1,65,-0.001,0.005,-0.001,-0.001,0.004,-0.02,0.011,0.031,-0.95,3.122,0.001
JN_SN_a0,1,65,-0.001,0.005,-0.001,-0.001,0.004,-0.02,0.011,0.031,-0.95,3.122,0.001
MA_PA_a90,1,218,0,0.008,0,0,0.004,-0.052,0.056,0.109,0.123,22.524,0.001
MA_PH_a36,1,161,0,0.008,0,0,0.004,-0.021,0.081,0.102,5.392,51.204,0.001
MA_PL_a90,1,153,-0.001,0.004,0,0,0.004,-0.017,0.013,0.029,-0.583,1.994,0
ME_JU_a60,1,137,0.001,0.005,0,0.001,0.004,-0.009,0.028,0.037,1.265,5.472,0
ME_MA_a72,1,202,0,0.005,0,0,0.004,-0.019,0.028,0.047,0.363,3.819,0
ME_PH_a36,1,186,0,0.005,0.001,0.001,0.004,-0.015,0.013,0.027,-0.171,0.236,0
ME_SA_a135,1,171,0,0.005,0,0,0.004,-0.013,0.019,0.032,0.15,1.372,0
ME_VE_a36,1,389,0,0.015,0,0,0.004,-0.156,0.185,0.341,1.835,101.879,0.001
MO_ME_a72,1,451,0,0.005,0,0,0.005,-0.027,0.018,0.045,-0.32,2.439,0
MO_NE_a144,1,468,0,0.005,0,0,0.004,-0.045,0.022,0.067,-1.489,10.759,0
MO_PH_a36,1,460,0,0.005,0,0,0.005,-0.027,0.028,0.055,0.288,3.192,0
MO_PL_a90,1,477,0,0.005,0,0,0.004,-0.019,0.022,0.041,-0.094,1.609,0
MO_SA_a150,1,457,0,0.011,0,0,0.004,-0.093,0.185,0.278,9.224,187.911,0.001
MO_SU_a72,1,445,0,0.005,0,0,0.004,-0.022,0.023,0.045,-0.256,3.494,0
MO_UR_a150,1,467,0,0.005,0,0,0.004,-0.022,0.017,0.04,-0.159,2.158,0
MO_VE_a36,1,439,0,0.005,0,0,0.004,-0.022,0.028,0.05,0.23,3.966,0
NN_SN_a180,1,6292,0,0.006,0,0,0.004,-0.156,0.185,0.341,1.21,199.134,0
PA_PL_a0,1,117,0,0.005,0,0,0.005,-0.015,0.015,0.03,0.082,0.437,0
SA_PL_a120,1,155,0,0.009,0,0,0.004,-0.052,0.056,0.109,-0.143,17.973,0.001
SA_UR_a60,1,91,0.001,0.005,0.001,0.001,0.003,-0.02,0.012,0.031,-0.879,3.221,0.001
SN_NE_a72,1,129,0,0.006,0,0,0.005,-0.025,0.023,0.048,-0.059,3.124,0.001
SU_CE_a45,1,189,0,0.007,0,0,0.004,-0.052,0.056,0.109,0.571,31.301,0.001
SU_JN_a144,1,113,0,0.004,0.001,0,0.004,-0.012,0.011,0.023,-0.225,0.047,0
SU_JU_a60,1,166,0,0.005,0,0,0.004,-0.025,0.019,0.043,-0.084,3.603,0
SU_NE_a72,1,143,0.001,0.005,0.001,0.001,0.004,-0.013,0.017,0.03,0.272,1.365,0
SU_NN_a36,1,150,-0.001,0.005,-0.001,-0.001,0.004,-0.017,0.023,0.04,0.248,3.631,0
SU_PH_a36,1,170,-0.001,0.006,-0.001,0,0.004,-0.023,0.023,0.046,-0.222,2.665,0
SU_SN_a144,1,150,-0.001,0.005,-0.001,-0.001,0.004,-0.017,0.023,0.04,0.248,3.631,0
SU_VS_a45,1,195,0,0.005,0,0,0.004,-0.023,0.022,0.044,-0.482,3.737,0
UR_PL_a60,1,251,0,0.005,0.001,0.001,0.004,-0.02,0.017,0.037,-0.376,0.816,0
VE_MA_a36,1,177,-0.001,0.005,-0.001,-0.001,0.005,-0.02,0.016,0.036,-0.574,2.038,0
VE_PH_a0,1,85,0,0.005,0,0,0.004,-0.023,0.013,0.036,-1.139,4.095,0.001
VE_SU_a36,1,549,0,0.006,0,0,0.004,-0.032,0.028,0.06,-0.428,4.571,0
VS_CE_a0,1,80,0,0.004,0,0,0.003,-0.02,0.009,0.029,-1.704,8.041,0
MO_MA_a0,1,229,0.001,0.005,0.001,0.001,0.004,-0.018,0.017,0.035,-0.23,1.085,0
MO_PA_a90,1,460,0,0.005,0,0,0.004,-0.027,0.016,0.043,-0.334,3.043,0
MO_JN_a150,1,460,0,0.006,0,0,0.004,-0.052,0.021,0.073,-2.656,22.766,0
MO_NN_a30,1,463,0,0.005,0,0,0.004,-0.027,0.017,0.044,-0.257,3.125,0
MO_SN_a150,1,463,0,0.005,0,0,0.004,-0.027,0.017,0.044,-0.257,3.125,0
MO_UR_a144,1,470,0,0.005,0,0,0.004,-0.022,0.028,0.05,-0.016,4.424,0
MO_PH_a30,1,473,0,0.005,0,0,0.004,-0.027,0.023,0.05,-0.209,3.141,0
MO_VE_a30,1,443,0,0.005,0,0,0.004,-0.018,0.026,0.044,0.361,3.046,0
MO_CH_a45,1,472,0,0.005,0,0,0.004,-0.022,0.023,0.045,-0.066,2.59,0
MO_NE_a135,1,468,0,0.006,0,0,0.004,-0.045,0.02,0.064,-1.081,9.812,0
SU_MA_a72,1,191,0,0.007,0,0,0.004,-0.045,0.031,0.075,-1.083,12.972,0
MO_CE_a103,1,460,0,0.005,0,0,0.004,-0.023,0.026,0.05,0.344,3.47,0
MO_JU_a120,1,468,0,0.006,0,0,0.004,-0.025,0.056,0.081,1.9,21.398,0
MO_SU_a60,1,446,0,0.006,0,0,0.004,-0.045,0.029,0.074,-0.918,10.553,0
JN_PA_a120,1,295,0,0.006,0,0,0.005,-0.022,0.018,0.04,-0.145,1.199,0
MO_VS_a103,1,464,0,0.006,0,0,0.004,-0.025,0.081,0.105,4.32,56.212,0
MO_UR_a135,1,465,0,0.005,0,0,0.004,-0.026,0.028,0.054,-0.578,5.182,0
PA_NN_a60,1,134,0,0.005,0.001,0,0.003,-0.02,0.031,0.051,1.108,11.881,0
PA_SN_a120,1,134,0,0.005,0.001,0,0.003,-0.02,0.031,0.051,1.108,11.881,0
MO_ME_a60,1,438,0,0.006,0,0,0.004,-0.052,0.023,0.075,-1.874,15.925,0
MO_CH_a36,1,463,0,0.005,0,0,0.004,-0.02,0.023,0.043,0.099,2,0
ME_UR_a72,1,151,0,0.005,0,0,0.004,-0.02,0.01,0.03,-0.885,2.29,0
SU_SA_a135,1,130,0,0.007,0,0,0.004,-0.022,0.056,0.079,2.945,26.267,0.001
MO_PL_a72,1,467,0,0.005,0,0,0.004,-0.019,0.028,0.047,0.402,3.514,0
MA_JN_a150,1,122,0,0.007,0,0,0.004,-0.045,0.031,0.075,-1.804,18.516,0.001
MA_NN_a30,1,153,0,0.005,0,0,0.003,-0.02,0.014,0.034,-0.688,2.624,0
MA_SN_a150,1,153,0,0.005,0,0,0.003,-0.02,0.014,0.034,-0.688,2.624,0
