PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
MO_VM16,Moon,Vishakha,124,109,233,0.53,0.47
MO_VM17,Moon,Anuradha,122,110,232,0.53,0.47
MO_VM18,Moon,Jyeshtha,125,111,236,0.53,0.47
MO_VM19,Moon,Mula,116,119,235,0.49,0.51
MO_VM20,Moon,PurvaAshada,118,119,237,0.5,0.5
MO_VM21,Moon,UttaraAshada,122,112,234,0.52,0.48
MO_VM22,Moon,Shravana,120,114,234,0.51,0.49
MO_VM23,Moon,Danishtha,114,119,233,0.49,0.51
MO_VM24,Moon,Shatabhisha,126,105,231,0.55,0.45
MO_VM25,Moon,PurvaBhadrapada,115,118,233,0.49,0.51
MO_VM26,Moon,UttaraBhadrapada,109,127,236,0.46,0.54
MO_VM27,Moon,Revati,115,113,228,0.5,0.5
NE_VM21,Neptune,UttaraAshada,426,386,812,0.52,0.48
NE_VM22,Neptune,Shravana,799,793,1592,0.5,0.5
NE_VM23,Neptune,Danishtha,786,767,1553,0.51,0.49
NE_VM24,Neptune,Shatabhisha,794,777,1571,0.51,0.49
NE_VM25,Neptune,PurvaBhadrapada,377,367,744,0.51,0.49
NN_VM01,NNode,Aswini,88,91,179,0.49,0.51
NN_VM02,NNode,Bharani,81,99,180,0.45,0.55
NN_VM03,NNode,Krittica,83,96,179,0.46,0.54
NN_VM04,NNode,Rohini,90,100,190,0.47,0.53
NN_VM05,NNode,Mrigashira,177,183,360,0.49,0.51
NN_VM06,NNode,Ardra,171,172,343,0.5,0.5
NN_VM07,NNode,Punavasu,188,168,356,0.53,0.47
NN_VM08,NNode,Pushya,185,174,359,0.52,0.48
NN_VM09,NNode,Ashlesha,170,189,359,0.47,0.53
NN_VM10,NNode,Magha,173,186,359,0.48,0.52
NN_VM11,NNode,PurvaPhalguni,200,160,360,0.56,0.44
NN_VM12,NNode,UttaraPhalguni,174,177,351,0.5,0.5
NN_VM13,NNode,Hasta,113,92,205,0.55,0.45
NN_VM14,NNode,Chitra,100,79,179,0.56,0.44
NN_VM15,NNode,Swati,93,86,179,0.52,0.48
NN_VM16,NNode,Vishakha,103,77,180,0.57,0.43
NN_VM17,NNode,Anuradha,88,92,180,0.49,0.51
NN_VM18,NNode,Jyeshtha,84,96,180,0.47,0.53
NN_VM19,NNode,Mula,79,99,178,0.44,0.56
NN_VM20,NNode,PurvaAshada,86,94,180,0.48,0.52
NN_VM21,NNode,UttaraAshada,91,89,180,0.51,0.49
NN_VM22,NNode,Shravana,84,96,180,0.47,0.53
NN_VM23,NNode,Danishtha,82,79,161,0.51,0.49
NN_VM24,NNode,Shatabhisha,98,78,176,0.56,0.44
NN_VM25,NNode,PurvaBhadrapada,99,81,180,0.55,0.45
NN_VM26,NNode,UttaraBhadrapada,93,87,180,0.52,0.48
NN_VM27,NNode,Revati,109,70,179,0.61,0.39
PA_VM01,Pallas,Aswini,122,131,253,0.48,0.52
PA_VM02,Pallas,Bharani,82,87,169,0.49,0.51
PA_VM03,Pallas,Krittica,47,40,87,0.54,0.46
PA_VM04,Pallas,Rohini,80,87,167,0.48,0.52
PA_VM05,Pallas,Mrigashira,63,66,129,0.49,0.51
PA_VM06,Pallas,Ardra,37,50,87,0.43,0.57
PA_VM07,Pallas,Punavasu,45,42,87,0.52,0.48
PA_VM08,Pallas,Pushya,84,86,170,0.49,0.51
PA_VM09,Pallas,Ashlesha,72,72,144,0.5,0.5
PA_VM10,Pallas,Magha,97,90,187,0.52,0.48
PA_VM11,Pallas,PurvaPhalguni,71,88,159,0.45,0.55
PA_VM12,Pallas,UttaraPhalguni,108,85,193,0.56,0.44
PA_VM13,Pallas,Hasta,128,119,247,0.52,0.48
PA_VM14,Pallas,Chitra,105,102,207,0.51,0.49
PA_VM15,Pallas,Swati,104,77,181,0.57,0.43
PA_VM16,Pallas,Vishakha,111,82,193,0.58,0.42
PA_VM17,Pallas,Anuradha,105,124,229,0.46,0.54
PA_VM18,Pallas,Jyeshtha,158,136,294,0.54,0.46
PA_VM19,Pallas,Mula,161,123,284,0.57,0.43
PA_VM20,Pallas,PurvaAshada,188,186,374,0.5,0.5
PA_VM21,Pallas,UttaraAshada,207,205,412,0.5,0.5
PA_VM22,Pallas,Shravana,193,196,389,0.5,0.5
PA_VM23,Pallas,Danishtha,173,197,370,0.47,0.53
PA_VM24,Pallas,Shatabhisha,188,162,350,0.54,0.46
PA_VM25,Pallas,PurvaBhadrapada,188,177,365,0.52,0.48
PA_VM26,Pallas,UttaraBhadrapada,164,153,317,0.52,0.48
PA_VM27,Pallas,Revati,101,127,228,0.44,0.56
PH_VM13,Pholus,Hasta,189,139,328,0.58,0.42
PH_VM14,Pholus,Chitra,210,226,436,0.48,0.52
PH_VM15,Pholus,Swati,316,295,611,0.52,0.48
PH_VM16,Pholus,Vishakha,377,419,796,0.47,0.53
PH_VM17,Pholus,Anuradha,563,496,1059,0.53,0.47
PH_VM18,Pholus,Jyeshtha,779,752,1531,0.51,0.49
PH_VM19,Pholus,Mula,748,763,1511,0.5,0.5
PL_VM17,Pluto,Anuradha,449,410,859,0.52,0.48
PL_VM18,Pluto,Jyeshtha,723,712,1435,0.5,0.5
PL_VM19,Pluto,Mula,825,816,1641,0.5,0.5
PL_VM20,Pluto,PurvaAshada,878,859,1737,0.51,0.49
PL_VM21,Pluto,UttaraAshada,307,293,600,0.51,0.49
SA_VM01,Saturn,Aswini,137,133,270,0.51,0.49
SA_VM02,Saturn,Bharani,132,138,270,0.49,0.51
SA_VM03,Saturn,Krittica,141,126,267,0.53,0.47
SA_VM04,Saturn,Rohini,132,136,268,0.49,0.51
SA_VM05,Saturn,Mrigashira,128,138,266,0.48,0.52
SA_VM06,Saturn,Ardra,117,150,267,0.44,0.56
SA_VM07,Saturn,Punavasu,132,130,262,0.5,0.5
SA_VM08,Saturn,Pushya,132,102,234,0.56,0.44
SA_VM09,Saturn,Ashlesha,146,110,256,0.57,0.43
SA_VM10,Saturn,Magha,140,121,261,0.54,0.46
SA_VM11,Saturn,PurvaPhalguni,124,133,257,0.48,0.52
SA_VM12,Saturn,UttaraPhalguni,134,152,286,0.47,0.53
SA_VM13,Saturn,Hasta,144,169,313,0.46,0.54
SA_VM14,Saturn,Chitra,132,145,277,0.48,0.52
SA_VM15,Saturn,Swati,152,124,276,0.55,0.45
SA_VM16,Saturn,Vishakha,156,123,279,0.56,0.44
SA_VM17,Saturn,Anuradha,174,155,329,0.53,0.47
SA_VM18,Saturn,Jyeshtha,149,173,322,0.46,0.54
SA_VM19,Saturn,Mula,155,164,319,0.49,0.51
SA_VM20,Saturn,PurvaAshada,172,158,330,0.52,0.48
SA_VM21,Saturn,UttaraAshada,133,148,281,0.47,0.53
SA_VM22,Saturn,Shravana,12,4,16,0.75,0.25
SA_VM26,Saturn,UttaraBhadrapada,61,36,97,0.63,0.37
SA_VM27,Saturn,Revati,147,122,269,0.55,0.45
SN_VM01,SNode,Aswini,91,88,179,0.51,0.49
SN_VM02,SNode,Bharani,89,90,179,0.5,0.5
SN_VM03,SNode,Krittica,101,79,180,0.56,0.44
SN_VM04,SNode,Rohini,87,93,180,0.48,0.52
SN_VM05,SNode,Mrigashira,84,95,179,0.47,0.53
SN_VM06,SNode,Ardra,73,106,179,0.41,0.59
SN_VM07,SNode,Punavasu,97,83,180,0.54,0.46
SN_VM08,SNode,Pushya,88,92,180,0.49,0.51
SN_VM09,SNode,Ashlesha,79,83,162,0.49,0.51
SN_VM10,SNode,Magha,90,86,176,0.51,0.49
SN_VM11,SNode,PurvaPhalguni,103,76,179,0.58,0.42
SN_VM12,SNode,UttaraPhalguni,92,88,180,0.51,0.49
SN_VM13,SNode,Hasta,100,79,179,0.56,0.44
SN_VM14,SNode,Chitra,104,76,180,0.58,0.42
SN_VM15,SNode,Swati,84,95,179,0.47,0.53
SN_VM16,SNode,Vishakha,75,104,179,0.42,0.58
SN_VM17,SNode,Anuradha,82,98,180,0.46,0.54
SN_VM18,SNode,Jyeshtha,132,148,280,0.47,0.53
SN_VM19,SNode,Mula,184,176,360,0.51,0.49
SN_VM20,SNode,PurvaAshada,184,155,339,0.54,0.46
SN_VM21,SNode,UttaraAshada,180,179,359,0.5,0.5
SN_VM22,SNode,Shravana,167,193,360,0.46,0.54
SN_VM23,SNode,Danishtha,180,178,358,0.5,0.5
SN_VM24,SNode,Shatabhisha,192,168,360,0.53,0.47
SN_VM25,SNode,PurvaBhadrapada,173,185,358,0.48,0.52
SN_VM26,SNode,UttaraBhadrapada,159,129,288,0.55,0.45
SN_VM27,SNode,Revati,112,68,180,0.62,0.38
SU_VM01,Sun,Aswini,118,115,233,0.51,0.49
SU_VM02,Sun,Bharani,118,116,234,0.5,0.5
SU_VM03,Sun,Krittica,125,112,237,0.53,0.47
SU_VM04,Sun,Rohini,121,116,237,0.51,0.49
SU_VM05,Sun,Mrigashira,113,126,239,0.47,0.53
SU_VM06,Sun,Ardra,132,107,239,0.55,0.45
SU_VM07,Sun,Punavasu,110,128,238,0.46,0.54
SU_VM08,Sun,Pushya,119,119,238,0.5,0.5
SU_VM09,Sun,Ashlesha,103,126,229,0.45,0.55
SU_VM10,Sun,Magha,107,126,233,0.46,0.54
SU_VM11,Sun,PurvaPhalguni,120,111,231,0.52,0.48
SU_VM12,Sun,UttaraPhalguni,104,118,222,0.47,0.53
SU_VM13,Sun,Hasta,114,111,225,0.51,0.49
SU_VM14,Sun,Chitra,122,109,231,0.53,0.47
SU_VM15,Sun,Swati,110,120,230,0.48,0.52
SU_VM16,Sun,Vishakha,121,111,232,0.52,0.48
SU_VM17,Sun,Anuradha,133,99,232,0.57,0.43
SU_VM18,Sun,Jyeshtha,127,108,235,0.54,0.46
SU_VM19,Sun,Mula,118,113,231,0.51,0.49
SU_VM20,Sun,PurvaAshada,109,126,235,0.46,0.54
SU_VM21,Sun,UttaraAshada,111,124,235,0.47,0.53
SU_VM22,Sun,Shravana,128,106,234,0.55,0.45
SU_VM23,Sun,Danishtha,132,97,229,0.58,0.42
SU_VM24,Sun,Shatabhisha,110,113,223,0.49,0.51
SU_VM25,Sun,PurvaBhadrapada,123,108,231,0.53,0.47
SU_VM26,Sun,UttaraBhadrapada,124,103,227,0.55,0.45
SU_VM27,Sun,Revati,110,122,232,0.47,0.53
UR_VM01,Uranus,Aswini,452,431,883,0.51,0.49
UR_VM02,Uranus,Bharani,69,81,150,0.46,0.54
UR_VM21,Uranus,UttaraAshada,29,17,46,0.63,0.37
UR_VM22,Uranus,Shravana,442,401,843,0.52,0.48
UR_VM23,Uranus,Danishtha,416,445,861,0.48,0.52
UR_VM24,Uranus,Shatabhisha,453,406,859,0.53,0.47
UR_VM25,Uranus,PurvaBhadrapada,463,445,908,0.51,0.49
UR_VM26,Uranus,UttaraBhadrapada,423,437,860,0.49,0.51
UR_VM27,Uranus,Revati,435,427,862,0.5,0.5
VE_VM01,Venus,Aswini,110,86,196,0.56,0.44
VE_VM02,Venus,Bharani,100,95,195,0.51,0.49
VE_VM03,Venus,Krittica,90,107,197,0.46,0.54
VE_VM04,Venus,Rohini,145,166,311,0.47,0.53
VE_VM05,Venus,Mrigashira,136,151,287,0.47,0.53
VE_VM06,Venus,Ardra,105,96,201,0.52,0.48
VE_VM07,Venus,Punavasu,105,88,193,0.54,0.46
VE_VM08,Venus,Pushya,100,96,196,0.51,0.49
VE_VM09,Venus,Ashlesha,140,151,291,0.48,0.52
VE_VM10,Venus,Magha,143,156,299,0.48,0.52
VE_VM11,Venus,PurvaPhalguni,95,92,187,0.51,0.49
VE_VM12,Venus,UttaraPhalguni,90,96,186,0.48,0.52
VE_VM13,Venus,Hasta,94,99,193,0.49,0.51
VE_VM14,Venus,Chitra,118,128,246,0.48,0.52
VE_VM15,Venus,Swati,158,170,328,0.48,0.52
VE_VM16,Venus,Vishakha,101,112,213,0.47,0.53
VE_VM17,Venus,Anuradha,100,100,200,0.5,0.5
VE_VM18,Venus,Jyeshtha,101,96,197,0.51,0.49
VE_VM19,Venus,Mula,132,68,200,0.66,0.34
VE_VM20,Venus,PurvaAshada,151,123,274,0.55,0.45
VE_VM21,Venus,UttaraAshada,168,150,318,0.53,0.47
VE_VM22,Venus,Shravana,98,103,201,0.49,0.51
VE_VM23,Venus,Danishtha,97,91,188,0.52,0.48
VE_VM24,Venus,Shatabhisha,110,84,194,0.57,0.43
VE_VM25,Venus,PurvaBhadrapada,88,114,202,0.44,0.56
VE_VM26,Venus,UttaraBhadrapada,153,158,311,0.49,0.51
VE_VM27,Venus,Revati,154,114,268,0.57,0.43
VS_VM01,Vesta,Aswini,160,148,308,0.52,0.48
VS_VM02,Vesta,Bharani,154,143,297,0.52,0.48
VS_VM03,Vesta,Krittica,153,128,281,0.54,0.46
VS_VM04,Vesta,Rohini,162,158,320,0.51,0.49
VS_VM05,Vesta,Mrigashira,133,108,241,0.55,0.45
VS_VM06,Vesta,Ardra,118,107,225,0.52,0.48
VS_VM07,Vesta,Punavasu,143,170,313,0.46,0.54
VS_VM08,Vesta,Pushya,152,138,290,0.52,0.48
VS_VM09,Vesta,Ashlesha,152,140,292,0.52,0.48
VS_VM10,Vesta,Magha,125,134,259,0.48,0.52
VS_VM11,Vesta,PurvaPhalguni,67,107,174,0.39,0.61
VS_VM12,Vesta,UttaraPhalguni,106,92,198,0.54,0.46
VS_VM13,Vesta,Hasta,107,118,225,0.48,0.52
VS_VM14,Vesta,Chitra,105,123,228,0.46,0.54
VS_VM15,Vesta,Swati,68,48,116,0.59,0.41
VS_VM16,Vesta,Vishakha,65,51,116,0.56,0.44
VS_VM17,Vesta,Anuradha,89,107,196,0.45,0.55
VS_VM18,Vesta,Jyeshtha,111,90,201,0.55,0.45
VS_VM19,Vesta,Mula,120,105,225,0.53,0.47
VS_VM20,Vesta,PurvaAshada,77,98,175,0.44,0.56
VS_VM21,Vesta,UttaraAshada,123,110,233,0.53,0.47
VS_VM22,Vesta,Shravana,112,123,235,0.48,0.52
VS_VM23,Vesta,Danishtha,101,74,175,0.58,0.42
VS_VM24,Vesta,Shatabhisha,73,74,147,0.5,0.5
VS_VM25,Vesta,PurvaBhadrapada,127,128,255,0.5,0.5
VS_VM26,Vesta,UttaraBhadrapada,146,132,278,0.53,0.47
VS_VM27,Vesta,Revati,133,136,269,0.49,0.51
