
DAILY PLANET SPEED PHASE:

          Date Speed  Planet SpeedPhase  Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-13  0.37   Ceres     Direct 2317 2168  4485     0.52      0.48
 2: 2021-02-13  0.05  Chiron     Direct 1785 1607  3392     0.53      0.47
 3: 2021-02-13  0.24    Juno     Direct 2344 2152  4496     0.52      0.48
 4: 2021-02-13  0.24 Jupiter     Direct 2045 1859  3904     0.52      0.48
 5: 2021-02-13  0.56    Mars     Direct 2748 2545  5293     0.52      0.48
 6: 2021-02-13 -0.98 Mercury Retrograde  581  552  1133     0.51      0.49
 7: 2021-02-13 12.86    Moon     Direct 3117 2850  5967     0.52      0.48
 8: 2021-02-13  0.04 Neptune     Direct 1589 1424  3013     0.53      0.47
 9: 2021-02-13  1.00   NNode     Direct 3117 2850  5967     0.52      0.48
10: 2021-02-13  0.34  Pallas     Direct 2304 2098  4402     0.52      0.48
11: 2021-02-13  0.03  Pholus     Direct 1675 1533  3208     0.52      0.48
12: 2021-02-13  0.03   Pluto     Direct 1602 1446  3048     0.53      0.47
13: 2021-02-13  0.12  Saturn     Direct 1829 1690  3519     0.52      0.48
14: 2021-02-13  1.00   SNode     Direct 3117 2850  5967     0.52      0.48
15: 2021-02-13  1.01     Sun     Direct 3117 2850  5967     0.52      0.48
16: 2021-02-13  0.03  Uranus     Direct 1704 1514  3218     0.53      0.47
17: 2021-02-13  1.25   Venus     Direct 2818 2595  5413     0.52      0.48
18: 2021-02-13 -0.19   Vesta Retrograde  561  511  1072     0.52      0.48

DAILY PLANET ZODIAC SIGN POSITION:

          Date  Planet     ZodSign  Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-13   Ceres      Pisces  368  324   692     0.53      0.47
 2: 2021-02-13  Chiron       Aries  335  272   607     0.55      0.45
 3: 2021-02-13    Juno Sagittarius  342  350   692     0.49      0.51
 4: 2021-02-13 Jupiter    Aquarius  246  224   470     0.52      0.48
 5: 2021-02-13    Mars      Taurus  238  246   484     0.49      0.51
 6: 2021-02-13 Mercury    Aquarius  247  242   489     0.51      0.49
 7: 2021-02-13    Moon      Pisces  252  252   504     0.50      0.50
 8: 2021-02-13 Neptune      Pisces 1284 1065  2349     0.55      0.45
 9: 2021-02-13   NNode      Gemini  282  275   557     0.51      0.49
10: 2021-02-13  Pallas    Aquarius  416  382   798     0.52      0.48
11: 2021-02-13  Pholus   Capricorn  320  262   582     0.55      0.45
12: 2021-02-13   Pluto   Capricorn 1715 1448  3163     0.54      0.46
13: 2021-02-13  Saturn    Aquarius   59   43   102     0.58      0.42
14: 2021-02-13   SNode Sagittarius  282  275   557     0.51      0.49
15: 2021-02-13     Sun    Aquarius  241  238   479     0.50      0.50
16: 2021-02-13  Uranus      Taurus  332  273   605     0.55      0.45
17: 2021-02-13   Venus    Aquarius  204  224   428     0.48      0.52
18: 2021-02-13   Vesta       Virgo  225  212   437     0.51      0.49

DAILY PLANETS ASPECTS:

          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect  Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-13    0.43   0.08   0.79         0      23         0       24    Mars   Vesta        Trine   68   68   136     0.50      0.50
 2: 2021-02-13    0.92   0.01   1.61         0       6         3        7    Moon   Pluto   SemiSquare  232  205   437     0.53      0.47
 3: 2021-02-13    1.04   0.25   1.84         4      11         7        8    Moon Jupiter  SemiSextile  241  203   444     0.54      0.46
 4: 2021-02-13    0.90   0.00   1.58         4      10         7        7    Moon  Saturn SemiQuintile  217  223   440     0.49      0.51
 5: 2021-02-13    0.12   0.00   0.29         0      23         7       24   Vesta Jupiter   BiQuintile   61   37    98     0.62      0.38
 6: 2021-02-13    0.60   0.02   1.37         0      23         8       24 Mercury   Venus  Conjunction   99  122   221     0.45      0.55
 7: 2021-02-13    1.02   0.27   1.98         8      14        11        7    Moon Mercury  SemiSextile  224  202   426     0.53      0.47
 8: 2021-02-13    1.07   0.02   1.94         7      15        11        9    Moon   Venus  SemiSextile  212  210   422     0.50      0.50
 9: 2021-02-13    0.90   0.02   1.57        11      17        14        7    Moon    Juno       Square  228  217   445     0.51      0.49
10: 2021-02-13    0.93   0.11   1.71        11      17        14        7    Moon   NNode       Square  241  202   443     0.54      0.46
11: 2021-02-13    0.93   0.11   1.71        11      17        14        7    Moon   SNode       Square  241  202   443     0.54      0.46
12: 2021-02-13    0.26   0.01   0.60         0      23        15       24     Sun  Uranus     Quintile   76   66   142     0.54      0.46
13: 2021-02-13    1.05   0.14   1.97        12      19        16        8    Moon  Pholus     Quintile  236  206   442     0.53      0.47
14: 2021-02-13    0.89   0.01   1.56        16      22        19        7    Moon Jupiter SemiQuintile  243  205   448     0.54      0.46
15: 2021-02-13    1.07   0.21   1.94        15      22        19        8    Moon   Vesta   Opposition  106  105   211     0.50      0.50
16: 2021-02-13    1.01   0.05   1.97        16      23        20        8    Moon    Mars      Sextile  217  213   430     0.50      0.50
17: 2021-02-13    0.92   0.09   1.68        17      23        20        7    Moon Neptune  Conjunction  110  107   217     0.51      0.49
18: 2021-02-13    0.87   0.07   1.76        18      23        21        6    Moon Mercury SemiQuintile  232  185   417     0.56      0.44
19: 2021-02-13    0.16   0.02   0.29         0      23        23       24    Juno   NNode   Opposition   23   17    40     0.57      0.42
20: 2021-02-13    0.16   0.02   0.29         0      23        23       24    Juno   SNode  Conjunction   23   17    40     0.57      0.42
21: 2021-02-13    0.32   0.07   0.57         0      23        23       24    Mars Neptune      Sextile   57   51   108     0.53      0.47
22: 2021-02-13    1.02   0.31   1.73        20      23        23        4    Moon   Venus SemiQuintile  213  202   415     0.51      0.49
23: 2021-02-13    0.00   0.00   0.00         0      23        23       24   NNode   SNode   Opposition 3117 2850  5967     0.52      0.48
24: 2021-02-13    0.94   0.88   1.01         0      23        NA       24   Ceres Jupiter   SemiSquare   66   65   131     0.50      0.50
25: 2021-02-13    0.66   0.64   0.67         0      23        NA       24  Chiron  Uranus  SemiSextile 1431 1172  2603     0.55      0.45
26: 2021-02-13    0.67   0.57   0.77         0      23        NA       24 Jupiter Neptune SemiQuintile   75   70   145     0.52      0.48
