
DAILY PLANET SPEED PHASE:

          Date speed  Planet SpeedPhase  buy sell daysN BuyDays% SellDays%
 1: 2021-02-06  0.37   Ceres     Direct 3815 3337  7152     0.53      0.47
 2: 2021-02-06  0.04  Chiron     Direct 2966 2560  5526     0.54      0.46
 3: 2021-02-06  0.25    Juno     Direct 3815 3306  7121     0.54      0.46
 4: 2021-02-06  0.24 Jupiter     Direct 3301 2905  6206     0.53      0.47
 5: 2021-02-06  0.54    Mars     Direct 4439 3876  8315     0.53      0.47
 6: 2021-02-06 -1.04 Mercury Retrograde  939  854  1793     0.52      0.48
 7: 2021-02-06 14.02    Moon     Direct 5025 4406  9431     0.53      0.47
 8: 2021-02-06  0.03 Neptune     Direct 2620 2157  4777     0.55      0.45
 9: 2021-02-06  1.00   NNode     Direct 5025 4406  9431     0.53      0.47
10: 2021-02-06  0.34  Pallas     Direct 3776 3256  7032     0.54      0.46
11: 2021-02-06  0.03  Pholus     Direct 2900 2528  5428     0.53      0.47
12: 2021-02-06  0.03   Pluto     Direct 2657 2211  4868     0.55      0.45
13: 2021-02-06  0.12  Saturn     Direct 2950 2574  5524     0.53      0.47
14: 2021-02-06  1.00   SNode     Direct 5025 4406  9431     0.53      0.47
15: 2021-02-06  1.01     Sun     Direct 5025 4406  9431     0.53      0.47
16: 2021-02-06  0.02  Uranus     Direct 2767 2348  5115     0.54      0.46
17: 2021-02-06  1.25   Venus     Direct 4611 3977  8588     0.54      0.46
18: 2021-02-06 -0.14   Vesta Retrograde  900  765  1665     0.54      0.46

DAILY PLANET ZODIAC SIGN POSITION:

          Date  Planet     ZodSign  buy sell daysN BuyDays% SellDays%
 1: 2021-02-06   Ceres      Pisces  540  457   997     0.54      0.46
 2: 2021-02-06  Chiron       Aries  317  286   603     0.53      0.47
 3: 2021-02-06    Juno Sagittarius  617  541  1158     0.53      0.47
 4: 2021-02-06 Jupiter    Aquarius  456  361   817     0.56      0.44
 5: 2021-02-06    Mars      Taurus  357  363   720     0.50      0.50
 6: 2021-02-06 Mercury    Aquarius  420  393   813     0.52      0.48
 7: 2021-02-06    Moon Sagittarius  390  381   771     0.51      0.49
 8: 2021-02-06 Neptune      Pisces 1248 1098  2346     0.53      0.47
 9: 2021-02-06   NNode      Gemini  365  381   746     0.49      0.51
10: 2021-02-06  Pallas    Aquarius  666  596  1262     0.53      0.47
11: 2021-02-06  Pholus   Capricorn  305  273   578     0.53      0.47
12: 2021-02-06   Pluto   Capricorn 1702 1456  3158     0.54      0.46
13: 2021-02-06  Saturn    Aquarius  434  406   840     0.52      0.48
14: 2021-02-06   SNode Sagittarius  365  381   746     0.49      0.51
15: 2021-02-06     Sun    Aquarius  433  357   790     0.55      0.45
16: 2021-02-06  Uranus      Taurus  305  297   602     0.51      0.49
17: 2021-02-06   Venus    Aquarius  396  301   697     0.57      0.43
18: 2021-02-06   Vesta       Virgo  392  367   759     0.52      0.48

DAILY PLANETS ASPECTS:

          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect  buy sell daysN BuyDays% SellDays%
 1: 2021-02-06    0.00   0.00   0.00         0      23        23       24   NNode   SNode   Opposition 5025 4406  9431     0.53      0.47
 2: 2021-02-06    0.08   0.00   0.15         0      23        12       24  Pallas  Pholus   SemiSquare  142  107   249     0.57      0.43
 3: 2021-02-06    0.12   0.00   0.28         0      23         9       24   Vesta  Pallas     Quincunx  149   92   241     0.62      0.38
 4: 2021-02-06    0.91   0.01   1.60         0       6         3        7    Moon   Venus      Sextile  368  297   665     0.55      0.45
 5: 2021-02-06    0.32   0.01   0.75         0      23         7       24   Venus  Saturn  Conjunction   55   58   113     0.49      0.51
 6: 2021-02-06    0.30   0.02   0.59         0      23        12       24   Venus  Chiron      Sextile  133  117   250     0.53      0.47
 7: 2021-02-06    0.98   0.03   1.72        10      16        13        7    Moon   Ceres    BiSeptile  369  329   698     0.53      0.47
 8: 2021-02-06    1.00   0.03   1.78         8      14        11        7    Moon   Pluto   SemiSquare  357  338   695     0.51      0.49
 9: 2021-02-06    0.87   0.04   1.70         0       5         2        6    Moon  Pholus  SemiSextile  363  346   709     0.51      0.49
10: 2021-02-06    0.98   0.07   1.77         4      10         7        7    Moon  Pallas     Quintile  373  327   700     0.53      0.47
11: 2021-02-06    1.09   0.09   1.98         8      14        11        7    Moon Mercury     Quintile  354  322   676     0.52      0.48
12: 2021-02-06    1.02   0.10   1.85         2       8         5        7    Moon  Uranus     Quincunx  376  330   706     0.53      0.47
13: 2021-02-06    0.20   0.11   0.30         0      23        NA       24 Jupiter  Pholus SemiQuintile  141  170   311     0.45      0.55
14: 2021-02-06    0.97   0.11   1.78        17      23        20        7    Moon    Mars     Quincunx  346  336   682     0.51      0.49
15: 2021-02-06    1.02   0.14   1.89         1       7         4        7    Moon  Chiron        Trine  376  325   701     0.54      0.46
16: 2021-02-06    0.95   0.14   1.78         0       6         3        7    Moon     Sun     Quintile  358  310   668     0.54      0.46
17: 2021-02-06    1.00   0.15   1.86        10      16        13        7    Moon Jupiter      Sextile  369  335   704     0.52      0.48
18: 2021-02-06    0.91   0.15   1.90        19      23        22        5    Moon   NNode   Opposition  176  174   350     0.50      0.50
19: 2021-02-06    0.91   0.15   1.90        19      23        22        5    Moon   SNode  Conjunction  176  174   350     0.50      0.50
20: 2021-02-06    1.02   0.17   1.91         1       7         4        7    Moon Neptune    BiSeptile  374  323   697     0.54      0.46
21: 2021-02-06    0.22   0.18   0.25         0      23        NA       24  Saturn  Chiron      Sextile    2    7     9     0.22      0.78
22: 2021-02-06    1.02   0.20   1.94         0       6         3        7    Moon  Saturn      Sextile  390  306   696     0.56      0.44
23: 2021-02-06    0.82   0.23   1.41         0      23        NA       24   Venus  Uranus       Square  112   85   197     0.57      0.43
24: 2021-02-06    1.01   0.24   1.95        16      22        19        7    Moon    Juno  Conjunction  180  156   336     0.54      0.46
25: 2021-02-06    0.57   0.27   0.88         0      23        NA       24     Sun   Ceres SemiQuintile  136  151   287     0.47      0.53
26: 2021-02-06    0.87   0.28   1.47        13      18        15        6    Moon  Uranus   BiQuintile  377  330   707     0.53      0.47
27: 2021-02-06    1.03   0.36   1.70         0      23        NA       24   Venus   Vesta SesquiSquare   93   82   175     0.53      0.47
28: 2021-02-06    0.97   0.39   1.56         0      23        NA       24   Venus  Pholus  SemiSextile  134  107   241     0.56      0.44
29: 2021-02-06    0.97   0.46   1.48         0      23        NA       24     Sun   NNode        Trine  127   98   225     0.56      0.44
30: 2021-02-06    0.97   0.46   1.48         0      23        NA       24     Sun   SNode      Sextile  128   98   226     0.57      0.43
31: 2021-02-06    0.70   0.56   0.85         0      23        NA       24  Pallas Neptune  SemiSextile  141  123   264     0.53      0.47
32: 2021-02-06    0.66   0.57   0.74         0      23        NA       24   Vesta Neptune   Opposition   48   55   103     0.47      0.53
33: 2021-02-06    0.81   0.68   0.95         0      23        NA       24    Mars    Juno     Quincunx  103   95   198     0.52      0.48
34: 2021-02-06    0.82   0.70   0.95         0      23        NA       24   Vesta  Saturn SesquiSquare  204  169   373     0.55      0.45
35: 2021-02-06    0.77   0.73   0.81         0      23        NA       24  Saturn  Pholus  SemiSextile   71   72   143     0.50      0.50
36: 2021-02-06    1.28   0.74   1.81         0      23        NA       24 Mercury  Chiron   SemiSquare  123  117   240     0.51      0.49
37: 2021-02-06    0.92   0.75   1.08         0      23        NA       24   Ceres   Pluto      Sextile  109   91   200     0.55      0.46
38: 2021-02-06    0.81   0.80   0.83         0      23        NA       24  Chiron  Uranus  SemiSextile 1399 1207  2606     0.54      0.46
39: 2021-02-06    0.99   0.85   1.13         0      23        NA       24  Pallas  Chiron   SemiSquare  126   92   218     0.58      0.42
40: 2021-02-06    0.99   0.98   0.99         0      23        NA       24  Chiron  Pholus       Square  274  241   515     0.53      0.47
41: 2021-02-06    1.03   0.98   1.08         0      23        NA       24  Saturn  Uranus       Square   49   34    83     0.59      0.41
          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect  buy sell daysN BuyDays% SellDays%
