PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
MAPL_a180,1,47,0.002,0.012,0.003,0.002,0.009,-0.036,0.027,0.063,-0.526,0.781,0.002
MENE_a120,1,79,0.001,0.016,0,0,0.01,-0.036,0.085,0.121,1.933,9.089,0.002
MEUR_a144,1,76,0.001,0.011,0,0,0.008,-0.025,0.037,0.062,0.721,1.995,0.001
SUMA_a90,1,77,0,0.011,0,0,0.011,-0.023,0.033,0.056,0.317,0.225,0.001
SUNE_a144,1,85,0.003,0.01,0.003,0.002,0.007,-0.018,0.044,0.062,0.749,2.282,0.001
SUPL_a90,1,75,0.004,0.01,0.003,0.003,0.007,-0.017,0.044,0.061,0.99,2.369,0.001
VENE_a180,1,35,0.003,0.01,0.005,0.004,0.006,-0.036,0.021,0.057,-1.39,3.998,0.002
VESU_a36,1,285,0,0.015,0.001,0,0.009,-0.094,0.085,0.18,-1.505,14.778,0.001
MOSA_a120,1,241,0,0.012,0.001,0.001,0.008,-0.048,0.044,0.092,-0.207,2.939,0.001
MOME_a72,1,243,0.002,0.012,0.001,0.001,0.007,-0.027,0.103,0.13,3.173,24.229,0.001
MOVE_a135,1,237,0,0.012,0,0,0.009,-0.049,0.039,0.088,-0.119,2.051,0.001
MOUR_a72,1,238,0.001,0.012,0.001,0.001,0.009,-0.047,0.06,0.107,0.431,4.175,0.001
MONE_a45,1,249,0.001,0.013,0.001,0.001,0.009,-0.067,0.062,0.129,0.21,7.407,0.001
MOSU_a103,1,225,0.001,0.009,0.002,0.001,0.007,-0.03,0.034,0.064,-0.305,2.036,0.001
MOJU_a30,1,265,0,0.011,0,0,0.008,-0.049,0.079,0.128,1.211,10.43,0.001
MONE_a36,1,241,0.001,0.012,0,0,0.008,-0.032,0.062,0.094,1.234,5.422,0.001
MOVE_a144,1,215,0,0.011,0,0,0.008,-0.085,0.045,0.13,-1.855,16.326,0.001
MOUR_a60,1,241,0.001,0.011,0.001,0.001,0.007,-0.048,0.044,0.092,-0.076,3.079,0.001
MOSA_a135,1,254,-0.001,0.011,-0.001,0,0.008,-0.049,0.035,0.084,-0.996,3.275,0.001
MOJU_a36,1,267,0,0.01,0,0,0.008,-0.049,0.037,0.086,-0.438,3.548,0.001
MONE_a30,1,244,0,0.012,0,0,0.008,-0.035,0.079,0.114,1.203,7.906,0.001
MOVE_a150,1,221,0,0.011,-0.001,0,0.007,-0.085,0.044,0.129,-1.664,14.424,0.001
MOME_a90,1,231,0,0.011,0.001,0.001,0.009,-0.048,0.05,0.098,-0.144,3.818,0.001
MAUR_a103,1,79,-0.001,0.016,0.001,0,0.01,-0.067,0.041,0.109,-1.07,3.612,0.002
MEMA_a120,1,46,0.001,0.013,0.003,0.002,0.012,-0.03,0.027,0.057,-0.498,-0.038,0.002
MEPL_a60,1,80,0.002,0.013,0.001,0.001,0.008,-0.022,0.06,0.082,1.974,6.611,0.001
SUJU_a72,1,77,0.001,0.021,0.002,0.001,0.009,-0.094,0.085,0.18,-0.788,9.813,0.002
MOSU_a144,1,225,0.001,0.012,0,0.001,0.008,-0.06,0.044,0.104,-0.224,3.98,0.001
MOJU_a72,1,221,0.001,0.01,0.001,0.001,0.007,-0.036,0.039,0.075,-0.042,2.438,0.001
