PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(4,5]",Ceres,"(4,5]",350,294,644,0.54,0.46
"CE_(5,7]",Ceres,"(5,7]",578,487,1065,0.54,0.46
"CE_(7,13]",Ceres,"(7,13]",273,258,531,0.51,0.49
"CE_[0,4]",Ceres,"[0,4]",615,545,1160,0.53,0.47
"CH_(4,5]",Chiron,"(4,5]",353,314,667,0.53,0.47
"CH_(5,7]",Chiron,"(5,7]",687,596,1283,0.54,0.46
"CH_(7,13]",Chiron,"(7,13]",338,299,637,0.53,0.47
"CH_[0,4]",Chiron,"[0,4]",438,375,813,0.54,0.46
"JN_(4,5]",Juno,"(4,5]",375,279,654,0.57,0.43
"JN_(5,7]",Juno,"(5,7]",606,523,1129,0.54,0.46
"JN_(7,14]",Juno,"(7,14]",232,225,457,0.51,0.49
"JN_[0,4]",Juno,"[0,4]",603,557,1160,0.52,0.48
"JU_(4,5]",Jupiter,"(4,5]",346,291,637,0.54,0.46
"JU_(5,7]",Jupiter,"(5,7]",537,546,1083,0.5,0.5
"JU_(7,12]",Jupiter,"(7,12]",262,235,497,0.53,0.47
"JU_[0,4]",Jupiter,"[0,4]",671,512,1183,0.57,0.43
"MA_(4,5]",Mars,"(4,5]",358,300,658,0.54,0.46
"MA_(5,7]",Mars,"(5,7]",549,471,1020,0.54,0.46
"MA_(7,13]",Mars,"(7,13]",214,265,479,0.45,0.55
"MA_[0,4]",Mars,"[0,4]",695,548,1243,0.56,0.44
"ME_(4,5]",Mercury,"(4,5]",336,310,646,0.52,0.48
"ME_(5,7]",Mercury,"(5,7]",527,511,1038,0.51,0.49
"ME_(7,14]",Mercury,"(7,14]",242,176,418,0.58,0.42
"ME_[0,4]",Mercury,"[0,4]",711,587,1298,0.55,0.45
"MO_(13,15]",Moon,"(13,15]",507,473,980,0.52,0.48
"MO_(15,17]",Moon,"(15,17]",439,397,836,0.53,0.47
"MO_(17,27]",Moon,"(17,27]",327,251,578,0.57,0.43
"MO_[5,13]",Moon,"[5,13]",543,463,1006,0.54,0.46
"NE_(4,5]",Neptune,"(4,5]",340,339,679,0.5,0.5
"NE_(5,6]",Neptune,"(5,6]",294,284,578,0.51,0.49
"NE_(6,13]",Neptune,"(6,13]",491,397,888,0.55,0.45
"NE_[0,4]",Neptune,"[0,4]",691,564,1255,0.55,0.45
"NN_(5,6]",NNode,"(5,6]",356,360,716,0.5,0.5
"NN_(6,7]",NNode,"(6,7]",330,237,567,0.58,0.42
"NN_(7,13]",NNode,"(7,13]",384,328,712,0.54,0.46
"NN_[1,5]",NNode,"[1,5]",746,659,1405,0.53,0.47
"PA_(4,5]",Pallas,"(4,5]",343,311,654,0.52,0.48
"PA_(5,7]",Pallas,"(5,7]",562,501,1063,0.53,0.47
"PA_(7,13]",Pallas,"(7,13]",241,229,470,0.51,0.49
"PA_[0,4]",Pallas,"[0,4]",670,543,1213,0.55,0.45
"PH_(4,5]",Pholus,"(4,5]",360,295,655,0.55,0.45
"PH_(5,6]",Pholus,"(5,6]",311,293,604,0.51,0.49
"PH_(6,13]",Pholus,"(6,13]",416,400,816,0.51,0.49
"PH_[0,4]",Pholus,"[0,4]",729,596,1325,0.55,0.45
"PL_(4,5]",Pluto,"(4,5]",370,337,707,0.52,0.48
"PL_(5,6]",Pluto,"(5,6]",294,236,530,0.55,0.45
"PL_(6,14]",Pluto,"(6,14]",336,265,601,0.56,0.44
"PL_[0,4]",Pluto,"[0,4]",816,746,1562,0.52,0.48
"SA_(4,5]",Saturn,"(4,5]",337,290,627,0.54,0.46
"SA_(5,7]",Saturn,"(5,7]",590,487,1077,0.55,0.45
"SA_(7,14]",Saturn,"(7,14]",239,223,462,0.52,0.48
"SA_[0,4]",Saturn,"[0,4]",650,584,1234,0.53,0.47
"SN_(5,6]",SNode,"(5,6]",378,340,718,0.53,0.47
"SN_(6,7]",SNode,"(6,7]",311,279,590,0.53,0.47
"SN_(7,13]",SNode,"(7,13]",396,339,735,0.54,0.46
"SN_[1,5]",SNode,"[1,5]",731,626,1357,0.54,0.46
"SU_(4,5]",Sun,"(4,5]",390,326,716,0.54,0.46
"SU_(5,7]",Sun,"(5,7]",535,486,1021,0.52,0.48
"SU_(7,14]",Sun,"(7,14]",248,218,466,0.53,0.47
"SU_[0,4]",Sun,"[0,4]",643,554,1197,0.54,0.46
"UR_(4,5]",Uranus,"(4,5]",320,262,582,0.55,0.45
"UR_(5,7]",Uranus,"(5,7]",610,568,1178,0.52,0.48
"UR_(7,15]",Uranus,"(7,15]",425,375,800,0.53,0.47
"UR_[0,4]",Uranus,"[0,4]",461,379,840,0.55,0.45
"VE_(4,5]",Venus,"(4,5]",367,316,683,0.54,0.46
"VE_(5,7]",Venus,"(5,7]",557,482,1039,0.54,0.46
"VE_(7,14]",Venus,"(7,14]",320,284,604,0.53,0.47
"VE_[0,4]",Venus,"[0,4]",572,502,1074,0.53,0.47
"VS_(4,5]",Vesta,"(4,5]",361,271,632,0.57,0.43
"VS_(5,7]",Vesta,"(5,7]",524,505,1029,0.51,0.49
"VS_(7,13]",Vesta,"(7,13]",281,257,538,0.52,0.48
"VS_[0,4]",Vesta,"[0,4]",650,551,1201,0.54,0.46
