PlanetsAspect,buy,sell,daysN,BuyDays%,SellDays%
JUNE_a0,42,35,77,0.55,0.45
JUNE_a103,38,28,66,0.58,0.42
JUNE_a120,39,33,72,0.54,0.46
JUNE_a135,35,34,69,0.51,0.49
JUNE_a144,30,26,56,0.54,0.46
JUNE_a150,49,31,80,0.61,0.39
JUNE_a180,17,18,35,0.49,0.51
JUNE_a30,54,58,112,0.48,0.52
JUNE_a36,59,71,130,0.45,0.55
JUNE_a45,29,13,42,0.69,0.31
JUNE_a60,69,60,129,0.53,0.47
JUNE_a72,31,27,58,0.53,0.47
JUNE_a90,40,32,72,0.56,0.44
JUPL_a0,61,32,93,0.66,0.34
JUPL_a103,8,14,22,0.36,0.64
JUPL_a120,56,41,97,0.58,0.42
JUPL_a135,11,13,24,0.46,0.54
JUPL_a144,44,28,72,0.61,0.39
JUPL_a150,49,56,105,0.47,0.53
JUPL_a180,26,27,53,0.49,0.51
JUPL_a30,56,39,95,0.59,0.41
JUPL_a36,44,52,96,0.46,0.54
JUPL_a45,35,22,57,0.61,0.39
JUPL_a60,47,34,81,0.58,0.42
JUPL_a72,16,10,26,0.62,0.38
JUPL_a90,64,56,120,0.53,0.47
JUSA_a0,21,4,25,0.84,0.16
JUSA_a103,37,29,66,0.56,0.44
JUSA_a120,47,55,102,0.46,0.54
JUSA_a135,39,46,85,0.46,0.54
JUSA_a144,41,26,67,0.61,0.39
JUSA_a150,38,30,68,0.56,0.44
JUSA_a180,29,21,50,0.58,0.42
JUSA_a30,54,52,106,0.51,0.49
JUSA_a36,14,7,21,0.67,0.33
JUSA_a45,53,50,103,0.51,0.49
JUSA_a60,45,30,75,0.6,0.4
JUSA_a72,38,27,65,0.58,0.42
JUSA_a90,35,32,67,0.52,0.48
JUUR_a0,49,36,85,0.58,0.42
JUUR_a103,44,45,89,0.49,0.51
JUUR_a120,33,27,60,0.55,0.45
JUUR_a135,30,24,54,0.56,0.44
JUUR_a144,44,26,70,0.63,0.37
JUUR_a150,25,27,52,0.48,0.52
JUUR_a180,37,30,67,0.55,0.45
JUUR_a30,88,72,160,0.55,0.45
JUUR_a36,86,71,157,0.55,0.45
JUUR_a45,11,18,29,0.38,0.62
JUUR_a60,58,83,141,0.41,0.59
JUUR_a72,22,23,45,0.49,0.51
