PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(3,8]",Ceres,"(3,8]",410,366,776,0.53,0.47
CE_3,Ceres,3,513,454,967,0.53,0.47
"CE_[0,2]",Ceres,"[0,2]",913,769,1682,0.54,0.46
"CH_(3,4]",Chiron,"(3,4]",399,352,751,0.53,0.47
"CH_(4,5]",Chiron,"(4,5]",374,330,704,0.53,0.47
"CH_(5,11]",Chiron,"(5,11]",452,408,860,0.53,0.47
"CH_[0,3]",Chiron,"[0,3]",611,499,1110,0.55,0.45
"JN_(1,2]",Juno,"(1,2]",616,528,1144,0.54,0.46
"JN_(2,3]",Juno,"(2,3]",505,431,936,0.54,0.46
"JN_(3,7]",Juno,"(3,7]",294,266,560,0.52,0.48
"JN_[0,1]",Juno,"[0,1]",421,364,785,0.54,0.46
"JU_(2,3]",Jupiter,"(2,3]",518,460,978,0.53,0.47
"JU_(3,4]",Jupiter,"(3,4]",381,326,707,0.54,0.46
"JU_(4,8]",Jupiter,"(4,8]",247,274,521,0.47,0.53
"JU_[0,2]",Jupiter,"[0,2]",690,529,1219,0.57,0.43
"MA_(2,5]",Mars,"(2,5]",357,364,721,0.5,0.5
MA_2,Mars,2,670,556,1226,0.55,0.45
"MA_[0,1]",Mars,"[0,1]",809,669,1478,0.55,0.45
"ME_(1,3]",Mercury,"(1,3]",217,192,409,0.53,0.47
ME_0,Mercury,0,498,437,935,0.53,0.47
ME_1,Mercury,1,1121,960,2081,0.54,0.46
"NE_(4,5]",Neptune,"(4,5]",344,342,686,0.5,0.5
"NE_(5,6]",Neptune,"(5,6]",297,285,582,0.51,0.49
"NE_(6,13]",Neptune,"(6,13]",496,397,893,0.56,0.44
"NE_[0,4]",Neptune,"[0,4]",699,565,1264,0.55,0.45
"NN_(2,3]",NNode,"(2,3]",490,406,896,0.55,0.45
"NN_(3,4]",NNode,"(3,4]",410,343,753,0.54,0.46
"NN_(4,9]",NNode,"(4,9]",412,330,742,0.56,0.44
"NN_[0,2]",NNode,"[0,2]",524,510,1034,0.51,0.49
"PA_(2,3]",Pallas,"(2,3]",544,462,1006,0.54,0.46
"PA_(3,4]",Pallas,"(3,4]",382,314,696,0.55,0.45
"PA_(4,8]",Pallas,"(4,8]",227,228,455,0.5,0.5
"PA_[0,2]",Pallas,"[0,2]",683,585,1268,0.54,0.46
"PH_(3,5]",Pholus,"(3,5]",706,590,1296,0.54,0.46
"PH_(5,6]",Pholus,"(5,6]",270,275,545,0.5,0.5
"PH_(6,13]",Pholus,"(6,13]",308,281,589,0.52,0.48
"PH_[0,3]",Pholus,"[0,3]",552,443,995,0.55,0.45
"PL_(4,5]",Pluto,"(4,5]",373,338,711,0.52,0.48
"PL_(5,6]",Pluto,"(5,6]",297,238,535,0.56,0.44
"PL_(6,14]",Pluto,"(6,14]",338,266,604,0.56,0.44
"PL_[0,4]",Pluto,"[0,4]",828,747,1575,0.53,0.47
"SA_(3,4]",Saturn,"(3,4]",404,348,752,0.54,0.46
"SA_(4,5]",Saturn,"(4,5]",297,271,568,0.52,0.48
"SA_(5,11]",Saturn,"(5,11]",364,313,677,0.54,0.46
"SA_[0,3]",Saturn,"[0,3]",771,657,1428,0.54,0.46
"SN_(3,4]",SNode,"(3,4]",475,405,880,0.54,0.46
"SN_(4,5]",SNode,"(4,5]",434,363,797,0.54,0.46
"SN_(5,10]",SNode,"(5,10]",406,353,759,0.53,0.47
"SN_[1,3]",SNode,"[1,3]",521,468,989,0.53,0.47
"SU_(1,2]",Sun,"(1,2]",591,520,1111,0.53,0.47
"SU_(2,4]",Sun,"(2,4]",126,101,227,0.56,0.44
SU_1,Sun,1,837,726,1563,0.54,0.46
"SU_[0,1)",Sun,"[0,1)",282,242,524,0.54,0.46
"UR_(3,5]",Uranus,"(3,5]",716,640,1356,0.53,0.47
"UR_(5,6]",Uranus,"(5,6]",318,267,585,0.54,0.46
"UR_(6,13]",Uranus,"(6,13]",368,341,709,0.52,0.48
"UR_[0,3]",Uranus,"[0,3]",434,341,775,0.56,0.44
"VE_(1,2]",Venus,"(1,2]",470,434,904,0.52,0.48
"VE_(2,3]",Venus,"(2,3]",55,52,107,0.51,0.49
VE_1,Venus,1,956,774,1730,0.55,0.45
"VE_[0,1)",Venus,"[0,1)",355,329,684,0.52,0.48
"VS_(1,2]",Vesta,"(1,2]",702,585,1287,0.55,0.45
"VS_(2,3]",Vesta,"(2,3]",350,315,665,0.53,0.47
"VS_(3,6]",Vesta,"(3,6]",169,125,294,0.57,0.43
"VS_[0,1]",Vesta,"[0,1]",615,564,1179,0.52,0.48
