PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
CE_CH_a103,1,109,0.001,0.01,0,0.001,0.008,-0.028,0.039,0.068,0.262,2.094,0.001
CE_SN_a103,1,77,0.002,0.017,0.004,0.002,0.014,-0.038,0.039,0.078,-0.043,-0.303,0.002
CH_PL_a45,1,154,0.001,0.023,0.003,0.002,0.017,-0.094,0.085,0.18,-0.599,3.172,0.002
CH_UR_a36,1,37,0.006,0.017,0.008,0.006,0.014,-0.038,0.039,0.078,-0.393,0.069,0.003
JN_PH_a30,1,63,0.002,0.011,0.003,0.002,0.008,-0.033,0.025,0.059,-0.546,1.301,0.001
JN_SA_a60,1,45,0.002,0.007,0.003,0.002,0.007,-0.018,0.021,0.039,-0.239,0.661,0.001
JU_CH_a60,1,101,0.002,0.01,0.003,0.002,0.009,-0.023,0.033,0.056,-0.184,0.221,0.001
MA_CE_a30,1,65,-0.001,0.016,0.001,0,0.013,-0.06,0.034,0.094,-1.009,2.14,0.002
MA_CH_a135,1,94,0.001,0.01,0.002,0.001,0.009,-0.034,0.023,0.058,-0.35,0.757,0.001
MA_PL_a180,1,47,0.002,0.012,0.003,0.002,0.009,-0.036,0.027,0.063,-0.526,0.781,0.002
ME_NE_a120,1,79,0.001,0.016,0,0,0.01,-0.036,0.085,0.121,1.933,9.089,0.002
ME_NN_a135,1,77,0.002,0.009,0.001,0.002,0.008,-0.014,0.024,0.038,0.283,-0.371,0.001
ME_PA_a135,1,39,0,0.013,0,0.001,0.01,-0.049,0.034,0.083,-0.875,4.272,0.002
ME_SN_a45,1,77,0.002,0.009,0.001,0.002,0.008,-0.014,0.024,0.038,0.283,-0.371,0.001
ME_UR_a144,1,76,0.001,0.011,0,0,0.008,-0.025,0.037,0.062,0.721,1.995,0.001
MO_CE_a144,1,234,0.001,0.011,0.001,0.001,0.008,-0.041,0.05,0.091,0.258,3.815,0.001
NN_SN_a180,1,3270,0,0.011,0.001,0.001,0.008,-0.094,0.103,0.197,-0.235,10.387,0
PA_NN_a0,1,44,0.003,0.012,0.006,0.004,0.009,-0.03,0.028,0.058,-0.59,0.635,0.002
PA_SN_a180,1,44,0.003,0.012,0.006,0.004,0.009,-0.03,0.028,0.058,-0.59,0.635,0.002
SA_PH_a90,1,108,0.002,0.02,0.004,0.003,0.018,-0.085,0.039,0.125,-1.219,3.561,0.002
SU_CH_a135,1,81,0.001,0.008,0.001,0.001,0.008,-0.017,0.023,0.04,0.237,0.184,0.001
SU_JN_a36,1,105,0.001,0.009,0.001,0.001,0.007,-0.036,0.027,0.063,-0.154,2.601,0.001
SU_MA_a90,1,84,0.001,0.012,0.001,0.001,0.01,-0.023,0.041,0.064,0.497,0.745,0.001
SU_NE_a144,1,85,0.003,0.01,0.003,0.002,0.007,-0.018,0.044,0.062,0.749,2.282,0.001
SU_PL_a90,1,75,0.004,0.01,0.003,0.003,0.007,-0.017,0.044,0.061,0.99,2.369,0.001
UR_PH_a103,1,449,0,0.015,0,0,0.01,-0.094,0.103,0.197,0.348,12.73,0.001
VE_NE_a180,1,35,0.003,0.01,0.005,0.004,0.006,-0.036,0.021,0.057,-1.39,3.998,0.002
VE_PH_a103,1,78,0.003,0.009,0.002,0.003,0.007,-0.036,0.029,0.065,-0.638,2.981,0.001
VE_SU_a36,1,285,0,0.015,0.001,0,0.009,-0.094,0.085,0.18,-1.505,14.778,0.001
