PlanetAspectCountRange,Planet,Aspect,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_a0_(0,3]",Ceres,a0,"(0,3]",178,148,326,0.55,0.45
CE_a0_0,Ceres,a0,0,1560,1381,2941,0.53,0.47
"CE_a103_(0,4]",Ceres,a103,"(0,4]",358,320,678,0.53,0.47
CE_a103_0,Ceres,a103,0,1380,1209,2589,0.53,0.47
"CE_a120_(0,3]",Ceres,a120,"(0,3]",405,350,755,0.54,0.46
CE_a120_0,Ceres,a120,0,1333,1179,2512,0.53,0.47
"CE_a135_(0,4]",Ceres,a135,"(0,4]",310,265,575,0.54,0.46
CE_a135_0,Ceres,a135,0,1428,1264,2692,0.53,0.47
"CE_a144_(0,3]",Ceres,a144,"(0,3]",360,287,647,0.56,0.44
CE_a144_0,Ceres,a144,0,1378,1242,2620,0.53,0.47
"CE_a150_(0,4]",Ceres,a150,"(0,4]",337,285,622,0.54,0.46
CE_a150_0,Ceres,a150,0,1401,1244,2645,0.53,0.47
"CE_a180_(0,3]",Ceres,a180,"(0,3]",174,146,320,0.54,0.46
CE_a180_0,Ceres,a180,0,1564,1383,2947,0.53,0.47
"CE_a30_(0,4]",Ceres,a30,"(0,4]",312,307,619,0.5,0.5
CE_a30_0,Ceres,a30,0,1426,1222,2648,0.54,0.46
"CE_a36_(0,4]",Ceres,a36,"(0,4]",315,310,625,0.5,0.5
CE_a36_0,Ceres,a36,0,1423,1219,2642,0.54,0.46
"CE_a45_(0,3]",Ceres,a45,"(0,3]",353,364,717,0.49,0.51
CE_a45_0,Ceres,a45,0,1385,1165,2550,0.54,0.46
"CE_a60_(0,3]",Ceres,a60,"(0,3]",317,255,572,0.55,0.45
CE_a60_0,Ceres,a60,0,1421,1274,2695,0.53,0.47
"CE_a72_(0,3]",Ceres,a72,"(0,3]",312,288,600,0.52,0.48
CE_a72_0,Ceres,a72,0,1426,1241,2667,0.53,0.47
"CE_a90_(0,4]",Ceres,a90,"(0,4]",315,271,586,0.54,0.46
CE_a90_0,Ceres,a90,0,1423,1258,2681,0.53,0.47
