PlanetsAspect,PlanetX,PlanetY,Aspect,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CH_a0,Ceres,Chiron,Conjunction,18,7,25,0.72,0.28
CE_CH_a103,Ceres,Chiron,BiSeptile,60,56,116,0.52,0.48
CE_CH_a120,Ceres,Chiron,Trine,39,45,84,0.46,0.54
CE_CH_a135,Ceres,Chiron,SesquiSquare,50,40,90,0.56,0.44
CE_CH_a144,Ceres,Chiron,BiQuintile,43,51,94,0.46,0.54
CE_CH_a150,Ceres,Chiron,Quincunx,43,28,71,0.61,0.39
CE_CH_a180,Ceres,Chiron,Opposition,5,14,19,0.26,0.74
CE_CH_a30,Ceres,Chiron,SemiSextile,81,43,124,0.65,0.35
CE_CH_a36,Ceres,Chiron,SemiQuintile,77,63,140,0.55,0.45
CE_CH_a45,Ceres,Chiron,SemiSquare,40,52,92,0.43,0.57
CE_CH_a60,Ceres,Chiron,Sextile,80,50,130,0.62,0.38
CE_CH_a72,Ceres,Chiron,Quintile,21,25,46,0.46,0.54
CE_CH_a90,Ceres,Chiron,Square,43,31,74,0.58,0.42
CE_JU_a0,Ceres,Jupiter,Conjunction,20,13,33,0.61,0.39
CE_JU_a103,Ceres,Jupiter,BiSeptile,68,42,110,0.62,0.38
CE_JU_a120,Ceres,Jupiter,Trine,15,7,22,0.68,0.32
CE_JU_a135,Ceres,Jupiter,SesquiSquare,68,51,119,0.57,0.43
CE_JU_a144,Ceres,Jupiter,BiQuintile,39,56,95,0.41,0.59
CE_JU_a150,Ceres,Jupiter,Quincunx,35,48,83,0.42,0.58
CE_JU_a180,Ceres,Jupiter,Opposition,26,20,46,0.57,0.43
CE_JU_a30,Ceres,Jupiter,SemiSextile,29,20,49,0.59,0.41
CE_JU_a36,Ceres,Jupiter,SemiQuintile,73,59,132,0.55,0.45
CE_JU_a45,Ceres,Jupiter,SemiSquare,56,57,113,0.5,0.5
CE_JU_a60,Ceres,Jupiter,Sextile,25,11,36,0.69,0.31
CE_JU_a72,Ceres,Jupiter,Quintile,10,22,32,0.31,0.69
CE_JU_a90,Ceres,Jupiter,Square,66,56,122,0.54,0.46
CE_NE_a0,Ceres,Neptune,Conjunction,14,13,27,0.52,0.48
CE_NE_a103,Ceres,Neptune,BiSeptile,42,33,75,0.56,0.44
CE_NE_a120,Ceres,Neptune,Trine,45,26,71,0.63,0.37
CE_NE_a135,Ceres,Neptune,SesquiSquare,39,35,74,0.53,0.47
CE_NE_a144,Ceres,Neptune,BiQuintile,46,28,74,0.62,0.38
CE_NE_a150,Ceres,Neptune,Quincunx,38,34,72,0.53,0.47
CE_NE_a180,Ceres,Neptune,Opposition,17,11,28,0.61,0.39
CE_NE_a30,Ceres,Neptune,SemiSextile,67,62,129,0.52,0.48
CE_NE_a36,Ceres,Neptune,SemiQuintile,40,41,81,0.49,0.51
CE_NE_a45,Ceres,Neptune,SemiSquare,45,38,83,0.54,0.46
CE_NE_a60,Ceres,Neptune,Sextile,50,27,77,0.65,0.35
CE_NE_a72,Ceres,Neptune,Quintile,36,34,70,0.51,0.49
CE_NE_a90,Ceres,Neptune,Square,40,29,69,0.58,0.42
CE_NN_a0,Ceres,NNode,Conjunction,96,60,156,0.62,0.38
CE_NN_a103,Ceres,NNode,BiSeptile,36,27,63,0.57,0.43
CE_NN_a120,Ceres,NNode,Trine,60,48,108,0.56,0.44
CE_NN_a135,Ceres,NNode,SesquiSquare,78,89,167,0.47,0.53
CE_NN_a144,Ceres,NNode,BiQuintile,61,64,125,0.49,0.51
CE_NN_a150,Ceres,NNode,Quincunx,60,73,133,0.45,0.55
CE_NN_a180,Ceres,NNode,Opposition,14,10,24,0.58,0.42
CE_NN_a30,Ceres,NNode,SemiSextile,27,21,48,0.56,0.44
CE_NN_a36,Ceres,NNode,SemiQuintile,21,24,45,0.47,0.53
CE_NN_a45,Ceres,NNode,SemiSquare,26,19,45,0.58,0.42
CE_NN_a60,Ceres,NNode,Sextile,24,24,48,0.5,0.5
CE_NN_a72,Ceres,NNode,Quintile,44,36,80,0.55,0.45
CE_NN_a90,Ceres,NNode,Square,41,44,85,0.48,0.52
CE_PA_a103,Ceres,Pallas,BiSeptile,5,7,12,0.42,0.58
CE_PA_a30,Ceres,Pallas,SemiSextile,165,156,321,0.51,0.49
CE_PA_a36,Ceres,Pallas,SemiQuintile,186,147,333,0.56,0.44
CE_PA_a45,Ceres,Pallas,SemiSquare,113,86,199,0.57,0.43
CE_PA_a60,Ceres,Pallas,Sextile,79,84,163,0.48,0.52
CE_PA_a72,Ceres,Pallas,Quintile,57,43,100,0.57,0.43
CE_PA_a90,Ceres,Pallas,Square,40,26,66,0.61,0.39
CE_PH_a0,Ceres,Pholus,Conjunction,8,14,22,0.36,0.64
CE_PH_a103,Ceres,Pholus,BiSeptile,67,41,108,0.62,0.38
CE_PH_a120,Ceres,Pholus,Trine,40,34,74,0.54,0.46
CE_PH_a135,Ceres,Pholus,SesquiSquare,43,32,75,0.57,0.43
CE_PH_a144,Ceres,Pholus,BiQuintile,64,64,128,0.5,0.5
CE_PH_a150,Ceres,Pholus,Quincunx,57,31,88,0.65,0.35
CE_PH_a180,Ceres,Pholus,Opposition,34,39,73,0.47,0.53
CE_PH_a30,Ceres,Pholus,SemiSextile,41,48,89,0.46,0.54
CE_PH_a36,Ceres,Pholus,SemiQuintile,33,47,80,0.41,0.59
CE_PH_a45,Ceres,Pholus,SemiSquare,44,36,80,0.55,0.45
CE_PH_a60,Ceres,Pholus,Sextile,54,53,107,0.5,0.5
CE_PH_a72,Ceres,Pholus,Quintile,45,22,67,0.67,0.33
CE_PH_a90,Ceres,Pholus,Square,58,62,120,0.48,0.52
CE_PL_a0,Ceres,Pluto,Conjunction,26,31,57,0.46,0.54
CE_PL_a103,Ceres,Pluto,BiSeptile,32,38,70,0.46,0.54
CE_PL_a120,Ceres,Pluto,Trine,55,39,94,0.59,0.41
CE_PL_a135,Ceres,Pluto,SesquiSquare,70,36,106,0.66,0.34
CE_PL_a144,Ceres,Pluto,BiQuintile,39,28,67,0.58,0.42
CE_PL_a150,Ceres,Pluto,Quincunx,35,52,87,0.4,0.6
CE_PL_a180,Ceres,Pluto,Opposition,17,7,24,0.71,0.29
CE_PL_a30,Ceres,Pluto,SemiSextile,27,15,42,0.64,0.36
CE_PL_a36,Ceres,Pluto,SemiQuintile,43,43,86,0.5,0.5
