PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_VM01,Ceres,Aswini,93,79,172,0.54,0.46
CE_VM02,Ceres,Bharani,90,74,164,0.55,0.45
CE_VM03,Ceres,Krittica,74,47,121,0.61,0.39
CE_VM04,Ceres,Rohini,82,57,139,0.59,0.41
CE_VM05,Ceres,Mrigashira,76,86,162,0.47,0.53
CE_VM06,Ceres,Ardra,57,48,105,0.54,0.46
CE_VM07,Ceres,Punavasu,38,31,69,0.55,0.45
CE_VM08,Ceres,Pushya,72,55,127,0.57,0.43
CE_VM09,Ceres,Ashlesha,68,72,140,0.49,0.51
CE_VM10,Ceres,Magha,76,54,130,0.58,0.42
CE_VM11,Ceres,PurvaPhalguni,66,61,127,0.52,0.48
CE_VM12,Ceres,UttaraPhalguni,34,30,64,0.53,0.47
CE_VM13,Ceres,Hasta,28,34,62,0.45,0.55
CE_VM14,Ceres,Chitra,96,77,173,0.55,0.45
CE_VM15,Ceres,Swati,55,36,91,0.6,0.4
CE_VM16,Ceres,Vishakha,33,30,63,0.52,0.48
CE_VM17,Ceres,Anuradha,80,74,154,0.52,0.48
CE_VM18,Ceres,Jyeshtha,91,73,164,0.55,0.45
CE_VM19,Ceres,Mula,96,77,173,0.55,0.45
CE_VM20,Ceres,PurvaAshada,33,40,73,0.45,0.55
CE_VM21,Ceres,UttaraAshada,68,86,154,0.44,0.56
CE_VM22,Ceres,Shravana,70,67,137,0.51,0.49
CE_VM23,Ceres,Danishtha,55,54,109,0.5,0.5
CE_VM24,Ceres,Shatabhisha,120,69,189,0.63,0.37
CE_VM25,Ceres,PurvaBhadrapada,83,84,167,0.5,0.5
CE_VM26,Ceres,UttaraBhadrapada,65,56,121,0.54,0.46
CE_VM27,Ceres,Revati,57,57,114,0.5,0.5
CH_VM22,Chiron,Shravana,92,81,173,0.53,0.47
CH_VM23,Chiron,Danishtha,323,307,630,0.51,0.49
CH_VM24,Chiron,Shatabhisha,426,406,832,0.51,0.49
CH_VM25,Chiron,PurvaBhadrapada,442,385,827,0.53,0.47
CH_VM26,Chiron,UttaraBhadrapada,507,389,896,0.57,0.43
CH_VM27,Chiron,Revati,66,40,106,0.62,0.38
JN_VM01,Juno,Aswini,32,20,52,0.62,0.38
JN_VM02,Juno,Bharani,43,22,65,0.66,0.34
JN_VM03,Juno,Krittica,70,73,143,0.49,0.51
JN_VM04,Juno,Rohini,29,23,52,0.56,0.44
JN_VM05,Juno,Mrigashira,25,26,51,0.49,0.51
JN_VM06,Juno,Ardra,32,18,50,0.64,0.36
JN_VM07,Juno,Punavasu,29,27,56,0.52,0.48
JN_VM08,Juno,Pushya,62,56,118,0.53,0.47
JN_VM09,Juno,Ashlesha,68,55,123,0.55,0.45
JN_VM10,Juno,Magha,37,29,66,0.56,0.44
JN_VM11,Juno,PurvaPhalguni,61,78,139,0.44,0.56
JN_VM12,Juno,UttaraPhalguni,75,75,150,0.5,0.5
JN_VM13,Juno,Hasta,101,76,177,0.57,0.43
JN_VM14,Juno,Chitra,86,82,168,0.51,0.49
JN_VM15,Juno,Swati,98,101,199,0.49,0.51
JN_VM16,Juno,Vishakha,113,96,209,0.54,0.46
JN_VM17,Juno,Anuradha,142,99,241,0.59,0.41
JN_VM18,Juno,Jyeshtha,169,147,316,0.53,0.47
JN_VM19,Juno,Mula,110,113,223,0.49,0.51
JN_VM20,Juno,PurvaAshada,101,73,174,0.58,0.42
JN_VM21,Juno,UttaraAshada,39,43,82,0.48,0.52
JN_VM22,Juno,Shravana,92,76,168,0.55,0.45
JN_VM23,Juno,Danishtha,47,47,94,0.5,0.5
JN_VM24,Juno,Shatabhisha,29,31,60,0.48,0.52
JN_VM25,Juno,PurvaBhadrapada,73,42,115,0.63,0.37
JN_VM26,Juno,UttaraBhadrapada,66,53,119,0.55,0.45
JN_VM27,Juno,Revati,27,27,54,0.5,0.5
JU_VM01,Jupiter,Aswini,71,68,139,0.51,0.49
JU_VM02,Jupiter,Bharani,44,55,99,0.44,0.56
JU_VM03,Jupiter,Krittica,21,20,41,0.51,0.49
JU_VM04,Jupiter,Rohini,101,100,201,0.5,0.5
JU_VM05,Jupiter,Mrigashira,19,23,42,0.45,0.55
JU_VM06,Jupiter,Ardra,62,44,106,0.58,0.42
JU_VM07,Jupiter,Punavasu,73,69,142,0.51,0.49
JU_VM08,Jupiter,Pushya,24,16,40,0.6,0.4
JU_VM09,Jupiter,Ashlesha,109,96,205,0.53,0.47
JU_VM10,Jupiter,Magha,20,25,45,0.44,0.56
JU_VM11,Jupiter,PurvaPhalguni,83,68,151,0.55,0.45
JU_VM12,Jupiter,UttaraPhalguni,43,56,99,0.43,0.57
JU_VM13,Jupiter,Hasta,69,52,121,0.57,0.43
JU_VM14,Jupiter,Chitra,82,56,138,0.59,0.41
JU_VM15,Jupiter,Swati,47,27,74,0.64,0.36
JU_VM16,Jupiter,Vishakha,97,84,181,0.54,0.46
JU_VM17,Jupiter,Anuradha,24,16,40,0.6,0.4
JU_VM18,Jupiter,Jyeshtha,128,102,230,0.56,0.44
JU_VM19,Jupiter,Mula,54,46,100,0.54,0.46
JU_VM20,Jupiter,PurvaAshada,127,145,272,0.47,0.53
JU_VM21,Jupiter,UttaraAshada,130,93,223,0.58,0.42
JU_VM22,Jupiter,Shravana,50,40,90,0.56,0.44
JU_VM23,Jupiter,Danishtha,186,135,321,0.58,0.42
JU_VM24,Jupiter,Shatabhisha,47,33,80,0.59,0.41
JU_VM25,Jupiter,PurvaBhadrapada,50,59,109,0.46,0.54
JU_VM26,Jupiter,UttaraBhadrapada,76,62,138,0.55,0.45
JU_VM27,Jupiter,Revati,19,18,37,0.51,0.49
MA_VM01,Mars,Aswini,82,44,126,0.65,0.35
MA_VM02,Mars,Bharani,50,38,88,0.57,0.43
MA_VM03,Mars,Krittica,49,47,96,0.51,0.49
MA_VM04,Mars,Rohini,53,42,95,0.56,0.44
MA_VM05,Mars,Mrigashira,82,68,150,0.55,0.45
MA_VM06,Mars,Ardra,97,84,181,0.54,0.46
MA_VM07,Mars,Punavasu,69,44,113,0.61,0.39
MA_VM08,Mars,Pushya,92,91,183,0.5,0.5
MA_VM09,Mars,Ashlesha,81,92,173,0.47,0.53
MA_VM10,Mars,Magha,72,77,149,0.48,0.52
MA_VM11,Mars,PurvaPhalguni,97,84,181,0.54,0.46
MA_VM12,Mars,UttaraPhalguni,89,58,147,0.61,0.39
MA_VM13,Mars,Hasta,87,87,174,0.5,0.5
MA_VM14,Mars,Chitra,103,71,174,0.59,0.41
MA_VM15,Mars,Swati,47,67,114,0.41,0.59
MA_VM16,Mars,Vishakha,82,56,138,0.59,0.41
MA_VM17,Mars,Anuradha,78,85,163,0.48,0.52
MA_VM18,Mars,Jyeshtha,39,52,91,0.43,0.57
MA_VM19,Mars,Mula,43,42,85,0.51,0.49
MA_VM20,Mars,PurvaAshada,49,40,89,0.55,0.45
MA_VM21,Mars,UttaraAshada,63,65,128,0.49,0.51
MA_VM22,Mars,Shravana,73,62,135,0.54,0.46
MA_VM23,Mars,Danishtha,44,40,84,0.52,0.48
