PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_VM01,Ceres,Aswini,174,176,350,0.5,0.5
CE_VM02,Ceres,Bharani,194,178,372,0.52,0.48
CE_VM03,Ceres,Krittica,210,183,393,0.53,0.47
CE_VM04,Ceres,Rohini,212,206,418,0.51,0.49
CE_VM05,Ceres,Mrigashira,166,154,320,0.52,0.48
CE_VM06,Ceres,Ardra,149,129,278,0.54,0.46
CE_VM07,Ceres,Punavasu,197,207,404,0.49,0.51
CE_VM08,Ceres,Pushya,179,151,330,0.54,0.46
CE_VM09,Ceres,Ashlesha,154,171,325,0.47,0.53
CE_VM10,Ceres,Magha,194,157,351,0.55,0.45
CE_VM11,Ceres,PurvaPhalguni,160,163,323,0.5,0.5
CE_VM12,Ceres,UttaraPhalguni,189,173,362,0.52,0.48
CE_VM13,Ceres,Hasta,164,139,303,0.54,0.46
CE_VM14,Ceres,Chitra,159,140,299,0.53,0.47
CE_VM15,Ceres,Swati,165,100,265,0.62,0.38
CE_VM16,Ceres,Vishakha,231,198,429,0.54,0.46
CE_VM17,Ceres,Anuradha,174,165,339,0.51,0.49
CE_VM18,Ceres,Jyeshtha,193,189,382,0.51,0.49
CE_VM19,Ceres,Mula,234,206,440,0.53,0.47
CE_VM20,Ceres,PurvaAshada,234,180,414,0.57,0.43
CE_VM21,Ceres,UttaraAshada,222,187,409,0.54,0.46
CE_VM22,Ceres,Shravana,178,166,344,0.52,0.48
CE_VM23,Ceres,Danishtha,230,200,430,0.53,0.47
CE_VM24,Ceres,Shatabhisha,235,229,464,0.51,0.49
CE_VM25,Ceres,PurvaBhadrapada,245,255,500,0.49,0.51
CE_VM26,Ceres,UttaraBhadrapada,224,210,434,0.52,0.48
CE_VM27,Ceres,Revati,239,201,440,0.54,0.46
CH_,Chiron,,1,0,1,1,0
CH_VM01,Chiron,Aswini,359,248,607,0.59,0.41
CH_VM04,Chiron,Rohini,200,209,409,0.49,0.51
CH_VM05,Chiron,Mrigashira,303,307,610,0.5,0.5
CH_VM06,Chiron,Ardra,272,263,535,0.51,0.49
CH_VM07,Chiron,Punavasu,227,220,447,0.51,0.49
CH_VM08,Chiron,Pushya,210,193,403,0.52,0.48
CH_VM09,Chiron,Ashlesha,136,136,272,0.5,0.5
CH_VM10,Chiron,Magha,128,137,265,0.48,0.52
CH_VM11,Chiron,PurvaPhalguni,131,124,255,0.51,0.49
CH_VM12,Chiron,UttaraPhalguni,112,138,250,0.45,0.55
CH_VM13,Chiron,Hasta,86,72,158,0.54,0.46
CH_VM14,Chiron,Chitra,71,81,152,0.47,0.53
CH_VM15,Chiron,Swati,103,141,244,0.42,0.58
CH_VM16,Chiron,Vishakha,109,135,244,0.45,0.55
CH_VM17,Chiron,Anuradha,92,86,178,0.52,0.48
CH_VM18,Chiron,Jyeshtha,128,93,221,0.58,0.42
CH_VM19,Chiron,Mula,138,120,258,0.53,0.47
CH_VM20,Chiron,PurvaAshada,145,154,299,0.48,0.52
CH_VM21,Chiron,UttaraAshada,171,189,360,0.48,0.52
CH_VM22,Chiron,Shravana,208,184,392,0.53,0.47
CH_VM23,Chiron,Danishtha,278,222,500,0.56,0.44
CH_VM24,Chiron,Shatabhisha,297,275,572,0.52,0.48
CH_VM25,Chiron,PurvaBhadrapada,424,303,727,0.58,0.42
CH_VM26,Chiron,UttaraBhadrapada,445,358,803,0.55,0.45
