PlanetsAspect,buy,sell,daysN,BuyDays%,SellDays%
JUNE_a0,63,48,111,0.57,0.43
JUNE_a103,119,107,226,0.53,0.47
JUNE_a120,128,98,226,0.57,0.43
JUNE_a135,100,103,203,0.49,0.51
JUNE_a144,119,102,221,0.54,0.46
JUNE_a150,152,135,287,0.53,0.47
JUNE_a180,79,77,156,0.51,0.49
JUNE_a30,95,75,170,0.56,0.44
JUNE_a36,126,118,244,0.52,0.48
JUNE_a45,110,120,230,0.48,0.52
JUNE_a60,116,97,213,0.54,0.46
JUNE_a72,159,136,295,0.54,0.46
JUNE_a90,128,110,238,0.54,0.46
JUPL_a0,72,59,131,0.55,0.45
JUPL_a103,144,143,287,0.5,0.5
JUPL_a120,122,90,212,0.58,0.42
JUPL_a135,130,111,241,0.54,0.46
JUPL_a144,85,80,165,0.52,0.48
JUPL_a150,114,98,212,0.54,0.46
JUPL_a180,78,55,133,0.59,0.41
JUPL_a30,95,67,162,0.59,0.41
JUPL_a36,148,147,295,0.5,0.5
JUPL_a45,140,170,310,0.45,0.55
JUPL_a60,66,74,140,0.47,0.53
JUPL_a72,148,146,294,0.5,0.5
JUPL_a90,105,95,200,0.52,0.48
JUSA_a0,83,95,178,0.47,0.53
JUSA_a103,125,114,239,0.52,0.48
JUSA_a120,120,114,234,0.51,0.49
JUSA_a135,100,96,196,0.51,0.49
JUSA_a144,104,102,206,0.5,0.5
JUSA_a150,70,64,134,0.52,0.48
JUSA_a180,79,77,156,0.51,0.49
JUSA_a30,140,113,253,0.55,0.45
JUSA_a36,135,124,259,0.52,0.48
JUSA_a45,140,118,258,0.54,0.46
JUSA_a60,153,137,290,0.53,0.47
JUSA_a72,150,163,313,0.48,0.52
JUSA_a90,121,112,233,0.52,0.48
JUUR_a0,117,98,215,0.54,0.46
JUUR_a103,128,108,236,0.54,0.46
JUUR_a120,133,115,248,0.54,0.46
JUUR_a135,106,78,184,0.58,0.42
JUUR_a144,166,143,309,0.54,0.46
JUUR_a150,130,103,233,0.56,0.44
JUUR_a180,77,40,117,0.66,0.34
JUUR_a30,204,163,367,0.56,0.44
JUUR_a36,136,99,235,0.58,0.42
JUUR_a45,122,119,241,0.51,0.49
JUUR_a60,128,125,253,0.51,0.49
JUUR_a72,111,113,224,0.5,0.5
JUUR_a90,130,99,229,0.57,0.43
MAJU_a0,46,63,109,0.42,0.58
MAJU_a103,97,99,196,0.49,0.51
MAJU_a120,108,102,210,0.51,0.49
MAJU_a135,92,100,192,0.48,0.52
MAJU_a144,113,99,212,0.53,0.47
MAJU_a150,120,94,214,0.56,0.44
MAJU_a180,87,76,163,0.53,0.47
MAJU_a30,122,108,230,0.53,0.47
MAJU_a36,114,92,206,0.55,0.45
MAJU_a45,135,102,237,0.57,0.43
MAJU_a60,153,127,280,0.55,0.45
MAJU_a72,173,126,299,0.58,0.42
MAJU_a90,130,109,239,0.54,0.46
MANE_a0,45,39,84,0.54,0.46
MANE_a103,103,102,205,0.5,0.5
MANE_a120,91,114,205,0.44,0.56
MANE_a135,144,123,267,0.54,0.46
MANE_a144,132,135,267,0.49,0.51
MANE_a150,137,114,251,0.55,0.45
MANE_a180,58,67,125,0.46,0.54
MANE_a30,122,95,217,0.56,0.44
MANE_a36,132,114,246,0.54,0.46
MANE_a45,130,132,262,0.5,0.5
MANE_a60,109,80,189,0.58,0.42
MANE_a72,87,110,197,0.44,0.56
MANE_a90,120,125,245,0.49,0.51
MAPL_a0,58,39,97,0.6,0.4
MAPL_a103,108,104,212,0.51,0.49
MAPL_a120,117,101,218,0.54,0.46
MAPL_a135,138,141,279,0.49,0.51
MAPL_a144,132,108,240,0.55,0.45
MAPL_a150,141,125,266,0.53,0.47
MAPL_a180,55,53,108,0.51,0.49
MAPL_a30,124,100,224,0.55,0.45
MAPL_a36,99,106,205,0.48,0.52
MAPL_a45,127,103,230,0.55,0.45
MAPL_a60,118,100,218,0.54,0.46
MAPL_a72,145,99,244,0.59,0.41
MAPL_a90,130,122,252,0.52,0.48
MASA_a0,60,55,115,0.52,0.48
MASA_a103,95,94,189,0.5,0.5
MASA_a120,106,98,204,0.52,0.48
MASA_a135,118,80,198,0.6,0.4
MASA_a144,113,114,227,0.5,0.5
MASA_a150,100,108,208,0.48,0.52
MASA_a180,70,55,125,0.56,0.44
MASA_a30,145,114,259,0.56,0.44
MASA_a36,141,112,253,0.56,0.44
MASA_a45,153,130,283,0.54,0.46
MASA_a60,136,107,243,0.56,0.44
MASA_a72,103,121,224,0.46,0.54
MASA_a90,117,132,249,0.47,0.53
MAUR_a0,59,59,118,0.5,0.5
MAUR_a103,134,123,257,0.52,0.48
MAUR_a120,117,103,220,0.53,0.47
MAUR_a135,113,129,242,0.47,0.53
MAUR_a144,153,125,278,0.55,0.45
MAUR_a150,131,148,279,0.47,0.53
MAUR_a180,63,62,125,0.5,0.5
MAUR_a30,128,96,224,0.57,0.43
MAUR_a36,97,81,178,0.54,0.46
MAUR_a45,109,90,199,0.55,0.45
MAUR_a60,129,127,256,0.5,0.5
MAUR_a72,112,96,208,0.54,0.46
MAUR_a90,123,106,229,0.54,0.46
MEJU_a0,65,69,134,0.49,0.51
MEJU_a103,112,116,228,0.49,0.51
MEJU_a120,106,90,196,0.54,0.46
MEJU_a135,109,109,218,0.5,0.5
MEJU_a144,113,117,230,0.49,0.51
MEJU_a150,109,95,204,0.53,0.47
MEJU_a180,46,35,81,0.57,0.43
MEJU_a30,156,114,270,0.58,0.42
MEJU_a36,155,129,284,0.55,0.45
MEJU_a45,144,150,294,0.49,0.51
MEJU_a60,148,96,244,0.61,0.39
MEJU_a72,130,127,257,0.51,0.49
MEJU_a90,140,102,242,0.58,0.42
MEMA_a0,107,89,196,0.55,0.45
MEMA_a103,119,121,240,0.5,0.5
MEMA_a120,78,52,130,0.6,0.4
MEMA_a135,42,52,94,0.45,0.55
MEMA_a144,37,44,81,0.46,0.54
MEMA_a150,52,36,88,0.59,0.41
MEMA_a180,16,21,37,0.43,0.57
MEMA_a30,208,182,390,0.53,0.47
MEMA_a36,159,170,329,0.48,0.52
MEMA_a45,229,193,422,0.54,0.46
MEMA_a60,150,130,280,0.54,0.46
MEMA_a72,175,148,323,0.54,0.46
MEMA_a90,133,108,241,0.55,0.45
MENE_a0,76,52,128,0.59,0.41
MENE_a103,120,102,222,0.54,0.46
MENE_a120,134,115,249,0.54,0.46
MENE_a135,144,121,265,0.54,0.46
MENE_a144,116,99,215,0.54,0.46
MENE_a150,101,97,198,0.51,0.49
MENE_a180,68,55,123,0.55,0.45
MENE_a30,148,106,254,0.58,0.42
MENE_a36,133,123,256,0.52,0.48
MENE_a45,119,122,241,0.49,0.51
MENE_a60,123,102,225,0.55,0.45
MENE_a72,141,138,279,0.51,0.49
MENE_a90,133,130,263,0.51,0.49
MEPL_a0,70,72,142,0.49,0.51
MEPL_a103,118,126,244,0.48,0.52
MEPL_a120,116,123,239,0.49,0.51
MEPL_a135,104,101,205,0.51,0.49
MEPL_a144,115,126,241,0.48,0.52
MEPL_a150,119,99,218,0.55,0.45
MEPL_a180,54,40,94,0.57,0.43
MEPL_a30,120,122,242,0.5,0.5
MEPL_a36,142,143,285,0.5,0.5
MEPL_a45,140,114,254,0.55,0.45
MEPL_a60,137,126,263,0.52,0.48
MEPL_a72,143,108,251,0.57,0.43
MEPL_a90,125,116,241,0.52,0.48
MESA_a0,72,60,132,0.55,0.45
MESA_a103,127,129,256,0.5,0.5
MESA_a120,123,102,225,0.55,0.45
MESA_a135,134,116,250,0.54,0.46
MESA_a144,125,99,224,0.56,0.44
MESA_a150,105,99,204,0.51,0.49
MESA_a180,51,38,89,0.57,0.43
MESA_a30,126,132,258,0.49,0.51
MESA_a36,130,118,248,0.52,0.48
MESA_a45,149,140,289,0.52,0.48
MESA_a60,141,107,248,0.57,0.43
MESA_a72,159,129,288,0.55,0.45
MESA_a90,116,124,240,0.48,0.52
MESU_a0,356,270,626,0.57,0.43
MEUR_a0,64,64,128,0.5,0.5
MEUR_a103,118,108,226,0.52,0.48
MEUR_a120,133,110,243,0.55,0.45
MEUR_a135,109,139,248,0.44,0.56
MEUR_a144,122,116,238,0.51,0.49
MEUR_a150,125,123,248,0.5,0.5
MEUR_a180,61,51,112,0.54,0.46
MEUR_a30,131,143,274,0.48,0.52
MEUR_a36,134,114,248,0.54,0.46
MEUR_a45,129,133,262,0.49,0.51
MEUR_a60,144,117,261,0.55,0.45
MEUR_a72,131,118,249,0.53,0.47
