PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
CEUR_a135,1,75,0.001,0.004,0.001,0.001,0.004,-0.009,0.009,0.018,-0.074,-0.427,0
CHNE_a30,1,9,-0.001,0.003,-0.002,-0.001,0.003,-0.006,0.005,0.011,0.304,-1.349,0.001
JNJU_a72,1,86,-0.001,0.004,0,0,0.004,-0.013,0.009,0.022,-0.535,0.522,0
JNPH_a0,1,39,0,0.004,0,0,0.003,-0.007,0.009,0.016,0.441,-0.187,0.001
JNPL_a30,1,130,0,0.004,0,0,0.004,-0.012,0.012,0.024,-0.175,0.315,0
JUNN_a103,1,61,0,0.003,0,0,0.003,-0.007,0.006,0.013,0.072,-0.741,0
JUPH_a72,1,194,-0.001,0.005,-0.001,-0.001,0.005,-0.014,0.014,0.028,0.131,0.268,0
JUPL_a103,1,77,0,0.004,0,0.001,0.003,-0.009,0.009,0.018,-0.19,0.122,0
MACE_a135,1,118,0,0.004,0,0,0.003,-0.01,0.011,0.021,-0.058,0.076,0
MAJN_a103,1,78,-0.001,0.005,0,0,0.005,-0.016,0.01,0.026,-0.655,0.945,0.001
MAPH_a103,1,142,0,0.004,0,-0.001,0.004,-0.011,0.01,0.021,0.292,0.106,0
MAPL_a72,1,92,-0.001,0.004,-0.001,-0.001,0.003,-0.011,0.015,0.026,0.31,0.992,0
MAUR_a0,1,56,0,0.004,0,0,0.004,-0.006,0.009,0.015,0.462,-0.792,0.001
MECH_a120,1,119,0,0.004,0,0,0.004,-0.007,0.018,0.025,1.025,2.369,0
MENE_a150,1,88,-0.001,0.005,0,0,0.004,-0.016,0.014,0.03,-0.485,1.269,0.001
MEPA_a135,1,53,0,0.005,-0.001,-0.001,0.004,-0.01,0.019,0.029,0.999,2.211,0.001
MESA_a60,1,110,0,0.004,-0.001,-0.001,0.004,-0.01,0.015,0.025,0.477,0.839,0
MESN_a72,1,154,0,0.005,0,0,0.005,-0.015,0.017,0.032,0.074,1.1,0
MEVS_a60,1,148,0.001,0.004,0.001,0.001,0.004,-0.012,0.012,0.024,0.057,0.376,0
MOJN_a103,1,330,0,0.004,0,0,0.003,-0.012,0.017,0.029,0.363,1.122,0
