PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
PA_Z07_LIB,Pallas,Libra,236,219,455,0.52,0.48
PA_Z08_SCO,Pallas,Scorpio,171,195,366,0.47,0.53
PA_Z09_SAG,Pallas,Sagittarius,188,172,360,0.52,0.48
PA_Z10_CAP,Pallas,Capricorn,313,304,617,0.51,0.49
PA_Z11_AQU,Pallas,Aquarius,245,262,507,0.48,0.52
PA_Z12_PIS,Pallas,Pisces,365,410,775,0.47,0.53
PH_Z08_SCO,Pholus,Scorpio,253,291,544,0.47,0.53
PH_Z09_SAG,Pholus,Sagittarius,1662,1709,3371,0.49,0.51
PH_Z10_CAP,Pholus,Capricorn,578,541,1119,0.52,0.48
PL_Z09_SAG,Pluto,Sagittarius,589,659,1248,0.47,0.53
PL_Z10_CAP,Pluto,Capricorn,1904,1882,3786,0.5,0.5
SA_Z04_CAN,Saturn,Cancer,219,255,474,0.46,0.54
SA_Z05_LEO,Saturn,Leo,259,295,554,0.47,0.53
SA_Z06_VIR,Saturn,Virgo,307,326,633,0.48,0.52
SA_Z07_LIB,Saturn,Libra,320,370,690,0.46,0.54
SA_Z08_SCO,Saturn,Scorpio,342,303,645,0.53,0.47
SA_Z09_SAG,Saturn,Sagittarius,370,339,709,0.52,0.48
SA_Z10_CAP,Saturn,Capricorn,361,346,707,0.51,0.49
SA_Z11_AQU,Saturn,Aquarius,315,307,622,0.51,0.49
SN_Z01_ARI,SNode,Aries,220,185,405,0.54,0.46
SN_Z02_TAU,SNode,Taurus,211,192,403,0.52,0.48
SN_Z03_GEM,SNode,Gemini,193,211,404,0.48,0.52
SN_Z04_CAN,SNode,Cancer,185,220,405,0.46,0.54
SN_Z05_LEO,SNode,Leo,203,198,401,0.51,0.49
SN_Z06_VIR,SNode,Virgo,181,221,402,0.45,0.55
SN_Z07_LIB,SNode,Libra,193,210,403,0.48,0.52
SN_Z08_SCO,SNode,Scorpio,286,310,596,0.48,0.52
SN_Z09_SAG,SNode,Sagittarius,198,206,404,0.49,0.51
SN_Z10_CAP,SNode,Capricorn,210,194,404,0.52,0.48
SN_Z11_AQU,SNode,Aquarius,203,199,402,0.5,0.5
SN_Z12_PIS,SNode,Pisces,210,195,405,0.52,0.48
SU_Z01_ARI,Sun,Aries,200,212,412,0.49,0.51
SU_Z02_TAU,Sun,Taurus,202,219,421,0.48,0.52
SU_Z03_GEM,Sun,Gemini,205,218,423,0.48,0.52
SU_Z04_CAN,Sun,Cancer,205,221,426,0.48,0.52
SU_Z05_LEO,Sun,Leo,207,215,422,0.49,0.51
SU_Z06_VIR,Sun,Virgo,201,221,422,0.48,0.52
SU_Z07_LIB,Sun,Libra,215,217,432,0.5,0.5
SU_Z08_SCO,Sun,Scorpio,224,201,425,0.53,0.47
SU_Z09_SAG,Sun,Sagittarius,222,196,418,0.53,0.47
SU_Z10_CAP,Sun,Capricorn,209,214,423,0.49,0.51
SU_Z11_AQU,Sun,Aquarius,195,211,406,0.48,0.52
SU_Z12_PIS,Sun,Pisces,208,196,404,0.51,0.49
UR_Z01_ARI,Uranus,Aries,1028,980,2008,0.51,0.49
UR_Z02_TAU,Uranus,Taurus,578,561,1139,0.51,0.49
UR_Z11_AQU,Uranus,Aquarius,35,37,72,0.49,0.51
UR_Z12_PIS,Uranus,Pisces,852,963,1815,0.47,0.53
VE_Z01_ARI,Venus,Aries,224,226,450,0.5,0.5
VE_Z02_TAU,Venus,Taurus,173,174,347,0.5,0.5
VE_Z03_GEM,Venus,Gemini,261,300,561,0.47,0.53
VE_Z04_CAN,Venus,Cancer,175,173,348,0.5,0.5
VE_Z05_LEO,Venus,Leo,229,227,456,0.5,0.5
VE_Z06_VIR,Venus,Virgo,170,205,375,0.45,0.55
VE_Z07_LIB,Venus,Libra,216,181,397,0.54,0.46
VE_Z08_SCO,Venus,Scorpio,216,232,448,0.48,0.52
VE_Z09_SAG,Venus,Sagittarius,200,161,361,0.55,0.45
VE_Z10_CAP,Venus,Capricorn,274,267,541,0.51,0.49
VE_Z11_AQU,Venus,Aquarius,171,203,374,0.46,0.54
VE_Z12_PIS,Venus,Pisces,184,192,376,0.49,0.51
VS_Z01_ARI,Vesta,Aries,186,192,378,0.49,0.51
VS_Z02_TAU,Vesta,Taurus,301,238,539,0.56,0.44
VS_Z03_GEM,Vesta,Gemini,186,227,413,0.45,0.55
VS_Z04_CAN,Vesta,Cancer,241,256,497,0.48,0.52
VS_Z05_LEO,Vesta,Leo,183,207,390,0.47,0.53
VS_Z06_VIR,Vesta,Virgo,218,225,443,0.49,0.51
VS_Z07_LIB,Vesta,Libra,183,174,357,0.51,0.49
VS_Z08_SCO,Vesta,Scorpio,122,123,245,0.5,0.5
VS_Z09_SAG,Vesta,Sagittarius,206,259,465,0.44,0.56
VS_Z10_CAP,Vesta,Capricorn,168,146,314,0.54,0.46
VS_Z11_AQU,Vesta,Aquarius,248,229,477,0.52,0.48
VS_Z12_PIS,Vesta,Pisces,251,265,516,0.49,0.51
